"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5572"	"spectra.count.P5572"	"dNSAF.P5572"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P48735"	"P48735"	"IDHP_HUMAN"	"Isocitrate dehydrogenase [NADP], mitochondrial"	"IDH2"	9	15	0.0025838199012711	9	15	0.00327168535334394	0	"glyoxylate cycle;carbohydrate metabolic process;2-oxoglutarate metabolic process;isocitrate metabolic process;tricarboxylic acid cycle"	"mitochondrial matrix;mitochondrial inner membrane"	"magnesium ion binding;isocitrate dehydrogenase (NADP+) activity;NAD binding"
"P49736"	"P49736"	"MCM2_HUMAN"	"DNA replication licensing factor MCM2"	"MCM2"	9	13	0.00111965529055081	9	13	0.00141773031978237	0	"nucleosome assembly;DNA strand elongation involved in DNA replication;cellular response to interleukin-4;G1/S transition of mitotic cell cycle;DNA replication initiation;DNA unwinding involved in DNA replication"	"MCM complex;chromatin;nuclear origin of replication recognition complex;nucleoplasm"	"ATP binding;DNA replication origin binding;metal ion binding;DNA helicase activity;DNA binding"
"P55072"	"P55072"	"TERA_HUMAN"	"Transitional endoplasmic reticulum ATPase"	"VCP"	9	11	0.0010625932629545	9	11	0.00134547721892689	0	"positive regulation of protein complex assembly;retrograde protein transport;protein ubiquitination;translesion synthesis;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;ER-associated protein catabolic process;activation of cysteine-type endopeptidase activity involved in apoptotic process;double-strand break repair;endoplasmic reticulum unfolded protein response;protein N-linked glycosylation via asparagine"	"cytosol;proteasome complex;nucleus;site of double-strand break;endoplasmic reticulum"	"ATP binding;polyubiquitin binding;lipid binding;ATPase activity"
"P61604"	"P61604"	"CH10_HUMAN"	"10 kDa heat shock protein, mitochondrial"	"HSPE1"	9	14	0.0106865440099631	9	14	0.0135315195529153	0	"response to unfolded protein;activation of cysteine-type endopeptidase activity involved in apoptotic process;protein folding"	"mitochondrial matrix;mitochondrion"	"ATP binding;unfolded protein binding;chaperone binding"
"P62805"	"P62805"	"H4_HUMAN"	"Histone H4"	"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F"	9	19	0.0143623594253179	9	19	0.0181859118540568	0	"telomere maintenance;negative regulation of megakaryocyte differentiation;CENP-A containing nucleosome assembly at centromere;phosphatidylinositol-mediated signaling"	"nucleolus;nucleosome;nucleoplasm;actin cytoskeleton;extracellular region"	"DNA binding"
"P62826"	"P62826"	"RAN_HUMAN"	"GTP-binding nuclear protein Ran"	"RAN"	9	16	0.00576734121172611	9	16	0.00730272483808128	0	"mitosis;protein export from nucleus;positive regulation of transcription;viral infectious cycle;intracellular transport of viral material;RNA export from nucleus;cellular protein complex localization;small GTPase mediated signal transduction;actin cytoskeleton organization;protein import into nucleus;androgen receptor signaling pathway;cell division;DNA metabolic process;gene expression;positive regulation of protein binding;modulation by virus of host morphology or physiology;mitotic spindle organization"	"cytosol;nucleoplasm;melanosome;nuclear pore"	"GTPase activity;GTP binding;androgen receptor binding;chromatin binding;transcription coactivator activity"
"P82979"	"P82979"	"SARNP_HUMAN"	"SAP domain-containing ribonucleoprotein"	"SARNP"	9	15	0.00556136473987875	9	15	0.00704191323672123	0	"regulation of translation;regulation of transcription;transcription"	"nucleus"	"DNA binding;RNA binding;nucleic acid binding"
"Q92945"	"Q92945"	"FUBP2_HUMAN"	"Far upstream element-binding protein 2"	"KHSRP"	9	9	0.000985558308332943	9	9	0.00124793399131769	0	"regulation of transcription;mRNA processing;RNA splicing;mRNA transport;transcription"	"nucleoplasm;cytosol;cytoplasmic stress granule"	"RNA binding;DNA binding"
"Q9NX63"	"Q9NX63"	"CHCH3_HUMAN"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial"	"CHCHD3"	9	11	0.00377290823762699	9	11	0.00477733320905317	0	"mitochondrial fusion;inner mitochondrial membrane organization"	"mitochondrial inner membrane;nucleus"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription;phosphatase binding;protein complex scaffold"
"Q9UKM9-1,Q9UKM9-2"	"Q9UKM9-[1,2]"	"RALY_HUMAN"	"RNA-binding protein Raly"	"RALY"	9	13	0.00190831143035055	9	13	0	2	"mRNA splicing"	"catalytic step 2 spliceosome"	"nucleotide binding;RNA binding"
"Q9Y4L1"	"Q9Y4L1"	"HYOU1_HUMAN"	"Hypoxia up-regulated protein 1"	"HYOU1"	9	11	0.000857307477418746	9	11	0.0010855401786337	0	"activation of signaling protein activity involved in unfolded protein response;cellular protein metabolic process"	"extracellular region;endocytic vesicle lumen;endoplasmic reticulum lumen"	"ATP binding"
"P12270"	"P12270"	"TPR_HUMAN"	"Nucleoprotein TPR"	"TPR"	8	8	0.000263594096854177	8	8	0.000333768210966051	0	"MAPK import into nucleus;glucose transport;positive regulation of protein export from nucleus;RNA import into nucleus;mRNA export from nucleus in response to heat stress;cellular response to interferon-alpha;negative regulation of RNA export from nucleus;regulation of spindle assembly involved in mitosis;negative regulation of translational initiation;positive regulation of heterochromatin assembly;cell division;mitotic nuclear envelope disassembly;small molecule metabolic process;negative regulation of transcription from RNA polymerase II promoter;carbohydrate metabolic process;nuclear pore organization;regulation of mitotic sister chromatid separation;mitotic spindle assembly checkpoint;mitosis;cytokine-mediated signaling pathway;seryl-tRNA aminoacylation;positive regulation of protein import into nucleus;positive regulation of mitotic cell cycle spindle assembly checkpoint;viral process;response to epidermal growth factor stimulus;transmembrane transport;regulation of glucose transport"	"nuclear membrane;cytoplasmic dynein complex;nucleoplasm;nuclear periphery;nuclear pore nuclear basket;kinetochore;extrinsic to membrane;nuclear inclusion body;mitotic spindle"	"heat shock protein binding;chromatin binding;mitogen-activated protein kinase binding;dynein complex binding;tubulin binding;mRNA binding;serine-tRNA ligase activity;nucleocytoplasmic transporter activity;protein homodimerization activity;ATP binding"
"P17987"	"P17987"	"TCPA_HUMAN"	"T-complex protein 1 subunit alpha"	"TCP1"	8	11	0.0015403780034916	8	11	0.00195045798283286	0	"'de novo' posttranslational protein folding;tubulin complex assembly;binding of sperm to zona pellucida"	"pericentriolar material;nuclear heterochromatin;cytosol;Golgi apparatus;nucleus;microtubule;acrosomal vesicle;chaperonin-containing T-complex;zona pellucida receptor complex;centrosome;cell junction;plasma membrane"	"unfolded protein binding;ATP binding"
"P31948"	"P31948"	"STIP1_HUMAN"	"Stress-induced-phosphoprotein 1"	"STIP1"	8	10	0.00143386936203135	8	10	0.00181559457300363	0	"response to stress"	"nucleus;Golgi apparatus;protein complex"	""
"P36542-1,P36542-2"	"P36542-[1,2]"	"ATPG_HUMAN"	"ATP synthase subunit gamma, mitochondrial"	"ATP5C1"	8	17	0.00222081343639453	8	17	0	0	"mitochondrial ATP synthesis coupled proton transport;oxidative phosphorylation;ATP catabolic process;respiratory electron transport chain"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial matrix"	"proton-transporting ATPase activity;transmembrane transporter activity;proton-transporting ATP synthase activity"
"P62263"	"P62263"	"RS14_HUMAN"	"40S ribosomal protein S14"	"RPS14"	8	18	0.00928121797648639	8	18	0.0117520671235348	0	"translational termination;translational elongation;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;maturation of SSU-rRNA;negative regulation of transcription from RNA polymerase II promoter;viral transcription;erythrocyte differentiation;translational initiation;ribosomal small subunit assembly"	"cytosolic small ribosomal subunit;nucleolus;mitochondrion"	"structural constituent of ribosome;mRNA 5'-UTR binding;translation regulator activity"
"Q96PK6-1"	"Q96PK6-1"	"RBM14_HUMAN"	"RNA-binding protein 14"	"RBM14"	9	12	0.00139657589880363	9	12	0	0	"positive regulation of transcription from RNA polymerase II promoter;DNA replication;histone deacetylation;response to hormone stimulus;intracellular estrogen receptor signaling pathway;DNA recombination;DNA repair;glucocorticoid receptor signaling pathway"	"transcription factor complex;ribonucleoprotein complex;mediator complex"	"nucleotide binding;RNA binding;ligand-dependent nuclear receptor transcription coactivator activity;protein binding;RNA polymerase II transcription cofactor activity"
"Q9UQ80"	"Q9UQ80"	"PA2G4_HUMAN"	"Proliferation-associated protein 2G4"	"PA2G4"	8	8	0.00158089556057467	8	8	0.00200176213835731	0	"regulation of translation;cell proliferation;cell cycle arrest;negative regulation of transcription;transcription;rRNA processing"	"nucleolus;cytoplasm;ribonucleoprotein complex"	"DNA binding;sequence-specific DNA binding transcription factor activity;RNA binding"
"O43707"	"O43707"	"ACTN4_HUMAN"	"Alpha-actinin-4"	"ACTN4"	7	8	0.000835663051534409	7	8	0.0010581335660008	2	"platelet degranulation;protein transport;positive regulation of cellular component movement;positive regulation of sodium:hydrogen antiporter activity;negative regulation of cellular component movement;platelet activation;response to hypoxia;positive regulation of pinocytosis;regulation of apoptotic process"	"cell junction;stress fiber;cortical cytoskeleton;Z disc;perinuclear region of cytoplasm;protein complex;extracellular vesicular exosome;pseudopodium;platelet alpha granule lumen;nucleus;ribonucleoprotein complex"	"actin filament binding;calcium ion binding;protein homodimerization activity;integrin binding;nucleoside binding"
"O95347-1,O95347-2"	"O95347-[1,2]"	"SMC2_HUMAN"	"Structural maintenance of chromosomes protein 2"	"SMC2"	7	8	0.000260180806544035	7	8	0	0	"cell division;DNA repair;sister chromatid cohesion;mitotic chromosome condensation;DNA recombination;meiotic chromosome segregation;kinetochore organization;meiotic chromosome condensation"	"cytosol;condensin complex;nuclear chromosome"	"ATP binding"
"P04264"	"P04264"	"K2C1_HUMAN"	"Keratin, type II cytoskeletal 1"	"KRT1"	7	10	0.00153139029069125	7	10	0.00193907755793773	3	"response to oxidative stress;regulation of angiogenesis;complement activation;fibrinolysis"	"cytoskeleton;plasma membrane;membrane;keratin filament"	"receptor activity;structural molecule activity;carbohydrate binding"
"P04792"	"P04792"	"HSPB1_HUMAN"	"Heat shock protein beta-1"	"HSPB1"	7	9	0.00341820466938889	7	9	0.00432820033086281	0	"response to unfolded protein;negative regulation of apoptotic process;regulation of I-kappaB kinase/NF-kappaB cascade;cell death;positive regulation of angiogenesis;gene expression;intracellular protein kinase cascade;positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway;positive regulation of blood vessel endothelial cell migration;positive regulation of interleukin-1 beta production;positive regulation of tumor necrosis factor biosynthetic process;cellular component movement;negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress;response to virus;regulation of translational initiation;mRNA metabolic process"	"cytosol;plasma membrane;Z disc;cell surface;spindle;cytoskeleton;proteasome complex;nucleus"	"protein kinase C inhibitor activity;ubiquitin binding;protein kinase C binding"
"P12268"	"P12268"	"IMDH2_HUMAN"	"Inosine-5'-monophosphate dehydrogenase 2"	"IMPDH2"	7	10	0.00151476860619265	7	10	0.00191803084268672	0	"cellular response to interleukin-4;purine nucleobase metabolic process;retina development in camera-type eye;protein homotetramerization;lymphocyte proliferation;purine ribonucleoside monophosphate biosynthetic process;GMP biosynthetic process"	"cytosol;peroxisomal membrane;nucleus"	"metal ion binding;adenyl nucleotide binding;IMP dehydrogenase activity;RNA binding;DNA binding;nucleotide binding"
"P14927"	"P14927"	"QCR7_HUMAN"	"Cytochrome b-c1 complex subunit 7"	"UQCRB"	7	15	0.0105215008592301	7	15	0.0133225385559591	0	"oxidative phosphorylation;mitochondrial electron transport;respiratory electron transport chain;small molecule metabolic process;aerobic respiration"	"mitochondrial respiratory chain complex III;mitochondrial respiratory chain"	""
"P16949-1,P16949-2"	"P16949-[1,2]"	"STMN1_HUMAN"	"Stathmin"	"STMN1"	7	15	0.00391908253481388	7	15	0	0	"positive regulation of cellular component movement;microtubule depolymerization;response to virus;axonogenesis;brain development;mitotic spindle organization;negative regulation of microtubule polymerization;intracellular signal transduction"	"intracellular;cytosol;membrane;microtubule"	"signal transducer activity;tubulin binding"
"P23588"	"P23588"	"IF4B_HUMAN"	"Eukaryotic translation initiation factor 4B"	"EIF4B"	7	10	0.00127428979309824	7	10	0.00161353167453514	0	"nuclear-transcribed mRNA poly(A) tail shortening;insulin receptor signaling pathway;regulation of translational initiation"	"cytosol;eukaryotic translation initiation factor 4F complex"	"translation initiation factor activity;nucleotide binding"
"P24752"	"P24752"	"THIL_HUMAN"	"Acetyl-CoA acetyltransferase, mitochondrial"	"ACAT1"	7	10	0.00182339827537008	7	10	0.00230882401203975	0	"ketone body catabolic process;liver development;brain development;response to starvation;branched-chain amino acid catabolic process;ketone body biosynthetic process;metanephric proximal convoluted tubule development;protein homooligomerization;response to hormone stimulus;cellular nitrogen compound metabolic process;cellular lipid metabolic process;adipose tissue development;response to organic cyclic compound"	"mitochondrial matrix;mitochondrial inner membrane"	"metal ion binding;coenzyme binding;acetyl-CoA C-acetyltransferase activity"
"P26641"	"P26641"	"EF1G_HUMAN"	"Elongation factor 1-gamma"	"EEF1G"	7	9	0.00160350562293987	7	9	0.00203039145955807	0	"response to virus"	"eukaryotic translation elongation factor 1 complex;cytosol"	"translation elongation factor activity"
