"";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5572";"Spectra.Count.P5572";"DNSAF.P5572";"Unspecific.Spectra.Count";"Go.Cc"
"413";"Q15459";"Q15459";"SF3A1_HUMAN";"Splicing factor 3A subunit 1";"SF3A1";"4";"4";"3.92731936233556E-4";"4";"4";"4.97285171823946E-4";"0";"catalytic step 2 spliceosome, nucleoplasm, U2-type spliceosomal complex"
"414";"Q15637";"Q15637-1,Q15637-2,Q15637-3,Q15637-4,Q15637-5,Q15637-6";"SF01_HUMAN";"Splicing factor 1";"SF1";"2";"2";"4.06150789558177E-5";"2";"2";"0";"0";"ribosome, spliceosomal complex"
"415";"Q15717";"Q15717";"ELAV1_HUMAN";"ELAV-like protein 1";"ELAVL1";"1";"1";"2.3883161459602E-4";"1";"1";"3.02413451883734E-4";"0";"cytosol, nucleoplasm"
"416";"Q15942";"Q15942";"ZYX_HUMAN";"Zyxin";"ZYX";"3";"4";"5.44469275232884E-4";"3";"4";"6.89418079119562E-4";"0";"focal adhesion, nucleus, cytoplasm, integral component of plasma membrane, stress fiber, cell-cell adherens junction"
"417";"Q16181";"Q16181-1,Q16181-2";"SEPT7_HUMAN";"Septin-7";"SEPT7";"1";"1";"1.33625468578322E-4";"1";"1";"0";"2";"stress fiber, septin complex, extracellular vesicular exosome, synapse, axoneme, microtubule cytoskeleton, cleavage furrow, condensed chromosome kinetochore, nucleolus, midbody, spindle, plasma membrane, axon terminus"
"418";"Q16540";"Q16540";"RM23_HUMAN";"39S ribosomal protein L23, mitochondrial";"MRPL23";"2";"2";"0.00101776609618696";"2";"2";"0.0012887161478967";"0";"mitochondrial large ribosomal subunit"
"419";"Q16555";"Q16555";"DPYL2_HUMAN";"Dihydropyrimidinase-related protein 2";"DPYSL2";"7";"11";"0.00149729050689043";"7";"11";"0.00189589971757879";"0";"membrane, cytosol, dendrite, extracellular vesicular exosome, growth cone, mitochondrion, axon, protein complex, neuronal cell body, cytoskeleton"
"420";"Q16576";"Q16576-1,Q16576-2";"RBBP7_HUMAN";"Histone-binding protein RBBP7";"RBBP7";"2";"3";"2.74796845970479E-4";"2";"3";"0";"0";"NuRD complex, ESC/E(Z) complex"
"421";"Q16630";"Q16630-1,Q16630-2,Q16630-3";"CPSF6_HUMAN";"Cleavage and polyadenylation specificity factor subunit 6";"CPSF6";"1";"1";"4.71016977364201E-5";"1";"1";"0";"0";"ribonucleoprotein complex, mRNA cleavage factor complex, paraspeckles"
"422";"Q16763";"Q16763";"UBE2S_HUMAN";"Ubiquitin-conjugating enzyme E2 S";"UBE2S";"2";"2";"7.01433390615338E-4";"2";"2";"8.8816923706394E-4";"0";"anaphase-promoting complex"
"423";"Q16891";"Q16891-1,Q16891-2";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";"17";"22";"0.00112988149068777";"17";"22";"0";"0";"integral component of membrane, mitochondrial inner membrane"
"424";"Q52LJ0";"Q52LJ0";"FA98B_HUMAN";"Protein FAM98B";"FAM98B";"3";"4";"9.43746743737E-4";"3";"4";"0.00119499133714057";"0";"tRNA-splicing ligase complex"
"425";"Q53QZ3";"Q53QZ3";"RHG15_HUMAN";"Rho GTPase-activating protein 15";"ARHGAP15";"2";"2";"3.27827816245484E-4";"2";"2";"4.15102253954094E-4";"0";"cytosol, membrane"
"426";"Q56NI9";"Q56NI9";"ESCO2_HUMAN";"N-acetyltransferase ESCO2";"ESCO2";"2";"2";"2.59098523654917E-4";"2";"2";"3.28075824672537E-4";"0";"nucleoplasm, chromatin"
"427";"Q58FF8";"Q58FF8";"H90B2_HUMAN";"Putative heat shock protein HSP 90-beta 2";"HSP90AB2P";"1";"1";"2.52111393691297E-4";"1";"1";"3.19228578487677E-4";"9";"cytoplasm"
"428";"Q5SW79";"Q5SW79-1,Q5SW79-2,Q5SW79-3";"CE170_HUMAN";"Centrosomal protein of 170 kDa";"CEP170";"2";"2";"3.27689841575347E-5";"2";"2";"0";"0";"microtubule, spindle, centriole, centrosome"
"429";"Q6P2E9";"Q6P2E9-1";"EDC4_HUMAN";"Enhancer of mRNA-decapping protein 4";"EDC4";"6";"7";"3.89017662032917E-4";"6";"7";"0";"0";"cytosol, cytoplasmic mRNA processing body, nucleus"
"430";"Q71U36";"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";"1";"2";"0.00371168688847783";"1";"2";"0.00469981349058335";"28";"cytosol, microtubule, cytoplasmic microtubule, extracellular vesicular exosome"
"431";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";"5";"5";"4.27797287682981E-4";"5";"5";"5.41685633593941E-4";"0";"mitochondrion, nucleus, melanosome, extracellular vesicular exosome, RISC complex, cytoplasm"
"432";"Q7L7X3";"Q7L7X3-1,Q7L7X3-3,Q9H2K8";"TAOK1_HUMAN, TAOK3_HUMAN";"Serine/threonine-protein kinase TAO1, Serine/threonine-protein kinase TAO3";"TAOK1, TAOK3";"1";"1";"2.68479677097595E-5";"1";"1";"1.09784838879841E-4";"0";"extracellular vesicular exosome, cytosol"
"433";"Q7Z2W4";"Q7Z2W4-1,Q7Z2W4-2,Q7Z2W4-3";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";"2";"2";"5.75455331546951E-5";"2";"2";"0";"0";"nucleus, plasma membrane, Golgi apparatus, cytoplasm"
"434";"Q7Z5L9";"Q7Z5L9-1,Q7Z5L9-2";"I2BP2_HUMAN";"Interferon regulatory factor 2-binding protein 2";"IRF2BP2";"1";"1";"6.63195113784518E-5";"1";"1";"0";"0";"cytoplasm, nucleus"
"435";"Q86V81";"Q86V81";"THOC4_HUMAN";"THO complex subunit 4";"ALYREF";"4";"8";"0.00242362976990825";"4";"8";"0.00306884934829875";"0";"transcription export complex, cytosol, nuclear speck, nucleoplasm, extracellular vesicular exosome, catalytic step 2 spliceosome"
"436";"Q86XP3";"Q86XP3-1,Q86XP3-2";"DDX42_HUMAN";"ATP-dependent RNA helicase DDX42";"DDX42";"6";"7";"2.90519053575755E-4";"6";"7";"0";"0";"nuclear speck, cytoplasm, nucleus, Cajal body"
"437";"Q86YP4";"Q86YP4-1,Q86YP4-2";"P66A_HUMAN";"Transcriptional repressor p66-alpha";"GATAD2A";"6";"7";"4.66375637085672E-4";"6";"7";"0";"1";"NuRD complex, nuclear speck"
"438";"Q8IUE6";"Q8IUE6";"H2A2B_HUMAN";"Histone H2A type 2-B";"HIST2H2AB";"1";"1";"0.00161246669972816";"1";"1";"0.00204173815739255";"22";"extracellular vesicular exosome, nucleosome, nucleus"
"439";"Q8IXM2";"Q8IXM2-1,Q8IXM2-2";"BAP18_HUMAN";"Chromatin complexes subunit BAP18";"BAP18";"1";"2";"4.52669223013386E-4";"1";"2";"0";"0";"MLL1 complex, NURF complex"
"440";"Q8N163";"Q8N163-1,Q8N163-2";"K1967_HUMAN";"DBIRD complex subunit KIAA1967";"KIAA1967";"7";"8";"3.37417579017562E-4";"7";"8";"0";"0";"nuclear chromatin, mitochondrial matrix, DBIRD complex"
"441";"Q8N183";"Q8N183";"MIMIT_HUMAN";"Mimitin, mitochondrial";"NDUFAF2";"7";"7";"0.00322493339945632";"7";"7";"0.0040834763147851";"0";"mitochondrion"
"442";"Q8N1F7";"Q8N1F7-1";"NUP93_HUMAN";"Nuclear pore complex protein Nup93";"NUP93";"2";"4";"3.80264255718205E-4";"2";"4";"0";"0";"nuclear periphery, nuclear membrane, nuclear pore"
"443";"Q8N6H7";"Q8N6H7";"ARFG2_HUMAN";"ADP-ribosylation factor GTPase-activating protein 2";"ARFGAP2";"3";"3";"4.48324988627461E-4";"3";"3";"5.6767822637676E-4";"0";"nucleolus, Golgi apparatus, Golgi membrane"
"444";"Q8N983";"Q8N983-4";"RM43_HUMAN";"39S ribosomal protein L43, mitochondrial";"MRPL43";"3";"3";"0.00108640613523213";"3";"3";"0";"0";"mitochondrial ribosome"
"445";"Q8NC51";"Q8NC51-1";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";"14";"23";"0.00438911628980627";"14";"23";"0";"0";"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane"
"446";"Q8NF91";"Q8NF91-1,Q8NF91-4";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";"2";"2";"8.85064298718909E-6";"2";"2";"0";"0";"Golgi apparatus, SUN-KASH complex, integral component of membrane, nuclear membrane, postsynaptic membrane, sarcomere, cytoskeleton, nuclear outer membrane"
"447";"Q8TEA8";"Q8TEA8";"DTD1_HUMAN";"D-tyrosyl-tRNA(Tyr) deacylase 1";"DTD1";"2";"2";"7.45063218739737E-4";"2";"2";"9.43414213532032E-4";"0";"nucleolus, cytoplasm"
"448";"Q8WW12";"Q8WW12-1";"PCNP_HUMAN";"PEST proteolytic signal-containing nuclear protein";"PCNP";"3";"4";"0.00174964283951241";"3";"4";"0";"0";"nucleus"
"449";"Q8WXI9";"Q8WXI9";"P66B_HUMAN";"Transcriptional repressor p66-beta";"GATAD2B";"4";"5";"7.11191949591015E-4";"4";"5";"9.00525723077055E-4";"1";"nuclear speck, nucleus"
"450";"Q92499";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";"3";"5";"5.26075042961503E-4";"3";"5";"6.66126927797955E-4";"0";"cytoplasmic stress granule, cleavage body, tRNA-splicing ligase complex"
"451";"Q92598";"Q92598-1,Q92598-2,Q92598-3";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";"4";"4";"1.45191806728769E-4";"4";"4";"0";"1";"endocytic vesicle lumen, extracellular vesicular exosome, nucleus, microtubule"
"452";"Q92615";"Q92615";"LAR4B_HUMAN";"La-related protein 4B";"LARP4B";"2";"2";"2.11000288233882E-4";"2";"2";"2.67172859929803E-4";"0";"cytosol, cytoplasmic stress granule, polysomal ribosome"
"453";"Q92688";"Q92688-1,Q92688-2";"AN32B_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member B";"ANP32B";"2";"2";"3.10195642861763E-4";"2";"2";"0";"0";"nucleus, extracellular vesicular exosome, cytoplasm"
"454";"Q92820";"Q92820";"GGH_HUMAN";"Gamma-glutamyl hydrolase";"GGH";"1";"1";"2.4483995710158E-4";"1";"1";"3.10021337465715E-4";"0";"extracellular vesicular exosome, lysosome, extracellular space, melanosome, cytosol"
"455";"Q92841";"Q92841-4";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";"11";"15";"0.00213535606455695";"11";"15";"0";"14";"nucleus, nucleolus"
"456";"Q92900";"Q92900-1,Q92900-2";"RENT1_HUMAN";"Regulator of nonsense transcripts 1";"UPF1";"2";"3";"1.03444339714308E-4";"2";"3";"0";"0";"chromatin, cytosol, cytoplasmic mRNA processing body, supraspliceosomal complex, exon-exon junction complex"
"457";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";"9";"9";"9.85558308332943E-4";"9";"9";"0.00124793399131769";"0";"cytoplasmic stress granule, cytosol, nucleoplasm"
"458";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";"1";"1";"4.46503835746537E-4";"1";"1";"5.65372245528873E-4";"6";"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface"
"459";"Q96AE4";"Q96AE4-1,Q96AE4-2";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";"2";"2";"1.20899233475625E-4";"2";"2";"0";"0";"nucleus"
"460";"Q96CT7";"Q96CT7";"CC124_HUMAN";"Coiled-coil domain-containing protein 124";"CCDC124";"10";"17";"0.00593544756991544";"10";"17";"0.00751558453067109";"0";"cytoplasm, microtubule organizing center, midbody"
"461";"Q96DA6";"Q96DA6";"TIM14_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM14";"DNAJC19";"2";"3";"0.00201359757823196";"2";"3";"0.00254965824088183";"0";"mitochondrion, mitochondrial inner membrane, integral component of membrane"
"462";"Q96HS1";"Q96HS1-1,Q96HS1-2";"PGAM5_HUMAN";"Serine/threonine-protein phosphatase PGAM5, mitochondrial";"PGAM5";"6";"7";"9.42930353820272E-4";"6";"7";"0";"0";"integral component of membrane, mitochondrial outer membrane"
"463";"Q96PK6";"Q96PK6-1";"RBM14_HUMAN";"RNA-binding protein 14";"RBM14";"9";"12";"0.00139657589880363";"9";"12";"0";"0";"mediator complex, ribonucleoprotein complex, transcription factor complex"
"464";"Q96T37";"Q96T37-1,Q96T37-2,Q96T37-3";"RBM15_HUMAN";"Putative RNA-binding protein 15";"RBM15";"2";"2";"5.31280152564329E-5";"2";"2";"0";"0";"nucleus"
"465";"Q96T88";"Q96T88-1,Q96T88-2";"UHRF1_HUMAN";"E3 ubiquitin-protein ligase UHRF1";"UHRF1";"1";"1";"4.90914920291945E-5";"1";"1";"0";"0";"nuclear chromatin, nuclear matrix, replication fork, heterochromatin, euchromatin"
"466";"Q99623";"Q99623";"PHB2_HUMAN";"Prohibitin-2";"PHB2";"20";"40";"0.0104159339609769";"20";"40";"0.0131888676005481";"0";"protein complex, mitochondrial inner membrane, nuclear matrix"
"467";"Q99653";"Q99653";"CHP1_HUMAN";"Calcineurin B homologous protein 1";"CHP1";"4";"7";"0.00279494227952881";"4";"7";"0.00353901280614708";"0";"endoplasmic reticulum-Golgi intermediate compartment, transport vesicle, plasma membrane, endoplasmic reticulum, cytosol, microtubule cytoskeleton, Golgi membrane, nucleus, extracellular vesicular exosome"
"468";"Q99714";"Q99714-1";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";"7";"10";"0.00298310752330661";"7";"10";"0";"0";"endoplasmic reticulum, mitochondrial inner membrane, mitochondrial matrix, plasma membrane"
"469";"Q99729";"Q99729-2,Q99729-3";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";"3";"3";"3.86950377985539E-4";"3";"3";"0";"1";"nucleus, cytoplasm, ribonucleoprotein complex"
"470";"Q99798";"Q99798";"ACON_HUMAN";"Aconitate hydratase, mitochondrial";"ACO2";"5";"7";"6.98735569882202E-4";"5";"7";"8.84753201536771E-4";"0";"mitochondrial matrix, nucleus"
"471";"Q99832";"Q99832-1,Q99832-3";"TCPH_HUMAN";"T-complex protein 1 subunit eta";"CCT7";"6";"7";"5.01854276710974E-4";"6";"7";"0";"0";"extracellular vesicular exosome, mitochondrion, chaperonin-containing T-complex, zona pellucida receptor complex, cell body, cytosol, microtubule"
"472";"Q9BRQ6";"Q9BRQ6";"CHCH6_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial";"CHCHD6";"3";"3";"9.93946038616627E-4";"3";"3";"0.00125855470613741";"0";"mitochondrial inner membrane"
"473";"Q9BU61";"Q9BU61-1";"NDUF3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3";"NDUFAF3";"2";"2";"8.46294634329375E-4";"2";"2";"0";"0";"nucleus, mitochondrial inner membrane"
"474";"Q9BUF5";"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";"2";"3";"0.0010765272553278";"2";"3";"0.00136312072370015";"19";"plasma membrane, extracellular vesicular exosome, cytoplasm, microtubule"
"475";"Q9BWF3";"Q9BWF3-1";"RBM4_HUMAN";"RNA-binding protein 4";"RBM4";"1";"1";"2.1389864384149E-4";"1";"1";"0";"0";"nuclear speck, nucleolus, cytoplasmic stress granule"
"476";"Q9BXP5";"Q9BXP5-1,Q9BXP5-2,Q9BXP5-3,Q9BXP5-4,Q9BXP5-5";"SRRT_HUMAN";"Serrate RNA effector molecule homolog";"SRRT";"3";"3";"5.33281550399332E-5";"3";"3";"0";"0";"nucleoplasm, cytoplasm"
"477";"Q9BY44";"Q9BY44-1,Q9BY44-2";"EIF2A_HUMAN";"Eukaryotic translation initiation factor 2A";"EIF2A";"2";"2";"1.33092489501372E-4";"2";"2";"0";"0";"blood microparticle, eukaryotic translation initiation factor 2 complex"
"478";"Q9BY77";"Q9BY77-1";"PDIP3_HUMAN";"Polymerase delta-interacting protein 3";"POLDIP3";"4";"6";"0.00110963096947699";"4";"6";"0";"0";"cytoplasm, nuclear speck"
"479";"Q9BYN8";"Q9BYN8";"RT26_HUMAN";"28S ribosomal protein S26, mitochondrial";"MRPS26";"3";"3";"0.00113940155646296";"3";"3";"0.00144273344362094";"0";"mitochondrial small ribosomal subunit"
"480";"Q9GZT3";"Q9GZT3";"SLIRP_HUMAN";"SRA stem-loop-interacting RNA-binding protein, mitochondrial";"SLIRP";"3";"3";"0.00214291118417346";"3";"3";"0.00271339776093846";"0";"mitochondrion, ribonucleoprotein complex, nucleus"
"481";"Q9H2G2";"Q9H2G2-1,Q9H2G2-2";"SLK_HUMAN";"STE20-like serine/threonine-protein kinase";"SLK";"2";"2";"6.30438108164392E-5";"2";"2";"0";"0";"extracellular vesicular exosome, plasma membrane, cytoplasm"
"482";"Q9H2W6";"Q9H2W6";"RM46_HUMAN";"39S ribosomal protein L46, mitochondrial";"MRPL46";"4";"4";"0.00111625958936634";"4";"4";"0.00141343061382218";"0";"ribosome, mitochondrion"
"483";"Q9H444";"Q9H444";"CHM4B_HUMAN";"Charged multivesicular body protein 4b";"CHMP4B";"4";"7";"0.00243309707369695";"4";"7";"0.00308083704106554";"0";"midbody, late endosome membrane, cytosol, extracellular vesicular exosome"
"484";"Q9H4G4";"Q9H4G4";"GAPR1_HUMAN";"Golgi-associated plant pathogenesis-related protein 1";"GLIPR2";"1";"2";"0.0010111572254325";"1";"2";"0.00128034786122204";"0";"Golgi membrane, extracellular vesicular exosome"
"485";"Q9H910";"Q9H910-1,Q9H910-2";"HN1L_HUMAN";"Hematological and neurological expressed 1-like protein";"HN1L";"2";"2";"4.09784770306855E-4";"2";"2";"0";"0";"plasma membrane, cytoplasm, nucleus"
"486";"Q9H9B4";"Q9H9B4";"SFXN1_HUMAN";"Sideroflexin-1";"SFXN1";"4";"4";"9.67193867805E-4";"4";"4";"0.00122468056290804";"0";"mitochondrial inner membrane, integral component of membrane, mitochondrion"
"487";"Q9HB71";"Q9HB71-1";"CYBP_HUMAN";"Calcyclin-binding protein";"CACYBP";"6";"11";"0.0037563603944795";"6";"11";"0";"0";"nuclear envelope lumen, cell body, neuron projection, extracellular vesicular exosome, beta-catenin destruction complex"
"488";"Q9HBL7";"Q9HBL7";"PLRKT_HUMAN";"Plasminogen receptor (KT)";"PLGRKT";"2";"2";"0.00105930756950071";"2";"2";"0.00134131680699452";"0";"integral component of plasma membrane, mitochondrion"
"489";"Q9NPA8";"Q9NPA8";"ENY2_HUMAN";"Enhancer of yellow 2 transcription factor homolog";"ENY2";"2";"2";"0.00154176448234262";"2";"2";"0.00195221357057618";"0";"nuclear pore, DUBm complex, SAGA complex, transcription export complex 2"
"490";"Q9NSD9";"Q9NSD9";"SYFB_HUMAN";"Phenylalanine--tRNA ligase beta subunit";"FARSB";"2";"2";"2.64377271165713E-4";"2";"2";"3.34759882221043E-4";"0";"cytosol"
"491";"Q9NSI8";"Q9NSI8-1,Q9NSI8-3";"SAMN1_HUMAN";"SAM domain-containing protein SAMSN-1";"SAMSN1";"4";"7";"7.30581426954581E-4";"4";"7";"0";"0";"nucleus, cytoplasm, ruffle"
"492";"Q9NTK5";"Q9NTK5-1";"OLA1_HUMAN";"Obg-like ATPase 1";"OLA1";"2";"2";"3.93227809890417E-4";"2";"2";"0";"0";"extracellular vesicular exosome, cytoplasm, nucleolus"
"493";"Q9NVI7";"Q9NVI7-1,Q9NVI7-2";"ATD3A_HUMAN";"ATPase family AAA domain-containing protein 3A";"ATAD3A";"9";"11";"6.75433887966346E-4";"9";"11";"0";"0";"mitochondrial nucleoid, integral component of membrane, mitochondrion, mitochondrial inner membrane"
"494";"Q9NX24";"Q9NX24";"NHP2_HUMAN";"H/ACA ribonucleoprotein complex subunit 2";"NHP2";"1";"2";"0.00101776609618696";"1";"2";"0.0012887161478967";"0";"Cajal body, small nucleolar ribonucleoprotein complex, nucleolus"
"495";"Q9NX63";"Q9NX63";"CHCH3_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial";"CHCHD3";"9";"11";"0.00377290823762699";"9";"11";"0.00477733320905317";"0";"mitochondrial inner membrane, extracellular vesicular exosome, nucleus"
"496";"Q9NZ45";"Q9NZ45";"CISD1_HUMAN";"CDGSH iron-sulfur domain-containing protein 1";"CISD1";"1";"1";"7.20917651465764E-4";"1";"1";"9.1284060476016E-4";"0";"mitochondrion, integral component of membrane, mitochondrial outer membrane"
"497";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";"2";"2";"2.98310752330661E-4";"2";"2";"3.77727146797308E-4";"0";"mitotic spindle midzone, cytosol, nucleolus, microtubule, chromosome, centromeric core region, midbody"
"498";"Q9P289";"Q9P289-1,Q9P289-2,Q9P289-3";"MST4_HUMAN";"Serine/threonine-protein kinase MST4";"MST4";"2";"2";"1.24774208907536E-4";"2";"2";"0";"0";"Golgi membrane, cytosol"
"499";"Q9P2E9";"Q9P2E9-1,Q9P2E9-2,Q9P2E9-3";"RRBP1_HUMAN";"Ribosome-binding protein 1";"RRBP1";"1";"1";"1.84064081225301E-5";"1";"1";"0";"0";"ribosome, integral component of endoplasmic reticulum membrane, endoplasmic reticulum"
"500";"Q9UFW8";"Q9UFW8";"CGBP1_HUMAN";"CGG triplet repeat-binding protein 1";"CGGBP1";"2";"2";"9.32444387524581E-4";"2";"2";"0.00118068006364188";"0";"nucleus"
"501";"Q9UHV9";"Q9UHV9";"PFD2_HUMAN";"Prefoldin subunit 2";"PFDN2";"1";"2";"0.0010111572254325";"1";"2";"0.00128034786122204";"0";"nucleus, prefoldin complex, mitochondrion"
"502";"Q9UHX1";"Q9UHX1-2,Q9UHX1-4,Q9UHX1-6";"PUF60_HUMAN";"Poly(U)-binding-splicing factor PUF60";"PUF60";"4";"4";"1.8571045046703E-4";"4";"4";"0";"0";"nucleus, ribonucleoprotein complex"
"503";"Q9UI08";"Q9UI08-1,Q9UI08-2";"EVL_HUMAN";"Ena/VASP-like protein";"EVL";"4";"4";"3.74322626722608E-4";"4";"4";"0";"0";"cytosol, focal adhesion, lamellipodium, cytoskeleton"
"504";"Q9UI09";"Q9UI09";"NDUAC_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12";"NDUFA12";"3";"5";"0.00268479677097595";"3";"5";"0.00339954432117577";"0";"mitochondrial respiratory chain complex I"
"505";"Q9UI30";"Q9UI30";"TR112_HUMAN";"tRNA methyltransferase 112 homolog";"TRMT112";"2";"2";"0.00124574570173284";"2";"2";"0.00157738856502556";"0";"protein complex"
"506";"Q9UJU6";"Q9UJU6-1,Q9UJU6-2,Q9UJU6-3";"DBNL_HUMAN";"Drebrin-like protein";"DBNL";"3";"4";"2.41423585607139E-4";"3";"4";"0";"0";"plasma membrane, Golgi membrane, lamellipodium, postsynaptic density, cell cortex, ruffle, extracellular vesicular exosome, podosome, cytosol, dendrite, cell junction, clathrin-coated vesicle membrane"
"507";"Q9UJZ1";"Q9UJZ1";"STML2_HUMAN";"Stomatin-like protein 2";"STOML2";"7";"10";"0.00218705354939052";"7";"10";"0.0027692917223061";"0";"mitochondrial intermembrane space, cytoskeleton, extrinsic component of plasma membrane, mitochondrial inner membrane, membrane raft"
"508";"Q9UKM9";"Q9UKM9-1,Q9UKM9-2";"RALY_HUMAN";"RNA-binding protein Raly";"RALY";"9";"13";"0.00190831143035055";"9";"13";"0";"2";"catalytic step 2 spliceosome"
"509";"Q9UKX7";"Q9UKX7-1,Q9UKX7-2";"NUP50_HUMAN";"Nuclear pore complex protein Nup50";"NUP50";"3";"3";"2.49548417815072E-4";"3";"3";"0";"0";"nuclear membrane, nucleoplasm, nuclear pore"
"510";"Q9UKY7";"Q9UKY7-1";"CDV3_HUMAN";"Protein CDV3 homolog";"CDV3";"4";"4";"0.0012071179280357";"4";"4";"0";"0";"nucleolus, cytoplasm"
"511";"Q9UL46";"Q9UL46";"PSME2_HUMAN";"Proteasome activator complex subunit 2";"PSME2";"2";"2";"6.51540638981611E-4";"2";"2";"8.24994019364831E-4";"0";"cytosol, proteasome activator complex, extracellular vesicular exosome, proteasome complex, nucleoplasm"
"512";"Q9UMS4";"Q9UMS4";"PRP19_HUMAN";"Pre-mRNA-processing factor 19";"PRPF19";"2";"2";"3.08964707771042E-4";"2";"2";"3.91217402040069E-4";"0";"cytoplasm, nuclear speck, spindle, catalytic step 2 spliceosome, Prp19 complex, ubiquitin ligase complex, lipid particle"
"513";"Q9UN86";"Q9UN86-1,Q9UN86-2";"G3BP2_HUMAN";"Ras GTPase-activating protein-binding protein 2";"G3BP2";"2";"2";"1.76218271652137E-4";"2";"2";"0";"1";"cytoplasm"
"514";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";"8";"8";"0.00158089556057467";"8";"8";"0.00200176213835731";"0";"ribonucleoprotein complex, nucleolus, cytoplasm, extracellular vesicular exosome"
"515";"Q9UQE7";"Q9UQE7";"SMC3_HUMAN";"Structural maintenance of chromosomes protein 3";"SMC3";"3";"3";"1.91928774917755E-4";"3";"3";"2.43024121563099E-4";"0";"nuclear matrix, nuclear meiotic cohesin complex, cytosol, chromatin, chromosome, centromeric region, nucleoplasm, spindle pole, lateral element, meiotic cohesin complex, basement membrane"
"516";"Q9Y224";"Q9Y224";"CN166_HUMAN";"UPF0568 protein C14orf166";"C14orf166";"3";"6";"0.00191456818913859";"3";"6";"0.00242426521264174";"0";"nucleus, tRNA-splicing ligase complex, perinuclear region of cytoplasm, microtubule organizing center"
"517";"Q9Y230";"Q9Y230";"RUVB2_HUMAN";"RuvB-like 2";"RUVBL2";"10";"13";"0.00218610881783571";"10";"13";"0.00276809548398113";"0";"NuA4 histone acetyltransferase complex, extracellular vesicular exosome, membrane, nuclear matrix, MLL1 complex, Ino80 complex, cytoplasm, ribonucleoprotein complex"
"518";"Q9Y237";"Q9Y237-1,Q9Y237-2";"PIN4_HUMAN";"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4";"PIN4";"5";"8";"0.00237737729338328";"5";"8";"0";"0";"preribosome, mitochondrial matrix, cytoplasm, spindle, nucleolus"
"519";"Q9Y265";"Q9Y265-1";"RUVB1_HUMAN";"RuvB-like 1";"RUVBL1";"10";"12";"0.00204892385153428";"10";"12";"0";"0";"microtubule organizing center, MLL1 complex, extracellular vesicular exosome, membrane, Ino80 complex, NuA4 histone acetyltransferase complex, Golgi apparatus, nuclear matrix"
"520";"Q9Y266";"Q9Y266";"NUDC_HUMAN";"Nuclear migration protein nudC";"NUDC";"5";"7";"0.00164656720395202";"5";"7";"0.0020849169099658";"0";"microtubule, nucleoplasm, cytosol"
"521";"Q9Y277";"Q9Y277-1,Q9Y277-2";"VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 3";"VDAC3";"1";"1";"1.60486968347502E-4";"1";"1";"0";"3";"pore complex, mitochondrial outer membrane, extracellular vesicular exosome"
"522";"Q9Y2R9";"Q9Y2R9";"RT07_HUMAN";"28S ribosomal protein S7, mitochondrial";"MRPS7";"2";"2";"6.43463688911591E-4";"2";"2";"8.14766820777664E-4";"0";"cytosolic small ribosomal subunit, mitochondrion"
