"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc"
"84";"O15305";"O15305";"O15305";"PMM2_HUMAN";"Phosphomannomutase 2";"PMM2";1;4;0,000142407489853067;1;1;1;1;1;1;1;1;0,000194306137466249;0,000196269764816008;0,000178994643704252;0,000178830633190351;"neuronal cell body, cytosol"
"85";"O15347";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";5;23;0,00100717697198582;5;4;5;4;6;5;7;5;0,00143397929450092;0,00120705905361845;0,00154114388229361;0,00109980839412066;"nucleus, chromosome"
"86";"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";8;27;0,000433090910075124;4;5;8;6;4;6;10;7;0,000350178093895218;0,000530575408183934;0,000806459383722453;0,000564004304677261;"nucleus, cytoplasm"
"87";"O15371";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";6;23;0,000367582836491174;3;5;4;6;4;6;6;7;0,000348900071654725;0,000528639001584723;0,000482109660780065;0,000561945894806177;"eukaryotic translation initiation factor 3 complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex"
"88";"O15372";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";10;32;0,000796187329633057;8;7;6;6;9;7;8;8;0,00122214144417692;0,000960160610832859;0,00100074278071014;0,000999825812836964;"eukaryotic 43S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex"
"89";"O15382";"O15382-1";"O15382-1";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";6;14;0,000312787879498701;3;2;4;3;4;2;5;3;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion"
"90";"O15400";"O15400-1,O15400-2";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";2;4;6,71115756778822e-05;2;NA;1;1;2;NA;1;1;NA;NA;NA;NA;"early endosome membrane, perinuclear region of cytoplasm, lysosomal membrane, intracellular membrane-bounded organelle, SNARE complex, integral component of membrane, extracellular vesicular exosome"
"91";"O15511";"O15511-1";"O15511-1";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";4;15;0,000870006022446718;4;2;3;3;4;3;4;4;NA;NA;NA;NA;"cell projection, extracellular vesicular exosome, cytoplasm, cytosol, actin cytoskeleton, Arp2/3 protein complex"
"92";"O43143";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";18;54;0,000594887136857907;12;11;13;13;13;12;13;16;0,000781623934109516;0,000728790371996046;0,000720031283731066;0,000885380342436758;"U12-type spliceosomal complex, nucleolus, nucleus"
"93";"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";3;12;0,000719840599394271;2;3;2;1;3;4;3;2;0,000982177598973232;0,00132280444232159;0,000904781144203684;0,000602634736504471;"integral component of membrane, mitochondrial outer membrane"
"94";"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";15;52;0,000854444939118403;9;11;13;14;10;13;14;15;0,000896797557536535;0,00117761858889605;0,0011565807747044;0,00123805822977935;"extracellular vesicular exosome, cytosol"
"95";"O43181";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";2;4;0,000200184242879169;2;1;1;NA;2;1;1;NA;0,000546277826476541;0,000275899212255646;0,000251615327721405;NA;"mitochondrial inner membrane, mitochondrial respiratory chain complex I, mitochondrion"
"96";"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";11;39;0,000639633641222063;9;7;7;7;11;11;9;8;0,00098462997749751;0,000994580493618199;0,00074212385985246;0,000659061209959946;"cytoplasm, extracellular vesicular exosome, proteasome accessory complex, proteasome complex, nucleus, nucleoplasm, cytosol"
"97";"O43264";"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";2;4;4,49707862693896e-05;1;NA;1;2;1;NA;1;2;6,13598328840787e-05;NA;5,65246243276585e-05;0,00011294566306759;"condensed chromosome kinetochore, endoplasmic reticulum membrane, nucleus, kinetochore, kinetochore microtubule, spindle pole, cytoplasm, cytosol, endoplasmic reticulum"
"98";"O43314";"O43314-1,O43314-2";"O43314-1,O43314-2";"VIP2_HUMAN";"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2";"PPIP5K2";1;3;1,58532875369414e-05;0;1;1;1;0;1;1;1;NA;NA;NA;NA;"cytosol"
"99";"O43324";"O43324";"O43324";"MCA3_HUMAN";"Eukaryotic translation elongation factor 1 epsilon-1";"EEF1E1";4;13;0,000654337862859352;3;3;3;3;3;3;3;4;0,000824126031322367;0,000832454519736863;0,000759184178469758;0,00101131806355923;"cytosol, cytoplasm, nucleus"
"100";"O43390";"O43390-1";"O43390-1";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";12;52;0,000873132932541352;10;11;8;10;14;16;9;13;NA;NA;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, ribonucleoprotein complex, spliceosomal complex, nucleus, cytoplasm"
"101";"O43396";"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";5;21;0,000636398869014658;5;5;5;4;5;5;6;5;0,000826977678489573;0,00083533498520308;0,000914173336012027;0,000761113075516028;"cytoplasm, proteasome complex, nucleus"
"102";"O43399";"O43399-2,O43399-3,O43399-4";"O43399-2,O43399-3,O43399-4";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;4;0,000170059429630362;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"cytoplasm, perinuclear region of cytoplasm"
"103";"O43399";"O43399-1,O43399-5";"O43399-1,O43399-5";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;1;6,37722861113857e-05;0;0;0;1;0;0;0;1;NA;NA;NA;NA;"cytoplasm, perinuclear region of cytoplasm"
"104";"O43402";"O43402";"O43402";"EMC8_HUMAN";"ER membrane protein complex subunit 8";"EMC8";2;4;0,000166820202399307;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000419358879535676;0,00041897462633168;"nucleus, cytoplasm, ER membrane protein complex, mitochondrion"
"105";"O43432";"O43432-1,O43432-3";"O43432-1,O43432-3";"IF4G3_HUMAN";"Eukaryotic translation initiation factor 4 gamma 3";"EIF4G3";1;1;3,26163316336711e-06;0;0;1;0;0;0;1;0;NA;NA;NA;NA;"eukaryotic translation initiation factor 4F complex, cytosol"
"106";"O43447";"O43447";"O43447";"PPIH_HUMAN";"Peptidyl-prolyl cis-trans isomerase H";"PPIH";6;19;0,000960133584671094;4;4;3;4;5;5;4;5;0,00143737673040916;0,00140653067688591;0,000995088866694824;0,00124272134928888;"cytoplasm, spliceosomal complex, U4/U6 x U5 tri-snRNP complex, nuclear speck, U4/U6 snRNP"
"107";"O43464";"O43464-1,O43464-2,O43464-3";"O43464-1,O43464-2,O43464-3";"HTRA2_HUMAN";"Serine protease HTRA2, mitochondrial";"HTRA2";1;1;6,37413437115257e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"endoplasmic reticulum, endoplasmic reticulum membrane, CD40 receptor complex, cytosol, nucleus, cytoplasmic side of plasma membrane, mitochondrion, mitochondrial membrane, mitochondrial intermembrane space"
"108";"O43488";"O43488";"O43488";"ARK72_HUMAN";"Aflatoxin B1 aldehyde reductase member 2";"AKR7A2";4;9;0,000219561408450342;2;1;2;4;2;1;2;4;0,000266291419591628;0,000134491259456095;0,000245307422569615;0,000490165301000851;"extracellular vesicular exosome, Golgi apparatus"
"109";"O43491";"O43491-1";"O43491-1";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";5;7;0,000122002834590538;4;1;1;1;4;1;1;1;NA;NA;NA;NA;"extracellular vesicular exosome, extrinsic component of membrane, plasma membrane, spectrin"
"110";"O43493";"O43493-1,O43493-2,O43493-3,O43493-4,O43493-5,O43493-6";"O43493-1,O43493-2,O43493-3,O43493-4,O43493-5,O43493-6";"TGON2_HUMAN";"Trans-Golgi network integral membrane protein 2";"TGOLN2";1;1;3,04099327290404e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"plasma membrane, Golgi apparatus, transport vesicle, nucleus, integral component of membrane, trans-Golgi network"
"111";"O43592";"O43592";"O43592";"XPOT_HUMAN";"Exportin-T";"XPOT";11;32;0,000291328419990474;6;7;8;8;6;7;10;9;0,000298124593451335;0,000351326959473146;0,000457720190761392;0,000411570708818542;"nucleus, cytoplasm, nucleoplasm"
"112";"O43615";"O43615";"O43615";"TIM44_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM44";"TIMM44";9;23;0,000445653527427353;4;5;6;5;4;6;7;6;0,000423002741740684;0,000640916311655815;0,000681922071811331;0,000583969058825129;"mitochondrial inner membrane, mitochondrial matrix, mitochondrion"
"113";"O43665";"O43665-3";"O43665-3";"RGS10_HUMAN";"Regulator of G-protein signaling 10";"RGS10";1;3;0,000151873883687231;1;NA;1;1;1;NA;1;1;NA;NA;NA;NA;"dendritic spine, cytoplasm, neuronal cell body, nucleus, axon terminus, plasma membrane"
"114";"O43670";"O43670-1,O43670-2";"O43670-1,O43670-2";"ZN207_HUMAN";"Zinc finger protein 207";"ZNF207";2;11;0,000100772664106276;2;2;2;2;3;3;2;3;NA;NA;NA;NA;"nucleus"
"115";"O43676";"O43676";"O43676";"NDUB3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3";"NDUFB3";2;2;0,000178735931142115;NA;2;NA;NA;NA;2;NA;NA;NA;0,00098535432948445;NA;NA;"mitochondrial inner membrane, mitochondrial respiratory chain complex I, integral component of membrane"
"116";"O43678";"O43678";"O43678";"NDUA2_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2";"NDUFA2";2;2;0,000176930517696235;2;NA;NA;NA;2;NA;NA;NA;0,000965642622559542;NA;NA;NA;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrial membrane"
"117";"O43681";"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";7;28;0,000704671544617763;4;4;5;6;7;7;7;7;0,000961480369876095;0,000971196939693006;0,000885714874881384;0,000884903305614324;"endoplasmic reticulum, extracellular vesicular exosome, cytoplasm, nucleolus, nucleus"
"118";"O43684";"O43684-1,O43684-2";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";6;20;0,000267014043474501;4;5;5;5;4;5;5;6;NA;NA;NA;NA;"kinetochore, nucleus, condensed chromosome kinetochore, cytosol"
"119";"O43707";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";24;96;0,00124211153148176;20;20;21;20;24;24;25;23;0,00167900978499925;0,00175654822292288;0,00158016465416529;0,00150970289700773;"cytoplasm, neuron projection, extracellular region, ribonucleoprotein complex, extracellular vesicular exosome, perinuclear region of cytoplasm, stress fiber, Z disc, cell-cell junction, cortical cytoskeleton, platelet alpha granule lumen, protein complex, pseudopodium, nucleus"
"120";"O43719";"O43719";"O43719";"HTSF1_HUMAN";"HIV Tat-specific factor 1";"HTATSF1";6;18;0,000208801445387212;3;3;5;6;3;3;5;7;0,000189931032384228;0,000191850445608231;0,000291607167889046;0,00040787596073349;"nucleus"
"121";"O43747";"O43747-1,O43747-2";"O43747-1,O43747-2";"AP1G1_HUMAN";"AP-1 complex subunit gamma-1";"AP1G1";4;10;5,32728748537934e-05;4;2;2;2;4;2;2;2;NA;NA;NA;NA;"AP-type membrane coat adaptor complex, lysosomal membrane, trans-Golgi network membrane, clathrin-coated vesicle, clathrin adaptor complex, cytoplasm, clathrin-coated vesicle membrane, intracellular membrane-bounded organelle, Golgi membrane, cytosol, Golgi apparatus, recycling endosome, cytoplasmic vesicle membrane, perinuclear region of cytoplasm"
"122";"O43760";"O43760";"O43760";"SNG2_HUMAN";"Synaptogyrin-2";"SYNGR2";1;1;3,90984849373376e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,000215546259574723;NA;NA;"integral component of membrane, synaptic vesicle, extracellular vesicular exosome"
"123";"O43765";"O43765";"O43765";"SGTA_HUMAN";"Small glutamine-rich tetratricopeptide repeat-containing protein alpha";"SGTA";4;17;0,000475677414189718;4;4;4;3;4;4;6;3;0,000610853799574407;0,000617026992265023;0,000844076977979156;0,000421651780493544;"cytoplasm"
"124";"O43768";"O43768-1,O43768-2,O43768-3,O43768-4,O43768-5,O43768-6,O43768-7,O43768-9,P56211-1,P56211-2";"O43768-1,O43768-2,O43768-3,O43768-4,O43768-5,O43768-6,O43768-7,O43768-9,P56211-1,P56211-2";"ARP19_HUMAN, ENSA_HUMAN";"Alpha-endosulfine, cAMP-regulated phosphoprotein 19";"ARPP19, ENSA";1;4;2,93894651877974e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleoplasm, cytoplasm"
"125";"O43776";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";15;57;0,000910966159999866;12;12;14;13;13;15;15;14;0,00113392523287786;0,00132159750396181;0,00120527415195016;0,00112389178961235;"cytoplasm, mitochondrion, cytosol, extracellular vesicular exosome"
"126";"O43809";"O43809";"O43809";"CPSF5_HUMAN";"Cleavage and polyadenylation specificity factor subunit 5";"NUDT21";5;21;0,000810217062313816;4;4;5;5;4;5;6;6;0,000842278587078367;0,0010634881529678;0,00116385944540738;0,00116279301581039;"nucleoplasm, nucleus, centrosome, mRNA cleavage factor complex, paraspeckles"
"127";"O43813";"O43813";"O43813";"LANC1_HUMAN";"LanC-like protein 1";"LANCL1";1;3;6,58500798944634e-05;NA;NA;1;1;NA;NA;1;2;NA;NA;0,000110357599877809;0,0002205129612272;"cytoplasm, integral component of plasma membrane, nucleus"
"128";"O43823";"O43823";"O43823";"AKAP8_HUMAN";"A-kinase anchor protein 8";"AKAP8";2;12;0,000151873883687231;2;2;2;2;3;3;3;3;0,000207222441401867;0,000209316598893373;0,000190893131580546;0,00019071821863364;"condensed chromosome, Golgi apparatus, mitochondrion, nuclear matrix, female pronucleus, nucleus"
"129";"O43837";"O43837-1";"O43837-1";"IDH3B_HUMAN";"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial";"IDH3B";7;19;0,00043221597894366;3;3;5;6;3;4;6;6;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix"
"130";"O43847";"O43847-1,O43847-2";"O43847-1,O43847-2";"NRDC_HUMAN";"Nardilysin";"NRD1";4;5;1,90392622303557e-05;3;2;NA;NA;3;2;NA;NA;NA;NA;NA;NA;"cell surface, cytosol"
"131";"O43852";"O43852-1,O43852-3";"O43852-1,O43852-3";"CALU_HUMAN";"Calumenin";"CALU";8;23;0,000319738721265339;6;5;5;3;7;5;6;5;NA;NA;NA;NA;"extracellular region, melanosome, endoplasmic reticulum, Golgi apparatus, sarcoplasmic reticulum lumen"
"132";"O43865";"O43865-1,O43865-2,Q96HN2-1,Q96HN2-2,Q96HN2-3";"O43865-1,O43865-2,Q96HN2-1,Q96HN2-2,Q96HN2-3";"SAHH2_HUMAN, SAHH3_HUMAN";"Putative adenosylhomocysteinase 2, Putative adenosylhomocysteinase 3";"AHCYL1, AHCYL2";1;2;6,36918410945411e-06;1;1;0;0;1;1;0;0;NA;NA;NA;NA;"endoplasmic reticulum, extracellular vesicular exosome"
"133";"O43920";"O43920";"O43920";"NDUS5_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5";"NDUFS5";2;6;0,000495739280714922;1;1;2;2;1;1;2;2;0,000450936885063182;0,000455493982497529;0,000830805327381999;0,00083004407103446;"mitochondrial inner membrane, mitochondrion, mitochondrial respiratory chain complex I, mitochondrial intermembrane space"
"134";"O60234";"O60234";"O60234";"GMFG_HUMAN";"Glia maturation factor gamma";"GMFG";3;11;0,000904588421461032;3;3;3;2;3;3;3;2;0,00126230571699025;0,0013600665392884;0,00124035724933087;0,000929415544327318;"intracellular"
"135";"O60256";"O60256-1,O60256-2,Q14558-1,Q14558-2";"O60256-1,O60256-2,Q14558-1,Q14558-2";"KPRA_HUMAN, KPRB_HUMAN";"Phosphoribosyl pyrophosphate synthase-associated protein 1, Phosphoribosyl pyrophosphate synthase-associated protein 2";"PRPSAP1, PRPSAP2";2;4;2,41601672440376e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"ribose phosphate diphosphokinase complex"
"136";"O60282";"O60282-1";"O60282-1";"KIF5C_HUMAN";"Kinesin heavy chain isoform 5C";"KIF5C";1;1;1,22021046687059e-05;0;1;0;0;0;1;0;0;NA;NA;NA;NA;"cytoplasm, kinesin complex, microtubule"
"137";"O60306";"O60306";"O60306";"AQR_HUMAN";"Intron-binding protein aquarius";"AQR";0;0;0;0;0;NA;NA;0;0;NA;NA;NA;0;NA;NA;"catalytic step 2 spliceosome, nucleus"
"138";"O60313";"O60313-1,O60313-2";"O60313-1,O60313-2";"OPA1_HUMAN";"Dynamin-like 120 kDa protein, mitochondrial";"OPA1";6;10;4,56148990935606e-05;2;3;1;4;2;3;1;4;NA;NA;NA;NA;"mitochondrial intermembrane space, integral component of membrane, mitochondrial inner membrane, mitochondrial outer membrane, mitochondrion, dendrite, mitochondrial crista"
"139";"O60343";"O60343-1,O60343-2,O60343-3";"O60343-1,O60343-2,O60343-3";"TBCD4_HUMAN";"TBC1 domain family member 4";"TBC1D4";2;2;4,49823350075174e-06;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;"cytoplasmic vesicle membrane, cytoplasm"
"140";"O60488";"O60488-1,O60488-2";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";9;26;0,000178753469747859;6;5;6;7;6;5;7;8;NA;NA;NA;NA;"endoplasmic reticulum membrane, lipid particle, extracellular vesicular exosome, cytoplasm, neuronal cell body, mitochondrial outer membrane, integral component of membrane, peroxisomal membrane"
"141";"O60493";"O60493-1";"O60493-1";"SNX3_HUMAN";"Sorting nexin-3";"SNX3";2;2;0,00010812420525881;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, intracellular membrane-bounded organelle, early endosome, endosome membrane, cytoplasm"
"142";"O60506";"O60506-1";"O60506-1";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";12;51;0,000870087370701088;11;9;9;8;16;12;11;12;NA;NA;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex"
"143";"O60547";"O60547";"O60547";"GMDS_HUMAN";"GDP-mannose 4,6 dehydratase";"GMDS";4;5;0,000117715868628543;NA;2;2;1;NA;2;2;1;NA;0,000259582592176011;0,000236734851350785;0,000118258967109748;"extracellular vesicular exosome, cytoplasm"
"144";"O60566";"O60566-1,O60566-2,O60566-3";"O60566-1,O60566-2,O60566-3";"BUB1B_HUMAN";"Mitotic checkpoint serine/threonine-protein kinase BUB1 beta";"BUB1B";2;4;1,11213468266205e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"microtubule organizing center, anaphase-promoting complex, kinetochore, condensed nuclear chromosome kinetochore, condensed chromosome kinetochore, spindle midzone, perinuclear region of cytoplasm, cytoplasm, condensed chromosome outer kinetochore, cytosol"
"145";"O60610";"O60610-1,O60610-2,O60610-3";"O60610-1,O60610-2,O60610-3";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";29;89;0,000204262944368649;15;19;19;21;17;25;23;24;NA;NA;NA;NA;"cytoplasm, mitotic spindle, ruffle membrane, neuron projection"
"146";"O60664";"O60664-1";"O60664-1";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";10;30;0,000605395895803938;8;6;6;8;9;7;6;8;NA;NA;NA;NA;"cytoplasm, intracellular membrane-bounded organelle, Golgi apparatus, lipid particle, endosome, endosome membrane"
"147";"O60711";"O60711-1,O60711-2";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";3;8;9,07571049322656e-05;1;2;2;3;1;2;2;3;NA;NA;NA;NA;"podosome, plasma membrane, cytoplasm, nucleus, perinuclear region of cytoplasm, focal adhesion, cell projection"
"148";"O60749";"O60749";"O60749";"SNX2_HUMAN";"Sorting nexin-2";"SNX2";5;9;0,000175853970585214;1;NA;4;3;1;NA;4;4;0,000110518635414329;NA;0,000387846362576348;0,0004068655330851;"endosome membrane, cytoplasm, retromer complex, early endosome membrane, intracellular membrane-bounded organelle"
"149";"O60762";"O60762";"O60762";"DPM1_HUMAN";"Dolichol-phosphate mannosyltransferase";"DPM1";1;1;3,36848485613986e-05;1;NA;NA;NA;1;NA;NA;NA;0,00018384349929499;NA;NA;NA;"endoplasmic reticulum membrane, dolichol-phosphate-mannose synthase complex, endoplasmic reticulum, membrane"
"150";"O60763";"O60763-1,O60763-2";"O60763-1,O60763-2";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";8;15;6,82800984352674e-05;3;3;5;4;3;3;5;4;NA;NA;NA;NA;"Golgi apparatus, Golgi stack, ER to Golgi transport vesicle membrane, cytosol, nucleolus, endoplasmic reticulum, Golgi membrane"
"151";"O60832";"O60832-1";"O60832-1";"DKC1_HUMAN";"H/ACA ribonucleoprotein complex subunit 4";"DKC1";3;7;0,000119273199186275;NA;2;2;3;NA;2;2;3;NA;NA;NA;NA;"nucleus, telomerase holoenzyme complex, nucleoplasm, cytoplasm, nucleolus, Cajal body"
"152";"O60841";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";12;35;0,000251255837630104;8;8;8;7;8;8;11;8;0,000313438097158671;0,000316605653408118;0,000397015988412873;0,000288474332884107;"cytosol"
"153";"O60869";"O60869-1";"O60869-1";"EDF1_HUMAN";"Endothelial differentiation-related factor 1";"EDF1";6;16;0,000946817364969041;5;4;2;4;5;5;2;4;NA;NA;NA;NA;"nucleolus, cytoplasm, intracellular, nucleus"
"154";"O60884";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";6;12;0,000255089144445543;4;2;4;1;4;2;4;2;0,000464070969094149;0,000234380398760864;0,000427501770400446;0,000213555027984594;"membrane, extracellular vesicular exosome"
"155";"O60888";"O60888-1,O60888-2,O60888-3";"O60888-1,O60888-2,O60888-3";"CUTA_HUMAN";"Protein CutA";"CUTA";2;8;0,000130473901317894;NA;2;2;2;NA;2;3;3;NA;NA;NA;NA;"extracellular vesicular exosome, membrane"
"156";"O60907";"O60907-1";"O60907-1";"TBL1X_HUMAN";"F-box-like/WD repeat-containing protein TBL1X";"TBL1X";2;2;8,3482380316811e-05;0;2;0;0;0;2;0;0;NA;NA;NA;NA;"nucleoplasm, spindle microtubule, nucleus, transcriptional repressor complex"
"157";"O60925";"O60925";"O60925";"PFD1_HUMAN";"Prefoldin subunit 1";"PFDN1";1;1;7,17873821800298e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,000395757066760148;NA;NA;"prefoldin complex"
"158";"O60941";"O60941-1,O60941-2,O60941-3,O60941-4,O60941-5";"O60941-1,O60941-2,O60941-3,O60941-4,O60941-5";"DTNB_HUMAN";"Dystrobrevin beta";"DTNB";1;2;5,58727950619689e-06;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"synapse, cytoplasm"
"159";"O75027";"O75027-1,O75027-2";"O75027-1,O75027-2";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";2;3;1,74695358230657e-05;NA;2;NA;1;NA;2;NA;1;NA;NA;NA;NA;"integral component of membrane, mitochondrial inner membrane, mitochondrion"
