"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838-1.id.csv";"peptide.count.P5838-2.id.csv";"peptide.count.P5839-1.id.csv";"peptide.count.P5839-2.id.csv";"spectra.count.P5838-1.id.csv";"spectra.count.P5838-2.id.csv";"spectra.count.P5839-1.id.csv";"spectra.count.P5839-2.id.csv";"dNSAF.P5838-1.id.csv";"dNSAF.P5838-2.id.csv";"dNSAF.P5839-1.id.csv";"dNSAF.P5839-2.id.csv"
"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";17;52;0,000596879623263576;12;8;16;13;12;8;19;13;0,000751758476802579;0,000506237086707607;0,00109648881346484;0,000749541762703464
"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";17;66;0,0013841474263626;10;10;15;13;14;14;22;16;0,00157304144584817;0,00166163488207063;0,00228606256454846;0,00170556042577498
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";17;80;0,00265395776544352;13;14;14;16;17;20;20;23;0,00307798585940854;0,0036577547079347;0,00333580926903378;0,00383266561587503
"Q01813";"Q01813";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";17;52;0,000615061880694925;12;10;13;13;12;10;15;15;0,000790151856153568;0,00064663877872417;0,000873664332365991;0,000897802770710743
"Q13451";"Q13451";"Q13451";"FKBP5_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5";17;55;0,00105403355454705;14;13;11;12;16;14;12;13;0,00167349881196314;0,00147910956242086;0,00115621923022965;0,00125142311803664
"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-[1-3]";"KTN1_HUMAN";"Kinectin";"KTN1";17;37;7,95991754263459e-05;8;9;8;11;8;9;9;11;NA;NA;NA;NA
"Q9Y262";"Q9Y262";"Q9Y262";"EIF3L_HUMAN";"Eukaryotic translation initiation factor 3 subunit L";"EIF3L";17;48;0,000745366861784139;11;10;10;14;12;10;11;15;0,00101700659184462;0,000856070250793228;0,000858793450112953;0,0011700089299156
"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";16;52;0,00105911430825607;12;9;11;11;14;12;13;13;0,00155625659868317;0,00134741475752757;0,00133122062922371;0,00133000084870405
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";26;167;0,00276403866887065;23;22;20;19;45;44;37;41;0,00390019886666305;0,0040078498685809;0,00308710523114597;0,00355958887736309
"P14314-1,P14314-2";"P14314-1,P14314-2";"P14314-[1,2]";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";16;55;0,000456148990935606;15;11;10;11;18;12;12;13;NA;NA;NA;NA
"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";16;77;0,00148867697174216;14;14;15;15;18;17;23;19;0,00189931032384228;0,00181192087518884;0,00223565495381602;0,00184515315569912
"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";16;75;0,00159948347470927;14;13;14;14;19;17;19;20;0,0022073986825072;0,0020055559378537;0,00203855010885398;0,00213851632190128
"P25786-1,P25786-2";"P25786-1,P25786-2";"P25786-[1,2]";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";16;60;0,000999018322353266;11;13;13;13;14;16;14;16;NA;NA;NA;NA
"P27695";"P27695";"P27695";"APEX1_HUMAN";"DNA-(apurinic or apyrimidinic site) lyase";"APEX1";16;57;0,00156984105559725;11;10;13;12;15;11;17;14;0,00225468442531591;0,00167014460249094;0,00235394842758233;0,00193676949908041
"P31930";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";16;62;0,0011312494975203;14;12;10;13;19;16;11;16;0,0018920560135776;0,00160941207149127;0,00100908230388272;0,00146641119216088
"P34897-1,P34897-2,P34897-3";"P34897-1,P34897-2,P34897-3";"P34897-[1-3]";"GLYM_HUMAN";"Serine hydroxymethyltransferase, mitochondrial";"SHMT2";16;53;0,000328167615591549;10;9;12;12;11;9;16;17;NA;NA;NA;NA
"P35998";"P35998";"P35998";"PRS7_HUMAN";"26S protease regulatory subunit 7";"PSMC2";16;49;0,000991096929958933;11;10;11;9;13;11;14;11;0,00143508320465835;0,00122657271037441;0,0014236894986546;0,00111758820649674
"P49915";"P49915";"P49915";"GUAA_HUMAN";"GMP synthase [glutamine-hydrolyzing]";"GMPS";16;44;0,000556067341331024;8;10;13;12;8;10;13;13;0,000551795784319738;0,000696715182463752;0,000826009914236937;0,00082525305186543
"P60174-1,P60174-3";"P60174-1,P60174-3";"P60174-[1,3]";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";16;125;0,00191391185007946;15;14;15;16;26;29;33;37;NA;NA;NA;NA
"Q12931";"Q12931";"Q12931";"TRAP1_HUMAN";"Heat shock protein 75 kDa, mitochondrial";"TRAP1";16;53;0,000662655911911935;11;12;12;11;13;14;14;12;0,000882657709683331;0,000969667151534174;0,000875649933121368;0,000757680498790511
"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";16;41;0,000401207246552524;9;12;10;10;9;12;10;10;0,000480663450670699;0,000647361280152912;0,000491985277667553;0,000491534477819289
"Q16658";"Q16658";"Q16658";"FSCN1_HUMAN";"Fascin";"FSCN1";16;58;0,00103036007364278;14;12;9;10;18;15;12;13;0,00174520806632972;0,00146903738777093;0,00107178942842789;0,00116004130820029
"Q92499";"Q92499";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";16;56;0,000662772155478329;11;12;12;13;12;14;14;16;0,00077512394297347;0,000913450094630179;0,000833050747185734;0,000951185638158409
"Q92616";"Q92616";"Q92616";"GCN1L_HUMAN";"Translational activator GCN1";"GCN1L1";16;32;0,000104926222400163;9;8;7;5;9;9;9;5;0,00016106094659314;0,000162688603258196;0,000148369202980612;8,23518078712587e-05
"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";15;52;0,000854444939118403;9;11;13;14;10;13;14;15;0,000896797557536535;0,00117761858889605;0,0011565807747044;0,00123805822977935
"O43776";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";15;57;0,000910966159999866;12;12;14;13;13;15;15;14;0,00113392523287786;0,00132159750396181;0,00120527415195016;0,00112389178961235
"O94776";"O94776";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";15;37;0,000485102160420141;8;7;8;11;8;7;10;12;0,000572446824152064;0,000505952896726297;0,000659171891485718;0,000790281480805264
"P00491";"P00491";"P00491";"PNPH_HUMAN";"Purine nucleoside phosphorylase";"PNP";15;66;0,00200011073118893;12;12;14;13;15;16;16;19;0,00248093303546872;0,00267307195264986;0,00243779556269874;0,0028922296869609
"P12268";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";15;51;0,000902413160876378;11;9;9;9;14;12;13;12;0,00130192672652483;0,0011272146804219;0,0011932147107411;0,00111264662440222
"P46781";"P46781";"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";15;46;0,00207665355048622;10;10;12;12;10;11;12;13;0,00246388194931429;0,00273765970923772;0,00272367107327295;0,00294794002547806
"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";15;54;0,00177795215715051;7;9;15;13;9;10;20;15;0,00161726988101607;0,00181512639641872;0,00331072799633428;0,002480770813806
"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";15;62;0,0018854158292005;13;12;13;14;16;15;15;16;0,00265551721203874;0,00251470636170511;0,00229336887246073;0,00244401865360147
"Q06323";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";15;65;0,00228624072565316;12;11;13;13;14;13;21;17;0,00268751139531631;0,0025207658951068;0,00371359971637014;0,00300349280322108
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";15;56;0,00107285256590328;12;13;9;11;14;15;12;15;0,00146257411078941;0,00158158784095593;0,00115924683897123;0,0014434852499557
"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";15;49;0,000737362492563948;11;10;9;10;13;11;12;13;0,00106768217803619;0,000912553236412575;0,000907890357757649;0,000982646675159352
"Q9BSJ8-1,Q9BSJ8-2";"Q9BSJ8-1,Q9BSJ8-2";"Q9BSJ8-[1,2]";"ESYT1_HUMAN";"Extended synaptotagmin-1";"ESYT1";15;41;0,000162627031550955;9;11;7;9;11;11;9;10;NA;NA;NA;NA
"Q9NR30-1,Q9NR30-2";"Q9NR30-1,Q9NR30-2";"Q9NR30-[1,2]";"DDX21_HUMAN";"Nucleolar RNA helicase 2";"DDX21";15;44;0,000257012478707149;8;9;12;10;9;10;14;11;NA;NA;NA;NA
"O75390";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";14;48;0,000902117832717284;11;9;11;13;11;9;12;16;0,00112830988837698;0,000932491972752452;0,00113388881591191;0,00151046646402837
"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";14;54;0,00230187581740035;9;11;11;13;11;14;13;16;0,00267081868717045;0,00331924722790317;0,00274028257587033;0,00333338054356194
"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";15;83;0,00365285945706021;13;13;14;15;19;21;20;23;0,00456375319857914;0,00509512364341457;0,0044253952111805;0,0050845413195528
"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";14;56;0,00140584595998184;13;13;11;13;16;14;11;15;0,00212100280021544;0,00190094329039663;0,00142040910810471;0,00196491822274659
"P51659";"P51659";"P51659";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";14;32;0,000380785244607114;6;7;9;8;6;7;11;8;0,000389668286549163;0,000459207248659193;0,000658097154706122;0,000478177562661156
"P61158";"P61158";"P61158";"ARP3_HUMAN";"Actin-related protein 3";"ACTR3";16;44;0,000921901118522487;7;8;11;12;8;10;13;13;0,000914819326635355;0,00115508043408464;0,00136943748939282;0,00136818269125058
"Q15181";"Q15181";"Q15181";"IPYR_HUMAN";"Inorganic pyrophosphatase";"PPA1";14;47;0,00151771939487883;10;12;9;8;12;14;11;10;0,00211706285693331;0,00246887895626688;0,00178771674597907;0,00163932047034221
"Q15459";"Q15459";"Q15459";"SF3A1_HUMAN";"Splicing factor 3A subunit 1";"SF3A1";14;30;0,000331326379292445;9;8;5;6;10;9;5;6;0,000602765571458982;0,000547971323206359;0,000277633558330681;0,000332854999481662
"Q9P258";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";14;45;0,000755005226376175;10;9;11;10;11;10;13;11;0,001007265149394;0,000924949466374292;0,00109659936890076;0,000927041558262625
"Q9UBT2";"Q9UBT2";"Q9UBT2";"SAE2_HUMAN";"SUMO-activating enzyme subunit 2";"UBA2";14;39;0,000533694319394659;8;11;8;8;8;12;10;9;0,000597491372708716;0,000905294290213838;0,000688010661738218;0,000618642221692871
"Q9Y266";"Q9Y266";"Q9Y266";"NUDC_HUMAN";"Nuclear migration protein nudC";"NUDC";14;60;0,00158756385969129;13;12;11;10;16;17;14;13;0,00231054065579202;0,00247975878084757;0,00186240952543034;0,00172779566447959
"Q9Y2W1";"Q9Y2W1";"Q9Y2W1";"TR150_HUMAN";"Thyroid hormone receptor-associated protein 3";"THRAP3";14;28;0,000256780835106787;8;7;6;6;8;7;6;7;0,000400413066527307;0,000353902130903839;0,00027664512471987;0,00032245691136522
"Q9Y3F4";"Q9Y3F4";"Q9Y3F4";"STRAP_HUMAN";"Serine-threonine kinase receptor-associated protein";"STRAP";14;44;0,00110101333583543;13;12;8;9;15;12;8;9;0,00204854184928703;0,00165539527353388;0,00100646131088562;0,00113123149109554
"Q9Y3I0";"Q9Y3I0";"Q9Y3I0";"RTCB_HUMAN";"tRNA-splicing ligase RtcB homolog";"C22orf28";14;50;0,000867134715441944;13;11;11;10;15;13;11;11;0,00141978147970388;0,00124291229283484;0,000959127734383575;0,000958248897847703
"Q9Y678";"Q9Y678";"Q9Y678";"COPG1_HUMAN";"Coatomer subunit gamma-1";"COPG1";16;43;0,000430888566265945;10;11;10;9;12;11;11;9;0,000656283429977537;0,000607672750105399;0,00055418707764726;0,000453010322521096
"O15144";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";13;51;0,00148887030641382;10;9;11;9;14;12;14;11;0,00223063445811254;0,00193129448578952;0,00205485850972481;0,00161305231137697
"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";13;47;0,000541616907131961;11;9;11;11;13;10;12;12;0,000817619773180349;0,000635294238746553;0,000695252879230199;0,00069461582786568
"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";13;64;0,00183919273145236;12;12;11;11;16;15;16;17;0,00250946376537661;0,00237100885532196;0,00230647383744622;0,00246693132847898
"P12004";"P12004";"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";13;55;0,00184556833114176;12;9;9;10;17;14;11;13;0,00311336500721783;0,00258985850584802;0,00185578354737052;0,00219118913771166
"P13489";"P13489";"P13489";"RINI_HUMAN";"Ribonuclease inhibitor";"RNH1";13;39;0,000740920530179136;10;6;7;11;11;7;8;13;0,00114054752274115;0,000733137819985176;0,000764124639501014;0,00124056478295606
"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";13;65;0,0026355275031835;12;12;11;12;15;17;16;17;0,00331939651504842;0,00380000072435438;0,00326168017416637;0,00346235975926874
"P23588";"P23588";"P23588";"IF4B_HUMAN";"Eukaryotic translation initiation factor 4B";"EIF4B";13;38;0,000544691168226871;10;9;8;9;10;9;8;11;0,000782312762957403;0,000711196823735912;0,000576532665810094;0,000792006044865942
"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";13;42;0,000861448586160357;11;8;11;9;12;9;11;10;0,00134330613068002;0,00101766102881181;0,00113433139546535;0,0010302654745861
"P25788-1,P25788-2";"P25788-1,P25788-2";"P25788-[1,2]";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";13;51;0,000875806062596363;10;12;11;11;10;13;16;12;NA;NA;NA;NA
"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"P26599-[1-3]";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";16;75;0,000412338070902242;12;15;15;15;15;20;20;20;NA;NA;NA;NA
"P29144";"P29144";"P29144";"TPP2_HUMAN";"Tripeptidyl-peptidase 2";"TPP2";13;33;0,000231397918860528;8;3;9;10;8;3;11;11;0,000306160511235851;0,000115970445503774;0,000387797842965337;0,000387442508737462
"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";13;67;0,00261959849080162;13;12;12;12;17;16;17;17;0,00362762619144578;0,00344874015319557;0,00334176607129992;0,00333870405358057
"P35232";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";13;39;0,00125575133975214;8;8;12;10;8;9;12;10;0,00140586205343227;0,00159757815920089;0,00194261833902556;0,00161736528547156
"P36776";"P36776";"P36776";"LONM_HUMAN";"Lon protease homolog, mitochondrial";"LONP1";13;29;0,000264842292130287;7;7;7;8;7;7;7;8;0,000348900071654725;0,000352426001056482;0,000321406440520043;0,000366985074159136
"P38117-1,P38117-2";"P38117-1,P38117-2";"P38117-[1,2]";"ETFB_HUMAN";"Electron transfer flavoprotein subunit beta";"ETFB";13;41;0,0007040793836559;9;10;12;9;9;10;13;9;NA;NA;NA;NA
"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";13;48;0,00141544414156988;9;11;10;9;10;15;11;12;0,00160940437093257;0,00243850313862313;0,00163084008708318;0,00177746811171016
"P54578";"P54578";"P54578";"UBP14_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 14";"USP14";13;29;0,000514137162252926;6;6;8;8;6;7;8;8;0,000580558418826283;0,000684163026342442;0,000713079876133538;0,000712426490118646
"P61160";"P61160";"P61160";"ARP2_HUMAN";"Actin-related protein 2";"ACTR2";13;39;0,000866914630488786;8;7;10;12;9;7;10;13;0,0010918624069804;0,000857808464500422;0,00111758077033619;0,00145152376889021
"Q14008-1,Q14008-2,Q14008-3";"Q14008-1,Q14008-2,Q14008-3";"Q14008-[1-3]";"CKAP5_HUMAN";"Cytoskeleton-associated protein 5";"CKAP5";13;27;3,87906228512169e-05;5;7;8;6;5;7;8;7;NA;NA;NA;NA
"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"Q15084-[1,2]";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";13;61;0,000607092838845206;11;11;11;11;14;14;18;15;NA;NA;NA;NA
"Q99497";"Q99497";"Q99497";"PARK7_HUMAN";"Protein DJ-1";"PARK7";13;58;0,00268765881643328;11;10;11;11;14;14;14;16;0,00354068961605165;0,0035764712699806;0,00326168017416637;0,00372421890072604
"Q9NZ08-1,Q9NZ08-2";"Q9NZ08-1,Q9NZ08-2";"Q9NZ08-[1,2]";"ERAP1_HUMAN";"Endoplasmic reticulum aminopeptidase 1";"ERAP1";13;38;0,000176836505731465;8;8;9;10;10;8;9;11;NA;NA;NA;NA
"Q9UIA9";"Q9UIA9";"Q9UIA9";"XPO7_HUMAN";"Exportin-7";"XPO7";13;35;0,00028199827222514;6;7;8;10;9;7;8;11;0,000395762454784062;0,000310925975173106;0,000324067579401994;0,000445184630554821
"Q9Y230";"Q9Y230";"Q9Y230";"RUVB2_HUMAN";"RuvB-like 2";"RUVBL2";13;52;0,000983626679373885;10;11;11;10;13;15;13;11;0,00134209725187271;0,00156422339561786;0,00123633881331792;0,00104517428382957
"O00299";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";12;51;0,0018533655266562;11;11;9;9;14;13;13;11;0,00277672339184134;0,00260444277129292;0,00237520693180995;0,00200794893532403
"O60841";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";12;35;0,000251255837630104;8;8;8;7;8;8;11;8;0,000313438097158671;0,000316605653408118;0,000397015988412873;0,000288474332884107
"O75643-1";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";16;35;0,000143507547710078;11;10;5;6;11;12;5;7;NA;NA;NA;NA
"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";12;43;0,000362809833252829;8;9;9;9;9;11;11;12;0,000414444882803734;0,000511662797294912;0,000466627654974668;0,000508581916356374
"P00492";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";12;47;0,00188820573128574;10;9;12;12;11;10;13;13;0,00241189177974161;0,00221478725434578;0,00262580215856054;0,00262339616946212
"P07384";"P07384";"P07384";"CAN1_HUMAN";"Calpain-1 catalytic subunit";"CAPN1";12;35;0,000429316697351158;7;9;7;8;8;10;8;9;0,000535566496545628;0,000676223559450113;0,00049336338768903;0,000554525240733106
"P10768";"P10768";"P10768";"ESTD_HUMAN";"S-formylglutathione hydrolase";"ESD";12;38;0,00118016419782489;9;8;7;9;10;9;9;10;0,00169501098640771;0,00154092645142781;0,0014052983729121;0,00156001190655413
"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";12;21;7,78329552032316e-05;6;7;3;3;8;7;3;3;0,000161825847877096;0,00014302858020024;5,59026860151239e-05;5,58514630954207e-05
"P14317";"P14317";"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";12;50;0,000901035043823419;12;12;10;11;12;13;12;13;0,00118022987201722;0,00129150351415966;0,00108722672472212;0,00117674972210441
"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";12;25;0,000373637398718585;9;10;3;3;9;10;3;3;0,000734119092747911;0,000823931094620103;0,000225423288487607;0,000225216735997405
"P21281";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";16;65;0,00111403902287209;14;13;10;12;18;18;13;16;0,00168373302681126;0,00170074856869919;0,00112020522615694;0,00137745082629593
"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";12;56;0,00252872563858049;8;7;11;10;13;12;15;16;0,00308327995273398;0,00297020683050337;0,003476264396151;0,00369375376694946
"P26640";"P26640";"P26640";"SYVC_HUMAN";"Valine--tRNA ligase";"VARS";12;30;0,000207865362957998;5;9;7;7;6;9;8;7;0,000226895457990652;0,000343782641853356;0,000278687862982569;0,000243628441735589
"P28331-1,P28331-2,P28331-3,P28331-4";"P28331-1,P28331-2,P28331-3,P28331-4";"P28331-[1-4]";"NDUS1_HUMAN";"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial";"NDUFS1";12;33;9,9386520170839e-05;6;9;8;7;7;10;8;8;NA;NA;NA;NA
"P28838-1,P28838-2";"P28838-1,P28838-2";"P28838-[1,2]";"AMPL_HUMAN";"Cytosol aminopeptidase";"LAP3";12;33;0,000278435453426589;9;7;8;9;9;7;8;9;NA;NA;NA;NA
"P35606";"P35606";"P35606";"COPB2_HUMAN";"Coatomer subunit beta'";"COPB2";12;35;0,000338335675395946;9;5;10;8;9;6;12;8;0,000474827580960569;0,000319750742680384;0,000583214335778092;0,000388453295936657
"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";12;41;0,00247641714251385;10;10;9;11;10;11;9;11;0,00329650412528947;0,0036627998868422;0,00273306304249113;0,00333734960974545
"P50416-1,P50416-2";"P50416-1,P50416-2";"P50416-[1,2]";"CPT1A_HUMAN";"Carnitine O-palmitoyltransferase 1, liver isoform";"CPT1A";12;27;0,000152954486999365;6;6;7;8;6;6;7;8;NA;NA;NA;NA
"P55786";"P55786";"P55786";"PSA_HUMAN";"Puromycin-sensitive aminopeptidase";"NPEPPS";18;54;0,000514619449186111;12;11;12;11;14;11;16;13;0,000728172293181461;0,000577917283560521;0,000766619061610376;0,00062230725238601
"P61221";"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";12;49;0,000716435677249112;8;11;12;8;10;13;14;12;0,000797985138843027;0,00104786428694757;0,00102914449568855;0,000881315574587507
"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";12;55;0,0022872724381639;9;9;11;10;13;12;14;16;0,00304660433645468;0,00271551226401894;0,00292438303718051;0,00330175963552328
"P62249";"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";12;42;0,00251944209787995;10;9;9;8;12;10;10;10;0,00392871039589293;0,00330701110580398;0,00301593714734561;0,00301317368252236
"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";12;81;0,00342524594920927;9;9;10;10;18;20;22;21;0,00427801515723384;0,00465419470263766;0,00464788366599052;0,00439232740132332
"Q06187";"Q06187";"Q06187";"BTK_HUMAN";"Tyrosine-protein kinase BTK";"BTK";12;31;0,000411987677397379;6;8;7;8;6;9;7;9;0,000435198571927441;0,000659394930656513;0,000467721967312173;0,000600805799519632
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";12;82;0,00409755964953573;11;11;10;10;19;19;23;21;0,00529159314835254;0,00537543226053819;0,00555185944675371;0,00523674774141704
"Q13283";"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";12;44;0,00084119895608264;8;8;11;9;10;10;12;12;0,00111121428400763;0,00103610219194717;0,00113388881591191;0,00113284984802128
"Q15019-1,Q15019-2";"Q15019-1,Q15019-2";"Q15019-[1,2]";"SEPT2_HUMAN";"Septin-2";"SEPT2";12;30;0,000363908336258877;7;7;7;9;7;7;7;9;NA;NA;NA;NA
