"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772";"peptide.count.P5774";"spectra.count.P5772";"spectra.count.P5774";"dNSAF.P5772";"dNSAF.P5774";"Go.Cc"
"369";"P63241";"P63241-1,P63241-2";"P63241-1,P63241-2";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";7;19;0,00271099123553167;5;6;8;11;NA;NA;"endoplasmic reticulum membrane, nuclear pore, cytosol, nucleus, cytoplasm, annulate lamellae"
"370";"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";5;6;0,000831796746349415;NA;5;NA;6;NA;0,00194167484271457;"cytoskeleton, mitochondrion, perikaryon, neuronal cell body, cytoplasm, midbody, dendrite, nucleus, extracellular vesicular exosome, small ribosomal subunit, perinuclear region of cytoplasm, cytosol, phagocytic cup"
"371";"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";8;22;0,00298402803963005;3;8;6;16;0,00197245895518457;0,00506593354025119;"nucleoplasm, cytoplasm, histone pre-mRNA 3'end processing complex, nuclear membrane, nucleus, ribonucleoprotein complex, extracellular vesicular exosome, cytoplasmic stress granule, CRD-mediated mRNA stability complex, intracellular membrane-bounded organelle, U12-type spliceosomal complex"
"372";"P67936";"P67936-1";"P67936-1";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";5;11;0,00268861258298147;4;3;5;6;NA;NA;"muscle thin filament tropomyosin, extracellular vesicular exosome, cytoskeleton, cortical cytoskeleton, stress fiber, podosome, cytosol, filamentous actin"
"373";"P68036";"P68036";"P68036";"UB2L3_HUMAN";"Ubiquitin-conjugating enzyme E2 L3";"UBE2L3";5;11;0,0031390424832472;5;2;9;2;0,00622477306636169;0,00133227472974138;"ubiquitin ligase complex, cytoplasm, nucleus"
"374";"P68104";"P68104,Q5VTE0";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";16;65;0,00309148123350103;12;13;31;34;0,00357348083439282;0,00377477840093392;"cytoplasm, nucleolus, cytosol, extracellular vesicular exosome, eukaryotic translation elongation factor 1 complex, plasma membrane, extracellular space, nucleus"
"375";"P68133";"P68032,P68133";"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";1;4;0,000607301027306514;1;1;2;2;0,000699805243545134;0,000738582011978646;"blood microparticle, extracellular space, striated muscle thin filament, sarcomere, extracellular vesicular exosome, actin filament, cytosol, stress fiber, actin cytoskeleton"
"376";"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";1;4;0,0074056345946231;1;1;2;2;0,00850212906625011;0,00909846156896555;"cytoplasmic microtubule, microtubule"
"377";"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;3;0,00228903210295217;1;1;1;2;0,00169257874388711;0,0038860507847288;"microtubule, cytoskeleton, cytosol, extracellular vesicular exosome"
"378";"P68431";"P68431,P84243,Q16695,Q71DI3";"P68431,P84243,Q16695,Q71DI3";"H31_HUMAN, H31T_HUMAN, H32_HUMAN, H33_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3";"H3F3A,H3F3B, HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";4;9;0,000727057633987402;2;3;5;4;0,000978977790257047;0,000754302604338872;"extracellular vesicular exosome, nucleoplasm, nucleosome, extracellular region"
"379";"P78371";"P78371-1,P78371-2";"P78371-1,P78371-2";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";7;13;0,000533930590608402;4;6;5;8;NA;NA;"cytosol, cell body, microtubule, zona pellucida receptor complex, chaperonin-containing T-complex, extracellular vesicular exosome"
"380";"P78527";"P78527-1,P78527-2";"P78527-1,P78527-2";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";42;92;0,000489714961049223;37;22;61;31;NA;NA;"nucleoplasm, DNA-dependent protein kinase-DNA ligase 4 complex, nucleus, nucleolus, cytosol, nonhomologous end joining complex, transcription factor complex"
"381";"P81605";"P81605-1,P81605-2";"P81605-1,P81605-2";"DCD_HUMAN";"Dermcidin";"DCD";1;4;0,00079902899573565;1;1;2;2;NA;NA;"extracellular vesicular exosome, extracellular region"
"382";"P83731";"P83731";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";7;20;0,00559829232681029;7;5;11;9;0,00746267910432888;0,00588067762873108;"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome"
"383";"P83881";"P83881";"P83881";"RL36A_HUMAN";"60S ribosomal protein L36a";"RPL36A";5;11;0,00456049568320819;3;5;4;7;0,00401935032377233;0,00677449131443968;"cytosol, ribosome, cytosolic large ribosomal subunit"
"384";"P84077";"P61204,P84077";"P61204,P84077";"ARF1_HUMAN, ARF3_HUMAN";"ADP-ribosylation factor 1, ADP-ribosylation factor 3";"ARF1, ARF3";2;4;0,000728396598322554;2;2;2;2;0,000882702626353315;0,000850153211520055;"neuron projection, cytosol, plasma membrane, extracellular vesicular exosome, cell junction, postsynaptic membrane, postsynaptic density, Golgi membrane, perinuclear region of cytoplasm, sarcomere"
"385";"P84085";"P84085";"P84085";"ARF5_HUMAN";"ADP-ribosylation factor 5";"ARF5";1;2;0,000732443246091012;1;0;2;0;0,00177521305966611;0;"Golgi apparatus, perinuclear region of cytoplasm, plasma membrane"
"386";"P84095";"P84095";"P84095";"RHOG_HUMAN";"Rho-related GTP-binding protein RhoG";"RHOG";1;2;0,000460173767177599;1;NA;2;NA;0,00111531710554939;NA;"cytosol, extracellular vesicular exosome, plasma membrane"
"387";"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";4;15;0,00355010757033909;4;4;9;6;0,0048908931235699;0,0035889849862421;"cytosolic large ribosomal subunit, cytoplasm, cytosol, nucleolus"
"388";"P99999";"P99999";"P99999";"CYC_HUMAN";"Cytochrome c";"CYCS";3;4;0,00167415599106517;NA;3;NA;4;NA;0,00390800587390806;"mitochondrial inner membrane, mitochondrial intermembrane space, protein phosphatase type 2A complex, mitochondrion, cytosol, nucleus, respiratory chain"
"389";"Q00325";"Q00325-1,Q00325-2";"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";3;7;0,000424898015688156;2;2;4;3;NA;NA;"integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, extracellular vesicular exosome"
"390";"Q00610";"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";16;30;0,000393551594914574;13;8;17;13;NA;NA;"cytosol, clathrin coat of coated pit, melanosome, extracellular vesicular exosome, protein complex, clathrin complex, clathrin-coated vesicle, clathrin coat of trans-Golgi network vesicle, plasma membrane, clathrin coat, clathrin-coated endocytic vesicle membrane, spindle, mitochondrion, trans-Golgi network membrane"
"391";"Q00688";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";2;2;0,000392380310405899;NA;2;NA;2;NA;0,000915938876697202;"membrane, nucleus"
"392";"Q00839";"Q00839-1";"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";2;7;0,0037288019800997;2;2;3;4;NA;NA;"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, CRD-mediated mRNA stability complex, cell surface"
"393";"Q00839";"Q00839-2";"Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";1;1;0,0005326859971571;0;1;0;1;NA;NA;"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, CRD-mediated mRNA stability complex, cell surface"
"394";"Q01082";"Q01082-1,Q01082-2,Q01082-3";"Q01082-1,Q01082-2,Q01082-3";"SPTB2_HUMAN";"Spectrin beta chain, non-erythrocytic 1";"SPTBN1";1;1;6,19664336794427e-06;NA;1;NA;1;NA;NA;"M band, extracellular vesicular exosome, protein complex, axolemma, nucleolus, cuticular plate, cytoplasm, spectrin-associated cytoskeleton, cytosol, spectrin"
"395";"Q01105";"Q01105-1";"Q01105-1";"SET_HUMAN";"Protein SET";"SET";4;6;0,000909239891699188;NA;4;NA;6;NA;NA;"cytosol, nucleoplasm, perinuclear region of cytoplasm, endoplasmic reticulum, nucleus, cytoplasm, protein complex"
"396";"Q01130";"Q01130";"Q01130";"SRSF2_HUMAN";"Serine/arginine-rich splicing factor 2";"SRSF2";2;2;0,000397706739958921;NA;2;NA;2;NA;0,000928372436109381;"nucleoplasm, nucleus, nuclear speck"
"397";"Q01469";"Q01469";"Q01469";"FABP5_HUMAN";"Fatty acid-binding protein, epidermal";"FABP5";6;14;0,00455742464234408;5;5;7;7;0,00552288507451679;0,00531923021726375;"cytoplasm, extracellular vesicular exosome"
"398";"Q01518";"Q01518-1,Q01518-2";"Q01518-1,Q01518-2";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";7;17;0,000786412748434561;5;6;8;9;NA;NA;"extracellular vesicular exosome, cortical actin cytoskeleton, plasma membrane"
"399";"Q01546";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";1;1;8,56054961732576e-05;1;0;1;0;0,00020777302153573;0;"intermediate filament, keratin filament"
"400";"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";2;2;0,000173359348187222;NA;2;NA;2;NA;0,000404675164457935;"nucleolus, plasma membrane, nucleus, integral component of membrane, extracellular vesicular exosome, cytosol, apical plasma membrane"
"401";"Q01813";"Q01813";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";4;8;0,000548086782789193;3;3;5;3;0,000815148853928317;0,000490681541087787;"extracellular vesicular exosome, 6-phosphofructokinase complex, cytosol"
"402";"Q02413";"Q02413";"Q02413";"DSG1_HUMAN";"Desmoglein-1";"DSG1";3;4;0,000167575194529879;3;NA;4;NA;0,000406149794394535;NA;"integral component of membrane, plasma membrane, lateral plasma membrane, apical plasma membrane, desmosome, cytoplasmic side of plasma membrane, cytosol"
"403";"Q02543";"Q02543";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";7;22;0,00549332434568259;7;6;12;10;0,00726223524408864;0,00582870194261856;"cytosol, cytosolic large ribosomal subunit"
"404";"Q02790";"Q02790";"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";7;16;0,00153190744280473;4;7;6;10;0,00139232396836558;0,00223497067952258;"membrane, axonal growth cone, nucleus, cytoplasm, mitochondrion, perinuclear region of cytoplasm, extracellular vesicular exosome, cytosol, neuronal cell body, microtubule"
"405";"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";13;30;0,00457777028806883;9;11;14;16;0,00517770475735949;0,00569917523278259;"cytosol, cytosolic large ribosomal subunit"
"406";"Q04446";"Q04446";"Q04446";"GLGB_HUMAN";"1,4-alpha-glucan-branching enzyme";"GBE1";3;5;0,000313009934226928;3;NA;5;NA;0,000758638059686373;NA;"extracellular vesicular exosome, cytosol"
"407";"Q04637";"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";5;9;4,9470838385134e-05;3;4;5;4;NA;NA;"cytosol, eukaryotic translation initiation factor 4F complex"
"408";"Q04695";"Q04695";"Q04695";"K1C17_HUMAN";"Keratin, type I cytoskeletal 17";"KRT17";9;17;0,00302555126954018;9;0;17;0;0,00683938175391351;0;"extracellular vesicular exosome, cytoplasm, cell periphery, intermediate filament"
"409";"Q04837";"Q04837";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";2;3;0,000890809353353934;NA;2;NA;3;NA;0,0020794288011504;"extracellular vesicular exosome, mitochondrial nucleoid, mitochondrion"
"410";"Q04917";"Q04917";"Q04917";"1433F_HUMAN";"14-3-3 protein eta";"YWHAH";1;1;0,000212283109985382;0;1;0;1;0;0,000498972889110395;"intercalated disc, plasma membrane, cytoplasm, cytoplasmic vesicle membrane, cytosol, extracellular vesicular exosome"
"411";"Q06323";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";4;9;0,00158843113610099;2;4;4;5;0,0017110487322083;0,00205994285522262;"cytosol, extracellular vesicular exosome, nucleoplasm, proteasome activator complex, cytoplasm, proteasome complex"
"412";"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";9;36;0,0102299260694305;8;8;20;16;0,0129574964712444;0,0114237733846698;"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, mitochondrial matrix, nucleus, peroxisomal matrix, melanosome, extracellular space, nuclear euchromatin"
"413";"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";8;21;0,00490892813869508;7;6;11;10;0,00623213095414699;0,00545665713777057;"cytosolic large ribosomal subunit, nucleolus, cytoplasm, cytosol"
"414";"Q07021";"Q07021";"Q07021";"C1QBP_HUMAN";"Complement component 1 Q subcomponent-binding protein, mitochondrial";"C1QBP";3;4;0,00062335595412001;NA;3;NA;4;NA;0,00145510857007215;"mitochondrial matrix, extracellular space, cytosol, membrane, nucleolus, cytoplasm, mitochondrion, plasma membrane, nucleus, cell surface"
"415";"Q07666";"Q07666-1,Q07666-2";"Q07666-1,Q07666-2";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";4;7;0,000347207859320796;2;2;2;5;NA;NA;"Grb2-Sos complex, membrane, nucleus, cytoplasm"
"416";"Q07955";"Q07955-1,Q07955-2,Q07955-3";"Q07955-1,Q07955-2,Q07955-3";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";2;2;0,000118136007434034;NA;2;NA;2;NA;NA;"nuclear speck, cytoplasm, nucleus, nucleoplasm, catalytic step 2 spliceosome"
"417";"Q08170";"Q08170,Q13247-1,Q13247-3";"Q08170,Q13247-1,Q13247-3";"SRSF4_HUMAN, SRSF6_HUMAN";"Serine/arginine-rich splicing factor 4, Serine/arginine-rich splicing factor 6";"SRSF4, SRSF6";2;2;7,43597204153312e-05;NA;2;NA;2;NA;0,000415324510891039;"nucleoplasm, nuclear speck, nucleus"
"418";"Q08211";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";6;11;0,000380639797181156;5;5;6;5;NA;NA;"nucleolus, centrosome, ribonucleoprotein complex, nucleus, cytoplasm, nucleoplasm, CRD-mediated mRNA stability complex, cytosol"
"419";"Q12906";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";6;8;6,55430197844306e-05;4;2;6;2;NA;NA;"nucleolus, nucleus, mitochondrion, ribonucleoprotein complex, cytoplasm"
"420";"Q13085";"Q13085-1,Q13085-4";"Q13085-1,Q13085-4";"ACACA_HUMAN";"Acetyl-CoA carboxylase 1";"ACACA";130;716;0,00670625785423484;123;119;394;322;NA;NA;"mitochondrion, cytosol"
"421";"Q13148";"Q13148-1,Q13148-2";"Q13148-1,Q13148-2";"TADBP_HUMAN";"TAR DNA-binding protein 43";"TARDBP";2;2;0,000106151195085654;NA;2;NA;2;NA;NA;"nucleus"
"422";"Q13162";"Q13162";"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";1;3;0,000586287242116564;1;1;2;1;0,000893263867661579;0,000489879182153659;"extracellular space, extracellular vesicular exosome, mitochondrion"
"423";"Q13200";"Q13200";"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";2;2;9,67986668842748e-05;NA;2;NA;2;NA;0,000225958489405477;"cytosol, proteasome regulatory particle, extracellular vesicular exosome, proteasome complex, nucleoplasm, proteasome accessory complex"
"424";"Q13283";"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";2;2;0,000188611994701548;2;NA;2;NA;0,000457136410214449;NA;"cytoplasmic stress granule, plasma membrane, nucleus, cytoplasm, cytosol"
"425";"Q13423";"Q13423";"Q13423";"NNTM_HUMAN";"NAD(P) transhydrogenase, mitochondrial";"NNT";1;1;4,04664776845863e-05;1;NA;1;NA;9,80780695948128e-05;NA;"mitochondrial inner membrane, mitochondrion, integral component of membrane, mitochondrial respiratory chain"
"426";"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";3;3;0,000147307021560204;NA;3;NA;3;NA;0,00034386085203381;"nucleoplasm, catalytic step 2 spliceosome, nucleus, spliceosomal complex, U12-type spliceosomal complex"
"427";"Q13451";"Q13451";"Q13451";"FKBP5_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5";4;4;0,000384652908231604;NA;4;NA;4;NA;0,000897900693129861;"nucleus, extracellular vesicular exosome, membrane, cytoplasm"
"428";"Q13509";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;0;0;0;0;0;0;0;"microtubule, cytoplasm"
"429";"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";2;5;0,0010220138317549;1;2;2;3;0,000990816591441551;0,00143142075614074;"nascent polypeptide-associated complex, nucleus, cytoplasm, extracellular vesicular exosome"
"430";"Q13835";"Q13835-1,Q13835-2";"Q13835-1,Q13835-2";"PKP1_HUMAN";"Plakophilin-1";"PKP1";1;1;2,94153914092776e-05;1;NA;1;NA;NA;NA;"nucleus, plasma membrane, intracellular membrane-bounded organelle, desmosome, intermediate filament"
"431";"Q14008";"Q14008-1,Q14008-2,Q14008-3";"Q14008-1,Q14008-2,Q14008-3";"CKAP5_HUMAN";"Cytoskeleton-associated protein 5";"CKAP5";2;2;1,44181741356498e-05;2;NA;2;NA;NA;NA;"protein complex, spindle pole, cytosol, centrosome"
"432";"Q14103";"Q14103-1,Q14103-3";"Q14103-1,Q14103-3";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";9;22;0,00146259402505811;8;6;12;10;NA;NA;"nucleoplasm, cytosol, ribonucleoprotein complex, nucleus"
"433";"Q14141";"Q14141-1,Q14141-2,Q14141-4,Q92599-1,Q92599-2,Q92599-3,Q9NVA2-1,Q9NVA2-2";"Q14141-1,Q14141-2,Q14141-4,Q92599-1,Q92599-2,Q92599-3,Q9NVA2-1,Q9NVA2-2";"SEP11_HUMAN, SEPT6_HUMAN, SEPT8_HUMAN";"Septin-11, Septin-6, Septin-8";"SEPT11, SEPT6, SEPT8";1;1;1,52211813402122e-05;1;NA;1;NA;NA;NA;"septin complex, spindle, axon terminus, synaptic vesicle, condensed chromosome kinetochore, midbody, cleavage furrow"
"434";"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";12;25;0,000794981815583588;7;8;10;15;0,000770714787119875;0,00111344233925564;"eukaryotic 48S preinitiation complex, nucleus, cytosol, cytoplasm, eukaryotic 43S preinitiation complex, nucleolus, eukaryotic translation initiation factor 3 complex"
"435";"Q14204";"Q14204";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";10;16;0,000151344278141922;7;5;9;7;0,000206331263930198;0,000154562221121525;"cytoplasmic dynein complex, extracellular vesicular exosome, microtubule, centrosome, cytosol"
"436";"Q14244";"Q14244-1,Q14244-2,Q14244-3,Q14244-4,Q14244-5";"Q14244-1,Q14244-2,Q14244-3,Q14244-4,Q14244-5";"MAP7_HUMAN";"Ensconsin";"MAP7";4;6;7,04084295307782e-05;4;NA;6;NA;NA;NA;"microtubule, microtubule cytoskeleton, perinuclear region of cytoplasm, cytoplasm, basolateral plasma membrane, microtubule associated complex"
"437";"Q14498";"Q14498-1,Q14498-2,Q14498-3";"Q14498-1,Q14498-2,Q14498-3";"RBM39_HUMAN";"RNA-binding protein 39";"RBM39";3;6;0,000165836206662116;3;2;4;2;NA;NA;"microtubule organizing center, nuclear speck, microtubule cytoskeleton, nucleoplasm, nucleus"
"438";"Q14566";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";5;7;0,000374696910302345;2;5;2;5;0,00025947084915948;0,000624757333678968;"nucleoplasm, nucleus, MCM complex"
"439";"Q14697";"Q14697-1";"Q14697-1";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";6;7;0,000325875173048967;2;5;2;5;NA;NA;"extracellular vesicular exosome, melanosome, Golgi apparatus, endoplasmic reticulum lumen, glucosidase II complex"
"440";"Q14839";"Q14839-1,Q14839-2";"Q14839-1,Q14839-2";"CHD4_HUMAN";"Chromodomain-helicase-DNA-binding protein 4";"CHD4";4;11;0,000126415413812779;2;4;2;9;NA;NA;"NuRD complex, cytoplasm, nucleus, centrosome"
"441";"Q14CN4";"Q14CN4-1,Q14CN4-2";"Q14CN4-1,Q14CN4-2";"K2C72_HUMAN";"Keratin, type II cytoskeletal 72";"KRT72";0;0;NA;0;0;0;0;NA;NA;"keratin filament"
"442";"Q15019";"Q15019-1,Q15019-2";"Q15019-1,Q15019-2";"SEPT2_HUMAN";"Septin-2";"SEPT2";3;7;0,000426075018501697;2;3;2;5;NA;NA;"condensed chromosome kinetochore, midbody, septin complex, synapse, nucleolus, extracellular vesicular exosome, cell surface, cytoplasm, actin cytoskeleton, ciliary membrane, perinuclear region of cytoplasm, exocyst, nucleus, spindle, cleavage furrow"
"443";"Q15046";"Q15046-1,Q15046-2";"Q15046-1,Q15046-2";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";4;7;0,000257643352896336;3;3;3;4;NA;NA;"cytosol, extracellular region, aminoacyl-tRNA synthetase multienzyme complex, mitochondrial matrix, cytoplasm, plasma membrane, mitochondrion, microtubule cytoskeleton, nucleus"
"444";"Q15056";"Q15056-1,Q15056-2";"Q15056-1,Q15056-2";"IF4H_HUMAN";"Eukaryotic translation initiation factor 4H";"EIF4H";5;8;0,000708816044604205;2;5;2;6;NA;NA;"cytosol, perinuclear region of cytoplasm, eukaryotic translation initiation factor 4F complex"
"445";"Q15084";"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";4;11;0,000549332434568259;3;4;5;6;NA;NA;"endoplasmic reticulum membrane, endoplasmic reticulum lumen, extracellular vesicular exosome, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, plasma membrane"
"446";"Q15181";"Q15181";"Q15181";"IPYR_HUMAN";"Inorganic pyrophosphatase";"PPA1";1;1;0,000152064341748999;1;NA;1;NA;0,000368556344567359;NA;"extracellular vesicular exosome, cytoplasm, cytosol"
"447";"Q15185";"Q15185";"Q15185";"TEBP_HUMAN";"Prostaglandin E synthase 3";"PTGES3";1;1;0,00027466621728413;NA;1;NA;1;NA;0,000641157213688041;"cytoplasm, nucleus, cytosol, telomerase holoenzyme complex, chromosome, telomeric region"
"448";"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";6;11;0,00102635359324855;4;3;8;3;0,00180913432832215;0,000653408625414564;"nuclear speck, nucleus, nuclear matrix, paraspeckles"
"449";"Q15365";"Q15365";"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";5;16;0,00244539639144351;4;5;7;9;0,00272265823195982;0,00306498034735448;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, nucleoplasm"
"450";"Q15366";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";2;5;0,000124223903446617;2;1;3;2;NA;NA;"nucleus, cytosol, cytoplasm, ribonucleoprotein complex, nucleoplasm"
"451";"Q15427";"Q15427";"Q15427";"SF3B4_HUMAN";"Splicing factor 3B subunit 4";"SF3B4";1;2;0,000207295258327645;NA;1;NA;2;NA;0,000483892236745692;"nucleoplasm, spliceosomal complex, U12-type spliceosomal complex"
"452";"Q15637";"Q15637-1,Q15637-2,Q15637-3,Q15637-4,Q15637-5,Q15637-6";"Q15637-1,Q15637-2,Q15637-3,Q15637-4,Q15637-5,Q15637-6";"SF01_HUMAN";"Splicing factor 1";"SF1";4;9;0,000103161020576199;1;4;1;8;NA;NA;"spliceosomal complex, nucleus, ribosome"
"453";"Q15691";"Q15691";"Q15691";"MARE1_HUMAN";"Microtubule-associated protein RP/EB family member 1";"MAPRE1";1;1;0,000163979831214406;NA;1;NA;1;NA;0,000382780426082413;"cortical microtubule cytoskeleton, microtubule plus-end, cytoplasm, cell projection membrane, cytoplasmic microtubule, centrosome, Golgi apparatus, microtubule, cytosol"
"454";"Q15942";"Q15942";"Q15942";"ZYX_HUMAN";"Zyxin";"ZYX";2;2;0,000153659422256856;NA;2;NA;2;NA;0,000358689350314988;"cell-cell adherens junction, focal adhesion, integral component of plasma membrane, plasma membrane, nucleus, stress fiber, cytoplasm"
"455";"Q16181";"Q16181-1,Q16181-2";"Q16181-1,Q16181-2";"SEPT7_HUMAN";"Septin-7";"SEPT7";5;11;0,000691379494307878;5;3;7;4;NA;NA;"synapse, nucleus, cleavage furrow, cytoplasm, midbody, condensed chromosome kinetochore, actin cytoskeleton, plasma membrane, septin complex, spindle, axon terminus, microtubule cytoskeleton, nucleolus, extracellular vesicular exosome, axoneme, stress fiber"
"456";"Q16543";"Q16543";"Q16543";"CDC37_HUMAN";"Hsp90 co-chaperone Cdc37";"CDC37";2;2;0,000232521665425718;NA;2;NA;2;NA;0,000542778593598342;"ruffle membrane, protein complex, extracellular vesicular exosome, cytosol, cytoplasm"
"457";"Q16555";"Q16555";"Q16555";"DPYL2_HUMAN";"Dihydropyrimidinase-related protein 2";"DPYSL2";6;15;0,00115244566692642;4;5;6;9;0,00111726696062902;0,00161410207641745;"protein complex, axon, cytoskeleton, dendrite, cytosol, neuronal cell body, extracellular vesicular exosome, mitochondrion, growth cone, membrane"
"458";"Q16650";"Q16650";"Q16650";"TBR1_HUMAN";"T-box brain protein 1";"TBR1";1;1;6,4437822236746e-05;1;NA;1;NA;0,000156177102023412;NA;"nucleus"
"459";"Q16658";"Q16658";"Q16658";"FSCN1_HUMAN";"Fascin";"FSCN1";7;17;0,00151539981949865;5;6;8;9;0,00172840216762623;0,00187275129353099;"filopodium, cytosol, cell junction, actin cytoskeleton, extracellular vesicular exosome, stress fiber, cytoplasm, invadopodium"
