"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"77";"O95297";221;221;"O95297-3";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";1;2;"4.54968653126139E-4";1;0;2;0;"0";"0";7;"integral component of plasma membrane";9,87654320987654e-05;"protein binding, structural molecule activity"
"78";"O95347";222;222;"O95347-1";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";7;11;"1.68703288797023E-4";0;7;0;11;"0";"0";0;"extracellular vesicular exosome, cytosol, condensin complex, nuclear chromosome";0,00054320987654321;"protein binding, ATP binding, protein heterodimerization activity"
"79";"O95436";225;225;"O95436-2";"NPT2B_HUMAN";"Sodium-dependent phosphate transport protein 2B";"SLC34A2";3;3;"7.98173267549553E-5";0;3;0;3;"0";"0";0;"apical plasma membrane, microvillus membrane, brush border membrane, integral component of plasma membrane";0,000148148148148148;"phosphate ion binding, sodium-dependent phosphate transmembrane transporter activity, sodium ion binding, sodium:phosphate symporter activity"
"80";"O95466";226;226;"O95466-1,O95466-2,O95466-3";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";1;2;"1.11260516082665E-5";1;0;2;0;"0";"0";0;"plasma membrane, bleb, phagocytic vesicle, cytosol, extracellular vesicular exosome, cell cortex";9,87654320987654e-05;"GTPase activating protein binding, Rac GTPase binding, protein binding, actin filament binding"
"81";"O95477";227;227;"O95477";"ABCA1_HUMAN";"ATP-binding cassette sub-family A member 1";"ABCA1";4;5;"4.05970481062355E-5";4;0;5;0;"8.16050904603522E-5";"0";0;"cell surface, phagocytic vesicle, integral component of plasma membrane, membrane raft, Golgi apparatus";0,000246913580246914;"apolipoprotein A-I receptor activity, apolipoprotein A-I binding, syntaxin binding, ATP binding, small GTPase binding, receptor binding, cholesterol binding, phospholipid binding, ATPase binding, apolipoprotein binding, cholesterol transporter activity, protein binding, anion transmembrane transporter activity, ATPase activity, phospholipid transporter activity"
"82";"O95716";235;235;"O95716,P20337";"RAB3B_HUMAN, RAB3D_HUMAN";"Ras-related protein Rab-3B, Ras-related protein Rab-3D";"RAB3B, RAB3D";1;1;"6.05413006081472E-5";1;0;1;0;"1.26376102418395E-4";"0";4;"plasma membrane, zymogen granule, extracellular vesicular exosome, mitochondrion, transport vesicle";4,93827160493827e-05;"GTP binding, GTPase activity"
"83";"O95782";239;239;"O95782-1,O95782-2";"AP2A1_HUMAN";"AP-2 complex subunit alpha-1";"AP2A1";3;3;"3.38222858511274E-5";2;1;2;1;"0";"0";1;"clathrin coat of trans-Golgi network vesicle, cytosol, AP-2 adaptor complex, apical plasma membrane, basolateral plasma membrane";0,000148148148148148;"protein binding, protein kinase binding, protein transporter activity"
"84";"O95793";240;240;"O95793-1";"STAU1_HUMAN";"Double-stranded RNA-binding protein Staufen homolog 1";"STAU1";4;4;"1.27265061723672E-4";4;0;4;0;"0";"0";0;"neuronal cell body, extracellular vesicular exosome, cytoplasmic stress granule, rough endoplasmic reticulum, neuron projection, microtubule associated complex";0,000197530864197531;"protein binding, poly(A) RNA binding, double-stranded RNA binding"
"85";"O95864";242;242;"O95864-1";"FADS2_HUMAN";"Fatty acid desaturase 2";"FADS2";3;3;"1.24040440227295E-4";3;0;3;0;"0";"0";0;"integral component of plasma membrane, endoplasmic reticulum membrane";0,000148148148148148;"stearoyl-CoA 9-desaturase activity, iron ion binding, heme binding"
"86";"O95970";243;243;"O95970-1";"LGI1_HUMAN";"Leucine-rich glioma-inactivated protein 1";"LGI1";2;2;"6.5917361413428E-5";0;2;0;2;"0";"0";0;"synapse, extracellular region, extracellular space, cell junction";9,87654320987654e-05;"receptor binding, protein binding"
"87";"O96014";245;245;"O96014";"WNT11_HUMAN";"Protein Wnt-11";"WNT11";2;3;"1.55576145369828E-4";0;2;0;3;"0";"6.50861359277292E-4";0;"cytoplasm, extracellular space, proteinaceous extracellular matrix";0,000148148148148148;"protein kinase activator activity, frizzled binding, transcription regulatory region DNA binding, Ras GTPase activator activity"
"88";"P00338";248;248;"P00338-5";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";1;1;"1.22512371439514E-4";1;0;1;0;"0";"0";16;"extracellular vesicular exosome, cilium, mitochondrion, cytosol";4,93827160493827e-05;"protein binding, L-lactate dehydrogenase activity"
"89";"P00338";249;249;"P00338-1";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";3;9;"0.00110261134295563";2;2;4;5;"0";"0";16;"extracellular vesicular exosome, cilium, mitochondrion, cytosol";0,000444444444444444;"protein binding, L-lactate dehydrogenase activity"
"90";"P00505";252;252;"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";7;15;"6.4039483094092E-4";7;0;15;0;"0.00128727285719202";"0";0;"mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, plasma membrane";0,000740740740740741;"poly(A) RNA binding, kynurenine-oxoglutarate transaminase activity, L-aspartate:2-oxoglutarate aminotransferase activity, pyridoxal phosphate binding, L-phenylalanine:2-oxoglutarate aminotransferase activity"
"91";"P00558";253;253;"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";19;67;"0.00380456210583372";19;8;45;22;"0.00491421782617006";"0.00570947446579457";20;"extracellular vesicular exosome, cytosol";0,00330864197530864;"protein binding, phosphoglycerate kinase activity, ATP binding"
"92";"P00748";254;254;"P00748";"FA12_HUMAN";"Coagulation factor XII";"F12";2;2;"5.97007647272836E-5";2;0;2;0;"1.20005924898118E-4";"0";0;"extracellular space, plasma membrane";9,87654320987654e-05;"serine-type endopeptidase activity, misfolded protein binding, serine-type aminopeptidase activity, protein binding"
"93";"P00813";255;255;"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";4;5;"4.21441348797973E-4";3;1;4;1;"5.08289557936243E-4";"5.28936917319011E-4";4;"external side of plasma membrane, cytosol, dendrite cytoplasm, cell junction, lysosome, cytoplasmic membrane-bounded vesicle lumen, extracellular space, neuronal cell body";0,000246913580246914;"zinc ion binding, adenosine deaminase activity, protein binding, purine nucleoside binding"
"94";"P01589";256;256;"P01589";"IL2RA_HUMAN";"Interleukin-2 receptor subunit alpha";"IL2RA";3;4;"2.69970369906466E-4";3;0;4;0;"5.42673851561342E-4";"0";0;"integral component of membrane, external side of plasma membrane, plasma membrane";0,000197530864197531;"drug binding, interleukin-2 receptor activity"
"95";"P01730";257;257;"P01730";"CD4_HUMAN";"T-cell surface glycoprotein CD4";"CD4";1;2;"8.01658740333612E-5";1;0;2;0;"1.61143327101184E-4";"0";0;"T cell receptor complex, membrane raft, endoplasmic reticulum lumen, integral component of membrane, endoplasmic reticulum membrane, early endosome, external side of plasma membrane";9,87654320987654e-05;"transmembrane signaling receptor activity, protein binding, extracellular matrix structural constituent, enzyme binding, zinc ion binding, protein kinase binding, coreceptor activity, protein homodimerization activity, glycoprotein binding, receptor activity, MHC class II protein binding"
"96";"P01889";258;258;"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";46;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, Golgi membrane, cell surface, phagocytic vesicle membrane, extracellular vesicular exosome, integral component of plasma membrane, early endosome membrane";0;"receptor binding, peptide antigen binding"
"97";"P01892";259;259;"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";145;"cell surface, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, MHC class I protein complex";0;"T cell receptor binding, receptor binding, protein binding, peptide antigen binding, poly(A) RNA binding, beta-2-microglobulin binding, TAP binding"
"98";"P01893";260;260;"P01893";"HLAH_HUMAN";"Putative HLA class I histocompatibility antigen, alpha chain H";"HLA-H";1;2;"2.54179405440402E-4";1;0;2;0;"5.18927253765019E-4";"0";25;"integral component of plasma membrane, MHC class I protein complex";9,87654320987654e-05;"peptide antigen binding, beta-2-microglobulin binding"
"99";"P01903";261;261;"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";8;18;"0.00130095957781699";8;0;18;0;"0.00261508974138221";"0";0;"extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, trans-Golgi network membrane, late endosome membrane, MHC class II protein complex, lysosomal membrane, Golgi membrane, clathrin-coated endocytic vesicle membrane";0,000888888888888889;"peptide antigen binding, MHC class II receptor activity, MHC class II protein complex binding"
"100";"P02461";262;262;"P02461-1";"CO3A1_HUMAN";"Collagen alpha-1(III) chain";"COL3A1";1;1;"1.8783750157203E-5";1;0;1;0;"0";"0";1;"collagen type III, extracellular space, endoplasmic reticulum lumen";4,93827160493827e-05;"metal ion binding, protein binding, integrin binding, extracellular matrix structural constituent, platelet-derived growth factor binding"
"101";"P02533";263;263;"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";5;25;"0.00209268668104926";3;4;7;18;"0.00130090138949076";"0.00614785299458941";80;"keratin filament, cell periphery, cytosol, extracellular vesicular exosome, nucleus";0,00123456790123457;"structural constituent of cytoskeleton, keratin filament binding, protein binding"
"102";"P02538";264;264;"P02538";"K2C6A_HUMAN";"Keratin, type II cytoskeletal 6A";"KRT6A";3;6;"0.00102572191100071";0;3;0;6;"0";"0.00355273470667204";73;"extracellular vesicular exosome, keratin filament, intermediate filament";0,000296296296296296;"protein binding, structural constituent of cytoskeleton"
"103";"P02751";266;266;"P02751-9";"FINC_HUMAN";"Fibronectin";"FN1";1;1;"1.69268932682344E-5";1;0;1;0;"0";"0";6;"platelet alpha granule lumen, extracellular vesicular exosome, basement membrane, endoplasmic reticulum-Golgi intermediate compartment, blood microparticle, apical plasma membrane, fibrinogen complex, extracellular matrix";4,93827160493827e-05;"peptidase activator activity, collagen binding, protein binding, heparin binding, integrin binding, protease binding"
"104";"P02751";267;267;"P02751-5";"FINC_HUMAN";"Fibronectin";"FN1";2;2;"1.5388084789304E-5";0;2;0;2;"0";"0";0;"platelet alpha granule lumen, extracellular vesicular exosome, basement membrane, endoplasmic reticulum-Golgi intermediate compartment, blood microparticle, apical plasma membrane, fibrinogen complex, extracellular matrix";9,87654320987654e-05;"peptidase activator activity, collagen binding, protein binding, heparin binding, integrin binding, protease binding"
"105";"P02765";268;268;"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";3;9;"4.50195821206423E-4";3;0;9;0;"9.04949311050521E-4";"0";0;"blood microparticle, extracellular vesicular exosome";0,000444444444444444;"kinase inhibitor activity, cysteine-type endopeptidase inhibitor activity"
"106";"P02768";269;269;"P02768-1";"ALBU_HUMAN";"Serum albumin";"ALB";1;1;"3.22378411063277E-5";0;1;0;1;"0";"0";10;"blood microparticle, basement membrane, protein complex, extracellular vesicular exosome, platelet alpha granule lumen";4,93827160493827e-05;"copper ion binding, drug binding, zinc ion binding, fatty acid binding, DNA binding, toxic substance binding, protein binding, chaperone binding, pyridoxal phosphate binding, antioxidant activity"
"107";"P02771";270;270;"P02771";"FETA_HUMAN";"Alpha-fetoprotein";"AFP";2;4;"1.20577899202888E-4";2;0;4;0;"2.42376498562701E-4";"0";0;"cytoplasm, extracellular space";0,000197530864197531;"metal ion binding"
"108";"P02786";271;271;"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";21;67;"0.00161840132275508";21;2;63;4;"0.0030589668159063";"4.04219159972213E-4";0;"extracellular vesicular exosome, blood microparticle, integral component of plasma membrane, endosome, external side of plasma membrane, coated pit, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, melanosome";0,00330864197530864;"identical protein binding, transferrin receptor activity, poly(A) RNA binding, double-stranded RNA binding, peptidase activity, protein binding"
"109";"P03952";272;272;"P03952";"KLKB1_HUMAN";"Plasma kallikrein";"KLKB1";2;3;"8.63228142020676E-5";1;2;1;2;"5.78398462479173E-5";"2.40757493400378E-4";0;"extracellular space, plasma membrane";0,000148148148148148;"serine-type endopeptidase activity, protein binding"
"110";"P03989";273;273;"P03989";"1B27_HUMAN";"HLA class I histocompatibility antigen, B-27 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";56;"ER to Golgi transport vesicle membrane, cell surface, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, extracellular vesicular exosome";0;"peptide antigen binding"
"111";"P04040";274;274;"P04040";"CATA_HUMAN";"Catalase";"CAT";10;31;"0.00107988147962587";10;2;23;8;"0.00161051594656914";"0.00116586930390467";0;"endoplasmic reticulum, peroxisomal matrix, Golgi apparatus, lysosome, cytosol, peroxisomal membrane, mitochondrial intermembrane space, plasma membrane";0,00153086419753086;"catalase activity, oxidoreductase activity, acting on peroxide as acceptor, aminoacylase activity, metal ion binding, antioxidant activity, protein homodimerization activity, receptor binding, enzyme binding, NADP binding, heme binding"
"112";"P04075";275;275;"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";21;236;"0.0132198744695428";20;13;189;47;"0.0215556315461529";"0.0104676228437859";29;"extracellular space, extracellular vesicular exosome, I band, actin cytoskeleton, cytosol, platelet alpha granule lumen";0,0116543209876543;"actin binding, protein binding, tubulin binding, fructose-bisphosphate aldolase activity, identical protein binding, fructose binding, poly(A) RNA binding, cytoskeletal protein binding"
"113";"P04114";276;276;"P04114";"APOB_HUMAN";"Apolipoprotein B-100";"APOB";5;5;"2.01161353864121E-5";0;5;0;5;"0";"8.41569585740965E-5";0;"chylomicron remnant, cytosol, low-density lipoprotein particle, endosome lumen, early endosome, endosome membrane, endoplasmic reticulum lumen, endoplasmic reticulum membrane, mature chylomicron, clathrin-coated endocytic vesicle membrane, plasma membrane, intermediate-density lipoprotein particle, very-low-density lipoprotein particle, endocytic vesicle lumen";0,000246913580246914;"low-density lipoprotein particle receptor binding, heparin binding, cholesterol transporter activity, lipase binding, phospholipid binding, protein binding"
"114";"P04222";277;277;"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";29;"phagocytic vesicle membrane, early endosome membrane, Golgi membrane, cell surface, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex";0;"peptide antigen binding, TAP binding, receptor binding"
"115";"P04229";278;278;"P04229";"2B11_HUMAN";"HLA class II histocompatibility antigen, DRB1-1 beta chain";"HLA-DRB1";1;1;"4.55498879751963E-4";1;0;1;0;"9.15609114965151E-4";"0";24;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, late endosome membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, Golgi membrane, MHC class II protein complex, extracellular vesicular exosome, lysosomal membrane";4,93827160493827e-05;"peptide antigen binding, MHC class II protein complex binding"
"116";"P04233";279;279;"P04233-2";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";7;14;"8.68283081591068E-4";7;0;14;0;"0";"0";0;"trans-Golgi network membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, Golgi membrane, NOS2-CD74 complex, plasma membrane, ER to Golgi transport vesicle membrane, multivesicular body, lysosomal lumen, cell surface";0,000691358024691358;"protein binding involved in protein folding, MHC class II protein binding, cytokine binding, cytokine receptor activity, protein binding, MHC class II protein complex binding, beta-amyloid binding, macrophage migration inhibitory factor binding, identical protein binding, MHC class II protein binding, via antigen binding groove"
"117";"P04259";280;280;"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";1;2;"3.48343245152801E-4";0;1;0;2;"0";"0.00119082061306527";78;"keratin filament, extracellular vesicular exosome";9,87654320987654e-05;"structural constituent of cytoskeleton"
"118";"P04264";281;281;"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";21;194;"0.00669781321596778";18;19;72;122;"0.00513375349785815";"0.0173472372313942";58;"extracellular vesicular exosome, keratin filament, plasma membrane, cytoskeleton, membrane, blood microparticle";0,00958024691358025;"protein binding, structural molecule activity, receptor activity, carbohydrate binding"
