"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P04406"	"P04406"	"G3P_HUMAN"	"Glyceraldehyde-3-phosphate dehydrogenase"	"GAPDH"	17	249	0.0152900875168081	17	7	12	2	176	14	55	4	0.0217126157650002	0.0253427543085378	0.0138996065939123	0.00814458298836575	0	"neuron apoptotic process;gluconeogenesis;negative regulation of translation;cellular response to interferon-gamma;protein stabilization;peptidyl-cysteine S-trans-nitrosylation;glycolysis;small molecule metabolic process;microtubule cytoskeleton organization"	"microtubule cytoskeleton;ribonucleoprotein complex;lipid particle;nucleus;extracellular vesicular exosome;cytosol;perinuclear region of cytoplasm;plasma membrane"	"NAD binding;NADP binding;peptidyl-cysteine S-nitrosylase activity;microtubule binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"P04843"	"P04843"	"RPN1_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"	"RPN1"	17	51	0.00172837078279952	16	0	11	0	32	0	19	0	0.00217874083608658	0	0.00265002234447362	0	0	"post-translational protein modification;protein N-linked glycosylation via asparagine;SRP-dependent cotranslational protein targeting to membrane;translation"	"rough endoplasmic reticulum;melanosome;oligosaccharyltransferase complex;integral to membrane"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"P23396"	"P23396"	"RS3_HUMAN"	"40S ribosomal protein S3"	"RPS3"	17	81	0.00685700042587782	16	0	15	0	42	0	39	0	0.00714310942324991	0	0.0135876064459008	0	0	"response to DNA damage stimulus;translational initiation;viral transcription;negative regulation of NF-kappaB transcription factor activity;nuclear-transcribed mRNA catabolic process;induction of apoptosis;translational termination;negative regulation of DNA repair;SRP-dependent cotranslational protein targeting to membrane;translational elongation;activation of cysteine-type endopeptidase activity involved in apoptotic process"	"nucleus;ruffle membrane;cytosolic small ribosomal subunit"	"damaged DNA binding;iron-sulfur cluster binding;DNA-(apurinic or apyrimidinic site) lyase activity;mRNA binding;structural constituent of ribosome;endonuclease activity"
"P25205"	"P25205"	"MCM3_HUMAN"	"DNA replication licensing factor MCM3"	"MCM3"	17	33	0.000840152279903346	13	0	7	0	21	0	12	0	0.00107411855807533	0	0.00125734515093446	0	0	"DNA strand elongation involved in DNA replication;DNA replication initiation;S phase of mitotic cell cycle;G1/S transition of mitotic cell cycle;DNA duplex unwinding;cell cycle checkpoint"	"centrosome;nucleoplasm;MCM complex;alpha DNA polymerase:primase complex;perinuclear region of cytoplasm"	"DNA helicase activity;ATP binding;DNA binding"
"P55884-1,P55884-2"	"P55884-[1,2]"	"EIF3B_HUMAN"	"Eukaryotic translation initiation factor 3 subunit B"	"EIF3B"	17	48	0.000606516008185753	12	0	13	0	22	0	26	0	0	0	0	0	0	"regulation of translational initiation"	"eukaryotic translation initiation factor 3 complex;cytosol"	"nucleotide binding;protein complex scaffold;translation initiation factor activity"
"P61247"	"P61247"	"RS3A_HUMAN"	"40S ribosomal protein S3a"	"RPS3A"	17	64	0.00498690940063841	16	0	12	0	36	0	28	0	0.00563563503197964	0	0.00897922244152187	0	0	"nuclear-transcribed mRNA catabolic process;translational termination;cell differentiation;viral transcription;translational elongation;induction of apoptosis;translational initiation;SRP-dependent cotranslational protein targeting to membrane"	"nucleolus;cytosolic small ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6"	"Q04637-[1,3-6]"	"IF4G1_HUMAN"	"Eukaryotic translation initiation factor 4 gamma 1"	"EIF4G1"	20	49	0.000126076180438279	16	0	15	0	24	0	25	0	0	0	0	0	0	"insulin receptor signaling pathway;nuclear-transcribed mRNA catabolic process;cell death;regulation of translational initiation;cytokine-mediated signaling pathway;virus-host interaction;nuclear-transcribed mRNA poly(A) tail shortening"	"eukaryotic translation initiation factor 4F complex;cytosol"	"translation initiation factor activity;DNA binding"
"Q15233"	"Q15233"	"NONO_HUMAN"	"Non-POU domain-containing octamer-binding protein"	"NONO"	17	45	0.00201710287418967	17	0	6	0	33	0	12	0	0.00299543966118839	0	0.00215697427166676	0	2	"transcription;regulation of transcription;mRNA processing;DNA repair;RNA splicing;DNA recombination"	"paraspeckles;nuclear speck;nucleolus;nuclear matrix"	"RNA binding;DNA binding;nucleotide binding"
"Q99613"	"Q99613"	"EIF3C_HUMAN"	"Eukaryotic translation initiation factor 3 subunit C"	"EIF3C,EIF3CL"	17	41	0.000923779904033923	14	0	9	0	24	0	17	0	0.00108638747604427	0	0.00157638672811572	0	0	"translational initiation"	"eukaryotic translation initiation factor 3 complex;cytosol"	"translation initiation factor activity"
"O14672"	"O14672"	"ADA10_HUMAN"	"Disintegrin and metalloproteinase domain-containing protein 10"	"ADAM10"	16	33	0.00090754417401324	16	0	0	0	33	0	0	0	0.00182329368681694	0	0	0	0	"response to tumor necrosis factor;epidermal growth factor receptor signaling pathway;constitutive protein ectodomain proteolysis;monocyte activation;Notch receptor processing;positive regulation of cell growth;positive regulation of cell proliferation;negative regulation of cell adhesion;protein phosphorylation;in utero embryonic development;positive regulation of T cell chemotaxis;Notch signaling pathway;integrin-mediated signaling pathway;cell-cell signaling;extracellular matrix disassembly;collagen catabolic process;PMA-inducible membrane protein ectodomain proteolysis"	"Golgi-associated vesicle;postsynaptic density;cell surface;nucleus;plasma membrane;endomembrane system;integral to membrane"	"protein kinase binding;protein homodimerization activity;metalloendopeptidase activity;integrin binding;zinc ion binding"
"P13647"	"P13647"	"K2C5_HUMAN"	"Keratin, type II cytoskeletal 5"	"KRT5"	16	84	0.00427162853684156	8	11	11	12	16	21	20	27	0.00141756497876348	0.0309555140952334	0.00449465091518159	0.0466642245831675	62	"hemidesmosome assembly;epidermis development"	"cytosol;mitochondrion;keratin filament;plasma membrane"	"structural constituent of cytoskeleton"
"P14868"	"P14868"	"SYDC_HUMAN"	"Aspartate--tRNA ligase, cytoplasmic"	"DARS"	16	48	0.001970874373905	14	0	15	0	24	0	24	0	0.00197978396333017	0	0.00405562827127763	0	0	"aspartyl-tRNA aminoacylation;protein complex assembly"	"cytosol"	"aspartate-tRNA ligase activity;ATP binding;nucleic acid binding;aminoacylase activity"
"P50895"	"P50895"	"BCAM_HUMAN"	"Basal cell adhesion molecule"	"BCAM"	16	35	0.00114647300114199	16	0	0	0	35	0	0	0	0.00230331155765622	0	0	0	0	"cell-matrix adhesion"	"external side of plasma membrane;integral to plasma membrane"	"transmembrane signaling receptor activity;laminin binding;laminin receptor activity"
"P63244"	"P63244"	"GBLP_HUMAN"	"Guanine nucleotide-binding protein subunit beta-2-like 1"	"GNB2L1"	16	69	0.00447759964718204	16	0	12	0	41	0	28	0	0.0053452605666095	0	0.00747796443079424	0	0	"negative regulation of translation;gastrulation;positive regulation of gastrulation;regulation of establishment of protein localization to plasma membrane;positive regulation of GTPase activity;regulation of establishment of cell polarity;rhythmic process;negative regulation of protein kinase B signaling cascade;positive regulation of apoptotic process;negative regulation of cell growth;positive regulation of protein phosphorylation;positive regulation of intrinsic apoptotic signaling pathway;virus-host interaction;cell cycle;positive regulation of cell migration;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;regulation of cell cycle;negative regulation of phagocytosis;regulation of cell division;positive regulation of protein homooligomerization;negative regulation of Wnt receptor signaling pathway;regulation of protein localization"	"perikaryon;perinuclear region of cytoplasm;phagocytic cup;neuronal cell body;midbody;small ribosomal subunit;nucleus;dendrite;cytoskeleton"	"ion channel inhibitor activity;protein tyrosine kinase inhibitor activity;receptor tyrosine kinase binding;cysteine-type endopeptidase activator activity involved in apoptotic process;SH2 domain binding;protein kinase C binding"
"Q13435"	"Q13435"	"SF3B2_HUMAN"	"Splicing factor 3B subunit 2"	"SF3B2"	16	30	0.000689530769082685	14	0	7	0	19	0	11	0	0.000877353982632211	0	0.00104052920870629	0	0	"virus-host interaction;mRNA splicing"	"nucleoplasm;U12-type spliceosomal complex;catalytic step 2 spliceosome"	"nucleic acid binding"
"Q96RQ3"	"Q96RQ3"	"MCCA_HUMAN"	"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"	"MCCC1"	16	36	0.00102145661516525	11	0	12	0	17	0	19	0	0.000969070115843855	0	0.00221870836289033	0	0	"leucine catabolic process;biotin metabolic process"	"mitochondrial matrix;mitochondrial inner membrane"	"ATP binding;biotin binding;metal ion binding;biotin carboxylase activity;methylcrotonoyl-CoA carboxylase activity"
"Q9Y262"	"Q9Y262"	"EIF3L_HUMAN"	"Eukaryotic translation initiation factor 3 subunit L"	"EIF3L"	16	44	0.00160482988690757	14	0	13	0	22	0	22	0	0.0016120847254599	0	0.0033023888006813	0	0	"translational initiation"	"fibrillar center;nucleoplasm;eukaryotic translation initiation factor 3 complex"	"translation initiation factor activity"
"P21333-1,P21333-2"	"P21333-[1,2]"	"FLNA_HUMAN"	"Filamin-A"	"FLNA"	15	29	0.000131104190235616	8	0	10	0	12	0	17	0	0	0	0	0	6	"positive regulation of I-kappaB kinase/NF-kappaB cascade;actin cytoskeleton reorganization;protein stabilization;negative regulation of sequence-specific DNA binding transcription factor activity;cilium assembly;actin crosslink formation;negative regulation of protein catabolic process;positive regulation of transcription factor import into nucleus;spindle assembly involved in mitosis;epithelial to mesenchymal transition;cell junction assembly;adenylate cyclase-inhibiting dopamine receptor signaling pathway;early endosome to late endosome transport;establishment of protein localization;receptor clustering;platelet degranulation;protein localization to cell surface;cytoplasmic sequestering of protein;platelet activation"	"nucleus;cell cortex;Myb complex;extracellular vesicular exosome;plasma membrane;actin cytoskeleton;trans-Golgi network;cytosol"	"Ral GTPase binding;protein homodimerization activity;Rac GTPase binding;Fc-gamma receptor I complex binding;glycoprotein binding;signal transducer activity;actin filament binding"
"P24752"	"P24752"	"THIL_HUMAN"	"Acetyl-CoA acetyltransferase, mitochondrial"	"ACAT1"	15	41	0.00197520152782897	15	0	5	0	33	0	8	0	0.00319396645840532	0	0.00158615906628423	0	0	"adipose tissue development;response to starvation;response to hormone stimulus;cellular nitrogen compound metabolic process;response to organic cyclic compound;liver development;ketone body biosynthetic process;protein homooligomerization;metanephric proximal convoluted tubule development;ketone body catabolic process;brain development;cellular lipid metabolic process;branched-chain amino acid catabolic process"	"mitochondrial matrix;mitochondrial inner membrane"	"coenzyme binding;acetyl-CoA C-acetyltransferase activity;metal ion binding"
"P30101"	"P30101"	"PDIA3_HUMAN"	"Protein disulfide-isomerase A3"	"PDIA3"	15	39	0.00158865158381724	14	0	9	0	26	0	13	0	0.00212777771504446	0	0.00217939826161974	0	0	"positive regulation of apoptotic process;protein N-linked glycosylation via asparagine;protein import into nucleus;post-translational protein modification;antigen processing and presentation of exogenous peptide antigen via MHC class I;cell redox homeostasis;glycerol ether metabolic process;protein retention in ER lumen;signal transduction"	"melanosome;endoplasmic reticulum lumen;cell surface"	"protein disulfide oxidoreductase activity;protein disulfide isomerase activity;phospholipase C activity;cysteine-type endopeptidase activity;electron carrier activity"
"P40227"	"P40227"	"TCPZ_HUMAN"	"T-complex protein 1 subunit zeta"	"CCT6A"	19	53	0.0020532261162233	16	0	11	0	32	0	21	0	0.00249057568268278	0	0.00334818463921155	0	0	"'de novo' posttranslational protein folding"	"microtubule;chaperonin-containing T-complex;cytosol"	"ATP binding;unfolded protein binding"
"Q86UE4"	"Q86UE4"	"LYRIC_HUMAN"	"Protein LYRIC"	"MTDH"	15	40	0.00141381452079955	13	0	9	0	23	0	17	0	0.00163323672748093	0	0.00247292282262826	0	0	"positive regulation of angiogenesis;lipopolysaccharide-mediated signaling pathway;positive regulation of NF-kappaB transcription factor activity;positive regulation of protein kinase B signaling cascade;positive regulation of I-kappaB kinase/NF-kappaB cascade;negative regulation of transcription from RNA polymerase II promoter;negative regulation of apoptotic process;tight junction assembly;positive regulation of autophagy"	"apical plasma membrane;perinuclear region of cytoplasm;endoplasmic reticulum membrane;intercellular canaliculus;tight junction;integral to membrane;nuclear membrane;nuclear body;nucleolus"	"transcription coactivator activity"
"Q9UQ80"	"Q9UQ80"	"PA2G4_HUMAN"	"Proliferation-associated protein 2G4"	"PA2G4"	15	59	0.0030804291253309	15	0	11	0	33	0	26	0	0.0034614814155814	0	0.00558678234577648	0	0	"negative regulation of transcription;cell proliferation;regulation of translation;transcription;cell cycle arrest;rRNA processing"	"ribonucleoprotein complex;cytoplasm;nucleolus"	"RNA binding;sequence-specific DNA binding transcription factor activity;DNA binding"
"O15355"	"O15355"	"PPM1G_HUMAN"	"Protein phosphatase 1G"	"PPM1G"	14	31	0.00116795062199018	13	0	1	0	29	0	2	0	0.00219507640439744	0	0.000310114432831211	0	0	"peptidyl-threonine dephosphorylation;cell cycle arrest"	"nucleus;cytoplasm"	"metal ion binding;protein serine/threonine phosphatase activity"
"O75643-1"	"O75643-1"	"U520_HUMAN"	"U5 small nuclear ribonucleoprotein 200 kDa helicase"	"SNRNP200"	20	36	0.000346702268724159	16	0	7	0	26	0	10	0	0	0	0	0	0	"cis assembly of pre-catalytic spliceosome"	"nucleoplasm;catalytic step 2 spliceosome;U5 snRNP"	"ATP-dependent RNA helicase activity;ATP binding;nucleic acid binding"
"P08670"	"P08670"	"VIME_HUMAN"	"Vimentin"	"VIM"	16	46	0.00256722689673081	13	0	11	0	25	0	21	0	0.00267324598437766	0	0.00506761418380006	0	17	"Bergmann glial cell differentiation;negative regulation of neuron projection development;intermediate filament organization;astrocyte development;lens fiber cell development;muscle filament sliding;cellular component disassembly involved in execution phase of apoptosis;virus-host interaction"	"cytosol;cell leading edge;extracellular vesicular exosome;cell projection;peroxisome;intermediate filament"	"structural constituent of eye lens;structural constituent of cytoskeleton"
"P17844"	"P17844"	"DDX5_HUMAN"	"Probable ATP-dependent RNA helicase DDX5"	"DDX5"	14	38	0.00154629273009476	12	0	10	0	23	0	15	0	0.00199978853033392	0	0.00225667662344622	0	16	"circadian rhythm;positive regulation of transcription from RNA polymerase II promoter;regulation of alternative mRNA splicing;intrinsic apoptotic signaling pathway by p53 class mediator;positive regulation of DNA damage response;regulation of viral genome replication;negative regulation of transcription from RNA polymerase II promoter;cell growth;regulation of skeletal muscle cell differentiation;regulation of androgen receptor signaling pathway;regulation of osteoblast differentiation;mRNA splicing;in utero embryonic development;transcription;positive regulation of intracellular estrogen receptor signaling pathway"	"catalytic step 2 spliceosome;nucleolus"	"transcription coactivator activity;estrogen receptor binding;ATP-dependent RNA helicase activity;androgen receptor binding;RNA helicase activity;ATP binding;pre-mRNA binding"
"P26641"	"P26641"	"EF1G_HUMAN"	"Elongation factor 1-gamma"	"EEF1G"	14	45	0.00211829532607209	14	0	8	0	28	0	17	0	0.00264801768093017	0	0.00329345785530812	0	0	"response to virus"	"cytosol;eukaryotic translation elongation factor 1 complex"	"translation elongation factor activity"
