"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P54577"	"P54577"	"SYYC_HUMAN"	"Tyrosine--tRNA ligase, cytoplasmic"	"YARS"	18	35	0.00138758036193686	13	0	13	0	15	0	20	0	0.00116669821618484	0	0.00333510189285736	0	0	"tyrosyl-tRNA aminoacylation;apoptotic process"	"cytosol;nucleus;extracellular space"	"interleukin-8 receptor binding;tRNA binding;signal transducer activity;ATP binding;tyrosine-tRNA ligase activity"
"Q15046-1,Q15046-2"	"Q15046-[1,2]"	"SYK_HUMAN"	"Lysine--tRNA ligase"	"KARS"	18	44	0.000771387101424196	15	0	11	0	23	0	21	0	0	0	0	0	0	"lysyl-tRNA aminoacylation;tRNA processing;modulation by virus of host morphology or physiology;diadenosine tetraphosphate biosynthetic process"	"nucleus;plasma membrane;extracellular region;mitochondrial matrix;cytosol;microtubule cytoskeleton;aminoacyl-tRNA synthetase multienzyme complex"	"metal ion binding;lysine-tRNA ligase activity;amino acid binding;ATP binding;tRNA binding"
"Q15233"	"Q15233"	"NONO_HUMAN"	"Non-POU domain-containing octamer-binding protein"	"NONO"	18	44	0.00200906596086836	18	0	5	0	34	0	10	0	0.00306857232028423	0	0.00186935647497737	0	2	"regulation of transcription;DNA repair;transcription;DNA recombination;mRNA processing;RNA splicing"	"paraspeckles;nuclear speck;nuclear matrix;nucleolus"	"nucleotide binding;DNA binding;RNA binding"
"Q99613"	"Q99613"	"EIF3C_HUMAN"	"Eukaryotic translation initiation factor 3 subunit C"	"EIF3C,EIF3CL"	18	43	0.000985874653025019	15	0	9	0	26	0	17	0	0.00116950953718769	0	0.00163942358106723	0	0	"formation of translation preinitiation complex;translational initiation;regulation of translational initiation"	"eukaryotic translation initiation factor 3 complex;cytosol;eukaryotic 48S preinitiation complex;eukaryotic 43S preinitiation complex"	"translation initiation factor activity"
"P04406"	"P04406"	"G3P_HUMAN"	"Glyceraldehyde-3-phosphate dehydrogenase"	"GAPDH"	17	244	0.0152464608263582	17	7	13	2	172	12	56	4	0.0210855453136402	0.0230792768811485	0.0147182526519413	0.00845928809501478	0	"glycolysis;cellular response to interferon-gamma;microtubule cytoskeleton organization;peptidyl-cysteine S-trans-nitrosylation;small molecule metabolic process;neuron apoptotic process;gluconeogenesis;protein stabilization;negative regulation of translation"	"cytosol;extracellular vesicular exosome;ribonucleoprotein complex;perinuclear region of cytoplasm;lipid particle;nucleus;plasma membrane;microtubule cytoskeleton"	"NAD binding;microtubule binding;NADP binding;peptidyl-cysteine S-nitrosylase activity;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"P04843"	"P04843"	"RPN1_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"	"RPN1"	17	50	0.00172427025441907	16	0	10	0	32	0	18	0	0.00216502285125305	0	0.00261093973556148	0	0	"post-translational protein modification;SRP-dependent cotranslational protein targeting to membrane;translation;protein N-linked glycosylation via asparagine"	"melanosome;oligosaccharyltransferase complex;integral to membrane;rough endoplasmic reticulum"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"
"P23396"	"P23396"	"RS3_HUMAN"	"40S ribosomal protein S3"	"RPS3"	17	77	0.00663297674249324	16	0	15	0	41	0	36	0	0.00692913113414797	0	0.0130439540698421	0	0	"translational termination;negative regulation of DNA repair;translational initiation;activation of cysteine-type endopeptidase activity involved in apoptotic process;SRP-dependent cotranslational protein targeting to membrane;translational elongation;negative regulation of NF-kappaB transcription factor activity;nuclear-transcribed mRNA catabolic process;response to DNA damage stimulus;viral transcription;positive regulation of execution phase of apoptosis"	"ruffle membrane;nucleus;cytosolic small ribosomal subunit"	"iron-sulfur cluster binding;structural constituent of ribosome;DNA-(apurinic or apyrimidinic site) lyase activity;mRNA binding;endonuclease activity;damaged DNA binding"
"P25205"	"P25205"	"MCM3_HUMAN"	"DNA replication licensing factor MCM3"	"MCM3"	17	33	0.000854922214511593	13	0	7	0	21	0	12	0	0.00106735559579682	0	0.00130762410848665	0	0	"DNA duplex unwinding;G1/S transition of mitotic cell cycle;DNA strand elongation involved in DNA replication;DNA replication initiation"	"nucleoplasm;perinuclear region of cytoplasm;MCM complex;alpha DNA polymerase:primase complex;centrosome"	"DNA helicase activity;DNA binding;ATP binding"
"P55884-1,P55884-2"	"P55884-[1,2]"	"EIF3B_HUMAN"	"Eukaryotic translation initiation factor 3 subunit B"	"EIF3B"	17	48	0.000617178601139484	12	0	13	0	22	0	26	0	0	0	0	0	0	"regulation of translational initiation;formation of translation preinitiation complex"	"cytosol;eukaryotic 43S preinitiation complex;eukaryotic 48S preinitiation complex;eukaryotic translation initiation factor 3 complex"	"protein complex scaffold;nucleotide binding;translation initiation factor activity"
"P61247"	"P61247"	"RS3A_HUMAN"	"40S ribosomal protein S3a"	"RPS3A"	17	64	0.00507457960936909	16	0	12	0	36	0	28	0	0.00560015143768722	0	0.00933828530000061	0	0	"translational initiation;translational termination;execution phase of apoptosis;translational elongation;viral transcription;SRP-dependent cotranslational protein targeting to membrane;cell differentiation;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;RNA binding"
"O14672"	"O14672"	"ADA10_HUMAN"	"Disintegrin and metalloproteinase domain-containing protein 10"	"ADAM10"	16	32	0.000895514048712192	16	0	0	0	32	0	0	0	0.0017569102549607	0	0	0	0	"epidermal growth factor receptor signaling pathway;Notch receptor processing;PMA-inducible membrane protein ectodomain proteolysis;negative regulation of cell adhesion;positive regulation of cell proliferation;in utero embryonic development;Notch signaling pathway;integrin-mediated signaling pathway;response to tumor necrosis factor;collagen catabolic process;extracellular matrix disassembly;positive regulation of cell growth;constitutive protein ectodomain proteolysis;positive regulation of T cell chemotaxis;protein phosphorylation;monocyte activation;cell-cell signaling"	"plasma membrane;integral to membrane;Golgi-associated vesicle;postsynaptic density;nucleus;endomembrane system;cell surface"	"protein homodimerization activity;protein kinase binding;zinc ion binding;integrin binding;metalloendopeptidase activity"
"P13647"	"P13647"	"K2C5_HUMAN"	"Keratin, type II cytoskeletal 5"	"KRT5"	16	85	0.00450936676778987	8	11	11	12	16	21	20	28	0.00146339837280889	0.0337751002517947	0.00473363641600018	0.0517986863016792	78	"hemidesmosome assembly;epidermis development"	"cytosol;keratin filament;mitochondrion;plasma membrane"	"structural constituent of cytoskeleton"
"P14868"	"P14868"	"SYDC_HUMAN"	"Aspartate--tRNA ligase, cytoplasmic"	"DARS"	16	48	0.00200552248034946	14	0	15	0	24	0	24	0	0.00196731866872845	0	0.00421780550761362	0	0	"aspartyl-tRNA aminoacylation;protein complex assembly"	"cytosol"	"ATP binding;aspartate-tRNA ligase activity;aminoacylase activity;nucleic acid binding"
"P24752"	"P24752"	"THIL_HUMAN"	"Acetyl-CoA acetyltransferase, mitochondrial"	"ACAT1"	16	40	0.00196090312774215	16	0	5	0	33	0	7	0	0.00317385631831454	0	0.00144338836018745	0	0	"ketone body catabolic process;liver development;brain development;response to starvation;branched-chain amino acid catabolic process;ketone body biosynthetic process;metanephric proximal convoluted tubule development;protein homooligomerization;response to hormone stimulus;cellular nitrogen compound metabolic process;cellular lipid metabolic process;adipose tissue development;response to organic cyclic compound"	"mitochondrial matrix;mitochondrial inner membrane"	"metal ion binding;coenzyme binding;acetyl-CoA C-acetyltransferase activity"
"P30101"	"P30101"	"PDIA3_HUMAN"	"Protein disulfide-isomerase A3"	"PDIA3"	16	40	0.00165803096147703	14	0	10	0	26	0	14	0	0.00211438060881656	0	0.00244089833584174	0	0	"post-translational protein modification;protein import into nucleus;cell redox homeostasis;protein N-linked glycosylation via asparagine;glycerol ether metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of apoptotic process;signal transduction;protein retention in ER lumen"	"melanosome;cell surface;endoplasmic reticulum lumen"	"electron carrier activity;protein disulfide oxidoreductase activity;protein disulfide isomerase activity;phospholipase C activity;cysteine-type endopeptidase activity"
"P50895"	"P50895"	"BCAM_HUMAN"	"Basal cell adhesion molecule"	"BCAM"	16	33	0.00109996361357543	16	0	0	0	33	0	0	0	0.00215802014000049	0	0	0	0	"cell-matrix adhesion"	"integral to plasma membrane;external side of plasma membrane"	"laminin receptor activity;laminin binding;transmembrane signaling receptor activity"
"P63244"	"P63244"	"GBLP_HUMAN"	"Guanine nucleotide-binding protein subunit beta-2-like 1"	"GNB2L1"	16	67	0.00442424902062896	16	0	12	0	40	0	27	0	0.00518205390658754	0	0.00749924488715686	0	0	"positive regulation of cAMP catabolic process;positive regulation of protein homooligomerization;regulation of protein localization;gastrulation;cell cycle;negative regulation of protein kinase B signaling cascade;regulation of establishment of protein localization to plasma membrane;regulation of cell division;positive regulation of GTPase activity;positive regulation of gastrulation;positive regulation of cyclic-nucleotide phosphodiesterase activity;negative regulation of cell growth;positive regulation of intrinsic apoptotic signaling pathway;positive regulation of protein phosphorylation;negative regulation of translation;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;positive regulation of cell migration;positive regulation of apoptotic process;regulation of cell cycle;negative regulation of Wnt receptor signaling pathway;regulation of establishment of cell polarity;modulation by virus of host morphology or physiology;negative regulation of phagocytosis;rhythmic process"	"perinuclear region of cytoplasm;perikaryon;dendrite;cytoskeleton;neuronal cell body;nucleus;midbody;phagocytic cup;small ribosomal subunit"	"receptor tyrosine kinase binding;protein tyrosine kinase inhibitor activity;protein complex scaffold;ion channel inhibitor activity;cysteine-type endopeptidase activator activity involved in apoptotic process;SH2 domain binding;protein kinase C binding"
"Q9Y262"	"Q9Y262"	"EIF3L_HUMAN"	"Eukaryotic translation initiation factor 3 subunit L"	"EIF3L"	16	43	0.00159592829470185	13	0	13	0	21	0	22	0	0.00152911936419119	0	0.00343444535349566	0	0	"regulation of translational initiation;translational initiation;formation of translation preinitiation complex"	"eukaryotic 48S preinitiation complex;fibrillar center;nucleoplasm;eukaryotic translation initiation factor 3 complex;eukaryotic 43S preinitiation complex"	"translation initiation factor activity"
"P21333-1,P21333-2"	"P21333-[1,2]"	"FLNA_HUMAN"	"Filamin-A"	"FLNA"	15	29	0.000129894129572908	8	0	10	0	12	0	17	0	0	0	0	0	5	"cell junction assembly;spindle assembly involved in mitosis;actin crosslink formation;negative regulation of protein catabolic process;epithelial to mesenchymal transition;cytoplasmic sequestering of protein;receptor clustering;establishment of protein localization;actin cytoskeleton reorganization;protein stabilization;platelet degranulation;early endosome to late endosome transport;protein localization to cell surface;adenylate cyclase-inhibiting dopamine receptor signaling pathway;cilium assembly;positive regulation of I-kappaB kinase/NF-kappaB cascade;platelet activation;negative regulation of sequence-specific DNA binding transcription factor activity;positive regulation of transcription factor import into nucleus"	"Myb complex;actin cytoskeleton;trans-Golgi network;plasma membrane;cell cortex;nucleus;extracellular vesicular exosome;cytosol"	"actin filament binding;Fc-gamma receptor I complex binding;protein homodimerization activity;glycoprotein binding;Rac GTPase binding;signal transducer activity;Ral GTPase binding"
"P39023"	"P39023"	"RL3_HUMAN"	"60S ribosomal protein L3"	"RPL3"	17	40	0.00207768147778139	17	0	7	0	28	0	12	0	0.00285334432226247	0	0.00262173766664321	0	0	"cellular response to interleukin-4;translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational termination;translational elongation;viral transcription;nuclear-transcribed mRNA catabolic process"	"nucleolus;cytosolic large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P40227"	"P40227"	"TCPZ_HUMAN"	"T-complex protein 1 subunit zeta"	"CCT6A"	19	53	0.00208932197193657	16	0	11	0	32	0	21	0	0.00247489429512354	0	0.00348207248474599	0	0	"'de novo' posttranslational protein folding;binding of sperm to zona pellucida"	"acrosomal vesicle;chaperonin-containing T-complex;cytosol;microtubule;zona pellucida receptor complex"	"ATP binding;unfolded protein binding"
"Q86UE4"	"Q86UE4"	"LYRIC_HUMAN"	"Protein LYRIC"	"MTDH"	15	39	0.00140270273996091	13	0	9	0	23	0	16	0	0.0016229533948853	0	0.00242052755935215	0	0	"positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of angiogenesis;lipopolysaccharide-mediated signaling pathway;negative regulation of apoptotic process;positive regulation of protein kinase B signaling cascade;negative regulation of transcription from RNA polymerase II promoter;tight junction assembly;positive regulation of autophagy;positive regulation of NF-kappaB transcription factor activity"	"nucleolus;endoplasmic reticulum membrane;apical plasma membrane;integral to membrane;nuclear membrane;perinuclear region of cytoplasm;intercellular canaliculus;nuclear body;tight junction"	"transcription coactivator activity"
"Q9UQ80"	"Q9UQ80"	"PA2G4_HUMAN"	"Proliferation-associated protein 2G4"	"PA2G4"	15	56	0.002975197689757	15	0	11	0	31	0	25	0	0.00323122104949466	0	0.0055867189068169	0	0	"regulation of translation;cell proliferation;cell cycle arrest;negative regulation of transcription;transcription;rRNA processing"	"nucleolus;cytoplasm;ribonucleoprotein complex"	"DNA binding;sequence-specific DNA binding transcription factor activity;RNA binding"
"O15355"	"O15355"	"PPM1G_HUMAN"	"Protein phosphatase 1G"	"PPM1G"	14	30	0.00115014510377184	13	0	1	0	29	0	1	0	0.0021812555660833	0	0.000161257673940356	0	0	"cell cycle arrest;peptidyl-threonine dephosphorylation"	"nucleus;cytoplasm"	"metal ion binding;protein serine/threonine phosphatase activity"
"O75643-1"	"O75643-1"	"U520_HUMAN"	"U5 small nuclear ribonucleoprotein 200 kDa helicase"	"SNRNP200"	19	33	0.000323397541818992	16	0	6	0	25	0	8	0	0	0	0	0	0	"cis assembly of pre-catalytic spliceosome"	"nucleoplasm;U5 snRNP;catalytic step 2 spliceosome"	"nucleic acid binding;ATP binding;ATP-dependent RNA helicase activity"
"P08670"	"P08670"	"VIME_HUMAN"	"Vimentin"	"VIM"	16	46	0.0026426509774891	13	0	11	0	25	0	21	0	0.00265385555849797	0	0.00535467952889921	0	19	"astrocyte development;modulation by virus of host morphology or physiology;intermediate filament organization;muscle filament sliding;Bergmann glial cell differentiation;cellular component disassembly involved in execution phase of apoptosis;negative regulation of neuron projection development;lens fiber cell development"	"cell leading edge;cell projection;extracellular vesicular exosome;cytosol;peroxisome;intermediate filament"	"structural constituent of eye lens;structural constituent of cytoskeleton"
"P26641"	"P26641"	"EF1G_HUMAN"	"Elongation factor 1-gamma"	"EEF1G"	14	44	0.00210763432288442	14	0	8	0	28	0	16	0	0.00263134499284159	0	0.00322367743602505	0	0	"response to virus"	"eukaryotic translation elongation factor 1 complex;cytosol"	"translation elongation factor activity"
