"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc"
"1232";1232;"Q15084";"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";7;20;"4.17226935309993E-4";5;6;13;7;"0";"0";0;"melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment"
"1233";1233;"Q15109";"Q15109-3";"RAGE_HUMAN";"Advanced glycosylation end product-specific receptor";"AGER";2;2;"9.08811146219788E-5";2;0;2;0;"0";"0";0;"integral component of plasma membrane, extracellular region"
"1234";1234;"Q15125";"Q15125";"EBP_HUMAN";"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase";"EBP";1;1;"7.98173267549553E-5";1;0;1;0;"1.60442703939875E-4";"0";0;"integral component of plasma membrane, endoplasmic reticulum membrane"
"1241";1241;"Q15262";"Q15262-2";"PTPRK_HUMAN";"Receptor-type tyrosine-protein phosphatase kappa";"PTPRK";3;6;"3.38983941087758E-4";3;0;6;0;"0";"0";24;"neuronal cell body, cell-cell junction, cell surface, integral component of plasma membrane, axon, photoreceptor outer segment, adherens junction, dendrite, leading edge membrane"
"1242";1242;"Q15262";"Q15262-1";"PTPRK_HUMAN";"Receptor-type tyrosine-protein phosphatase kappa";"PTPRK";1;1;"5.64973235146263E-5";1;0;1;0;"0";"0";24;"neuronal cell body, cell-cell junction, cell surface, integral component of plasma membrane, axon, photoreceptor outer segment, adherens junction, dendrite, leading edge membrane"
"1252";1252;"Q15375";"Q15375-2";"EPHA7_HUMAN";"Ephrin type-A receptor 7";"EPHA7";2;2;"4.84073018501205E-5";2;0;2;0;"0";"0";6;"integral component of plasma membrane, neuronal cell body, postsynaptic membrane, dendrite, neuromuscular junction"
"1265";1265;"Q15758";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";10;24;"8.14402298867566E-4";10;0;24;0;"0";"0";0;"extracellular vesicular exosome, integral component of plasma membrane, Golgi apparatus, melanosome"
"1267";1267;"Q15811";"Q15811-4";"ITSN1_HUMAN";"Intersectin-1";"ITSN1";3;3;"3.84013634823376E-5";0;3;0;3;"0";"0";1;"synapse, coated pit, plasma membrane, cell junction, neuron projection, lamellipodium, cytosol, endocytic vesicle"
"1270";1270;"Q16186";"Q16186";"ADRM1_HUMAN";"Proteasomal ubiquitin receptor ADRM1";"ADRM1";3;7;"3.15739302396752E-4";1;3;1;6;"9.06678670913298E-5";"0.00113221091490988";0;"nucleus, proteasome complex, integral component of plasma membrane, cytoplasm"
"1271";1271;"Q16288";"Q16288-1";"NTRK3_HUMAN";"NT-3 growth factor receptor";"NTRK3";2;2;"4.37615855867454E-5";2;0;2;0;"0";"0";0;"cytoplasm, integral component of plasma membrane, receptor complex"
"1279";1279;"Q16720";"Q16720-6";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";1;1;"2.4766872822821E-5";1;0;1;0;"0";"0";11;"plasma membrane, integral component of membrane"
"1280";1280;"Q16720";"Q16720-8";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";1;1;"2.4766872822821E-5";1;0;1;0;"0";"0";11;"plasma membrane, integral component of membrane"
"1281";1281;"Q16720";"Q16720-7";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";1;1;"2.4766872822821E-5";1;0;1;0;"0";"0";11;"plasma membrane, integral component of membrane"
"1291";1291;"Q29718";"Q29718";"1B82_HUMAN";"HLA class I histocompatibility antigen, B-82 alpha chain";"HLA-B";1;1;"2.49754144161664E-4";1;0;1;0;"6.71714479616352E-4";"0";30;"ER to Golgi transport vesicle membrane, cell surface, early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, phagocytic vesicle membrane"
"1292";1292;"Q29940";"Q29940";"1B59_HUMAN";"HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";76;"early endosome membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane"
"1293";1293;"Q29960";"Q29960-2";"1C16_HUMAN";"HLA class I histocompatibility antigen, Cw-16 alpha chain";"HLA-C";1;1;"5.43366593322978E-4";1;0;1;0;"0";"0";75;"MHC class I protein complex, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, extracellular region, Golgi membrane"
"1294";1294;"Q29974";"Q29974";"2B1G_HUMAN";"HLA class II histocompatibility antigen, DRB1-16 beta chain";"HLA-DRB1";1;2;"9.10997759503926E-4";1;0;2;0;"0.0018312182299303";"0";24;"MHC class II protein complex, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, lysosomal membrane, late endosome membrane, Golgi membrane"
"1295";1295;"Q29RF7";"Q29RF7-1";"PDS5A_HUMAN";"Sister chromatid cohesion protein PDS5 homolog A";"PDS5A";8;9;"1.23576564235421E-4";8;0;9;0;"0";"0";0;"cytosol, nucleoplasm, chromatin, plasma membrane, chromosome, centromeric region"
"1298";1298;"Q2M3G0";"Q2M3G0-1";"ABCB5_HUMAN";"ATP-binding cassette sub-family B member 5";"ABCB5";1;1;"3.39125341508123E-5";0;1;0;1;"0";"0";2;"apical plasma membrane, Golgi membrane, integral component of plasma membrane, intercellular canaliculus"
"1307";1307;"Q2Y0W8";"Q2Y0W8-5";"S4A8_HUMAN";"Electroneutral sodium bicarbonate exchanger 1";"SLC4A8";4;4;"6.71838431972176E-5";0;4;0;4;"0";"0";0;"integral component of membrane, plasma membrane"
"1308";1308;"Q31610";"Q31610";"1B81_HUMAN";"HLA class I histocompatibility antigen, B-81 alpha chain";"HLA-B";1;1;"0.00112164884253266";1;0;1;0;"0.00326302665927142";"0";54;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, early endosome membrane"
"1309";1309;"Q31612";"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";50;"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, cell surface"
"1310";1310;"Q32M45";"Q32M45-2";"ANO4_HUMAN";"Anoctamin-4";"ANO4";2;2;"3.84460422065753E-5";2;0;2;0;"0";"0";0;"integral component of membrane, intracellular, plasma membrane"
"1316";1316;"Q3V6T2";"Q3V6T2-3";"GRDN_HUMAN";"Girdin";"CCDC88A";1;1;"1.47177860665203E-5";0;1;0;1;"0";"0";1;"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle"
"1317";1317;"Q3V6T2";"Q3V6T2-1";"GRDN_HUMAN";"Girdin";"CCDC88A";1;1;"1.47177860665203E-5";0;1;0;1;"0";"0";1;"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle"
"1318";1318;"Q3V6T2";"Q3V6T2-4";"GRDN_HUMAN";"Girdin";"CCDC88A";3;3;"2.94355721330407E-5";3;0;3;0;"0";"0";0;"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle"
"1319";1319;"Q3ZCM7";"Q3ZCM7";"TBB8_HUMAN";"Tubulin beta-8 chain";"TUBB8";1;1;"9.53535754444898E-5";1;0;1;0;"1.76773234198273E-4";"0";108;"plasma membrane, microtubule, cytoplasm, microtubule cytoskeleton, extracellular vesicular exosome"
"1321";1321;"Q460N5";"Q460N5-1";"PAR14_HUMAN";"Poly [ADP-ribose] polymerase 14";"PARP14";2;3;"3.05796532264959E-5";0;2;0;3;"0";"0";0;"plasma membrane, nucleus, cytoplasm"
"1329";1329;"Q4KMQ2";"Q4KMQ2-1";"ANO6_HUMAN";"Anoctamin-6";"ANO6";4;7;"1.41215270412613E-4";4;0;7;0;"0";"0";0;"plasma membrane, intracellular, chloride channel complex, extracellular vesicular exosome"
"1330";1330;"Q4KWH8";"Q4KWH8-1,Q4KWH8-2,Q4KWH8-3,Q4KWH8-4";"PLCH1_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1";"PLCH1";2;2;"5.4217321776845E-6";0;2;0;2;"0";"0";0;"nuclear membrane, cytoplasm, cytosol, plasma membrane"
"1348";1348;"Q5H9F3";"Q5H9F3-1";"BCORL_HUMAN";"BCL-6 corepressor-like protein 1";"BCORL1";3;3;"3.21881680075506E-5";3;0;3;0;"0";"0";0;"nucleus, cytoplasm, plasma membrane"
"1351";1351;"Q5IJ48";"Q5IJ48-2";"CRUM2_HUMAN";"Protein crumbs homolog 2";"CRB2";1;1;"1.63272797364222E-5";0;1;0;1;"0";"0";2;"integral component of membrane, plasma membrane, extracellular vesicular exosome"
"1361";1361;"Q5SZK8";"Q5SZK8-1";"FREM2_HUMAN";"FRAS1-related extracellular matrix protein 2";"FREM2";3;3;"1.73789698519783E-5";3;0;3;0;"0";"0";0;"plasma membrane, integral component of membrane, basement membrane"
"1375";1375;"Q5T6X5";"Q5T6X5-2";"GPC6A_HUMAN";"G-protein coupled receptor family C group 6 member A";"GPRC6A";2;2;"3.96500759257877E-5";2;0;2;0;"0";"0";0;"integral component of membrane, plasma membrane, cell surface"
"1377";1377;"Q5T848";"Q5T848";"GP158_HUMAN";"Probable G-protein coupled receptor 158";"GPR158";2;2;"3.02189056026991E-5";0;2;0;2;"0";"1.26422453324643E-4";0;"plasma membrane, integral component of membrane"
"1380";1380;"Q5TB80";"Q5TB80-2";"QN1_HUMAN";"Protein QN1 homolog";"KIAA1009";4;5;"6.54240383237338E-5";0;4;0;5;"0";"0";0;"plasma membrane, centriole, spindle, nucleus, axonemal microtubule"
"1384";1384;"Q5TZA2";"Q5TZA2-2";"CROCC_HUMAN";"Rootletin";"CROCC";4;4;"3.64065149303713E-5";0;4;0;4;"0";"0";0;"plasma membrane, actin cytoskeleton, centriole, ciliary rootlet, extracellular vesicular exosome"
"1385";1385;"Q5TZA2";"Q5TZA2-1";"CROCC_HUMAN";"Rootletin";"CROCC";2;2;"1.82032574651856E-5";2;0;2;0;"0";"0";0;"plasma membrane, actin cytoskeleton, centriole, ciliary rootlet, extracellular vesicular exosome"
"1395";1395;"Q5VWQ8";"Q5VWQ8-2";"DAB2P_HUMAN";"Disabled homolog 2-interacting protein";"DAB2IP";2;2;"3.08797058934226E-5";2;0;2;0;"0";"0";0;"endocytic vesicle, dendrite, climbing fiber, intrinsic component of the cytoplasmic side of the plasma membrane, parallel fiber, cerebellar mossy fiber, neuronal cell body membrane"
"1398";1398;"Q5Y7A7";"Q5Y7A7";"2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain";"HLA-DRB1";1;2;"0.00111804270484573";1;0;2;0;"0.0022474041912781";"0";25;"ER to Golgi transport vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, late endosome membrane, clathrin-coated endocytic vesicle membrane, plasma membrane, lysosomal membrane, trans-Golgi network membrane, Golgi membrane"
"1399";1399;"Q5ZPR3";"Q5ZPR3-1";"CD276_HUMAN";"CD276 antigen";"CD276";4;12;"4.12538992216623E-4";4;0;12;0;"0";"0";0;"external side of plasma membrane, integral component of membrane"
"1411";1411;"Q6IE81";"Q6IE81-2";"JADE1_HUMAN";"Protein Jade-1";"PHF17";1;1;"2.50328820164877E-5";1;0;1;0;"0";"0";4;"histone acetyltransferase complex, mitochondrion, plasma membrane"
"1423";1423;"Q6P4Q7";"Q6P4Q7";"CNNM4_HUMAN";"Metal transporter CNNM4";"CNNM4";3;3;"8.88289604208373E-5";3;0;3;0;"1.78557202771796E-4";"0";1;"plasma membrane, integral component of membrane"
"1424";1424;"Q6PCB8";"Q6PCB8";"EMB_HUMAN";"Embigin";"EMB";3;3;"1.68421882143484E-4";3;0;3;0;"3.38548824827259E-4";"0";0;"integral component of plasma membrane"
"1425";1425;"Q6PFW1";"Q6PFW1-2";"VIP1_HUMAN";"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1";"PPIP5K1";2;2;"2.56217517845634E-5";0;2;0;2;"0";"0";0;"nucleus, plasma membrane, cytosol"
"1430";1430;"Q6T4R5";"Q6T4R5-2";"NHS_HUMAN";"Nance-Horan syndrome protein";"NHS";2;2;"2.25251351578401E-5";2;0;2;0;"0";"0";0;"tight junction, lamellipodium, focal adhesion, apical plasma membrane, cytoplasm"
"1432";1432;"Q6UVK1";"Q6UVK1";"CSPG4_HUMAN";"Chondroitin sulfate proteoglycan 4";"CSPG4";2;3;"2.37183270718859E-5";2;0;3;0;"4.76767724885933E-5";"0";0;"cell surface, extracellular region, integral component of plasma membrane, apical plasma membrane, Golgi lumen, lysosomal lumen, lamellipodium membrane"
"1436";1436;"Q6V0I7";"Q6V0I7-1";"FAT4_HUMAN";"Protocadherin Fat 4";"FAT4";4;4;"1.47424092781688E-5";4;0;4;0;"0";"0";0;"plasma membrane, integral component of membrane"
"1440";1440;"Q6YHK3";"Q6YHK3-4";"CD109_HUMAN";"CD109 antigen";"CD109";1;2;"5.08179519823937E-5";1;0;2;0;"0";"0";4;"anchored component of membrane, extracellular space, plasma membrane"
"1441";1441;"Q6YHK3";"Q6YHK3-1,Q6YHK3-2";"CD109_HUMAN";"CD109 antigen";"CD109";1;2;"2.54089759911968E-5";1;0;2;0;"0";"0";4;"anchored component of membrane, extracellular space, plasma membrane"
"1442";1442;"Q6ZMJ2";"Q6ZMJ2-3";"SCAR5_HUMAN";"Scavenger receptor class A member 5";"SCARA5";2;2;"7.41736773884433E-5";0;2;0;2;"0";"0";0;"cell surface, integral component of plasma membrane"
"1450";1450;"Q6ZRI0";"Q6ZRI0-1";"OTOG_HUMAN";"Otogelin";"OTOG";2;8;"5.02098739244847E-5";2;0;8;0;"0";"0";0;"extracellular space, proteinaceous extracellular matrix, apical plasma membrane, cytosol"
"1454";1454;"Q6ZSZ5";"Q6ZSZ5-1";"ARHGI_HUMAN";"Rho guanine nucleotide exchange factor 18";"ARHGEF18";2;4;"6.26018249058473E-5";0;2;0;4;"0";"0";0;"plasma membrane, cell junction, apical part of cell, cytosol"
"1467";1467;"Q76LX8";"Q76LX8-1";"ATS13_HUMAN";"A disintegrin and metalloproteinase with thrombospondin motifs 13";"ADAMTS13";2;2;"2.5729481644905E-5";0;2;0;2;"0";"0";0;"proteinaceous extracellular matrix, cell surface, extracellular space"
"1477";1477;"Q7RTU9";"Q7RTU9";"STRC_HUMAN";"Stereocilin";"STRC";2;2;"2.06850536942419E-5";2;0;2;0;"4.15795176407563E-5";"0";0;"stereocilium, cell surface, stereocilium bundle tip, kinocilium"
"1478";1478;"Q7Z2W4";"Q7Z2W4-1";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";1;1;"3.05288001446337E-5";1;0;1;0;"0";"0";1;"nucleus, plasma membrane, Golgi apparatus, cytoplasm"
"1482";1482;"Q7Z3B1";"Q7Z3B1";"NEGR1_HUMAN";"Neuronal growth regulator 1";"NEGR1";6;14;"7.26022011725864E-4";6;0;14;0;"0.00145939408668474";"0";0;"anchored component of membrane, plasma membrane"
"1488";1488;"Q7Z407";"Q7Z407-4";"CSMD3_HUMAN";"CUB and sushi domain-containing protein 3";"CSMD3";3;3;"1.4856745470979E-5";0;3;0;3;"0";"0";0;"plasma membrane, integral component of membrane"
"1490";1490;"Q7Z4N2";"Q7Z4N2-1,Q7Z4N2-2,Q7Z4N2-3";"TRPM1_HUMAN";"Transient receptor potential cation channel subfamily M member 1";"TRPM1";2;2;"7.6348451460344E-6";0;2;0;2;"0";"0";0;"new growing cell tip, integral component of plasma membrane"
"1508";1508;"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";12;42;"0.00132480305232452";11;6;23;19;"0.00145831942240883";"0.00250727004725032";0;"nucleolus, intercellular canaliculus, tight junction, perinuclear region of cytoplasm, endoplasmic reticulum membrane, integral component of membrane, apical plasma membrane, nuclear body, nuclear membrane"
"1509";1509;"Q86UL8";"Q86UL8-2";"MAGI2_HUMAN";"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2";"MAGI2";2;2;"2.52343438538003E-5";2;0;2;0;"0";"0";0;"slit diaphragm, protein complex, late endosome, perinuclear region of cytoplasm, nucleus, postsynaptic density, tight junction, dendrite, plasma membrane"
"1526";1526;"Q86W26";"Q86W26";"NAL10_HUMAN";"NACHT, LRR and PYD domains-containing protein 10";"NLRP10";2;2;"5.60549164996632E-5";2;0;2;0;"1.12677318797469E-4";"0";0;"extrinsic component of plasma membrane, cytoplasm"
"1529";1529;"Q86Y22";"Q86Y22-1";"CONA1_HUMAN";"Collagen alpha-1(XXIII) chain";"COL23A1";2;2;"6.7992537606073E-5";0;2;0;2;"0";"0";0;"endoplasmic reticulum lumen, integral component of membrane, plasma membrane, collagen"
"1537";1537;"Q8IV77";"Q8IV77-1";"CNGA4_HUMAN";"Cyclic nucleotide-gated cation channel alpha-4";"CNGA4";2;2;"6.38538614039642E-5";2;0;2;0;"0";"0";0;"integral component of plasma membrane"
"1538";1538;"Q8IVE3";"Q8IVE3-1";"PKHH2_HUMAN";"Pleckstrin homology domain-containing family H member 2";"PLEKHH2";3;3;"3.68881148432144E-5";3;0;3;0;"0";"0";0;"plasma membrane, lamellipodium, cortical actin cytoskeleton"
"1551";1551;"Q8IWV8";"Q8IWV8-1";"UBR2_HUMAN";"E3 ubiquitin-protein ligase UBR2";"UBR2";2;2;"2.09207808018686E-5";2;0;2;0;"0";"0";0;"nucleus, ubiquitin ligase complex, chromatin, plasma membrane"
"1561";1561;"Q8IZP1";"Q8IZP1";"TBC3A_HUMAN";"TBC1 domain family member 3";"TBC1D3";3;3;"1.00316858763059E-4";3;0;3;0;"2.01649300033723E-4";"0";0;"plasma membrane"
"1568";1568;"Q8N1N2";"Q8N1N2";"DYNAP_HUMAN";"Dynactin-associated protein";"DYNAP";1;2;"1.74837953844188E-4";0;1;0;2;"0";"7.31444194235433E-4";0;"Golgi apparatus, Golgi membrane, integral component of membrane, plasma membrane"
"1572";1572;"Q8N2C7";"Q8N2C7-1";"UNC80_HUMAN";"Protein unc-80 homolog";"UNC80";1;1;"1.01425332340551E-5";0;1;0;1;"0";"0";4;"integral component of membrane, plasma membrane"
"1573";1573;"Q8N2C7";"Q8N2C7-4";"UNC80_HUMAN";"Protein unc-80 homolog";"UNC80";1;4;"4.05701329362204E-5";0;1;0;4;"0";"0";4;"integral component of membrane, plasma membrane"
"1575";1575;"Q8N3E9";"Q8N3E9";"PLCD3_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3";"PLCD3";3;3;"6.98022249187822E-5";3;0;3;0;"1.40311109909396E-4";"0";0;"plasma membrane, cytosol, cleavage furrow"
"1588";1588;"Q8N8E3";"Q8N8E3-1";"CE112_HUMAN";"Centrosomal protein of 112 kDa";"CEP112";2;2;"3.84460422065753E-5";0;2;0;2;"0";"0";0;"inhibitory synapse, plasma membrane, cytoplasm, centrosome"
"1589";1589;"Q8N8V4";"Q8N8V4";"ANS4B_HUMAN";"Ankyrin repeat and SAM domain-containing protein 4B";"ANKS4B";1;1;"4.40239452125652E-5";1;0;1;0;"8.84935777126409E-5";"0";0;"plasma membrane"
"1592";1592;"Q8NB49";"Q8NB49-1,Q8NB49-2,Q8NB49-3,Q8NB49-4";"AT11C_HUMAN";"Probable phospholipid-transporting ATPase IG";"ATP11C";2;2;"8.10865068623662E-6";2;0;2;0;"0";"0";0;"lysosomal membrane, integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane"
"1595";1595;"Q8NBV8";"Q8NBV8-4";"SYT8_HUMAN";"Synaptotagmin-8";"SYT8";2;2;"9.15610232101731E-5";2;0;2;0;"0";"0";0;"synaptic vesicle, plasma membrane, integral component of membrane, acrosomal vesicle"
"1597";1597;"Q8NC51";"Q8NC51-3";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";16;68;"0.00305966419227329";13;13;34;34;"0";"0";0;"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane"
"1601";1601;"Q8NDX1";"Q8NDX1-1";"PSD4_HUMAN";"PH and SEC7 domain-containing protein 4";"PSD4";3;4;"6.95378225516656E-5";0;3;0;4;"0";"0";0;"plasma membrane, cell junction"
"1602";1602;"Q8NE01";"Q8NE01-1";"CNNM3_HUMAN";"Metal transporter CNNM3";"CNNM3";1;1;"3.2457540936421E-5";1;0;1;0;"0";"0";1;"integral component of membrane, plasma membrane"
"1617";1617;"Q8NFF2";"Q8NFF2-1";"NCKX4_HUMAN";"Sodium/potassium/calcium exchanger 4";"SLC24A4";2;2;"5.90288911692595E-5";0;2;0;2;"0";"0";0;"plasma membrane, integral component of membrane"
"1622";1622;"Q8NGN1";"Q8NGN1";"OR6T1_HUMAN";"Olfactory receptor 6T1";"OR6T1";2;2;"1.1367173469746E-4";2;0;2;0;"2.28494253288986E-4";"0";0;"integral component of membrane, plasma membrane"
"1623";1623;"Q8NGT9";"Q8NGT9";"OR2A1_HUMAN";"Olfactory receptor 2A1/2A42";"OR2A1,OR2A42";2;2;"1.1843861389445E-4";0;2;0;2;"0";"4.95494454159487E-4";0;"plasma membrane, integral component of membrane"
"1624";1624;"Q8NGX3";"Q8NGX3";"O10T2_HUMAN";"Olfactory receptor 10T2";"OR10T2";2;2;"1.16929841742928E-4";2;0;2;0;"2.35043451631664E-4";"0";0;"plasma membrane, integral component of membrane"
"1626";1626;"Q8NI35";"Q8NI35-1";"INADL_HUMAN";"InaD-like protein";"INADL";3;3;"3.05796532264959E-5";3;0;3;0;"0";"0";0;"extracellular vesicular exosome, perinuclear region of cytoplasm, tight junction, protein complex, apical plasma membrane, plasma membrane"
"1634";1634;"Q8TCZ2";"Q8TCZ2-1,Q8TCZ2-2,Q8TCZ2-3,Q8TCZ2-5,Q8TCZ2-6";"C99L2_HUMAN";"CD99 antigen-like protein 2";"CD99L2";2;5;"7.0068645624579E-5";2;0;5;0;"0";"0";0;"cell junction, plasma membrane, integral component of membrane"
"1639";1639;"Q8TDW7";"Q8TDW7-1";"FAT3_HUMAN";"Protocadherin Fat 3";"FAT3";2;3;"1.48349375197386E-5";0;2;0;3;"0";"0";2;"plasma membrane, integral component of membrane"
"1640";1640;"Q8TDW7";"Q8TDW7-3";"FAT3_HUMAN";"Protocadherin Fat 3";"FAT3";4;6;"2.66695505972829E-5";4;1;5;1;"0";"0";1;"plasma membrane, integral component of membrane"
"1645";1645;"Q8TEU7";"Q8TEU7-2";"RPGF6_HUMAN";"Rap guanine nucleotide exchange factor 6";"RAPGEF6";2;2;"2.29331482244094E-5";0;2;0;2;"0";"0";0;"cytoplasm, plasma membrane"
"1651";1651;"Q8WTV0";"Q8WTV0-2,Q8WTV0-4";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";5;9;"1.49657487665541E-4";5;0;9;0;"0";"0";0;"cell surface, integral component of plasma membrane, caveola, extracellular vesicular exosome, lysosomal membrane, endocytic vesicle membrane, microvillus membrane"
"1654";1654;"Q8WUX1";"Q8WUX1-1";"S38A5_HUMAN";"Sodium-coupled neutral amino acid transporter 5";"SLC38A5";2;2;"7.7788072684914E-5";2;0;2;0;"0";"0";0;"plasma membrane, integral component of membrane"
"1656";1656;"Q8WV28";"Q8WV28-2";"BLNK_HUMAN";"B-cell linker protein";"BLNK";3;3;"1.20776218116051E-4";0;3;0;3;"0";"0";0;"cytosol, plasma membrane"
"1676";1676;"Q8WXI7";"Q8WXI7";"MUC16_HUMAN";"Mucin-16";"MUC16";13;14;"3.01657033041028E-5";8;6;8;6;"1.48075205273349E-5";"1.00543859310531E-4";24;"plasma membrane, extracellular space, integral component of membrane, extrinsic component of membrane, extracellular vesicular exosome, Golgi lumen"
"1699";1699;"Q92542";"Q92542-1,Q92542-2";"NICA_HUMAN";"Nicastrin";"NCSTN";4;4;"5.17855716604787E-5";4;0;4;0;"0";"0";0;"integral component of plasma membrane, extracellular vesicular exosome, Golgi apparatus, melanosome, endoplasmic reticulum, lysosomal membrane"
"1708";1708;"Q92692";"Q92692-1";"PVRL2_HUMAN";"Poliovirus receptor-related protein 2";"PVRL2";9;16;"5.45962383751367E-4";9;0;16;0;"0";"0";0;"zonula adherens, cell surface, integral component of membrane, plasma membrane"
"1709";1709;"Q92736";"Q92736-2";"RYR2_HUMAN";"Ryanodine receptor 2";"RYR2";7;7;"2.58719339793594E-5";7;0;7;0;"0";"0";0;"junctional sarcoplasmic reticulum membrane, Z disc, calcium channel complex, plasma membrane"
"1710";1710;"Q92736";"Q92736-1";"RYR2_HUMAN";"Ryanodine receptor 2";"RYR2";3;3;"1.10879717054397E-5";0;3;0;3;"0";"0";0;"junctional sarcoplasmic reticulum membrane, Z disc, calcium channel complex, plasma membrane"
"1714";1714;"Q92797";"Q92797-1,Q92797-2";"SYMPK_HUMAN";"Symplekin";"SYMPK";2;2;"1.44097214706748E-5";2;0;2;0;"0";"0";0;"cytoplasm, cytoskeleton, plasma membrane, tight junction, nucleoplasm"
"1719";1719;"Q92823";"Q92823-1";"NRCAM_HUMAN";"Neuronal cell adhesion molecule";"NRCAM";2;2;"4.69273649121669E-5";2;0;2;0;"0";"0";2;"axon initial segment, external side of plasma membrane, integral component of plasma membrane, synapse"
"1720";1720;"Q92823";"Q92823-5";"NRCAM_HUMAN";"Neuronal cell adhesion molecule";"NRCAM";1;1;"2.34636824560835E-5";1;0;1;0;"0";"0";2;"axon initial segment, external side of plasma membrane, integral component of plasma membrane, synapse"
"1723";1723;"Q92854";"Q92854-2";"SEM4D_HUMAN";"Semaphorin-4D";"SEMA4D";1;1;"5.2059251531332E-5";1;0;1;0;"0";"0";13;"extracellular space, integral component of plasma membrane"
"1724";1724;"Q92854";"Q92854-1";"SEM4D_HUMAN";"Semaphorin-4D";"SEMA4D";5;8;"4.16474012250656E-4";5;0;8;0;"0";"0";13;"extracellular space, integral component of plasma membrane"
"1725";1725;"Q92888";"Q92888-1";"ARHG1_HUMAN";"Rho guanine nucleotide exchange factor 1";"ARHGEF1";3;4;"8.05174787440338E-5";3;0;4;0;"0";"0";0;"plasma membrane, cytosol"
"1731";1731;"Q92959";"Q92959";"SO2A1_HUMAN";"Solute carrier organic anion transporter family member 2A1";"SLCO2A1";2;2;"5.71010424685528E-5";0;2;0;2;"0";"2.38885351149986E-4";0;"integral component of plasma membrane"
"1738";1738;"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";85;"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface"
