"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5136"	"spectra.count.P5134"	"spectra.count.P5136"	"dNSAF.P5134"	"dNSAF.P5136"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P04406"	"P04406"	"G3P_HUMAN"	"Glyceraldehyde-3-phosphate dehydrogenase"	"GAPDH"	17	385	0.021097982937765	16	12	300	85	0.0330464076771683	0.019486983383735	0	"neuron apoptotic process;gluconeogenesis;negative regulation of translation;cellular response to interferon-gamma;protein stabilization;peptidyl-cysteine S-trans-nitrosylation;glycolysis;small molecule metabolic process;microtubule cytoskeleton organization"	"microtubule cytoskeleton;ribonucleoprotein complex;lipid particle;nucleus;extracellular vesicular exosome;cytosol;perinuclear region of cytoplasm;plasma membrane"	"NAD binding;NADP binding;peptidyl-cysteine S-nitrosylase activity;microtubule binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"P12270"	"P12270"	"TPR_HUMAN"	"Nucleoprotein TPR"	"TPR"	17	31	0.000240836876751092	11	10	13	18	0.000203014678281941	0.000585031539189576	0	"nuclear pore organization;small molecule metabolic process;glucose transport;mRNA export from nucleus in response to heat stress;positive regulation of protein export from nucleus;cellular response to interferon-alpha;regulation of mitotic sister chromatid separation;positive regulation of heterochromatin assembly;seryl-tRNA aminoacylation;positive regulation of mitotic cell cycle spindle assembly checkpoint;mitosis;RNA import into nucleus;regulation of glucose transport;response to epidermal growth factor stimulus;cell division;regulation of spindle assembly involved in mitosis;cytokine-mediated signaling pathway;positive regulation of protein import into nucleus;carbohydrate metabolic process;negative regulation of translational initiation;mitotic spindle assembly checkpoint;viral reproductive process;MAPK import into nucleus;negative regulation of RNA export from nucleus;transmembrane transport;negative regulation of transcription from RNA polymerase II promoter"	"kinetochore;extrinsic to membrane;mitotic spindle;nuclear membrane;nuclear pore nuclear basket;nucleoplasm;nuclear periphery;cytoplasmic dynein complex;nuclear inclusion body"	"serine-tRNA ligase activity;tubulin binding;protein homodimerization activity;dynein complex binding;ATP binding;mitogen-activated protein kinase binding;chromatin binding;heat shock protein binding;nucleocytoplasmic transporter activity;mRNA binding"
"P63244"	"P63244"	"GBLP_HUMAN"	"Guanine nucleotide-binding protein subunit beta-2-like 1"	"GNB2L1"	17	77	0.00445919513195665	15	13	48	29	0.00558765757569785	0.00702601757554225	0	"negative regulation of translation;gastrulation;positive regulation of gastrulation;regulation of establishment of protein localization to plasma membrane;positive regulation of GTPase activity;regulation of establishment of cell polarity;rhythmic process;negative regulation of protein kinase B signaling cascade;positive regulation of apoptotic process;negative regulation of cell growth;positive regulation of protein phosphorylation;positive regulation of intrinsic apoptotic signaling pathway;virus-host interaction;cell cycle;positive regulation of cell migration;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;regulation of cell cycle;negative regulation of phagocytosis;regulation of cell division;positive regulation of protein homooligomerization;negative regulation of Wnt receptor signaling pathway;regulation of protein localization"	"perikaryon;perinuclear region of cytoplasm;phagocytic cup;neuronal cell body;midbody;small ribosomal subunit;nucleus;dendrite;cytoskeleton"	"ion channel inhibitor activity;protein tyrosine kinase inhibitor activity;receptor tyrosine kinase binding;cysteine-type endopeptidase activator activity involved in apoptotic process;SH2 domain binding;protein kinase C binding"
"Q96RQ3"	"Q96RQ3"	"MCCA_HUMAN"	"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"	"MCCC1"	17	46	0.0011647825062999	13	12	27	19	0.00137427474685052	0.00201273264482716	0	"leucine catabolic process;biotin metabolic process"	"mitochondrial matrix;mitochondrial inner membrane"	"ATP binding;biotin binding;metal ion binding;biotin carboxylase activity;methylcrotonoyl-CoA carboxylase activity"
"O14672"	"O14672"	"ADA10_HUMAN"	"Disintegrin and metalloproteinase domain-containing protein 10"	"ADAM10"	16	42	0.00103079595782469	16	0	42	0	0.00207202743323421	0	0	"response to tumor necrosis factor;epidermal growth factor receptor signaling pathway;constitutive protein ectodomain proteolysis;monocyte activation;Notch receptor processing;positive regulation of cell growth;positive regulation of cell proliferation;negative regulation of cell adhesion;protein phosphorylation;in utero embryonic development;positive regulation of T cell chemotaxis;Notch signaling pathway;integrin-mediated signaling pathway;cell-cell signaling;extracellular matrix disassembly;collagen catabolic process;PMA-inducible membrane protein ectodomain proteolysis"	"Golgi-associated vesicle;postsynaptic density;cell surface;nucleus;plasma membrane;endomembrane system;integral to membrane"	"protein kinase binding;protein homodimerization activity;metalloendopeptidase activity;integrin binding;zinc ion binding"
"P20700"	"P20700"	"LMNB1_HUMAN"	"Lamin-B1"	"LMNB1"	16	32	0.00109093828658449	16	0	32	0	0.00214106133926591	0	3	"cellular component disassembly involved in execution phase of apoptosis"	"nucleoplasm;nuclear envelope;lamin filament;nuclear inner membrane"	"structural molecule activity"
"P24752"	"P24752"	"THIL_HUMAN"	"Acetyl-CoA acetyltransferase, mitochondrial"	"ACAT1"	16	53	0.00227862579190376	16	4	46	7	0.00397537191495053	0.00125904328515935	0	"adipose tissue development;response to starvation;response to hormone stimulus;cellular nitrogen compound metabolic process;response to organic cyclic compound;liver development;ketone body biosynthetic process;protein homooligomerization;metanephric proximal convoluted tubule development;ketone body catabolic process;brain development;cellular lipid metabolic process;branched-chain amino acid catabolic process"	"mitochondrial matrix;mitochondrial inner membrane"	"coenzyme binding;acetyl-CoA C-acetyltransferase activity;metal ion binding"
"P50895"	"P50895"	"BCAM_HUMAN"	"Basal cell adhesion molecule"	"BCAM"	16	34	0.000993903654814889	16	0	34	0	0.00199786933886914	0	0	"cell-matrix adhesion"	"external side of plasma membrane;integral to plasma membrane"	"transmembrane signaling receptor activity;laminin binding;laminin receptor activity"
"P61247"	"P61247"	"RS3A_HUMAN"	"40S ribosomal protein S3a"	"RPS3A"	16	68	0.00472857193351326	15	12	36	32	0.00503206662356881	0.0093092897448146	0	"nuclear-transcribed mRNA catabolic process;translational termination;cell differentiation;viral transcription;translational elongation;induction of apoptosis;translational initiation;SRP-dependent cotranslational protein targeting to membrane"	"nucleolus;cytosolic small ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"Q15046-1,Q15046-2"	"Q15046-[1,2]"	"SYK_HUMAN"	"Lysine--tRNA ligase"	"KARS"	16	43	0.000661133468682167	12	11	24	19	0	0	0	"diadenosine tetraphosphate biosynthetic process;lysyl-tRNA aminoacylation;virus-host interaction;tRNA processing"	"nucleus;extracellular region;mitochondrial matrix;plasma membrane;aminoacyl-tRNA synthetase multienzyme complex;cytosol;microtubule cytoskeleton"	"metal ion binding;tRNA binding;lysine-tRNA ligase activity;ATP binding;amino acid binding"
"Q8WZ42-1"	"Q8WZ42-1"	"TITIN_HUMAN"	"Titin"	"TTN"	16	16	1.04512592959564e-05	7	9	7	9	0	0	42	"skeletal muscle thin filament assembly;regulation of protein kinase activity;detection of muscle stretch;muscle filament sliding;cardiac myofibril assembly;platelet activation;sarcomere organization;adult heart development;sarcomerogenesis;cardiac muscle fiber development;cardiac muscle hypertrophy;platelet degranulation;forward locomotion;response to calcium ion;in utero embryonic development;skeletal muscle myosin thick filament assembly;cardiac muscle contraction;cardiac muscle tissue morphogenesis;mitotic chromosome condensation"	"Golgi apparatus;M band;Z disc;striated muscle thin filament;cytosol;extracellular region;condensed nuclear chromosome"	"protein serine/threonine kinase activity;nucleic acid binding;protein self-association;protein tyrosine kinase activity;structural constituent of muscle;actin filament binding;actinin binding;calmodulin binding;ATP binding;calcium ion binding;telethonin binding"
"Q8WZ42-3"	"Q8WZ42-3"	"TITIN_HUMAN"	"Titin"	"TTN"	16	17	1.00252910874217e-05	6	10	7	10	0	0	23	"skeletal muscle thin filament assembly;regulation of protein kinase activity;detection of muscle stretch;muscle filament sliding;cardiac myofibril assembly;platelet activation;sarcomere organization;adult heart development;sarcomerogenesis;cardiac muscle fiber development;cardiac muscle hypertrophy;platelet degranulation;forward locomotion;response to calcium ion;in utero embryonic development;skeletal muscle myosin thick filament assembly;cardiac muscle contraction;cardiac muscle tissue morphogenesis;mitotic chromosome condensation"	"Golgi apparatus;M band;Z disc;striated muscle thin filament;cytosol;extracellular region;condensed nuclear chromosome"	"protein serine/threonine kinase activity;nucleic acid binding;protein self-association;protein tyrosine kinase activity;structural constituent of muscle;actin filament binding;actinin binding;calmodulin binding;ATP binding;calcium ion binding;telethonin binding"
"Q92945"	"Q92945"	"FUBP2_HUMAN"	"Far upstream element-binding protein 2"	"KHSRP"	16	40	0.00103279803958592	15	5	28	12	0.00145323630572826	0.00129623021763241	0	"transcription;mRNA transport;mRNA processing;regulation of transcription;RNA splicing"	"cytosol;cytoplasmic stress granule;nucleoplasm"	"RNA binding;DNA binding"
"O75643-1"	"O75643-1"	"U520_HUMAN"	"U5 small nuclear ribonucleoprotein 200 kDa helicase"	"SNRNP200"	15	26	0.000309404244162467	10	7	18	8	0	0	10	"cis assembly of pre-catalytic spliceosome"	"nucleoplasm;catalytic step 2 spliceosome;U5 snRNP"	"ATP-dependent RNA helicase activity;ATP binding;nucleic acid binding"
"P14868"	"P14868"	"SYDC_HUMAN"	"Aspartate--tRNA ligase, cytoplasmic"	"DARS"	15	55	0.00201534767155725	14	12	27	28	0.00198872094105114	0.00429230724760913	0	"aspartyl-tRNA aminoacylation;protein complex assembly"	"cytosol"	"aspartate-tRNA ligase activity;ATP binding;nucleic acid binding;aminoacylase activity"
"P23396"	"P23396"	"RS3_HUMAN"	"40S ribosomal protein S3"	"RPS3"	15	87	0.00657261196858706	14	11	47	40	0.00713738942218127	0.0126422453324643	0	"response to DNA damage stimulus;translational initiation;viral transcription;negative regulation of NF-kappaB transcription factor activity;nuclear-transcribed mRNA catabolic process;induction of apoptosis;translational termination;negative regulation of DNA repair;SRP-dependent cotranslational protein targeting to membrane;translational elongation;activation of cysteine-type endopeptidase activity involved in apoptotic process"	"nucleus;ruffle membrane;cytosolic small ribosomal subunit"	"damaged DNA binding;iron-sulfur cluster binding;DNA-(apurinic or apyrimidinic site) lyase activity;mRNA binding;structural constituent of ribosome;endonuclease activity"
"P25205"	"P25205"	"MCM3_HUMAN"	"DNA replication licensing factor MCM3"	"MCM3"	15	35	0.000795209752942314	11	6	18	17	0.000822070289988963	0.00161587609741367	0	"DNA strand elongation involved in DNA replication;DNA replication initiation;S phase of mitotic cell cycle;G1/S transition of mitotic cell cycle;DNA duplex unwinding;cell cycle checkpoint"	"centrosome;nucleoplasm;MCM complex;alpha DNA polymerase:primase complex;perinuclear region of cytoplasm"	"DNA helicase activity;ATP binding;DNA binding"
"P30101"	"P30101"	"PDIA3_HUMAN"	"Protein disulfide-isomerase A3"	"PDIA3"	15	35	0.0012723356047077	14	9	24	11	0.00175374995197646	0.00167290701849886	0	"positive regulation of apoptotic process;protein N-linked glycosylation via asparagine;protein import into nucleus;post-translational protein modification;antigen processing and presentation of exogenous peptide antigen via MHC class I;cell redox homeostasis;glycerol ether metabolic process;protein retention in ER lumen;signal transduction"	"melanosome;endoplasmic reticulum lumen;cell surface"	"protein disulfide oxidoreductase activity;protein disulfide isomerase activity;phospholipase C activity;cysteine-type endopeptidase activity;electron carrier activity"
"P39023"	"P39023"	"RL3_HUMAN"	"60S ribosomal protein L3"	"RPL3"	15	45	0.00218358815750219	15	6	33	12	0.0032883611551186	0.00228689748073609	3	"translational initiation;translational elongation;SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process;translational termination;viral transcription"	"nucleolus;cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"Q15233"	"Q15233"	"NONO_HUMAN"	"Non-POU domain-containing octamer-binding protein"	"NONO"	15	41	0.0016276345254957	15	5	32	9	0.0025682796666094	0.00146754726868893	1	"transcription;regulation of transcription;mRNA processing;DNA repair;RNA splicing;DNA recombination"	"paraspeckles;nuclear speck;nucleolus;nuclear matrix"	"RNA binding;DNA binding;nucleotide binding"
"Q8WZ42-5"	"Q8WZ42-5"	"TITIN_HUMAN"	"Titin"	"TTN"	15	20	1.24901797197067e-05	9	9	10	10	0	0	34	"skeletal muscle thin filament assembly;regulation of protein kinase activity;detection of muscle stretch;muscle filament sliding;cardiac myofibril assembly;platelet activation;sarcomere organization;adult heart development;sarcomerogenesis;cardiac muscle fiber development;cardiac muscle hypertrophy;platelet degranulation;forward locomotion;response to calcium ion;in utero embryonic development;skeletal muscle myosin thick filament assembly;cardiac muscle contraction;cardiac muscle tissue morphogenesis;mitotic chromosome condensation"	"Golgi apparatus;M band;Z disc;striated muscle thin filament;cytosol;extracellular region;condensed nuclear chromosome"	"protein serine/threonine kinase activity;nucleic acid binding;protein self-association;protein tyrosine kinase activity;structural constituent of muscle;actin filament binding;actinin binding;calmodulin binding;ATP binding;calcium ion binding;telethonin binding"
"Q9P258"	"Q9P258"	"RCC2_HUMAN"	"Protein RCC2"	"RCC2"	15	32	0.00112539372589362	13	4	26	6	0.00183802178076715	0.000882777475801384	0	"mitotic anaphase;mitotic prometaphase;cell division;M phase of mitotic cell cycle"	"spindle;nucleolus;chromosome;microtubule;cytosol"	""
"Q9UQ80"	"Q9UQ80"	"PA2G4_HUMAN"	"Proliferation-associated protein 2G4"	"PA2G4"	15	59	0.00274903838595112	13	12	33	26	0.003090761733258	0.00506812855396632	0	"negative regulation of transcription;cell proliferation;regulation of translation;transcription;cell cycle arrest;rRNA processing"	"ribonucleoprotein complex;cytoplasm;nucleolus"	"RNA binding;sequence-specific DNA binding transcription factor activity;DNA binding"
