"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6157.1.id.csv";"peptide.count.P6157.2.id.csv";"spectra.count.P6157.1.id.csv";"spectra.count.P6157.2.id.csv";"dNSAF.P6157.1.id.csv";"dNSAF.P6157.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"262";"P62277";440;440;"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";5;7;0,00325615810098742;4;3;4;3;0,00469426780160124;0,00391374762473718;"cytosol, extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleus, ribosome, nucleolus";0,00135265700483092;"poly(A) RNA binding, mRNA binding, protein binding, structural constituent of ribosome"
"263";"P62280";441;441;"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";10;14;0,00622379586391266;7;6;7;7;0,00785101434539954;0,00872749206613333;"cytosolic small ribosomal subunit, ribosome, cytosol, extracellular vesicular exosome";0,00270531400966184;"structural constituent of ribosome, rRNA binding, poly(A) RNA binding"
"264";"P62316";444;444;"P62316-1,P62316-2";"SMD2_HUMAN";"Small nuclear ribonucleoprotein Sm D2";"SNRPD2";3;6;0,00178576225151005;3;3;3;3;NA;NA;"small nuclear ribonucleoprotein complex, U1 snRNP, catalytic step 2 spliceosome, cytosol, SMN-Sm protein complex, spliceosomal complex, U12-type spliceosomal complex, U4 snRNP, pICln-Sm protein complex, extracellular vesicular exosome, nucleoplasm, methylosome";0,00115942028985507;"protein binding, poly(A) RNA binding"
"265";"P62333";446;446;"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";1;1;0,000180565506150973;1;NA;1;NA;0,000455549124705519;NA;"nucleus, nucleoplasm, extracellular vesicular exosome, proteasome accessory complex, proteasome complex, cytosol";0,000193236714975845;"protein binding, bridging, protein binding, ATPase activity, ATP binding"
"266";"P62701";450;450;"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";14;28;0,00747802088591787;14;10;15;13;0,0101069549150445;0,00973724535786956;"ribosome, extracellular vesicular exosome, cytosol, polysome, ribonucleoprotein complex, small ribosomal subunit, cytosolic small ribosomal subunit";0,00541062801932367;"rRNA binding, structural constituent of ribosome, poly(A) RNA binding"
"267";"P62750";451;451;"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";7;10;0,00450256294184158;4;6;4;6;0,00454381050026787;0,00757661399147838;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, nucleus";0,00193236714975845;"poly(A) RNA binding, structural constituent of ribosome, protein binding, nucleotide binding, rRNA binding"
"268";"P62805";453;453;"P62805";"H4_HUMAN";"Histone H4";"HIST1H4F,HIST1H4L,HIST1H4H,HIST2H4B,HIST1H4I,HIST1H4B,HIST1H4A,HIST1H4E,HIST4H4,HIST2H4A,HIST1H4C,HIST1H4K,HIST1H4D,HIST1H4J";11;21;0,0143207730072553;10;9;11;10;0,0189251913069409;0,0191254333765474;"nucleosome, extracellular vesicular exosome, extracellular region, nucleoplasm, nucleus";0,00405797101449275;"histone demethylase activity (H4-K20 specific), protein binding, poly(A) RNA binding, DNA binding"
"269";"P62826";454;454;"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";2;2;0,00065037020271045;NA;2;NA;2;NA;0,00182399966461517;"cytoplasm, nucleoplasm, extracellular vesicular exosome, melanosome, nuclear pore, cytosol";0,000386473429951691;"poly(A) RNA binding, GTPase activity, protein binding, GTP binding, chromatin binding, transcription coactivator activity, androgen receptor binding"
"270";"P62829";455;455;"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";4;7;0,00351199909463643;4;2;5;2;0,00632887891108739;0,00281417091112054;"nucleolus, cytoplasm, ribosome, extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit";0,00135265700483092;"poly(A) RNA binding, protein binding, structural constituent of ribosome"
"271";"P62851";457;457;"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";3;5;0,00280959927570914;3;2;3;2;0,00425300662825072;0,00315187142045501;"extracellular vesicular exosome, small ribosomal subunit, cytosolic small ribosomal subunit, ribosome, cytosol, cytoplasm, nucleolus";0,000966183574879227;"structural constituent of ribosome, RNA binding, protein binding, poly(A) RNA binding"
"272";"P62854";458;458;"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";4;7;0,00427547715868783;4;3;4;3;0,0061637777221025;0,00513892079422012;"nucleolus, cytoplasm, cytosolic small ribosomal subunit, small ribosomal subunit, extracellular vesicular exosome, cytosol";0,00135265700483092;"structural constituent of ribosome, protein binding, poly(A) RNA binding, mRNA binding"
"273";"P62857";459;459;"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";2;3;0,00305391225620559;2;1;2;1;0,00513648143508541;0,00285495599678896;"cytosolic small ribosomal subunit, extracellular vesicular exosome, small ribosomal subunit, cytoplasm, cytosol";0,000579710144927536;"structural constituent of ribosome, poly(A) RNA binding"
"274";"P62873";460;460;"P62873";"GBB1_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1";"GNB1";2;2;0,000964078182841373;0;2;0;2;NA;0,00193129376253371;"intracellular, photoreceptor disc membrane, extracellular vesicular exosome, photoreceptor inner segment, heterotrimeric G-protein complex, photoreceptor outer segment membrane, cell body, lysosomal membrane, plasma membrane, dendrite, membrane";0,000386473429951691;"signal transducer activity, GTPase binding, protein complex binding, GTPase activity, protein binding"
"275";"P62879";461;461;"P62879";"GBB2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2";"GNB2";1;1;0,000482039091420686;0;1;0;1;NA;0,000965646881266853;"protein complex, perinuclear region of cytoplasm, lysosomal membrane, extracellular vesicular exosome, plasma membrane, cell body";0,000193236714975845;"GTPase binding, calcium channel regulator activity, protein complex binding, protein binding, signal transducer activity, GTPase activity"
"276";"P62888";462;462;"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";4;7;0,00427547715868783;4;3;4;3;0,0061637777221025;0,00513892079422012;"cytoplasm, cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00135265700483092;"protein binding, RNA binding, structural constituent of ribosome, poly(A) RNA binding"
"277";"P62906";463;463;"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";2;2;0,000647373105002107;2;NA;2;NA;0,001633259073829;NA;"nucleolus, cytosolic large ribosomal subunit, cytosol, cytoplasm, extracellular vesicular exosome";0,000386473429951691;"structural constituent of ribosome, poly(A) RNA binding"
"278";"P62913";465;465;"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";8;13;0,00256494315900413;7;6;7;6;NA;NA;"extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit, nucleolus";0,00251207729468599;"protein binding, structural constituent of ribosome, rRNA binding, poly(A) RNA binding, RNA binding"
"279";"P62937";467;467;"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";3;5;0,00212848429977965;2;3;2;3;0,00214798314558117;0,00358167206869887;"extracellular vesicular exosome, cytosol, extracellular region, nucleus";0,000966183574879227;"poly(A) RNA binding, peptide binding, protein binding, unfolded protein binding, virion binding, peptidyl-prolyl cis-trans isomerase activity"
"280";"P62979";468;468;"P62979";"RS27A_HUMAN";"Ubiquitin-40S ribosomal protein S27a";"RPS27A";6;7;0,0031517940592891;4;3;4;3;0,00454381050026787;0,00378830699573919;"endocytic vesicle membrane, small ribosomal subunit, extracellular vesicular exosome, nucleoplasm, plasma membrane, endosome membrane, cytosolic small ribosomal subunit, cytosol";0,00135265700483092;"metal ion binding, structural constituent of ribosome, poly(A) RNA binding"
"281";"P63010";470;470;"P63010-1,P63010-2,P63010-3";"AP2B1_HUMAN";"AP-2 complex subunit beta";"AP2B1";2;2;4,99750849468008e-05;NA;2;NA;2;NA;NA;"cytosol, trans-Golgi network, intracellular membrane-bounded organelle, coated pit, clathrin-coated endocytic vesicle membrane, endocytic vesicle membrane, plasma membrane, clathrin adaptor complex";0,000386473429951691;"clathrin binding, protein binding, protein transporter activity"
"282";"P63104";471;471;"P63104-1";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";3;5;0,00159274335357661;3;2;3;2;NA;NA;"melanosome, mast cell granule, nucleoplasm, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane, mitochondrion, blood microparticle, postsynaptic density, cytosol, cell leading edge, perinuclear region of cytoplasm, cytoplasm, extracellular space";0,000966183574879227;"poly(A) RNA binding, protein kinase binding, transcription factor binding, protein binding, identical protein binding"
"283";"P63167";472;472;"P63167";"DYL1_HUMAN";"Dynein light chain 1, cytoplasmic";"DYNLL1";3;3;0,00236763983908074;NA;3;NA;3;NA;0,00664017855432937;"plasma membrane, mitotic spindle, microtubule, cytosol, kinetochore, mitochondrion, centrosome, cytoplasm, nucleus, cytoplasmic dynein complex";0,000579710144927536;"nitric-oxide synthase regulator activity, protein binding, motor activity"
"284";"P63244";476;476;"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";10;17;0,00376681290907377;7;8;8;9;0,00447214156493241;0,00559283177919855;"cytoskeleton, mitochondrion, perikaryon, neuronal cell body, cytoplasm, midbody, dendrite, nucleus, extracellular vesicular exosome, small ribosomal subunit, perinuclear region of cytoplasm, cytosol, phagocytic cup";0,00328502415458937;"enzyme binding, SH2 domain binding, ion channel inhibitor activity, receptor tyrosine kinase binding, cysteine-type endopeptidase activator activity involved in apoptotic process, protein kinase C binding, protein binding, receptor binding, protein tyrosine kinase inhibitor activity, protein phosphatase binding, protein complex scaffold, poly(A) RNA binding"
"285";"P63261";477;477;"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";7;12;0,00321220558950307;7;4;7;5;0,00380998510447461;0,00465901628618845;"extracellular space, cytoskeleton, myofibril, blood microparticle, filamentous actin, extracellular vesicular exosome, cytosol";0,00231884057971014;"structural constituent of cytoskeleton, identical protein binding, ATP binding, protein binding"
"286";"P67809";478;478;"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";5;9;0,00266060537472457;4;4;4;5;0,00306286485573612;0,0040533325880337;"nucleoplasm, cytoplasm, histone pre-mRNA 3'end processing complex, nuclear membrane, nucleus, ribonucleoprotein complex, extracellular vesicular exosome, cytoplasmic stress granule, CRD-mediated mRNA stability complex, intracellular membrane-bounded organelle, U12-type spliceosomal complex";0,00173913043478261;"double-stranded DNA binding, DNA binding, single-stranded DNA binding, poly(A) RNA binding, protein binding, sequence-specific DNA binding transcription factor activity, RNA binding"
"287";"P68032";479;479;"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";1;1;0,000206377420782553;0;1;0;1;0;0,000665597452453355;"actomyosin, actin portion, sarcomere, cytosol, blood microparticle, extracellular vesicular exosome, extracellular space, cytoplasm, I band, actin filament";0,000193236714975845;"ATPase activity, ATP binding, myosin binding"
"288";"P68104";480;480;"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";15;39;0,00296467456040738;14;13;20;19;0,00383568418853781;0,00405070055388563;"cytoplasm, nucleolus, cytosol, extracellular vesicular exosome, eukaryotic translation elongation factor 1 complex, plasma membrane, extracellular space, nucleus";0,00753623188405797;"protein kinase binding, protein binding, poly(A) RNA binding, GTP binding, GTPase activity, translation elongation factor activity"
"289";"P68371";482;482;"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";0;0;0;0;0;0;0;NA;0;"microtubule, cytoskeleton, cytosol, extracellular vesicular exosome";0;"structural constituent of cytoskeleton, unfolded protein binding, GTP binding, MHC class I protein binding, double-stranded RNA binding, GTPase activity"
"290";"P68431";483;483;"P68431";"H31_HUMAN";"Histone H3.1";"HIST1H3A,HIST1H3B,HIST1H3J,HIST1H3E,HIST1H3D,HIST1H3H,HIST1H3F,HIST1H3I,HIST1H3G,HIST1H3C";1;1;0,00162319285886558;1;0;1;0;0,0033878116524056;0;"extracellular vesicular exosome, nucleoplasm, nucleosome, extracellular region";0,000193236714975845;"protein binding, DNA binding"
"291";"P78371";485;485;"P78371-1";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";16;24;0,00315095245873923;14;7;17;7;NA;NA;"cytosol, cell body, microtubule, zona pellucida receptor complex, chaperonin-containing T-complex, extracellular vesicular exosome";0,00463768115942029;"ATP binding, unfolded protein binding, protein binding"
"292";"P81605";487;487;"P81605-1,P81605-2";"DCD_HUMAN";"Dermcidin";"DCD";1;1;0,000319272644966948;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, extracellular region";0,000193236714975845;"peptidase activity, poly(A) RNA binding"
"293";"P84243";494;494;"P84243";"H33_HUMAN";"Histone H3.3";"H3F3B,H3F3A";1;3;0,00486957857659673;1;1;2;1;0,0067756233048112;0,00651811644855126;"nucleosome, nucleoplasm, extracellular vesicular exosome, extracellular region";0,000579710144927536;"protein binding, nucleosomal DNA binding, RNA polymerase II core promoter sequence-specific DNA binding, RNA polymerase II distal enhancer sequence-specific DNA binding"
"294";"P98172";495;495;"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";3;7;0,00142104009609567;2;3;3;4;0,00153649083390561;0,00227736374310333;"extracellular vesicular exosome, integral component of plasma membrane, nucleus, plasma membrane, membrane raft, synapse, cytoplasm";0,00135265700483092;"protein binding, ephrin receptor binding"
"295";"Q00341";499;499;"Q00341-1,Q00341-2";"VIGLN_HUMAN";"Vigilin";"HDLBP";1;1;2,76971537431895e-05;NA;1;NA;1;NA;NA;"plasma membrane, high-density lipoprotein particle, cytoplasm, nucleus";0,000193236714975845;"lipid binding, poly(A) RNA binding"
"296";"Q00610";500;500;"Q00610-1,Q00610-2";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";22;29;0,000608047604444516;18;10;19;10;NA;NA;"cytosol, clathrin coat of coated pit, melanosome, extracellular vesicular exosome, protein complex, clathrin complex, clathrin-coated vesicle, clathrin coat of trans-Golgi network vesicle, plasma membrane, clathrin coat, clathrin-coated endocytic vesicle membrane, spindle, mitochondrion, trans-Golgi network membrane";0,00560386473429952;"double-stranded RNA binding, structural molecule activity, protein binding, clathrin light chain binding, protein kinase binding, poly(A) RNA binding"
"297";"Q00839";502;502;"Q00839-1,Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";18;32;0,00136222995185898;15;15;16;16;NA;NA;"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, CRD-mediated mRNA stability complex, cell surface";0,00618357487922705;"RNA binding, ATP binding, DNA binding, poly(A) RNA binding, protein binding"
"298";"Q01628";506;506;"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";2;3;0,000540307553020989;NA;2;NA;3;NA;0,00151532279829568;"integral component of membrane, lysosomal membrane, late endosome membrane, plasma membrane";0,000579710144927536;"protein binding"
"299";"Q01650";507;507;"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";3;6;0,00083124238926306;3;2;3;3;0,00104857165390797;0,0011656329217659;"nucleolus, plasma membrane, nucleus, integral component of membrane, extracellular vesicular exosome, cytosol, apical plasma membrane";0,00115942028985507;"amino acid transmembrane transporter activity, peptide antigen binding, neutral amino acid transmembrane transporter activity, L-amino acid transmembrane transporter activity"
"300";"Q01813";508;508;"Q01813-1,Q01813-2";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";3;3;0,000134387720458027;3;NA;3;NA;NA;NA;"extracellular vesicular exosome, 6-phosphofructokinase complex, cytosol";0,000579710144927536;"6-phosphofructokinase activity, metal ion binding, ATP binding, protein complex binding"
"301";"Q01844";509;509;"Q01844-1,Q01844-2,Q01844-3,Q01844-5,Q01844-6";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";1;1;2,14146286258319e-05;1;NA;1;NA;NA;NA;"nucleus, plasma membrane, cytoplasm";0,000193236714975845;"nucleotide binding, identical protein binding, zinc ion binding, protein binding, RNA binding, poly(A) RNA binding"
"302";"Q04695";515;515;"Q04695";"K1C17_HUMAN";"Keratin, type I cytoskeletal 17";"KRT17";2;3;0,000499674667936077;NA;2;NA;3;NA;0,0014399997352225;"extracellular vesicular exosome, cytoplasm, cell periphery, intermediate filament";0,000579710144927536;"MHC class II protein binding, structural constituent of cytoskeleton, protein binding, MHC class II receptor activity"
"303";"Q04826";516;516;"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, early endosome membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, cell surface, MHC class I protein complex";0;"peptide antigen binding"
"304";"Q04837";517;517;"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";6;9;0,0042713502502335;4;5;4;5;0,00478942187866072;0,00665513391143371;"extracellular vesicular exosome, mitochondrial nucleoid, mitochondrion";0,00173913043478261;"single-stranded DNA binding, chromatin binding, protein binding, poly(A) RNA binding"
"305";"Q06323";518;518;"Q06323-1";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";5;7;0,00197461796485582;3;4;3;4;NA;NA;"cytosol, extracellular vesicular exosome, nucleoplasm, proteasome activator complex, cytoplasm, proteasome complex";0,00135265700483092;"endopeptidase activator activity"
"306";"Q06830";519;519;"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";11;21;0,00770874977154368;11;9;12;9;0,0106859463021375;0,00980010272063586;"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, mitochondrial matrix, nucleus, peroxisomal matrix, melanosome, extracellular space, nuclear euchromatin";0,00405797101449275;"protein binding, thioredoxin peroxidase activity, poly(A) RNA binding, peroxidase activity, heme binding"
"307";"Q07000";520;520;"Q07000";"1C15_HUMAN";"HLA class I histocompatibility antigen, Cw-15 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;0;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, cell surface, early endosome membrane, Golgi membrane, MHC class I protein complex, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"peptide antigen binding"
"308";"Q07021";522;522;"Q07021";"C1QBP_HUMAN";"Complement component 1 Q subcomponent-binding protein, mitochondrial";"C1QBP";3;8;0,00199262359979372;3;3;4;4;0,00251359729802052;0,00279421225217642;"mitochondrial matrix, extracellular space, cytosol, membrane, nucleolus, cytoplasm, mitochondrion, plasma membrane, nucleus, cell surface";0,00154589371980676;"mRNA binding, protein binding, transcription factor binding, adrenergic receptor binding, kininogen binding, transcription corepressor activity, hyaluronic acid binding, complement component C1q binding, mitochondrial ribosome binding"
"309";"Q07108";523;523;"Q07108";"CD69_HUMAN";"Early activation antigen CD69";"CD69";1;2;0,000705929466258579;1;1;1;1;0,000890495525178125;0,000989909365720794;"external side of plasma membrane, integral component of plasma membrane";0,000386473429951691;"carbohydrate binding, transmembrane signaling receptor activity, calcium ion binding"
"310";"Q09160";529;529;"Q09160";"1A80_HUMAN";"HLA class I histocompatibility antigen, A-80 alpha chain";"HLA-A";0;0;0;0;0;0;0;NA;0;"plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, integral component of plasma membrane, early endosome membrane, MHC class I protein complex";0;"beta-2-microglobulin binding, peptide antigen binding"
"311";"Q10589";530;530;"Q10589-1,Q10589-2";"BST2_HUMAN";"Bone marrow stromal antigen 2";"BST2";2;2;0,00039022212162627;NA;2;NA;2;NA;NA;"cell surface, Golgi apparatus, anchored component of membrane, plasma membrane, integral component of plasma membrane, extracellular vesicular exosome, late endosome, cytoplasm, apical plasma membrane, membrane raft";0,000386473429951691;"protein binding, metalloendopeptidase inhibitor activity, signal transducer activity, poly(A) RNA binding, protein homodimerization activity"
"312";"Q13011";534;534;"Q13011";"ECH1_HUMAN";"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial";"ECH1";4;5;0,00107073143129159;2;3;2;3;0,00108054030189297;0,0018017557662662;"mitochondrion, peroxisome, extracellular vesicular exosome";0,000966183574879227;"isomerase activity, protein binding, receptor binding"
"313";"Q13162";538;538;"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";4;4;0,00107822260027214;3;1;3;1;0,00196171892446989;0,000799598376960449;"extracellular space, extracellular vesicular exosome, mitochondrion";0,000772946859903382;"thioredoxin peroxidase activity, protein binding"
"314";"Q13200";540;540;"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";6;9;0,000696211274267134;6;3;6;3;0,00117098200117035;0,000650854505875896;"cytosol, proteasome regulatory particle, extracellular vesicular exosome, proteasome complex, nucleoplasm, proteasome accessory complex";0,00173913043478261;"protein binding, enzyme regulator activity"
"315";"Q13283";545;545;"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";4;6;0,0009043774492626;3;2;3;3;0,00114082795822176;0,00126818860801569;"cytoplasmic stress granule, plasma membrane, nucleus, cytoplasm, cytosol";0,00115942028985507;"DNA binding, poly(A) RNA binding, protein binding, mRNA binding, ATP-dependent DNA helicase activity, ATP binding, ATP-dependent RNA helicase activity, endonuclease activity"
"316";"Q13308";546;546;"Q13308-1,Q13308-6";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";14;23;0,000754915693239606;12;10;13;10;NA;NA;"cell-cell junction, integral component of plasma membrane";0,00444444444444444;"transmembrane receptor protein tyrosine kinase activity, protein binding, ATP binding"
"317";"Q13347";547;547;"Q13347";"EIF3I_HUMAN";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I";5;8;0,00172898416966717;4;4;4;4;0,00218102904012858;0,00242451647727308;"cytosol, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome";0,00154589371980676;"translation initiation factor activity, protein binding"
"318";"Q13449";551;551;"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";6;7;0,00145467418121036;2;5;2;5;0,00104857165390797;0,00291408230441476;"plasma membrane, anchored component of membrane";0,00135265700483092;"protein binding"
"319";"Q13740";553;553;"Q13740-1,Q13740-2";"CD166_HUMAN";"CD166 antigen";"ALCAM";11;15;0,000903601825378155;7;6;8;7;NA;NA;"integral component of membrane, external side of plasma membrane, neuronal cell body, axon, extracellular vesicular exosome";0,00289855072463768;"receptor binding"
"320";"Q14204";558;558;"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";7;10;0,000151183775059683;7;3;7;3;0,000266995322120777;0,000127201009757924;"cytoplasmic dynein complex, extracellular vesicular exosome, microtubule, centrosome, cytosol";0,00193236714975845;"protein binding, ATP binding, microtubule motor activity, poly(A) RNA binding, ATPase activity"
"321";"Q14697";559;559;"Q14697-1";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";19;23;0,00171135549103046;15;8;15;8;NA;NA;"extracellular vesicular exosome, melanosome, Golgi apparatus, endoplasmic reticulum lumen, glucosidase II complex";0,00444444444444444;"carbohydrate binding, glucan 1,3-alpha-glucosidase activity, poly(A) RNA binding"
"322";"Q14974";561;561;"Q14974";"IMB1_HUMAN";"Importin subunit beta-1";"KPNB1";12;23;0,00184420043782278;11;6;15;8;0,00303439399846655;0,00179901336783962;"endoplasmic reticulum tubular network, nuclear envelope, nucleus, cytosol, nuclear membrane, extracellular vesicular exosome, cytoplasm, nucleoplasm, nuclear pore";0,00444444444444444;"zinc ion binding, protein domain specific binding, enzyme binding, nuclear localization sequence binding, protein transporter activity, protein binding, poly(A) RNA binding"
"323";"Q15019";565;565;"Q15019-1,Q15019-2";"SEPT2_HUMAN";"Septin-2";"SEPT2";2;3;0,000291855880440701;1;2;1;2;NA;NA;"condensed chromosome kinetochore, midbody, septin complex, synapse, nucleolus, extracellular vesicular exosome, cell surface, cytoplasm, actin cytoskeleton, ciliary membrane, perinuclear region of cytoplasm, exocyst, nucleus, spindle, cleavage furrow";0,000579710144927536;"GTP binding, protein binding, enzyme regulator activity"
"324";"Q15043";567;567;"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";2;5;0,000237940318064799;2;2;2;3;NA;NA;"Golgi apparatus, endoplasmic reticulum, plasma membrane, integral component of plasma membrane, integral component of membrane, lamellipodium";0,000966183574879227;"zinc ion transmembrane transporter activity, ferrous iron transmembrane transporter activity"
"325";"Q15046";568;568;"Q15046-1,Q15046-2";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";2;2;0,000117654911043096;NA;2;NA;2;NA;NA;"cytosol, extracellular region, aminoacyl-tRNA synthetase multienzyme complex, mitochondrial matrix, cytoplasm, plasma membrane, mitochondrion, microtubule cytoskeleton, nucleus";0,000386473429951691;"protein binding, lysine-tRNA ligase activity, amino acid binding, metal ion binding, ATP binding, tRNA binding"
"326";"Q15084";569;569;"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";2;2;0,000159636322483474;2;NA;2;NA;NA;NA;"endoplasmic reticulum membrane, endoplasmic reticulum lumen, extracellular vesicular exosome, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, plasma membrane";0,000386473429951691;"protein disulfide isomerase activity, isomerase activity, protein binding"
"327";"Q15125";570;570;"Q15125";"EBP_HUMAN";"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase";"EBP";1;1;0,000305391225620559;1;NA;1;NA;0,000770472215262812;NA;"integral component of plasma membrane, endoplasmic reticulum, endoplasmic reticulum membrane";0,000193236714975845;"steroid delta-isomerase activity, cholestenol delta-isomerase activity, C-8 sterol isomerase activity, transmembrane signaling receptor activity, drug transmembrane transporter activity"
"328";"Q15365";572;572;"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";2;3;0,00078921327969358;1;2;1;2;0,00074666548951031;0,00110669642572156;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, nucleoplasm";0,000579710144927536;"poly(A) RNA binding, protein binding, single-stranded DNA binding, RNA binding"
"329";"Q15758";581;581;"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";6;11;0,00142816968728284;4;5;4;7;NA;NA;"Golgi apparatus, integral component of plasma membrane, extracellular vesicular exosome, membrane, plasma membrane, melanosome";0,0021256038647343;"L-glutamine transmembrane transporter activity, sodium:dicarboxylate symporter activity, receptor activity, neutral amino acid transmembrane transporter activity, virus receptor activity, L-serine transmembrane transporter activity"
"330";"Q15843";582;582;"Q15843";"NEDD8_HUMAN";"NEDD8";"NEDD8";1;1;0,0008671602702806;1;NA;1;NA;0,00218776061124008;NA;"cytosol, extracellular vesicular exosome, nucleus";0,000193236714975845;"protein binding, ubiquitin protein ligase binding"
