"";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"150";"O75131";"CPNE3_HUMAN";"Copine-3";"CPNE3";9;29;0,000479915878579942;5;7;7;6;6;8;8;7;0,000523794413257143;0,000705899360232594;0,000712277852879826;0,000610396374337845;"cytoplasm, cytosol, extracellular vesicular exosome"
"151";"O75153";"CLU_HUMAN";"Clustered mitochondria protein homolog";"KIAA0664";3;9;6,1100430472771e-05;2;3;2;2;2;3;2;2;7,16265851589217e-05;0,000108594716323024;7,30506506868729e-05;7,15448767913179e-05;"cytoplasm"
"152";"O75223";"GGCT_HUMAN";"Gamma-glutamylcyclotransferase";"GGCT";4;14;0,000661776884659576;4;3;3;3;4;4;3;3;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol"
"156";"O75347";"TBCA_HUMAN";"Tubulin-specific chaperone A";"TBCA";4;17;0,00139883526678043;4;3;3;4;5;4;4;4;0,00217035185122751;0,00175494424280048;0,0017708018842429;0,00173430080962658;"nucleolus, cytoplasm, microtubule cytoskeleton, microtubule"
"159";"O75368";"SH3L1_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein";"SH3BGRL";8;33;0,00257247104788722;6;8;8;8;7;9;9;8;0,00287857192899649;0,00374080220175891;0,0037746040164125;0,00328604363929246;"nucleus, extracellular vesicular exosome, cytoplasm, extracellular space"
"162";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";15;46;0,000877229690149603;11;9;11;14;11;10;11;14;0,00110659999968167;0,00101681318788869;0,00112860120090159;0,00140679336059838;"mitochondrion, extracellular vesicular exosome, mitochondrial matrix"
"163";"O75400";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";4;9;2,78580506753247e-05;3;2;2;2;3;2;2;2;NA;NA;NA;NA;"nuclear speck, nuclear matrix, cytoplasm, nucleus"
"168";"O75494";"SRS10_HUMAN";"Serine/arginine-rich splicing factor 10";"SRSF10";1;4;2,71350172990186e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleus, cytoplasm, nuclear speck, nucleoplasm"
"170";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";3;13;0,001298059956748;2;2;2;3;3;3;3;4;0,00158021123550048;0,00159719644569482;0,00161162868116489;0,00210454480269292;"cytosol, chromosome, nucleoplasm"
"173";"O75592";"MYCB2_HUMAN";"Probable E3 ubiquitin-protein ligase MYCBP2";"MYCBP2";1;1;9,57620491964287e-07;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"axon, nucleus, microtubule cytoskeleton"
"174";"O75607";"NPM3_HUMAN";"Nucleoplasmin-3";"NPM3";2;8;0,000399403063614768;1;1;1;2;2;2;2;2;0,00052673707850016;0,000532398815231606;0,000537209560388296;0,000526136200673231;"nucleolus"
"175";"O75608";"LYPA1_HUMAN";"Acyl-protein thioesterase 1";"LYPLA1";5;20;0,000386379050670808;5;5;5;5;5;5;5;5;NA;NA;NA;NA;"mitochondrion, cytosol"
"176";"O75643";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";26;72;0,000299552297711076;16;14;17;16;18;16;20;18;NA;NA;NA;NA;"spliceosomal complex, nucleus, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP"
"178";"O75717";"WDHD1_HUMAN";"WD repeat and HMG-box DNA-binding protein 1";"WDHD1";1;1;7,87131812704038e-06;1;NA;NA;NA;1;NA;NA;NA;4,1523117791421e-05;NA;NA;NA;"nucleoplasm, cytoplasm, nucleus, chromosome, centromeric region"
"179";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";9;33;0,000916442810809823;9;6;9;7;9;7;10;7;0,00131848874962071;0,00103651394340403;0,00149411408982995;0,0010243214156857;"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, perinuclear region of cytoplasm, eukaryotic translation initiation factor 3 complex, nucleus, cytosol"
"180";"O75822";"EIF3J_HUMAN";"Eukaryotic translation initiation factor 3 subunit J";"EIF3J";4;9;0,000310001796468439;3;1;2;3;3;1;2;3;0,000545111627750166;0,00018365695564191;0,000370632952515956;0,000544489789068809;"cytosol, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex"
"181";"O75832";"PSD10_HUMAN";"26S proteasome non-ATPase regulatory subunit 10";"PSMD10";3;9;0,000353895856145386;2;3;2;2;2;3;2;2;NA;NA;NA;NA;"nucleus, cytoplasm, proteasome complex, nucleoplasm, proteasome regulatory particle, intermediate filament cytoskeleton, cytosol"
"182";"O75874";"IDHC_HUMAN";"Isocitrate dehydrogenase [NADP] cytoplasmic";"IDH1";9;22;0,000512431790605965;5;6;5;5;5;6;5;6;0,00061147304330236;0,000749146158982022;0,000625555013455372;0,000737651573092589;"mitochondrion, peroxisome, cytosol, cytoplasm, extracellular vesicular exosome, peroxisomal matrix"
"184";"O75937";"DNJC8_HUMAN";"DnaJ homolog subfamily C member 8";"DNAJC8";6;19;0,000667381996613214;5;3;5;5;5;3;6;5;0,000926474308033879;0,000561859619236517;0,00113387314327016;0,000925417428061612;"nucleoplasm"
"185";"O75940";"SPF30_HUMAN";"Survival of motor neuron-related-splicing factor 30";"SMNDC1";2;4;0,000149356607822329;2;2;NA;NA;2;2;NA;NA;0,000393946218374069;0,000398180626517755;NA;NA;"nuclear speck, Cajal body, nucleus, cytoplasm, spliceosomal complex, intermediate filament cytoskeleton"
"188";"O75995";"SASH3_HUMAN";"SAM and SH3 domain-containing protein 3";"SASH3";8;28;0,000654810812189475;6;8;6;6;7;9;6;6;0,000863571578698947;0,00112224066052767;0,0007549208032825;0,000739359818840804;"cytoplasm, nucleus"
"189";"O76003";"GLRX3_HUMAN";"Glutaredoxin-3";"GLRX3";4;18;0,000477495304411088;3;4;4;4;3;4;6;5;0,000419817313312068;0,000565773069320751;0,000856328075365223;0,000698897341192799;"Z disc, cell cortex"
"190";"O76021";"RL1D1_HUMAN";"Ribosomal L1 domain-containing protein 1";"RSL1D1";2;3;5,44084785638485e-05;1;NA;NA;2;1;NA;NA;2;9,56726530337026e-05;NA;NA;0,000191127027999664;"nucleolus"
"191";"O76071";"CIAO1_HUMAN";"Probable cytosolic iron-sulfur protein assembly protein CIAO1";"CIAO1";1;2;5,24290157252424e-05;1;1;NA;NA;1;1;NA;NA;0,000138287905564939;0,000139774320223047;NA;NA;"CIA complex, MMXD complex"
"192";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";12;38;0,000503271669577178;9;10;7;10;10;11;7;10;0,000698652756878007;0,000776778599272343;0,000498780262476763;0,000697855765423511;"endoplasmic reticulum, cytosol, signal recognition particle, endoplasmic reticulum targeting"
"193";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";17;43;0,000572049223223696;11;10;12;10;11;10;12;10;0,000771969460855774;0,000709333750832528;0,000858891931878293;0,000700989848202359;"nucleus, histone deacetylase complex, transcription factor complex, NuRD complex"
"196";"O94888";"UBXN7_HUMAN";"UBX domain-containing protein 7";"UBXN7";2;2;3,63464955641251e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000195548674333572;NA;"Cdc48p-Npl4p-Ufd1p AAA ATPase complex, nucleus"
"197";"O94903";"PROSC_HUMAN";"Proline synthase co-transcribed bacterial homolog protein";"PROSC";5;12;0,00038778406540052;3;3;3;2;3;3;4;2;0,000511413818034701;0,000516910849697595;0,00069544219453903;0,000340553613526673;"mitochondrion, cytoplasm, intracellular"
"199";"O95071";"UBR5_HUMAN";"E3 ubiquitin-protein ligase UBR5";"UBR5";2;4;1,26998473246568e-05;1;1;2;NA;1;1;2;NA;1,67486959580258e-05;1,69287225993615e-05;3,41633804034e-05;NA;"cytoplasm, nucleus"
"200";"O95104";"SCAF8_HUMAN, SFR15_HUMAN";"Protein SCAF8, Splicing factor, arginine/serine-rich 15";"SCAF4, SCAF8";1;1;2,49276806884392e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;3,761734923254e-05;NA;"nucleus"
"203";"O95218";"ZRAB2_HUMAN";"Zinc finger Ran-binding domain-containing protein 2";"ZRANB2";6;14;0,000188506142903031;3;2;2;5;3;3;2;6;NA;NA;NA;NA;"nucleus"
"207";"O95319";"CELF2_HUMAN";"CUGBP Elav-like family member 2";"CELF2";1;3;1,04961238174353e-05;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;"cytoplasm, nucleus"
"208";"O95336";"6PGL_HUMAN";"6-phosphogluconolactonase";"PGLS";7;22;0,000757782169145073;5;5;5;7;5;5;5;7;0,00090851937958361;0,000918284778209552;0,00092658238128989;0,00127047617449389;"cytosol, extracellular vesicular exosome"
"209";"O95347";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";13;33;0,000122498621327963;9;8;10;5;9;8;11;5;NA;NA;NA;NA;"condensin complex, cytoplasm, condensed chromosome, cytosol, extracellular vesicular exosome, nucleus, nuclear chromosome, nucleoplasm"
"210";"O95372";"LYPA2_HUMAN";"Acyl-protein thioesterase 2";"LYPLA2";3;8;0,000307765131270254;2;3;3;NA;2;3;3;NA;0,000405883982567223;0,000615370059163804;0,00062093053083842;NA;"extracellular vesicular exosome, cytoplasm"
"211";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";8;26;0,000222596023411506;5;6;6;7;5;7;6;8;0,000225816955619048;0,000319541870798931;0,000276367924130395;0,000360894966165068;"nuclear pore, cytoplasm"
"212";"O95379";"TFIP8_HUMAN";"Tumor necrosis factor alpha-induced protein 8";"TNFAIP8";1;2;2,9921609984608e-05;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;NA;"cytoplasm"
"213";"O95433";"AHSA1_HUMAN";"Activator of 90 kDa heat shock protein ATPase homolog 1";"AHSA1";10;32;0,000841346098502115;5;6;7;6;7;7;9;9;0,000970879289661538;0,000981314976003817;0,0012730912954764;0,00124684939863686;"endoplasmic reticulum, cytosol, extracellular vesicular exosome, cytoplasm"
"214";"O95456";"PSMG1_HUMAN";"Proteasome assembly chaperone 1";"PSMG1";3;5;7,71416507415676e-05;NA;3;2;NA;NA;3;2;NA;NA;NA;NA;NA;"endoplasmic reticulum, cytoplasm"
"216";"O95571";"ETHE1_HUMAN";"Protein ETHE1, mitochondrial";"ETHE1";2;8;0,000279896635131609;2;2;2;2;2;2;2;2;0,00036913070855523;0,000373098382327661;0,000376469691925656;0,000368709620944233;"nucleus, mitochondrion, cytoplasm, mitochondrial matrix"
"217";"O95671";"ASML_HUMAN";"N-acetylserotonin O-methyltransferase-like protein";"ASMTL";6;15;0,000107327514075224;6;3;3;3;6;3;3;3;NA;NA;NA;NA;"cytoplasm"
"218";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";8;20;0,000337256856373001;2;6;5;6;2;6;5;7;0,000177911195394741;0,000539470526249862;0,000453620976039453;0,000621978848234199;"extracellular vesicular exosome, cytoplasm"
"219";"O95757";"HS74L_HUMAN";"Heat shock 70 kDa protein 4L";"HSPA4L";6;13;0,000155407741799785;5;4;2;2;5;4;2;2;0,000319154981946413;0,000257736637413779;0,000125370240672263;0,000125508544884572;"nucleus, cytoplasm"
"220";"O95758";"PTBP3_HUMAN";"Polypyrimidine tract-binding protein 3";"PTBP3";1;1;3,08204010013314e-06;0;1;0;0;0;1;0;0;NA;NA;NA;NA;"nucleus"
"221";"O95777";"NAA38_HUMAN";"N-alpha-acetyltransferase 38, NatC auxiliary subunit";"NAA38";2;9;0,00083312982800893;1;2;2;2;1;2;2;4;0,00048832916652619;0,000987156136575269;0,000996076059886631;0,0019510884108299;"spliceosomal complex"
"223";"O95793";"STAU1_HUMAN";"Double-stranded RNA-binding protein Staufen homolog 1";"STAU1";1;8;4,10709100655278e-05;1;1;1;1;2;2;2;2;NA;NA;NA;NA;"cytoplasmic stress granule, neuronal cell body, neuron projection, rough endoplasmic reticulum, cytoplasm, microtubule associated complex, extracellular vesicular exosome"
"225";"O95861";"BPNT1_HUMAN";"3'(2'),5'-bisphosphate nucleotidase 1";"BPNT1";3;4;5,77059621131726e-05;1;2;NA;1;1;2;NA;1;NA;NA;NA;NA;"cytosol"
"226";"O95881";"TXD12_HUMAN";"Thioredoxin domain-containing protein 12";"TXNDC12";3;6;0,000310001796468439;2;2;NA;2;2;2;NA;2;0,000545111627750166;0,000550970866925731;NA;0,000544489789068809;"endoplasmic reticulum lumen"
"227";"O95983";"MBD3_HUMAN";"Methyl-CpG-binding domain protein 3";"MBD3";3;11;0,00016796202718164;3;2;3;3;3;2;3;3;NA;NA;NA;NA;"heterochromatin, NuRD complex, cytoplasm"
"228";"O95989";"NUDT3_HUMAN";"Diphosphoinositol polyphosphate phosphohydrolase 1";"NUDT3";1;3;0,00015500089823422;1;1;1;NA;1;1;1;NA;0,000272555813875083;0,000275485433462866;0,000277974714386967;NA;"cytosol"
"230";"P00338";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";23;124;0,00179786517101793;19;19;21;19;32;31;31;30;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion"
"231";"P00367";"DHE3_HUMAN";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";13;43;0,0006848187833574;11;11;9;9;11;12;10;10;0,000924149820522683;0,00101899988291641;0,000856839621407855;0,000839177811109634;"cytoplasm, mitochondrion, mitochondrial matrix"
"232";"P00374";"DYR_HUMAN";"Dihydrofolate reductase";"DHFR";2;2;9,50451140687549e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,00050677534284078;NA;NA;"nucleoplasm, cytosol"
"233";"P00390";"GSHR_HUMAN";"Glutathione reductase, mitochondrial";"GSR";7;25;0,000141869702513228;5;6;7;5;5;6;8;6;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, mitochondrial matrix"
"235";"P00491";"PNPH_HUMAN";"Purine nucleoside phosphorylase";"PNP";15;74;0,00227549184858725;14;15;14;14;19;21;18;16;0,00308204982610301;0,00344309129988883;0,00297788828976488;0,00259244965314423;"intracellular, cytoskeleton, cytoplasm, extracellular vesicular exosome, cytosol"
"236";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";11;46;0,00203476876987073;10;8;11;11;12;10;12;12;0,00279557247626002;0,00239091027574193;0,00283428276179456;0,00279238341366481;"cytosol, extracellular vesicular exosome, cytoplasm"
"238";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";31;303;0,00645725564538336;30;30;30;31;74;75;77;77;0,00831916162830229;0,00852221125100951;0,00882853025741244;0,00864655007964905;"extracellular vesicular exosome, cytosol"
"241";"P02545";"LMNA_HUMAN";"Prelamin-A/C";"LMNA";1;1;4,46120389830752e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"lamin filament, cytosol, nuclear lamina, nuclear speck, nuclear envelope, perinuclear region of cytoplasm, cytoplasm, nucleus, nucleoplasm, intermediate filament"
"243";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";5;21;0,000508504309193461;4;3;3;4;5;4;5;7;0,000638686648317633;0,000516441357554364;0,000651384889299159;0,000893141288881262;"extracellular space, blood microparticle, extracellular region, extracellular vesicular exosome"
"244";"P02788";"TRFL_HUMAN";"Lactotransferrin";"LTF";2;4;2,50330089167002e-05;NA;2;NA;2;NA;2;NA;2;NA;NA;NA;NA;"secretory granule, extracellular space, nucleus, extracellular vesicular exosome, phagocytic vesicle lumen, extracellular region, specific granule"
"245";"P02792";"FRIL_HUMAN";"Ferritin light chain";"FTL";4;11;0,000558593713255511;2;2;3;3;3;2;3;3;0,000803650285483102;0,000541525652064147;0,000819628300706714;0,000802733517598587;"extracellular vesicular exosome, cytosol, intracellular ferritin complex"
"246";"P02794";"FRIH_HUMAN";"Ferritin heavy chain";"FTH1";4;13;0,000631296918855583;3;4;3;3;3;4;3;3;0,000768518032565808;0,00103570479902979;0,000783797555320628;0,000767641341965862;"intracellular ferritin complex, cytosol, extracellular vesicular exosome"
"248";"P04066";"FUCO_HUMAN";"Tissue alpha-L-fucosidase";"FUCA1";1;3;5,72106319662785e-05;1;NA;1;1;1;NA;1;1;0,000100599999971061;NA;0,000102600109172872;0,000100485240042742;"lysosome, extracellular vesicular exosome, cytoplasm"
"249";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";18;159;0,00417559622026026;15;15;17;16;37;43;40;39;0,0051796022440905;0,00583569225091632;0,00572105224140014;0,00544407039860744;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band"
"250";"P04080";"CYTB_HUMAN";"Cystatin-B";"CSTB";4;17;0,00154157355930904;3;3;4;4;3;3;4;7;0,00143508979550554;0,00145051513945754;0,0019514959540636;0,00334472298999411;"extracellular vesicular exosome, cytoplasm, nucleolus, extracellular space"
"252";"P04181";"OAT_HUMAN";"Ornithine aminotransferase, mitochondrial";"OAT";3;3;6,07292813127238e-05;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix"
"254";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";2;8;0,00100264614252414;1;2;2;1;1;3;2;2;0,000844211662449252;0,00199508154571216;0,00132710828104968;0,00113993285330145;"cilium, cytosol, myelin sheath, microtubule, internode region of axon, neuronal cell body"
"260";"P04908";"H2A1_HUMAN, H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A3_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 3, Histone H2A.J";"H2AFJ, HIST1H2AB,HIST1H2AE, HIST1H2AC, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST3H2A";1;1;3,06650040214927e-05;0;0;0;1;0;0;0;1;0;0;0;0,000142132268338602;"nucleus, extracellular vesicular exosome, nucleosome"
"262";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";1;4;0,000355468726617143;1;1;1;1;1;1;1;1;0,000468795999865143;0,000473834945556129;0,000478116508745583;0,000468261218599176;"chromatin, cytoplasm, nucleus"
"264";"P05166";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";1;3;2,47311266199311e-05;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;"cytosol, mitochondrion, mitochondrial matrix"
"265";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";12;31;0,000874565914692972;6;8;6;7;7;9;7;8;0,00104176888858921;0,00135381413016037;0,00106248113054574;0,0011892348408868;"polysome, nucleus, extracellular vesicular exosome, cytoplasmic stress granule, eukaryotic translation initiation factor 2 complex, cytosol"
"266";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";2;5;0,000449732700679584;1;1;1;2;1;1;1;2;0,000411224561285213;0,000554192918779098;0,000489300520646065;0,000924199773551005;"cytosol, cytoplasm, cytosolic large ribosomal subunit"
"267";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";4;21;0,00187245232248161;4;4;4;4;5;5;5;6;0,00203824347767453;0,00274686924960075;0,00242522866755006;0,00274848976134299;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol"
"268";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";12;55;0,00154185961860748;10;10;11;12;12;12;16;15;0,00177462208150843;0,00179369695478661;0,00241320635329001;0,00221574709116329;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit, nucleus, cytosol"
"269";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";23;91;0,00198208664964216;19;18;21;20;24;20;24;23;0,00275762352861849;0,00232272032135357;0,00281245005144461;0,00263970784994633;"ribonucleoprotein complex, nucleus"
"271";"P06132";"DCUP_HUMAN";"Uroporphyrinogen decarboxylase";"UROD";7;11;0,000266359400053718;2;4;3;2;2;4;3;2;0,000255474659327053;0,000516441357554364;0,000390830933579496;0,000255183225394646;"cytosol"
"272";"P06280";"AGAL_HUMAN";"Alpha-galactosidase A";"GLA";2;5;0,000103574803792874;1;2;1;1;1;2;1;1;0,000109276456845022;0,00022090207252034;0,000111449069637665;0,000109151799207267;"lysosome, cytoplasm, extracellular region, lysosomal lumen, Golgi apparatus"
"273";"P06396";"GELS_HUMAN";"Gelsolin";"GSN";6;8;9,0912717804896e-05;3;2;NA;2;4;2;NA;2;NA;NA;NA;NA;"cytosol, lamellipodium, extracellular vesicular exosome, protein complex, actin cytoskeleton, extracellular region, blood microparticle, perinuclear region of cytoplasm, ruffle"
"274";"P06400";"RB_HUMAN";"Retinoblastoma-associated protein";"RB1";3;4;3,83048196785715e-05;2;NA;NA;2;2;NA;NA;2;0,000101033620660591;NA;NA;0,000100918366077409;"nucleus, Rb-E2F complex, PML body, chromatin, SWI/SNF complex, spindle, nucleoplasm"
"275";"P06454";"PTMA_HUMAN";"Prothymosin alpha";"PTMA";5;27;0,00108081707417375;5;5;4;5;7;7;6;7;NA;NA;NA;NA;"nucleus"
"276";"P06493";"CDK1_HUMAN";"Cyclin-dependent kinase 1";"CDK1";4;10;0,00033661811232684;4;2;2;1;5;2;2;1;NA;NA;NA;NA;"cytoplasm, spindle microtubule, cytosol, microtubule organizing center, nucleus, mitochondrion, nucleoplasm, extracellular vesicular exosome, midbody"
"278";"P06730";"IF4E_HUMAN";"Eukaryotic translation initiation factor 4E";"EIF4E";5;17;0,000232064836885232;5;4;4;4;5;4;4;4;NA;NA;NA;NA;"cytoplasmic mRNA processing body, cytoplasm, cytosol, extracellular vesicular exosome, chromatoid body, RISC complex, eukaryotic translation initiation factor 4F complex, cytoplasmic stress granule, mRNA cap binding complex"
"282";"P06748";"NPM_HUMAN";"Nucleophosmin";"NPM1";12;82;0,00123930423395433;10;11;11;11;17;20;23;22;NA;NA;NA;NA;"spindle pole centrosome, centrosome, cytosol, nucleolus, ribonucleoprotein complex, nucleoplasm, nucleus, cytoplasm"
"283";"P06753";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";1;1;0,000104797342742405;0;1;0;0;0;1;0;0;NA;NA;NA;NA;"filamentous actin, podosome, extracellular vesicular exosome, cytoskeleton, muscle thin filament tropomyosin, cortical cytoskeleton, stress fiber, cytosol, cleavage furrow, growth cone"
"284";"P06753";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";8;34;0,00271198735007396;7;8;8;7;8;9;9;8;NA;NA;NA;NA;"filamentous actin, podosome, extracellular vesicular exosome, cytoskeleton, muscle thin filament tropomyosin, cortical cytoskeleton, stress fiber, cytosol, cleavage furrow, growth cone"
"286";"P06899";"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN, H2B3B_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E, Histone H2B type 3-B";"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE, HIST3H2BB";2;4;0,000112847214799093;1;0;1;2;1;0;1;2;0,000133941714247184;0;0,000151783018649391;0,000334472298999411;"nucleoplasm, nucleosome"
"287";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";20;116;0,00334360553729199;19;16;17;16;31;27;29;29;0,00469642604180078;0,00416060934540045;0,00449725358775162;0,00441029545174094;"extracellular vesicular exosome, mitochondrion, cytoplasm, cytosol"
"288";"P07203";"GPX1_HUMAN";"Glutathione peroxidase 1";"GPX1";6;18;0,000787984861959185;5;4;4;4;5;5;4;4;0,00115466995040676;0,00116708114668997;0,000942101495065188;0,000922682204136307;"mitochondrial matrix, cytosol, mitochondrion, nucleus, cytoplasm"
"290";"P07339";"CATD_HUMAN";"Cathepsin D";"CTSD";10;35;0,000754939649975729;6;8;8;8;8;9;8;10;0,000910283494883772;0,00103507633737989;0,000928381570379773;0,00113655635582324;"extracellular space, lysosomal lumen, mitochondrion, extracellular vesicular exosome, extracellular region, melanosome, lysosome"
"293";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";4;78;0,00577774658520044;4;4;4;4;14;21;19;24;0,00648517695450256;0,00812752457738889;0,00802557879449347;0,00811470013614375;"cytosol, cell body, microtubule, nuclear envelope lumen, extracellular vesicular exosome, cytoskeleton"
