"";"X";"accession";"name";"go_name"
"64";64;"P61160";"ARP2_HUMAN";"P:asymmetric cell division, C:Arp2/3 protein complex, P:cellular component movement, P:cytoplasmic transport, C:cell projection, P:meiotic cytokinesis, C:extracellular vesicular exosome, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:establishment or maintenance of cell polarity, P:Arp2/3 complex-mediated actin nucleation, P:innate immune response, C:cytosol, C:actin cap, P:spindle localization, F:ATP binding"
"65";65;"P61158";"ARP3_HUMAN";"P:response to carbohydrate, C:podosome, P:meiotic cytokinesis, C:Arp2/3 protein complex, P:positive regulation of dendrite morphogenesis, P:establishment or maintenance of cell polarity, P:cellular component movement, P:asymmetric cell division, P:response to antibiotic, F:ATP binding, P:spindle localization, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:extracellular vesicular exosome, P:cilium morphogenesis, C:Golgi membrane, P:positive regulation of filopodium assembly, P:positive regulation of lamellipodium assembly, P:positive regulation of actin filament polymerization, P:regulation of myosin II filament organization, C:excitatory synapse, C:lamellipodium, P:innate immune response, C:hemidesmosome, C:cytosol, P:positive regulation of neuron differentiation"
"66";66;"O15144";"ARPC2_HUMAN";"C:focal adhesion, P:innate immune response, C:extracellular vesicular exosome, C:endosome, F:structural constituent of cytoskeleton, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:cell leading edge, C:cell projection, C:cytosol, C:Arp2/3 protein complex, P:positive regulation of substrate adhesion-dependent cell spreading, P:positive regulation of actin filament polymerization, P:cellular component movement, P:positive regulation of lamellipodium assembly, C:plasma membrane, C:Golgi apparatus"
"67";67;"P05023";"AT1A1_HUMAN";"C:T-tubule, C:endoplasmic reticulum, P:ATP biosynthetic process, F:ADP binding, P:regulation of sodium ion transport, F:chaperone binding, C:basolateral plasma membrane, P:regulation of cardiac muscle cell contraction, C:melanosome, P:positive regulation of heart contraction, P:potassium ion import, P:negative regulation of heart contraction, P:regulation of the force of heart contraction, P:response to drug, P:negative regulation of glucocorticoid biosynthetic process, C:endosome, C:Golgi apparatus, P:membrane hyperpolarization, F:sodium:potassium-exchanging ATPase activity, P:regulation of blood pressure, F:potassium ion binding, C:sodium:potassium-exchanging ATPase complex, C:caveola, C:extracellular vesicular exosome, F:sodium ion binding, P:positive regulation of striated muscle contraction, F:ATP binding, P:cellular response to mechanical stimulus"
"68";68;"P16615";"AT2A2_HUMAN";"P:cell adhesion, P:regulation of the force of heart contraction, P:positive regulation of heart rate, F:metal ion binding, P:sarcoplasmic reticulum calcium ion transport, P:epidermis development, P:ER-nucleus signaling pathway, F:calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential, C:platelet dense tubular network membrane, P:relaxation of cardiac muscle, P:negative regulation of heart contraction, C:integral component of plasma membrane, P:cellular calcium ion homeostasis, P:blood coagulation, C:sarcoplasmic reticulum membrane, F:ATP binding"
"69";69;"P23634";"AT2B4_HUMAN";"F:ATP binding, F:scaffold protein binding, F:calcium-transporting ATPase activity, P:regulation of sodium ion transmembrane transport, C:protein complex, P:blood coagulation, C:integral component of plasma membrane, P:negative regulation of peptidyl-cysteine S-nitrosylation, F:metal ion binding"
"75";75;"P25705";"ATPA_HUMAN";"C:mitochondrial matrix, F:MHC class I protein binding, C:plasma membrane, P:lipid metabolic process, F:ATP binding, P:negative regulation of endothelial cell proliferation, F:proton-transporting ATPase activity, rotational mechanism, P:ATP hydrolysis coupled proton transport, P:respiratory electron transport chain, P:embryo development, C:mitochondrial proton-transporting ATP synthase complex, P:mitochondrial ATP synthesis coupled proton transport, C:proton-transporting ATP synthase complex, catalytic core F(1), C:extracellular vesicular exosome, F:proton-transporting ATP synthase activity, rotational mechanism"
"76";76;"P06576";"ATPB_HUMAN";"P:ATP hydrolysis coupled proton transport, F:MHC class I protein binding, P:lipid metabolic process, F:ATP binding, C:mitochondrial nucleoid, C:cell surface, P:mitochondrial ATP synthesis coupled proton transport, P:negative regulation of cell adhesion involved in substrate-bound cell migration, C:mitochondrial proton-transporting ATP synthase, catalytic core, P:respiratory electron transport chain, F:proton-transporting ATP synthase activity, rotational mechanism, P:angiogenesis, F:proton-transporting ATPase activity, rotational mechanism, C:extracellular vesicular exosome, C:plasma membrane, P:regulation of intracellular pH"
"79";79;"P48047";"ATPO_HUMAN";"C:plasma membrane, F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity, P:respiratory electron transport chain, F:drug binding, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, P:ATP catabolic process"
"80";80;"P61769";"B2MG_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:endoplasmic reticulum lumen, C:plasma membrane, P:response to cadmium ion, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:ER to Golgi transport vesicle membrane, P:regulation of immune response, C:phagocytic vesicle membrane, P:retina homeostasis, C:early endosome lumen, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, C:external side of plasma membrane, C:Golgi membrane, C:early endosome membrane, P:interferon-gamma-mediated signaling pathway, P:T cell differentiation in thymus, C:extracellular space, P:response to drug, P:response to molecule of bacterial origin, P:antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent, P:viral process, C:extracellular vesicular exosome, P:regulation of defense response to virus by virus, P:protein refolding"
"81";81;"P51572";"BAP31_HUMAN";"C:Golgi membrane, C:integral component of plasma membrane, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:negative regulation of endoplasmic reticulum calcium ion concentration, P:vesicle-mediated transport, C:lipid particle, P:cellular component disassembly involved in execution phase of apoptosis, P:positive regulation of mitochondrial calcium ion concentration, C:endoplasmic reticulum-Golgi intermediate compartment membrane, P:immune response, P:calcium-mediated signaling using intracellular calcium source, P:spermatogenesis, C:integral component of lumenal side of endoplasmic reticulum membrane, C:cytosol, P:antigen processing and presentation of peptide antigen via MHC class I, P:positive regulation of intrinsic apoptotic signaling pathway, P:intracellular protein transport, P:positive regulation of cytosolic calcium ion concentration"
"82";82;"P35613";"BASI_HUMAN";"C:sarcolemma, C:mitochondrion, F:mannose binding, P:cell surface receptor signaling pathway, P:embryo implantation, C:membrane raft, P:response to peptide hormone, P:response to cAMP, C:integral component of plasma membrane, P:odontogenesis of dentin-containing tooth, C:extracellular vesicular exosome, P:leukocyte migration, P:blood coagulation, P:pyruvate metabolic process, C:melanosome, C:acrosomal membrane, P:decidualization, C:Golgi membrane, P:response to mercury ion, P:protein targeting to plasma membrane"
"84";84;"P50895";"BCAM_HUMAN";"F:laminin binding, F:transmembrane signaling receptor activity, C:integral component of plasma membrane, F:laminin receptor activity, P:cell-matrix adhesion, C:extracellular vesicular exosome, C:external side of plasma membrane"
"89";89;"Q07021";"C1QBP_HUMAN";"P:mature ribosome assembly, C:nucleus, F:mitochondrial ribosome binding, P:positive regulation of trophoblast cell migration, P:mRNA processing, P:blood coagulation, intrinsic pathway, P:immune response, P:RNA splicing, P:positive regulation of apoptotic process, F:kininogen binding, F:transcription factor binding, C:extracellular space, P:negative regulation of MDA-5 signaling pathway, P:negative regulation of interleukin-12 production, P:positive regulation of neutrophil chemotaxis, P:phosphatidylinositol 3-kinase signaling, F:adrenergic receptor binding, P:positive regulation of protein kinase B signaling, C:nucleolus, P:negative regulation of transcription from RNA polymerase II promoter, P:negative regulation of mRNA splicing, via spliceosome, C:mitochondrion, P:transcription, DNA-templated, C:mitochondrial matrix, P:negative regulation of RIG-I signaling pathway, C:cytosol, F:mRNA binding, P:negative regulation of interferon-gamma production, P:negative regulation of defense response to virus, P:positive regulation of substrate adhesion-dependent cell spreading, P:innate immune response, F:transcription corepressor activity, F:hyaluronic acid binding, P:apoptotic process, P:regulation of complement activation, P:viral process, C:cell surface, F:complement component C1q binding, P:positive regulation of dendritic cell chemotaxis, P:positive regulation of mitochondrial translation, C:plasma membrane, P:complement activation, classical pathway"
"90";90;"P11586";"C1TC_HUMAN";"F:formate-tetrahydrofolate ligase activity, P:one-carbon metabolic process, P:purine nucleotide biosynthetic process, P:methionine biosynthetic process, F:methylenetetrahydrofolate dehydrogenase (NADP+) activity, P:folic acid-containing compound biosynthetic process, C:extracellular vesicular exosome, P:histidine biosynthetic process, F:methenyltetrahydrofolate cyclohydrolase activity, P:folic acid metabolic process, F:ATP binding, P:tetrahydrofolate interconversion, F:methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, C:mitochondrion, C:cytosol"
"91";91;"P62158";"CALM_HUMAN";"P:glycogen catabolic process, C:spindle microtubule, P:detection of calcium ion, F:calcium ion binding, P:regulation of high voltage-gated calcium channel activity, C:cytosol, C:extracellular vesicular exosome, P:regulation of rhodopsin mediated signaling pathway, P:fibroblast growth factor receptor signaling pathway, C:spindle pole, C:centrosome, P:positive regulation of ryanodine-sensitive calcium-release channel activity, P:neurotrophin TRK receptor signaling pathway, F:protein phosphatase activator activity, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, C:nucleoplasm, P:Fc-epsilon receptor signaling pathway, P:regulation of nitric-oxide synthase activity, P:epidermal growth factor receptor signaling pathway, P:substantia nigra development, C:plasma membrane, P:positive regulation of phosphoprotein phosphatase activity, P:positive regulation of nitric-oxide synthase activity, P:regulation of cytokinesis, C:growth cone, P:platelet degranulation, P:platelet activation, P:response to corticosterone, P:regulation of heart rate, P:positive regulation of cyclic nucleotide metabolic process, P:glucose metabolic process, P:regulation of cell communication by electrical coupling involved in cardiac conduction, P:synaptic transmission, P:negative regulation of ryanodine-sensitive calcium-release channel activity, P:regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion, P:innate immune response, P:activation of adenylate cyclase activity, P:nitric oxide metabolic process, P:muscle contraction, P:positive regulation of protein dephosphorylation, P:rhodopsin mediated signaling pathway, P:activation of phospholipase C activity, C:sarcomere, P:response to amphetamine, F:nitric-oxide synthase regulator activity, P:inositol phosphate metabolic process"
