"";"Protein.G";"Protein.Acs";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5574";"Spectra.Count.P5574";"DNSAF.P5574";"Unspecific.Spectra.Count";"Go.Bp";"Go.Cc";"Go.F"
"73";"Q12907";"Q12907";"LMAN2_HUMAN";"Vesicular integral-membrane protein VIP36";"LMAN2";"12";"23";"0.00211438878100865";"12";"23";"0.00280436030227823";"0";"protein transport";"endoplasmic reticulum-Golgi intermediate compartment;integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment membrane;Golgi membrane";"metal ion binding"
"74";"Q53GQ0";"Q53GQ0";"DHB12_HUMAN";"Estradiol 17-beta-dehydrogenase 12";"HSD17B12";"12";"21";"0.0022027829608167";"12";"21";"0.00292159944535006";"0";"estrogen biosynthetic process;triglyceride biosynthetic process;positive regulation of cell-substrate adhesion;extracellular matrix organization;small molecule metabolic process;long-chain fatty-acyl-CoA biosynthetic process;fatty acid biosynthetic process";"extracellular matrix;integral to membrane;endoplasmic reticulum membrane";"heparin binding;estradiol 17-beta-dehydrogenase activity"
"76";"Q9H3N1";"Q9H3N1";"TMX1_HUMAN";"Thioredoxin-related transmembrane protein 1";"TMX1";"12";"21";"0.00245452958491004";"12";"21";"0.00325549652481864";"0";"positive regulation of transcription;negative regulation of apoptotic process;cell proliferation;response to stress;signal transduction;positive regulation of growth;ER to Golgi vesicle-mediated transport;DNA replication;leukocyte activation;cell redox homeostasis";"endoplasmic reticulum membrane;integral to membrane";"disulfide oxidoreductase activity;arsenate reductase (thioredoxin) activity"
"77";"Q9Y5M8";"Q9Y5M8";"SRPRB_HUMAN";"Signal recognition particle receptor subunit beta";"SRPRB";"12";"21";"0.00253604532758233";"12";"21";"0.00336361264556907";"0";"SRP-dependent cotranslational protein targeting to membrane;activation of signaling protein activity involved in unfolded protein response;cellular iron ion homeostasis;translation;small GTPase mediated signal transduction;iron ion transport";"endoplasmic reticulum membrane;integral to membrane;cytoplasmic microtubule;extracellular region";"GTP binding;ferric iron binding"
"78";"O75027-1,O75027-2";"O75027";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";"11";"19";"4.13440266961797E-4";"11";"19";"0";"0";"cellular iron ion homeostasis";"integral to membrane;mitochondrial inner membrane";"heme transporter activity;ATPase activity;ATP binding"
"79";"O75695";"O75695";"XRP2_HUMAN";"Protein XRP2";"RP2";"11";"23";"0.00215063544582594";"11";"23";"0.00285243505031728";"0";"CTP biosynthetic process;UTP biosynthetic process;protein transport;cytoskeleton organization;cell morphogenesis;GTP biosynthetic process;protein folding;visual perception";"plasma membrane;cilium;cytoplasm";"GTPase activator activity;GTP binding;nucleoside diphosphate kinase activity;unfolded protein binding;ATP binding"
"80";"O94905-1";"O94905";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";"12";"25";"0.00271518759392703";"12";"25";"0";"5";"cell death;ER-associated protein catabolic process";"protein complex;endoplasmic reticulum membrane;integral to membrane;plasma membrane";""
"82";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";"11";"24";"0.00383146081546933";"11";"24";"0.00508175067288763";"0";"response to unfolded protein;negative regulation of apoptotic process;regulation of I-kappaB kinase/NF-kappaB cascade;cell death;positive regulation of angiogenesis;gene expression;intracellular protein kinase cascade;positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway;positive regulation of blood vessel endothelial cell migration;positive regulation of interleukin-1 beta production;positive regulation of tumor necrosis factor biosynthetic process;cellular component movement;negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress;response to virus;regulation of translational initiation;mRNA metabolic process";"cytosol;plasma membrane;Z disc;cell surface;spindle;cytoskeleton;proteasome complex;nucleus";"protein kinase C inhibitor activity;ubiquitin binding;protein kinase C binding"
"83";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";"11";"22";"0.00125653637854615";"11";"22";"0.00166657181026201";"0";"positive regulation of T cell mediated immune response to tumor cell;positive regulation of interferon-alpha production;positive regulation of interleukin-6 production;positive regulation of T cell activation;protein maturation;modulation by virus of host morphology or physiology;protein refolding;MyD88-dependent toll-like receptor signaling pathway;protein stabilization;T cell activation;isotype switching to IgG isotypes;positive regulation of interleukin-12 production;positive regulation of macrophage activation;B cell proliferation;positive regulation of apoptotic process;chaperone-mediated protein complex assembly;response to unfolded protein;activation of cysteine-type endopeptidase activity involved in apoptotic process;positive regulation of interleukin-10 production;'de novo' protein folding;positive regulation of interferon-gamma production;B cell cytokine production;negative regulation of apoptotic process";"secretory granule;cell surface;coated vesicle;extracellular space;mitochondrial matrix;mitochondrial inner membrane;coated pit;early endosome;lipopolysaccharide receptor complex;plasma membrane;cytosol";"lipopolysaccharide binding;ATP binding;DNA replication origin binding;ATPase activity;single-stranded DNA binding;unfolded protein binding"
"84";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";"11";"27";"0.00522858373116931";"11";"27";"0.00693478549665508";"0";"respiratory electron transport chain;small molecule metabolic process;response to nutrient";"mitochondrial inner membrane;nucleus";"cytochrome-c oxidase activity"
"86";"P24557";"P24557";"THAS_HUMAN";"Thromboxane-A synthase";"TBXAS1";"11";"21";"0.00128943392828295";"11";"21";"0.00171020455337564";"0";"xenobiotic metabolic process;cyclooxygenase pathway";"integral to membrane;endoplasmic reticulum membrane";"oxidoreductase activity;heme binding;thromboxane-A synthase activity;electron carrier activity;monooxygenase activity;iron ion binding"
"87";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";"11";"16";"0.00125571457581329";"11";"16";"0.00166548183523895";"0";"positive regulation of phagocytosis;negative regulation of transcription from RNA polymerase II promoter;cellular senescence;response to testosterone stimulus;positive regulation of gene expression;protein N-linked glycosylation via asparagine;protein export from nucleus;antigen processing and presentation of exogenous peptide antigen via MHC class I;protein maturation by protein folding;cellular response to lithium ion;regulation of apoptotic process;protein localization to nucleus;response to drug;negative regulation of intracellular steroid hormone receptor signaling pathway;cardiac muscle cell differentiation;positive regulation of dendritic cell chemotaxis;cell cycle arrest;activation of signaling protein activity involved in unfolded protein response;sequestering of calcium ion;protein stabilization;glucocorticoid receptor signaling pathway;peptide antigen assembly with MHC class I protein complex;negative regulation of neuron differentiation;positive regulation of cell proliferation;spermatogenesis;negative regulation of retinoic acid receptor signaling pathway;negative regulation of translation;positive regulation of substrate adhesion-dependent cell spreading;response to estradiol stimulus;cortical actin cytoskeleton organization;positive regulation of cell cycle;positive regulation of DNA replication;regulation of meiosis;post-translational protein modification";"endocytic vesicle lumen;nucleus;external side of plasma membrane;proteinaceous extracellular matrix;polysome;perinuclear region of cytoplasm;extracellular space;sarcoplasmic reticulum lumen;cytosol;integral to lumenal side of endoplasmic reticulum membrane;endoplasmic reticulum lumen;acrosomal vesicle;cell surface;MHC class I peptide loading complex;Golgi apparatus";"hormone binding;DNA binding;unfolded protein binding;peptide binding;iron ion binding;androgen receptor binding;zinc ion binding;calcium ion binding;chaperone binding;complement component C1q binding;mRNA binding;protein binding involved in protein folding;carbohydrate binding"
"88";"P50402";"P50402";"EMD_HUMAN";"Emerin";"EMD";"11";"32";"0.00412309431585938";"11";"32";"0.0054685505928712";"0";"negative regulation of catenin import into nucleus;skeletal muscle cell differentiation;positive regulation of protein export from nucleus;mitotic nuclear envelope reassembly;muscle organ development;negative regulation of fibroblast proliferation;muscle contraction;cellular response to growth factor stimulus;regulation of canonical Wnt receptor signaling pathway;mitotic nuclear envelope disassembly";"microtubule;endoplasmic reticulum;integral to membrane;nuclear outer membrane;nuclear inner membrane";"beta-tubulin binding;actin binding"
"89";"P51572-1,P51572-2";"P51572";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";"11";"30";"0.00199555250805694";"11";"30";"0";"0";"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;calcium-mediated signaling using intracellular calcium source;spermatogenesis;elevation of cytosolic calcium ion concentration;antigen processing and presentation of peptide antigen via MHC class I;cellular component disassembly involved in execution phase of apoptosis;elevation of mitochondrial calcium ion concentration;immune response;positive regulation of intrinsic apoptotic signaling pathway;vesicle-mediated transport;intracellular protein transport;reduction of endoplasmic reticulum calcium ion concentration";"Golgi membrane;integral to plasma membrane;cytosol;integral to lumenal side of endoplasmic reticulum membrane;lipid particle;endoplasmic reticulum-Golgi intermediate compartment membrane";"receptor binding"
"90";"Q14739";"Q14739";"LBR_HUMAN";"Lamin-B receptor";"LBR";"11";"24";"0.00127715360515644";"11";"24";"0.00169391689096254";"0";"cholesterol biosynthetic process";"mitochondrion;integral to nuclear inner membrane";"oxidoreductase activity;DNA binding;lamin binding"
"91";"Q15005";"Q15005";"SPCS2_HUMAN";"Signal peptidase complex subunit 2";"SPCS2";"11";"22";"0.00318582011020772";"11";"22";"0.00422542321805369";"0";"proteolysis;translation;regulation of insulin secretion;signal peptide processing;SRP-dependent cotranslational protein targeting to membrane";"endoplasmic reticulum membrane;integral to membrane;signal peptidase complex";"peptidase activity"
"92";"Q8N183";"Q8N183";"MIMIT_HUMAN";"Mimitin, mitochondrial";"NDUFAF2";"11";"22";"0.00426032748465648";"11";"22";"0.00565056596023747";"0";"";"membrane;mitochondrion";"electron carrier activity;NADH dehydrogenase (ubiquinone) activity"
"93";"Q969V3-1,Q969V3-2";"Q969V3";"NCLN_HUMAN";"Nicalin";"NCLN";"11";"19";"5.52232825497818E-4";"11";"19";"0";"0";"proteolysis;regulation of signal transduction";"nucleus;endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane";"peptidase activity"
"95";"Q9BTV4";"Q9BTV4";"TMM43_HUMAN";"Transmembrane protein 43";"TMEM43";"11";"21";"0.00171817070943703";"11";"21";"0.00227884756737304";"0";"";"integral to membrane;endoplasmic reticulum;Golgi apparatus;nuclear inner membrane";""
"96";"O14975-1,O14975-2";"O14975";"S27A2_HUMAN";"Very long-chain acyl-CoA synthetase";"SLC27A2";"10";"19";"5.01463033476244E-4";"10";"19";"0";"0";"very long-chain fatty acid catabolic process;bile acid biosynthetic process;long-chain fatty acid import;methyl-branched fatty acid metabolic process;fatty acid beta-oxidation;fatty acid alpha-oxidation";"integral to endoplasmic reticulum membrane;endoplasmic reticulum lumen;mitochondrion;integral to peroxisomal membrane";"long-chain fatty acid-CoA ligase activity;phytanate-CoA ligase activity;very long-chain fatty acid-CoA ligase activity;fatty acid transporter activity;ATP binding;pristanate-CoA ligase activity"
"97";"O43736-1,O43736-2";"O43736";"ITM2A_HUMAN";"Integral membrane protein 2A";"ITM2A";"10";"21";"0.00130659369538937";"10";"21";"0";"0";"";"integral to membrane";""
"98";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";"10";"26";"0.0039576911136534";"10";"26";"0.00524917269118043";"0";"ER to Golgi vesicle-mediated transport;protein transport";"endoplasmic reticulum-Golgi intermediate compartment;melanosome;Golgi membrane;integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment membrane";""
"99";"O75844";"O75844";"FACE1_HUMAN";"CAAX prenyl protease 1 homolog";"ZMPSTE24";"10";"19";"0.00130908244528535";"10";"19";"0.00173626481323661";"0";"nuclear envelope organization;prenylated protein catabolic process;proteolysis;CAAX-box protein processing";"endoplasmic reticulum membrane;integral to membrane;nuclear inner membrane";"metal ion binding;metalloendopeptidase activity;metalloexopeptidase activity"
"101";"P00387-1,P00387-2,P00387-3";"P00387";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";"10";"27";"9.78550000628587E-4";"10";"27";"0";"0";"L-ascorbic acid metabolic process;cholesterol biosynthetic process;blood circulation";"endoplasmic reticulum;endoplasmic reticulum membrane;hemoglobin complex;mitochondrial outer membrane;mitochondrial inner membrane;lipid particle";"NAD binding;cytochrome-b5 reductase activity;flavin adenine dinucleotide binding;ADP binding;FAD binding;AMP binding"
