"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834-1.id.csv";"peptide.count.P5834-2.id.csv";"peptide.count.P5835-1.id.csv";"peptide.count.P5835-2.id.csv";"spectra.count.P5834-1.id.csv";"spectra.count.P5834-2.id.csv";"spectra.count.P5835-1.id.csv";"spectra.count.P5835-2.id.csv";"dNSAF.P5834-1.id.csv";"dNSAF.P5834-2.id.csv";"dNSAF.P5835-1.id.csv";"dNSAF.P5835-2.id.csv"
"Q6DD88";"Q6DD88";"Q6DD88";"ATLA3_HUMAN";"Atlastin-3";"ATL3";15;54;0,00100005772794404;11;11;10;10;16;14;13;11;0,00155826184508405;0,00136309402783456;0,0013848732542771;0,0011569525579981
"Q96P70";"Q96P70";"Q96P70";"IPO9_HUMAN";"Importin-9";"IPO9";15;60;0,000553656382323022;15;12;11;10;19;14;15;12;0,000929602608995658;0,000678873638662561;0,000792685810535968;0,000624685388801449
"Q9H9B4";"Q9H9B4";"Q9H9B4";"SFXN1_HUMAN";"Sideroflexin-1";"SFXN1";15;74;0,0023179546606452;14;14;15;13;18;18;19;19;0,00299700515947087;0,00297032976258793;0,00341691895970163;0,00333666008779472
"O75489";"O75489";"O75489";"NDUS3_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial";"NDUFS3";14;59;0,00214678165062485;13;9;14;14;14;11;16;18;0,00270096260436657;0,00210329600549919;0,00333408456067856;0,00369487210080857
"O96005";"O96005";"O96005";"CLPT1_HUMAN";"Cleft lip and palate transmembrane protein 1";"CLPTM1";14;53;0,00076100855958914;10;13;11;11;11;13;15;14;0,000837454132295593;0,000980909347856122;0,00123346177693265;0,00113405142705435
"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";17;60;0,0013800975073811;12;14;14;16;13;15;14;18;0,00163945614857321;0,00184151238249714;0,00188096744850299;0,00220952294440341
"P14868";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";14;46;0,00088198235275849;9;11;10;11;10;12;10;14;0,00101661552260162;0,00120908033849055;0,00109805180142108;0,0015143321451085
"P21796";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";14;212;0,00805207979616951;14;14;13;13;51;53;54;54;0,0104024554701036;0,0104232924088777;0,0117082646049705;0,0116329718792241
"P35232";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";14;57;0,00201300911506747;11;12;9;12;14;15;13;15;0,00262152252776755;0,00278377412492539;0,00262926889068217;0,00298849949330105
"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";14;50;0,00112481712333775;10;12;12;11;10;13;14;13;0,00119279713541782;0,00153683455202751;0,00180368509020315;0,00164985701925254
"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";14;40;0,000503587849714518;7;9;11;11;7;10;11;12;0,000467270070480193;0,000661587210117699;0,000793101373215148;0,000852290287997782
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";14;33;0,000126242915849879;6;6;8;11;7;6;9;11;0,000141986086728948;0,000120619125763394;0,000197177043911097;0,000237397862311343
"P53621-1,P53621-2";"P53621-1,P53621-2";"P53621-[1,2]";"COPA_HUMAN";"Coatomer subunit alpha";"COPA";14;36;0,000141263797548595;7;6;9;11;8;6;11;11;NA;NA;NA;NA
"P57678";"P57678";"P57678";"GEMI4_HUMAN";"Gem-associated protein 4";"GEMIN4";14;35;0,000317776784655628;9;6;7;10;9;7;9;10;0,000433262702401767;0,000333982730551856;0,000467969335785223;0,000512206592424628
"P61106";"P61106";"P61106";"RAB14_HUMAN";"Ras-related protein Rab-14";"RAB14";14;61;0,00282989412995409;10;13;11;10;14;19;16;12;0,00344408970374328;0,00463034702605979;0,00424941198525578;0,00314248258407639
"Q13451";"Q13451";"Q13451";"FKBP5_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5";14;39;0,000819762781397971;7;11;8;9;9;11;9;10;0,00100304581868943;0,00121503314103235;0,00108339509247432;0,00118580869756074
"Q53GQ0";"Q53GQ0";"Q53GQ0";"DHB12_HUMAN";"Estradiol 17-beta-dehydrogenase 12";"HSD17B12";14;55;0,00169335449625559;12;13;11;9;14;15;15;11;0,00228542989600248;0,00242688000634521;0,00264482669476905;0,00191059625725571
"Q9H3N1";"Q9H3N1";"Q9H3N1";"TMX1_HUMAN";"Thioredoxin-related transmembrane protein 1";"TMX1";14;56;0,00192118764666089;13;13;10;9;16;16;12;12;0,00291042501041949;0,00288452023611317;0,00235767408219412;0,00232249103479396
"Q9UJZ1";"Q9UJZ1";"Q9UJZ1";"STML2_HUMAN";"Stomatin-like protein 2";"STOML2";14;53;0,00143009754596948;12;11;12;10;15;12;14;12;0,00214602967762673;0,00170154283590945;0,00216340880201333;0,00182667834197278
"Q9Y5M8";"Q9Y5M8";"Q9Y5M8";"SRPRB_HUMAN";"Signal recognition particle receptor subunit beta";"SRPRB";14;49;0,00173686706063438;11;13;8;8;13;17;9;10;0,00244325346815658;0,00316658586805781;0,00182697991609139;0,00199968477780538
"Q9Y6C9";"Q9Y6C9";"Q9Y6C9";"MTCH2_HUMAN";"Mitochondrial carrier homolog 2";"MTCH2";14;71;0,002250896417705;13;13;9;8;21;21;15;14;0,00352997092847908;0,0034985517715234;0,00272338590352456;0,00250389572508039
"O76031";"O76031";"O76031";"CLPX_HUMAN";"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial";"CLPX";13;40;0,000607010314900754;8;8;9;10;8;9;10;13;0,000643695894879508;0,000717712381023419;0,000869074174584458;0,00111293672546735
"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";13;51;0,002389769999505;11;12;11;13;13;13;12;13;0,00322986190180699;0,00320111392056461;0,00322023777080173;0,00343653144985773
"P08473";"P08473";"P08473";"NEP_HUMAN";"Neprilysin";"MME";13;44;0,00056354837635386;10;11;8;6;12;13;10;9;0,000814919002917457;0,000874971138287661;0,000733498603349283;0,000650297489742308
"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";13;48;0,000629897589069143;10;10;9;9;13;11;11;13;0,000904537827691849;0,000758565772475116;0,000826688999676446;0,00096241659456398
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";17;56;0,000690515954619374;10;13;13;15;10;16;14;16;0,000656929680122705;0,00103374946887133;0,000989092722838288;0,0011115382092145
"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";13;47;0,00185793867063913;12;12;11;9;12;12;14;9;0,00251518210776993;0,00249279526577681;0,00316943840953394;0,00200709101772317
"P30519";"P30519";"P30519";"HMOX2_HUMAN";"Heme oxygenase 2";"HMOX2";13;60;0,00182391232277932;11;11;9;9;15;17;13;15;0,00241767900390859;0,00271564800710021;0,0022631681590682;0,00257237931068951
"P50748";"P50748";"P50748";"KNTC1_HUMAN";"Kinetochore-associated protein 1";"KNTC1";13;34;0,000147850565836284;9;5;8;8;9;5;10;10;0,000207511063440955;0,000114257818315936;0,000249037552065171;0,000245321219911841
"P53701";"P53701";"P53701";"CCHL_HUMAN";"Cytochrome c-type heme lyase";"HCCS";13;41;0,00146956517748314;10;11;7;7;11;13;9;8;0,00209051050188713;0,00244861326013338;0,00184743118380883;0,00161765544712017
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";13;42;0,00152821744620752;12;11;9;8;12;11;10;9;0,00231511080374277;0,00210329600549919;0,0020838028504241;0,00184743605040428
"Q01813";"Q01813";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";14;39;0,000524303707780806;12;11;7;8;12;11;8;8;0,000853823663771023;0,000779078010200209;0,000596435407697918;0,000626703930023766
"Q02978";"Q02978";"Q02978";"M2OM_HUMAN";"Mitochondrial 2-oxoglutarate/malate carrier protein";"SLC25A11";13;47;0,0014378315189978;11;10;12;10;12;11;13;11;0,00194646258658628;0,00176837625940059;0,00227758324288392;0,00189842685434326
"Q03518";"Q03518";"Q03518";"TAP1_HUMAN";"Antigen peptide transporter 1";"TAP1";13;44;0,000523095646368063;11;12;10;10;11;12;11;10;0,000693387146665534;0,000749689665326442;0,000748931123469255;0,000670686354932248
"Q12907";"Q12907";"Q12907";"LMAN2_HUMAN";"Vesicular integral-membrane protein VIP36";"LMAN2";13;72;0,00194277402471325;12;12;11;9;19;20;18;15;0,00271830425832719;0,00283590472651576;0,00278152560258857;0,00228334792746597
"Q15758-1";"Q15758-1";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";13;59;0,00104759770012008;13;12;11;10;16;16;14;13;NA;NA;NA;NA
"Q6P3X3";"Q6P3X3";"Q6P3X3";"TTC27_HUMAN";"Tetratricopeptide repeat protein 27";"TTC27";13;34;0,000387428113798755;12;7;7;7;12;7;7;8;0,000725016906510193;0,000419162193266742;0,000456805180021795;0,000514272431587432
"Q8N183";"Q8N183";"Q8N183";"MIMIT_HUMAN";"Mimitin, mitochondrial";"NDUFAF2";13;53;0,00301251317375819;11;12;13;11;13;13;14;13;0,00391787982171854;0,00388300801015234;0,00455723984329436;0,00416857365219428
"Q8NBQ5";"Q8NBQ5";"Q8NBQ5";"DHB11_HUMAN";"Estradiol 17-beta-dehydrogenase 11";"HSD17B11";13;67;0,00214532620543799;12;13;12;12;15;19;18;15;0,00254662188411705;0,00319700992835876;0,00330074371507177;0,00270957287392628
"Q9BTV4";"Q9BTV4";"Q9BTV4";"TMM43_HUMAN";"Transmembrane protein 43";"TMEM43";13;54;0,0012968016614961;12;12;11;11;14;14;14;12;0,00178263531888194;0,00176676864461932;0,00192543383379187;0,00162574372435577
"Q9H3U1-1,Q9H3U1-2";"Q9H3U1-1,Q9H3U1-2";"Q9H3U1-[1,2]";"UN45A_HUMAN";"Protein unc-45 homolog A";"UNC45A";15;41;0,000208603531549513;10;10;10;10;11;10;10;10;NA;NA;NA;NA
"O75695";"O75695";"O75695";"XRP2_HUMAN";"Protein XRP2";"RP2";12;40;0,00109782151237765;10;8;10;8;11;9;11;9;0,00160073375573072;0,00129803410625093;0,00172896099360902;0,00139349462087637
"O75844";"O75844";"O75844";"FACE1_HUMAN";"CAAX prenyl protease 1 homolog";"ZMPSTE24";12;58;0,00117293561585612;9;9;10;10;14;14;15;15;0,00150116658432163;0,00148780517441627;0,0017372335342483;0,00171130918353239
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";21;74;0,00135747330746285;16;17;14;15;18;20;18;18;0,00178925945459506;0,00180861407471031;0,00197308240052798;0,00185890185839378
"P18031";"P18031";"P18031";"PTN1_HUMAN";"Tyrosine-protein phosphatase non-receptor type 1";"PTPN1";12;37;0,000817056815246583;9;8;7;9;10;9;7;11;0,00117086063637566;0,00104439525790304;0,00088525693507672;0,00137035869485927
"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";12;73;0,00273919332434072;11;12;11;11;17;19;16;21;0,00338223218984296;0,00374649600979543;0,00343827470319976;0,00444539299628531
"P30837";"P30837";"P30837";"AL1B1_HUMAN";"Aldehyde dehydrogenase X, mitochondrial";"ALDH1B1";12;36;0,000668885447580192;9;8;9;10;9;8;9;10;0,000886638180156807;0,000781107994305307;0,000957662586577883;0,00104819066689605
"P31040";"P31040";"P31040";"DHSA_HUMAN";"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial";"SDHA";12;32;0,000462936782327924;3;4;11;12;3;4;13;12;0,000230116435311782;0,00030409098874687;0,00107704990702643;0,000979363689370946
"P41252";"P41252";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";12;37;0,000281632103512095;10;9;8;8;10;9;9;9;0,000403585084646125;0,000359993611083854;0,00039232294553151;0,000386468397231958
"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"P61978-[1-3]";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";12;39;0,000269713168537705;11;9;9;9;11;10;9;9;NA;NA;NA;NA
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";12;39;0,000795396159445589;11;8;10;8;11;9;10;9;0,00118950491402495;0,000964568868763958;0,00116799140660714;0,0010355055569145
"Q15392";"Q15392";"Q15392";"DHC24_HUMAN";"Delta(24)-sterol reductase";"DHCR24";12;51;0,000949424127710321;12;10;7;8;15;13;12;11;0,0014805941186727;0,00127176037541811;0,00127935802909759;0,00115524424857322
"Q3ZCQ8-1,Q3ZCQ8-2";"Q3ZCQ8-1,Q3ZCQ8-2";"Q3ZCQ8-[1,2]";"TIM50_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM50";"TIMM50";12;59;0,000802762543576432;12;12;10;8;17;15;14;13;NA;NA;NA;NA
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";12;29;0,000306123306336075;5;8;9;7;5;8;9;7;0,000279848558694181;0,000443772344017411;0,00054407863435249;0,000416857365219428
"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";12;46;0,000759232231498288;9;10;11;10;10;11;13;12;0,000875127795229227;0,00095407241486561;0,00122879920664184;0,00111734963873249
"Q8NBX0";"Q8NBX0";"Q8NBX0";"SCPDL_HUMAN";"Saccharopine dehydrogenase-like oxidoreductase";"SCCPDH";12;40;0,000895658576531881;11;11;6;7;12;11;7;10;0,00142468357153401;0,00129433600338411;0,000897638150951919;0,00126320413702857
"Q8WUY1";"Q8WUY1";"Q8WUY1";"THEM6_HUMAN";"UPF0670 protein THEM6";"THEM6";12;39;0,00180111341874458;11;12;7;7;12;12;7;8;0,00293840986628891;0,00291225600761426;0,00185137868633833;0,00208428682609714
"Q9BZF1-1,Q9BZF1-2";"Q9BZF1-1,Q9BZF1-2";"Q9BZF1-[1,2]";"OSBL8_HUMAN";"Oxysterol-binding protein-related protein 8";"OSBPL8";13;50;0,000270133246155917;9;12;11;9;10;13;15;12;NA;NA;NA;NA
"Q9P2J5";"Q9P2J5";"Q9P2J5";"SYLC_HUMAN";"Leucine--tRNA ligase, cytoplasmic";"LARS";12;31;0,000253217759551392;7;7;7;6;7;9;8;7;0,000303169271918697;0,000386319674479442;0,000374233981300654;0,000322568199276939
"Q9UJS0-1,Q9UJS0-2";"Q9UJS0-1,Q9UJS0-2";"Q9UJS0-[1,2]";"CMC2_HUMAN";"Calcium-binding mitochondrial carrier protein Aralar2";"SLC25A13";12;39;0,000393877897451622;9;9;8;10;10;9;9;11;NA;NA;NA;NA
"Q9Y673-1,Q9Y673-2";"Q9Y673-1,Q9Y673-2";"Q9Y673-[1,2]";"ALG5_HUMAN";"Dolichyl-phosphate beta-glucosyltransferase";"ALG5";12;46;0,000681903022734573;11;10;10;10;12;12;11;11;NA;NA;NA;NA
"O75477";"O75477";"O75477";"ERLN1_HUMAN";"Erlin-1";"ERLIN1";11;37;0,00124734416778458;9;10;8;6;9;11;10;7;0,00149763639327316;0,00196145523441543;0,00194327664663827;0,00140960438527957
"O96000";"O96000";"O96000";"NDUBA_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10";"NDUFB10";11;44;0,00245733303642671;9;10;8;9;12;11;10;11;0,00355342588481449;0,00322831479913829;0,00319839507274396;0,00346573274571966
"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";11;29;0,000362252547159725;9;8;3;4;11;9;4;5;0,000728552424584852;0,000590782753170122;0,000286150300396339;0,000352350178664016
"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";12;32;0,000547406891103376;7;11;5;6;8;12;5;7;0,00076113231903872;0,00110639132344067;0,000470996534684899;0,000649555141009725
"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";11;29;0,000501029152456526;7;6;6;8;7;6;6;10;0,000641235726216524;0,00054473853379835;0,000593658941559671;0,000974666501412332
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";11;44;0,000595297580655486;10;10;10;8;11;11;13;9;0,000789094104937678;0,00078207062739688;0,00100726920882472;0,000686933968037649
"P21397";"P21397";"P21397";"AOFA_HUMAN";"Amine oxidase [flavin-containing] A";"MAOA";13;60;0,00109365520682783;12;13;11;11;15;15;15;15;0,00144968987710648;0,00143678664512278;0,00156581770164695;0,00154245135138119
"P21964-1,P21964-2";"P21964-1,P21964-2";"P21964-[1,2]";"COMT_HUMAN";"Catechol O-methyltransferase";"COMT";11;59;0,00104566486303498;11;11;8;5;21;20;11;7;NA;NA;NA;NA
"P31689";"P31689";"P31689";"DNJA1_HUMAN";"DnaJ homolog subfamily A member 1";"DNAJA1";11;46;0,00111303062652898;10;9;9;9;12;11;11;12;0,00153951952692215;0,00139866535378283;0,00152427291628;0,00163802894141639
"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";11;38;0,000998670425222334;10;10;7;8;10;11;9;8;0,0013902154206098;0,001492661681322;0,00136507184246144;0,00121023106031447
"P45880-1,P45880-2,P45880-3";"P45880-1,P45880-2,P45880-3";"P45880-[1-3]";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";11;106;0,0011544551618257;11;11;9;9;27;31;21;27;NA;NA;NA;NA
"P60228";"P60228";"P60228";"EIF3E_HUMAN";"Eukaryotic translation initiation factor 3 subunit E";"EIF3E";11;32;0,000690764097675824;6;8;9;9;6;8;9;9;0,000686729496840553;0,000907489512485042;0,00111261024103543;0,00109600700518367
"P61026";"P61026";"P61026";"RAB10_HUMAN";"Ras-related protein Rab-10";"RAB10";11;50;0,00286240903824103;11;11;10;10;12;13;13;12;0,00378761783276115;0,00387212511621085;0,00420558463618871;0,00382735385713897
"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";11;26;0,000787868750996577;10;7;3;4;11;8;3;4;0,00176737165459228;0,00127392060900897;0,000520622037077566;0,000683803879855214
"Q02127";"Q02127";"Q02127";"PYRD_HUMAN";"Dihydroorotate dehydrogenase (quinone), mitochondrial";"DHODH";11;40;0,000972753238815638;10;10;10;8;10;12;10;8;0,00128942880208458;0,00153354240400953;0,00139271886711889;0,00109754850589419
"Q02338";"Q02338";"Q02338";"BDH_HUMAN";"D-beta-hydroxybutyrate dehydrogenase, mitochondrial";"BDH1";11;44;0,00123224863634226;10;10;7;7;12;12;9;11;0,00178189286352214;0,00176603279762031;0,00144347392787395;0,00173791846141044
"Q14165";"Q14165";"Q14165";"MLEC_HUMAN";"Malectin";"MLEC";11;47;0,00154616129097708;10;11;9;10;12;13;10;12;0,00209311387735648;0,00224735737573886;0,0018839861387396;0,00222704619774763
"Q15005";"Q15005";"Q15005";"SPCS2_HUMAN";"Signal peptidase complex subunit 2";"SPCS2";11;54;0,00229522417963911;10;9;10;7;15;13;13;13;0,00338047152758901;0,00290366528192808;0,00316442981533429;0,00311720773106564
"Q15645-1";"Q15645-1";"Q15645-1";"PCH2_HUMAN";"Pachytene checkpoint protein 2 homolog";"TRIP13";11;28;0,000622607107714176;6;4;7;8;8;4;7;9;NA;NA;NA;NA
"Q7Z2K6";"Q7Z2K6";"Q7Z2K6";"ERMP1_HUMAN";"Endoplasmic reticulum metallopeptidase 1";"ERMP1";11;31;0,000329407173929687;5;6;8;10;5;7;8;11;0,000281705960632417;0,000390878018721088;0,000486835356205276;0,000659409327725423
"Q92508";"Q92508";"Q92508";"PIEZ1_HUMAN";"Piezo-type mechanosensitive ion channel component 1";"PIEZO1";11;26;9,90695732113904e-05;6;6;8;6;6;6;8;6;0,000121219605749324;0,000120140668303008;0,000174573249507961;0,00012897609871922
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";11;43;0,000672643289718106;9;8;10;10;10;9;13;11;0,000847680045814865;0,000752025601966213;0,00114475595770857;0,000958791483247311
"Q9BRQ6";"Q9BRQ6";"Q9BRQ6";"CHCH6_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial";"CHCHD6";11;40;0,00163505331630714;9;8;8;7;10;10;10;10;0,00216733777371664;0,00214804698433959;0,0023409529894126;0,0023060194671713
"Q9H0U3";"Q9H0U3";"Q9H0U3";"MAGT1_HUMAN";"Magnesium transporter protein 1";"MAGT1";11;41;0,00117565214198651;9;8;9;8;10;9;12;10;0,00152037127409973;0,00135615503638156;0,00197059326272942;0,00161765544712017
"Q9NUQ2";"Q9NUQ2";"Q9NUQ2";"PLCE_HUMAN";"1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon";"AGPAT5";11;33;0,000870868026645731;8;7;7;8;9;8;7;9;0,00125931851412382;0,00110943086004353;0,00105793067790762;0,00133989867391959
"Q9Y6N5";"Q9Y6N5";"Q9Y6N5";"SQRD_HUMAN";"Sulfide:quinone oxidoreductase, mitochondrial";"SQRDL";11;21;0,000448277117554207;4;6;4;7;4;6;4;7;0,000452732779398587;0,00067305472175974;0,000488999068899522;0,000842978227443733
"O00264";"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";10;59;0,00314026132873011;10;9;8;9;16;16;13;14;0,00452732779398587;0,00468211980354601;0,00386051896499622;0,00407593868214552
"O15269-1";"O15269-1";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";14;46;0,000934192724591974;10;10;9;10;13;11;10;12;NA;NA;NA;NA
"O43736-1,O43736-2";"O43736-1,O43736-2";"O43736-[1,2]";"ITM2A_HUMAN";"Integral membrane protein 2A";"ITM2A";10;39;0,00071222735950356;9;8;9;9;9;8;11;11;NA;NA;NA;NA
"O75396";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";10;40;0,00178715129921943;9;9;8;10;10;9;9;12;0,00236895058987633;0,00211307877761779;0,00230284445237565;0,00302463948717353
"O75746";"O75746";"O75746";"CMC1_HUMAN";"Calcium-binding mitochondrial carrier protein Aralar1";"SLC25A12";10;23;0,000462518293467698;5;5;5;8;5;5;5;8;0,000600972716015823;0,000531806828191956;0,000550587605232157;0,000841351614322709
"O94905-1";"O94905-1";"O94905-1";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";13;61;0,0020988954799698;11;12;11;11;14;16;17;14;NA;NA;NA;NA
"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";10;36;0,000952655031402092;8;8;8;6;11;9;9;7;0,00154340720249518;0,00125154803633009;0,00136394368391396;0,00104501433154182
"P07900-1,P07900-2";"P07900-1,P07900-2";"P07900-[1,2]";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";13;48;0,000425759278761274;11;10;10;9;12;12;12;12;NA;NA;NA;NA
"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";10;66;0,00375143149939699;9;10;10;8;15;16;21;14;0,00452063056352139;0,00477908678172596;0,00683585976494154;0,00448923316390154
"P14927";"P14927";"P14927";"QCR7_HUMAN";"Cytochrome b-c1 complex subunit 7";"UQCRB";10;39;0,00337505937926912;9;9;9;8;10;10;10;9;0,00458850789931;0,00454766703891716;0,00495607164425191;0,0043939019577183
"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";10;41;0,00158807849824791;9;8;9;8;11;10;11;9;0,00225910005849093;0,00203544774725728;0,00244006591839983;0,00196662547301101
"P35610";"P35610";"P35610";"SOAT1_HUMAN";"Sterol O-acyltransferase 1";"SOAT1";10;34;0,000593821636240637;9;8;6;7;12;9;6;7;0,00111125318579653;0,000826021703977862;0,00060013522092214;0,000689709458817599
"P40227";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";11;25;0,000452256978969135;6;4;5;8;6;5;6;8;0,000575507770421933;0,000475321131186257;0,000621608985889223;0,000816443803819596
"P46379-1,P46379-2,P46379-3";"P46379-1,P46379-2,P46379-3";"P46379-[1-3]";"BAG6_HUMAN";"Large proline-rich protein BAG6";"BAG6";10;24;6,78864892813034e-05;3;3;8;7;3;3;10;8;NA;NA;NA;NA
"P50402";"P50402";"P50402";"EMD_HUMAN";"Emerin";"EMD";10;42;0,00158838348739679;8;7;9;10;11;9;10;12;0,00220573549018012;0,00178862967396781;0,00216584233272426;0,00256022633756814
"P61421";"P61421";"P61421";"VA0D1_HUMAN";"V-type proton ATPase subunit d 1";"ATP6V0D1";10;25;0,000684183634850743;8;8;4;4;8;9;4;4;0,0011608532805092;0,00129433600338411;0,000626921883204515;0,000617566466991746
"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";10;36;0,00227509063420368;9;10;8;9;9;10;8;9;0,00301573644171756;0,00332099369289345;0,00289538922374717;0,00320870471912323
"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";10;35;0,00126393924122427;7;8;8;9;7;10;8;10;0,00134032730743003;0,0018977106816534;0,00165450812785552;0,00203727283753856
"Q13315";"Q13315";"Q13315";"ATM_HUMAN";"Serine-protein kinase ATM";"ATM";10;13;4,08629571442924e-05;2;5;3;3;2;5;3;3;3,3332747174307e-05;8,25901572839994e-05;5,40043147099439e-05;5,31984202995998e-05
