;protein.acs;ID;Description;Gene;global.peptide.count;global.spectra.count;global.dNSAF;peptide.count.P5834.1.id.csv;peptide.count.P5834.2.id.csv;peptide.count.P5835.1.id.csv;peptide.count.P5835.2.id.csv;spectra.count.P5834.1.id.csv;spectra.count.P5834.2.id.csv;spectra.count.P5835.1.id.csv;spectra.count.P5835.2.id.csv;dNSAF.P5834.1.id.csv;dNSAF.P5834.2.id.csv;dNSAF.P5835.1.id.csv;dNSAF.P5835.2.id.csv;Go.Cc
1116;Q5VST6;F108B_HUMAN;Abhydrolase domain-containing protein FAM108B1;FAM108B1;6;14;0,000233477665392816;3;6;NA;2;5;7;NA;2;NA;NA;NA;NA;extracellular region
1120;Q5XKP0;QIL1_HUMAN;Protein QIL1;QIL1;3;8;0,000651250049715554;NA;2;3;3;NA;2;3;3;NA;0,000855578036135262;0,00139862021825075;0,00137774891894557;mitochondrion
1122;Q63HN8;RN213_HUMAN;E3 ubiquitin-protein ligase RNF213;RNF213;5;9;8.30E+08;NA;2;3;3;NA;2;4;3;NA;NA;NA;NA;cytoplasm
1127;Q68D91;MBLC2_HUMAN;Metallo-beta-lactamase domain-containing protein 2;MBLAC2;8;21;0,000723027608958398;6;6;5;4;6;6;5;4;NA;NA;NA;NA;extracellular vesicular exosome
1130;Q6F5E8;LR16C_HUMAN;Leucine-rich repeat-containing protein 16C;RLTPR;2;2;1.34E+09;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;cytoplasm
1136;Q6JQN1;ACD10_HUMAN;Acyl-CoA dehydrogenase family member 10;ACAD10;4;5;2.27E+09;NA;3;2;NA;NA;3;2;NA;NA;NA;NA;NA;mitochondrion
1137;Q6KC79;NIPBL_HUMAN;Nipped-B-like protein;NIPBL;1;2;3.43E+08;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;nucleoplasm, extracellular vesicular exosome, SMC loading complex, nucleus
1147;Q6P444;FA54A_HUMAN;Protein FAM54A;FAM54A;1;1;2.50E+09;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;mitochondrion
1150;Q6P589;TP8L2_HUMAN;Tumor necrosis factor alpha-induced protein 8-like protein 2;TNFAIP8L2;2;4;0,00020882474420227;2;2;NA;NA;2;2;NA;NA;0,000553613453068924;0,000548685914478048;NA;NA;cytoplasm
1154;Q6PJG6;BRAT1_HUMAN;BRCA1-associated ATM activator 1;BRAT1;15;33;0,000397141277924679;8;10;6;8;8;10;6;9;NA;NA;NA;NA;nucleus
1158;Q6UW78;CK083_HUMAN;UPF0723 protein C11orf83;C11orf83;2;8;0,000826317267381026;2;2;2;2;2;2;2;2;0,00109532124048045;0,00108557213187055;0,00118306226346659;0,00116540768771023;extracellular region
1165;Q6ZNJ1;NBEL2_HUMAN;Neurobeachin-like protein 2;NBEAL2;7;11;1.92E+09;3;4;3;1;3;4;3;1;NA;NA;NA;NA;endoplasmic reticulum
1168;Q6ZRQ5;MMS22_HUMAN;Protein MMS22-like;MMS22L;3;5;3.86E+09;NA;NA;3;2;NA;NA;3;2;NA;NA;0,000132773278965075;8.72E+09;nuclear replication fork
1171;Q6ZSZ6;TSH1_HUMAN;Teashirt homolog 1;TSHZ1;2;2;8.92E+08;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;nucleus
1177;Q71DI3;H32_HUMAN;Histone H3.2;HIST2H3A,HIST2H3C,HIST2H3D;1;2;0,000600371139581527;1;1;0;0;1;1;0;0;0,000936258045631269;0,000927924708308464;NA;NA;extracellular vesicular exosome, nucleosome, nucleoplasm, extracellular region
1178;Q71U36;TBA1A_HUMAN;Tubulin alpha-1A chain;TUBA1A;0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;cytoplasmic microtubule, cytosol, microtubule, extracellular vesicular exosome
1179;Q7KZF4;SND1_HUMAN;Staphylococcal nuclease domain-containing protein 1;SND1;12;29;0,000306123306336075;5;8;9;7;5;8;9;7;0,000279848558694181;0,000443772344017411;0,00054407863435249;0,000416857365219428;RISC complex, nucleus, mitochondrion, melanosome, extracellular vesicular exosome, cytoplasm
1181;Q7L0Y3;MRRP1_HUMAN;Mitochondrial ribonuclease P protein 1;TRMT10C;5;10;0,000238360750206065;NA;3;4;3;NA;3;4;3;NA;0,00037577496872442;0,000546028736984578;0,000403410353438156;mitochondrion, nucleus, mitochondrial nucleoid
1182;Q7L1Q6;BZW1_HUMAN;Basic leucine zipper and W2 domain-containing protein 1;BZW1;9;26;0,000254139454841267;7;6;6;7;7;6;6;7;NA;NA;NA;NA;cytoplasm
1184;Q7L2H7;EIF3M_HUMAN;Eukaryotic translation initiation factor 3 subunit M;EIF3M;2;2;5.14E+09;NA;2;NA;NA;NA;2;NA;NA;NA;0,000269941733326099;NA;NA;eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex
1185;Q7L576;CYFP1_HUMAN;Cytoplasmic FMR1-interacting protein 1;CYFIP1;2;2;6.13E+09;NA;2;0;0;NA;2;0;0;NA;NA;NA;NA;cell junction, extracellular vesicular exosome, ruffle, lamellipodium, synapse, neuron projection, perinuclear region of cytoplasm, SCAR complex, mRNA cap binding complex
1187;Q7L7V1;DHX32_HUMAN;Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32;DHX32;2;3;1.94E+08;NA;NA;1;2;NA;NA;1;2;NA;NA;NA;NA;nucleus, mitochondrion
1188;Q7L8L6;FAKD5_HUMAN;FAST kinase domain-containing protein 5;FASTKD5;5;12;0,00015087861099431;2;3;2;5;2;3;2;5;0,000133330988697228;0,000198216377481599;0,000144011505893184;0,000354656135330665;mitochondrion
1189;Q7LBC6;KDM3B_HUMAN;Lysine-specific demethylase 3B;KDM3B;2;8;1.45E+09;1;1;1;2;2;2;2;2;NA;NA;NA;NA;nucleus
1192;Q7RTS9;DYM_HUMAN;Dymeclin;DYM;4;10;0,000179483150846495;NA;3;3;4;NA;3;3;4;NA;NA;NA;NA;Golgi apparatus, cytoplasm
1195;Q7Z333;SETX_HUMAN;Probable helicase senataxin;SETX;1;1;1.20E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;nucleolus, nucleoplasm, cytoplasm, nucleus
1198;Q7Z3D6;CN159_HUMAN;UPF0317 protein C14orf159, mitochondrial;C14orf159;1;2;1.04E+09;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;mitochondrion
1200;Q7Z3U7;MON2_HUMAN;Protein MON2 homolog;MON2;1;3;2.36E+08;1;1;1;0;1;1;1;0;NA;NA;NA;NA;trans-Golgi network
1201;Q7Z3U7;MON2_HUMAN;Protein MON2 homolog;MON2;21;66;0,000172926660507429;16;16;10;11;19;21;13;13;NA;NA;NA;NA;trans-Golgi network
1205;Q7Z460;CLAP1_HUMAN;CLIP-associating protein 1;CLASP1;2;3;7.29E+08;2;NA;1;NA;2;NA;1;NA;NA;NA;NA;NA;cytoplasmic microtubule, kinetochore, condensed chromosome kinetochore, cytosol, centrosomal corona, cell cortex, Golgi apparatus, kinetochore microtubule, centrosome, cortical microtubule cytoskeleton, spindle microtubule
1206;Q7Z4R8;CF120_HUMAN;UPF0669 protein C6orf120;C6orf120;2;6;0,000301757221988621;2;1;2;1;2;1;2;1;0,000533323954788911;0,000264288503308798;0,000576046023572735;0,000283724908264532;extracellular region
1208;Q7Z5H3;RHG22_HUMAN;Rho GTPase-activating protein 22;ARHGAP22;2;4;1.83E+09;1;1;NA;2;1;1;NA;2;NA;NA;NA;NA;cytosol, nucleus
1222;Q86V21;AACS_HUMAN;Acetoacetyl-CoA synthetase;AACS;1;4;2.86E+09;1;1;1;1;1;1;1;1;NA;NA;NA;NA;cytosol
1223;Q86V81;THOC4_HUMAN;THO complex subunit 4;ALYREF;3;8;0,000299017532554223;2;1;3;2;2;1;3;2;0,000396361382741954;0,000196416747595255;0,000642168037951707;0,000421723404502145;nuclear speck, cytosol, nucleoplasm, extracellular vesicular exosome, transcription export complex, catalytic step 2 spliceosome
1225;Q86VQ0;LCA5_HUMAN;Lebercilin;LCA5;2;2;2.76E+09;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000155499160627046;cilium, cytoplasm, microtubule organizing center
1229;Q86Y56;HEAT2_HUMAN;HEAT repeat-containing protein 2;HEATR2;24;78;0,000876331207248825;16;17;19;18;17;19;21;21;NA;NA;NA;NA;cytoplasm
1233;Q86YZ3;HORN_HUMAN;Hornerin;HRNR;2;2;6.74E+08;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;3.80E+09;extracellular vesicular exosome, cornified envelope
1236;Q8IV48;ERI1_HUMAN;3'-5' exoribonuclease 1;ERI1;1;1;2.75E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000155276382459959;cytoplasm, histone pre-mRNA 3'end processing complex, nucleus, nucleolus
1238;Q8IWS0;PHF6_HUMAN;PHD finger protein 6;PHF6;1;2;2.63E+09;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;nucleus, nucleolus
1239;Q8IWZ3;ANKH1_HUMAN;Ankyrin repeat and KH domain-containing protein 1;ANKHD1;2;7;8.82E+08;2;2;1;2;2;2;1;2;NA;NA;NA;NA;cytoplasm
1240;Q8IXH7;NELFD_HUMAN;Negative elongation factor C/D;TH1L;8;22;0,000179093763671777;7;5;4;4;8;5;4;5;NA;NA;NA;NA;nucleoplasm, NELF complex
1245;Q8IY67;RAVR1_HUMAN;Ribonucleoprotein PTB-binding 1;RAVER1;5;15;0,00011888537417456;5;5;2;2;5;6;2;2;NA;NA;NA;NA;cytoplasm, nucleus
1249;Q8IZ81;ELMD2_HUMAN;ELMO domain-containing protein 2;ELMOD2;5;21;0,000688480214673696;5;5;5;3;5;5;7;4;0,00086915422666111;0,000861418159248813;0,00131428930634257;0,00073981511916076;cytoskeleton
1250;Q8IZH2;XRN1_HUMAN;5'-3' exoribonuclease 1;XRN1;1;1;1.88E+08;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;cytoplasmic mRNA processing body, cytosol
1256;Q8N163;K1967_HUMAN;DBIRD complex subunit KIAA1967;KIAA1967;1;2;1.04E+09;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;nuclear chromatin, DBIRD complex, nucleus, mitochondrial matrix, cytoplasm
1257;Q8N183;MIMIT_HUMAN;Mimitin, mitochondrial;NDUFAF2;13;53;0,00301251317375819;11;12;13;11;13;13;14;13;0,00391787982171854;0,00388300801015234;0,00455723984329436;0,00416857365219428;mitochondrion
1262;Q8N2G8;GHDC_HUMAN;GH3 domain-containing protein;GHDC;10;22;0,000398737058740938;7;8;2;4;8;8;2;4;NA;NA;NA;NA;nuclear envelope, endoplasmic reticulum
1263;Q8N2K0;ABD12_HUMAN;Monoacylglycerol lipase ABHD12;ABHD12;6;22;0,000265490755191831;4;6;5;5;5;6;6;5;NA;NA;NA;NA;alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex
1280;Q8N726;CD2A2_HUMAN;Cyclin-dependent kinase inhibitor 2A, isoform 4;CDKN2A;1;4;0,000291089037372861;1;1;1;1;1;1;1;1;NA;NA;NA;NA;nucleolus, mitochondrion, nucleoplasm, nucleus, protein complex
1289;Q8NBM8;PCYXL_HUMAN;Prenylcysteine oxidase-like;PCYOX1L;1;5;9.72E+09;1;1;1;1;2;1;1;1;NA;NA;NA;NA;extracellular region
1291;Q8NBN7;RDH13_HUMAN;Retinol dehydrogenase 13;RDH13;6;18;0,000522377305738609;5;4;4;4;6;4;4;4;NA;NA;NA;NA;mitochondrion
1293;Q8NBQ5;DHB11_HUMAN;Estradiol 17-beta-dehydrogenase 11;HSD17B11;13;67;0,00214532620543799;12;13;12;12;15;19;18;15;0,00254662188411705;0,00319700992835876;0,00330074371507177;0,00270957287392628;lipid particle, extracellular region, cytoplasm
1294;Q8NBS9;TXND5_HUMAN;Thioredoxin domain-containing protein 5;TXNDC5;1;2;4.45E+09;1;1;NA;NA;1;1;NA;NA;0,000117899161301715;0,000116849778083288;NA;NA;endoplasmic reticulum lumen, endoplasmic reticulum, lysosomal lumen, extracellular vesicular exosome
1297;Q8NBX0;SCPDL_HUMAN;Saccharopine dehydrogenase-like oxidoreductase;SCCPDH;12;40;0,000895658576531881;11;11;6;7;12;11;7;10;0,00142468357153401;0,00129433600338411;0,000897638150951919;0,00126320413702857;mitochondrion, midbody, lipid particle
1302;Q8ND04;SMG8_HUMAN;Protein SMG8;SMG8;2;2;6.46E+08;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;cytosol
1305;Q8NE71;ABCF1_HUMAN;ATP-binding cassette sub-family F member 1;ABCF1;2;2;1.14E+08;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;nucleoplasm, nuclear envelope, polysomal ribosome, ribosome, cytoplasm
1309;Q8NF50;DOCK8_HUMAN;Dedicator of cytokinesis protein 8;DOCK8;3;5;7.63E+08;NA;NA;2;2;NA;NA;2;3;NA;NA;NA;NA;cytosol
1311;Q8NFH4;NUP37_HUMAN;Nucleoporin Nup37;NUP37;2;5;0,000147330341001602;2;2;NA;NA;2;3;NA;NA;0,000312468942836448;0,000464531633116385;NA;NA;nucleus, cytosol, nuclear pore outer ring, condensed chromosome kinetochore, nuclear envelope
1316;Q8NI27;THOC2_HUMAN;THO complex subunit 2;THOC2;2;4;2.41E+09;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;nuclear speck, transcription export complex, THO complex part of transcription export complex, THO complex
1317;Q8NI37;PPTC7_HUMAN;Protein phosphatase PTC7 homolog;PPTC7;1;2;6.32E+09;1;NA;NA;1;1;NA;NA;1;0,000167540913428753;NA;NA;0,000178261373284624;mitochondrion
1318;Q8NI60;ADCK3_HUMAN;Chaperone activity of bc1 complex-like, mitochondrial;ADCK3;8;16;0,000237550249973525;1;5;5;4;1;6;5;4;NA;NA;NA;NA;mitochondrion
1325;Q8TC07;TBC15_HUMAN;TBC1 domain family member 15;TBC1D15;19;63;0,000875794658029202;16;16;14;12;17;17;16;13;NA;NA;NA;NA;extracellular region, cytoplasm, mitochondrion
1332;Q8TEQ6;GEMI5_HUMAN;Gem-associated protein 5;GEMIN5;22;51;0,000324869263858439;8;14;14;12;10;14;14;13;0,000337748260492978;0,000468638897777007;0,000510725154851954;0,000467167736883842;SMN-Sm protein complex, nuclear body, SMN complex, cytosol, Gemini of coiled bodies, cytoplasm, nucleoplasm, nucleus
1333;Q8TEX9;IPO4_HUMAN;Importin-4;IPO4;23;77;0,000342117134118613;17;19;15;15;20;23;17;17;NA;NA;NA;NA;cytoplasm, nucleus
1341;Q8WUM4;PDC6I_HUMAN;Programmed cell death 6-interacting protein;PDCD6IP;4;7;7.75E+09;NA;1;3;3;NA;1;3;3;NA;5.82E+09;0,000190135006628558;0,000187297664096287;cytosol, cytoplasm, extracellular vesicular exosome, melanosome, immunological synapse, microtubule organizing center
1343;Q8WUN7;UBTD2_HUMAN;Ubiquitin domain-containing protein 2;UBTD2;1;1;4.11E+09;1;NA;NA;NA;1;NA;NA;NA;0,000217659990095475;NA;NA;NA;cytoplasm
1345;Q8WUY1;THEM6_HUMAN;UPF0670 protein THEM6;THEM6;12;39;0,00180111341874458;11;12;7;7;12;12;7;8;0,00293840986628891;0,00291225600761426;0,00185137868633833;0,00208428682609714;extracellular region
1346;Q8WVB6;CTF18_HUMAN;Chromosome transmission fidelity protein 18 homolog;CHTF18;1;1;3.28E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;nucleus, cytoplasm
1347;Q8WVC6;DCAKD_HUMAN;Dephospho-CoA kinase domain-containing protein;DCAKD;6;16;0,000665346371137969;4;4;3;4;4;4;3;5;NA;NA;NA;NA;mitochondrion
1351;Q8WWC4;CB047_HUMAN;Uncharacterized protein C2orf47, mitochondrial;C2orf47;5;14;0,000462141358303306;3;2;5;4;3;2;5;4;0,000525076677137536;0,000346935423587495;0,000945230158955261;0,000744899759154992;mitochondrion
1352;Q8WWV3;RT4I1_HUMAN;Reticulon-4-interacting protein 1, mitochondrial;RTN4IP1;4;12;0,000291089037372861;3;1;2;2;3;1;2;6;NA;NA;NA;NA;mitochondrion
1355;Q8WYA6;CTBL1_HUMAN;Beta-catenin-like protein 1;CTNNBL1;9;16;0,000272992916044176;4;5;3;3;4;5;4;3;NA;NA;NA;NA;Prp19 complex, spliceosomal complex, nucleus
1356;Q92485;ASM3B_HUMAN;Acid sphingomyelinase-like phosphodiesterase 3b;SMPDL3B;1;1;1.06E+09;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;extracellular space, extracellular vesicular exosome
1357;Q92499;DDX1_HUMAN;ATP-dependent RNA helicase DDX1;DDX1;1;5;6.49E+09;1;1;1;1;1;1;1;2;6.88E+07;6.82E+09;7.43E+09;0,00014646339859061;cytoplasmic stress granule, nucleus, ribonucleoprotein complex, cytoplasm, cleavage body, tRNA-splicing ligase complex
1361;Q92522;H1X_HUMAN;Histone H1x;H1FX;1;5;0,000225491507824048;1;1;1;1;1;1;2;1;0,00023911942573869;0,000236991099211176;0,000516548312217805;0,000254419988162092;nucleus, nucleolus, nucleosome
1369;Q92598;HS105_HUMAN;Heat shock protein 105 kDa;HSPH1;2;3;1.12E+09;NA;NA;2;1;NA;NA;2;1;NA;NA;NA;NA;cytoplasm, nucleus, microtubule, extracellular vesicular exosome, endocytic vesicle lumen, extracellular region
1372;Q92609;TBCD5_HUMAN;TBC1 domain family member 5;TBC1D5;9;23;0,00027790764700126;5;6;5;6;5;6;5;7;0,000320329796744283;0,0003809743708074;0,000345989907240228;0,000477157487232301;retromer complex
1373;Q92616;GCN1L_HUMAN;Translational activator GCN1;GCN1L1;124;521;0,00187371539481528;103;105;99;96;131;134;129;127;0,00249799675641583;0,00253245973556173;0,0026569071461641;0,00257668105569927;ribosome, cytoplasm
1379;Q92769;HDAC2_HUMAN;Histone deacetylase 2;HDAC2;1;1;2.95E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000166572102905304;heterochromatin, Sin3 complex, NuRD complex, transcription factor complex, cytoplasm, replication fork, ESC/E(Z) complex, nucleus, nucleoplasm
1381;Q92841;DDX17_HUMAN;Probable ATP-dependent RNA helicase DDX17;DDX17;5;9;5.14E+09;0;0;5;4;0;0;5;4;NA;NA;NA;NA;nucleus, nucleolus
1382;Q92879;CELF1_HUMAN;CUGBP Elav-like family member 1;CELF1;4;18;9.67E+09;3;4;3;3;4;6;4;4;NA;NA;NA;NA;nucleus, cytoplasm, ribonucleoprotein complex
1384;Q92901;RL3L_HUMAN;60S ribosomal protein L3-like;RPL3L;1;1;2.60E+09;0;1;0;0;0;1;0;0;NA;0,000134362889786189;NA;NA;cytosolic large ribosomal subunit, cytosol, ribosome
1385;Q92922;SMRC1_HUMAN;SWI/SNF complex subunit SMARCC1;SMARCC1;2;2;1.74E+09;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;9.81E+09;SWI/SNF complex, nucleus, WINAC complex, XY body, nBAF complex, npBAF complex
1387;Q92945;FUBP2_HUMAN;Far upstream element-binding protein 2;KHSRP;11;43;0,000672643289718106;9;8;10;10;10;9;13;11;0,000847680045814865;0,000752025601966213;0,00114475595770857;0,000958791483247311;nucleus, cytoplasmic stress granule, cytosol, nucleoplasm
1389;Q92973;TNPO1_HUMAN;Transportin-1;TNPO1;24;93;0,000674521047486919;21;20;12;13;30;27;18;18;NA;NA;NA;NA;nucleus, cytosol, cytoplasm
1391;Q92990;GLMN_HUMAN;Glomulin;GLMN;10;35;0,000566006461558342;8;9;6;7;11;11;6;7;NA;NA;NA;NA;Cul3-RING ubiquitin ligase complex, intracellular, Cul2-RING ubiquitin ligase complex, Cul4A-RING ubiquitin ligase complex, cullin-RING ubiquitin ligase complex
1392;Q92997;DVL3_HUMAN;Segment polarity protein dishevelled homolog DVL-3;DVL3;1;1;4.02E+09;0;0;0;1;0;0;0;1;NA;NA;0;0,000151372786252865;cell cortex
1393;Q93008;USP9X_HUMAN;Probable ubiquitin carboxyl-terminal hydrolase FAF-X;USP9X;52;164;0,000306492970868079;41;43;35;34;44;46;37;37;NA;NA;NA;NA;apical part of cell, cytoplasm, cytosol
1406;Q969Z0;TBRG4_HUMAN;Protein TBRG4;TBRG4;10;45;0,000685051062596988;8;7;7;7;12;12;10;11;NA;NA;NA;NA;mitochondrion
1409;Q96A49;SYAP1_HUMAN;Synapse-associated protein 1;SYAP1;2;2;5.46E+09;NA;2;NA;NA;NA;2;NA;NA;NA;0,00028681309165898;NA;NA;cytoplasm, nucleus, Golgi apparatus
1413;Q96AE4;FUBP1_HUMAN;Far upstream element-binding protein 1;FUBP1;1;2;0,000484508220290356;0;0;1;1;0;0;1;1;NA;NA;NA;NA;nucleus
1414;Q96AE4;FUBP1_HUMAN;Far upstream element-binding protein 1;FUBP1;1;2;0,000484508220290356;0;1;0;1;0;1;0;1;NA;NA;NA;NA;nucleus
1421;Q96C36;P5CR2_HUMAN;Pyrroline-5-carboxylate reductase 2;PYCR2;3;8;0,000240148455832611;1;2;2;2;1;2;3;2;0,000159163867757316;0,000315494400824878;0,000515741205479964;0,000338696609240785;cytoplasm
1429;Q96ER3;SAAL1_HUMAN;Protein SAAL1;SAAL1;6;21;0,000425579541981842;6;5;3;3;7;6;4;4;0,000752166801216007;0,000638976001670639;0,000464239622372964;0,000457311877455913;extracellular region
1432;Q96F07;CYFP2_HUMAN;Cytoplasmic FMR1-interacting protein 2;CYFIP2;1;1;1.50E+09;NA;0;0;1;NA;0;0;1;NA;NA;NA;NA;neuron projection, perinuclear region of cytoplasm, extracellular vesicular exosome, synapse, cell junction, cytoplasm, cytosol
1439;Q96HY6;DDRGK_HUMAN;DDRGK domain-containing protein 1;DDRGK1;6;23;0,00070361967950956;4;4;5;6;5;5;6;7;NA;NA;NA;NA;endoplasmic reticulum
1440;Q96I24;FUBP3_HUMAN;Far upstream element-binding protein 3;FUBP3;3;8;0,000188902536141269;2;3;1;2;2;3;1;2;NA;NA;NA;NA;nucleus, cytoplasm
1441;Q96IV0;NGLY1_HUMAN;Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase;NGLY1;2;2;7.34E+08;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;cytoplasm
1443;Q96JH7;VCIP1_HUMAN;Deubiquitinating protein VCIP135;VCPIP1;2;3;2.36E+09;NA;NA;2;1;NA;NA;2;1;NA;NA;9.00E+09;4.43E+09;endoplasmic reticulum, cytoplasm, Golgi stack
1453;Q96M27;PRRC1_HUMAN;Protein PRRC1;PRRC1;4;11;5.94E+09;3;4;2;2;3;4;2;2;NA;NA;NA;NA;Golgi apparatus
1459;Q96P70;IPO9_HUMAN;Importin-9;IPO9;15;60;0,000553656382323022;15;12;11;10;19;14;15;12;0,000929602608995658;0,000678873638662561;0,000792685810535968;0,000624685388801449;cytoplasm, nucleus
1461;Q96PU8;QKI_HUMAN;Protein quaking;QKI;6;16;7.51E+09;4;4;4;3;4;5;4;3;NA;NA;NA;NA;cytoplasm, nucleus
1468;Q96RU2;UBP28_HUMAN;Ubiquitin carboxyl-terminal hydrolase 28;USP28;2;2;8.92E+08;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;nucleus, nucleoplasm, protein complex, nucleolus
1473;Q96T76;MMS19_HUMAN;MMS19 nucleotide excision repair protein homolog;MMS19;27;79;0,000368383068170412;20;22;13;15;23;25;14;17;NA;NA;NA;NA;nucleus, spindle, cytoplasm, CIA complex, MMXD complex, holo TFIIH complex
1477;Q99417;MYCBP_HUMAN;C-Myc-binding protein;MYCBP;3;8;0,000746092289965392;NA;2;2;3;NA;2;2;4;NA;0,000980176779261756;0,00106820184953779;0,00210452262052527;cytoplasm, centrosome, nucleus, mitochondrion
1479;Q99460;PSMD1_HUMAN;26S proteasome non-ATPase regulatory subunit 1;PSMD1;1;1;5.04E+08;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;proteasome regulatory particle, proteasome complex, nucleoplasm, cytosol, proteasome accessory complex
1480;Q99504;EYA3_HUMAN;Eyes absent homolog 3;EYA3;1;4;3.35E+09;1;1;1;1;1;1;1;1;NA;NA;NA;NA;cytoplasm, transcription factor complex, nucleus
1492;Q99729;ROAA_HUMAN;Heterogeneous nuclear ribonucleoprotein A/B;HNRNPAB;1;1;7.23E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;ribonucleoprotein complex, cytoplasm, nucleus
1493;Q99733;NP1L4_HUMAN;Nucleosome assembly protein 1-like 4;NAP1L4;4;9;0,000238492259585489;2;1;3;2;2;1;4;2;0,000316912945579011;0,000134610944351948;0,000586798882679426;0,000289021106552137;nucleus, cytoplasm
1498;Q99832;TCPH_HUMAN;T-complex protein 1 subunit eta;CCT7;11;34;0,000300738397727763;8;7;7;8;9;8;7;10;NA;NA;NA;NA;cytoplasm, mitochondrion, zona pellucida receptor complex, microtubule, chaperonin-containing T-complex, cytosol, cell body, extracellular vesicular exosome
1500;Q99956;DUS9_HUMAN;Dual specificity protein phosphatase 9;DUSP9;5;10;0,000250154641492303;3;3;3;NA;3;3;4;NA;0,000397909669393289;0,000394368001031097;0,000573045783866627;NA;cytosol, nucleus, cytoplasm
1502;Q9BPX3;CND3_HUMAN;Condensin complex subunit 3;NCAPG;19;62;0,000586766670408743;16;14;12;11;19;16;14;13;0,000953415089620177;0,000795729720307081;0,000758791658637189;0,000694077780513137;actin cytoskeleton, nucleus, condensin complex, cytoplasm, centrosome, cytosol
1505;Q9BQE3;TBA1C_HUMAN;Tubulin alpha-1C chain;TUBA1C;2;5;0,00279924539303655;2;1;1;1;2;1;1;1;0,00421979216432759;0,00391615915500517;0,00380839336093099;0,00321648628463855;cytoplasmic microtubule, microtubule
1512;Q9BRR6;ADPGK_HUMAN;ADP-dependent glucokinase;ADPGK;11;60;0,000579835305833265;11;10;8;8;18;15;14;13;NA;NA;NA;NA;extracellular region
1513;Q9BRX2;PELO_HUMAN;Protein pelota homolog;PELO;1;2;4.99E+09;1;1;NA;NA;1;1;NA;NA;0,000132292045928159;0,000131114556186962;NA;NA;cytoplasm, nucleus
1525;Q9BUF5;TBB6_HUMAN;Tubulin beta-6 chain;TUBB6;3;4;0,000442616552038025;1;0;1;2;1;0;1;2;0,000767666287937626;NA;0,000560197223690245;0,000830940907380836;cytoplasm, microtubule, extracellular vesicular exosome
1526;Q9BUJ2;HNRL1_HUMAN;Heterogeneous nuclear ribonucleoprotein U-like protein 1;HNRNPUL1;3;3;1.12E+09;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;ribonucleoprotein complex, nucleoplasm, nucleus
1530;Q9BV20;MTNA_HUMAN;Methylthioribose-1-phosphate isomerase;MRI1;1;2;2.60E+09;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;cell projection, cytosol, nucleolus, cytoplasm
1533;Q9BV86;NTM1A_HUMAN;N-terminal Xaa-Pro-Lys N-methyltransferase 1;NTMT1;1;1;2.15E+09;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;cytoplasm, nucleus
1534;Q9BVC4;LST8_HUMAN;Target of rapamycin complex subunit LST8;MLST8;1;1;9.82E+08;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;cytosol, cytoplasm
1544;Q9BWF3;RBM4_HUMAN;RNA-binding protein 4;RBM4;8;18;0,000475018923624944;4;5;5;4;4;5;5;4;NA;NA;NA;NA;cytoplasmic stress granule, cytoplasm, nuclear speck, nucleoplasm, nucleus, nucleolus
