"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc"
"100";"P00492";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";1;2;0,000346269360129634;1;1;1;1;0,000430300851006211;0,000438749203437481;"cytosol, extracellular vesicular exosome"
"101";"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";15;28;0,0024577071793387;13;11;15;13;0,00327228786695421;0,00289166335474842;"mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, plasma membrane"
"102";"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";14;29;0,00314980560394179;13;12;15;14;0,0040491619648642;0,00385341746443509;"extracellular vesicular exosome, cytosol"
"103";"P00747";"P00747";"P00747";"PLMN_HUMAN";"Plasminogen";"PLG";1;2;9,31934821089632e-05;1;1;1;1;0,000115809364838709;0,000118083118949841;"extrinsic component of external side of plasma membrane, extracellular vesicular exosome, blood microparticle, platelet alpha granule lumen"
"104";"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";7;13;0,00135169058761347;6;7;6;7;0,00155050554577445;0,00184443880012561;"external side of plasma membrane, cytosol, dendrite cytoplasm, cell junction, lysosome, cytoplasmic membrane-bounded vesicle lumen, extracellular space, neuronal cell body"
"105";"P00846";"P00846";"P00846";"ATP6_HUMAN";"ATP synthase subunit a";"MT-ATP6";2;2;0,000334012037647169;NA;2;NA;2;NA;0,000846436516366115;"proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, integral component of membrane"
"106";"P01589";"P01589";"P01589";"IL2RA_HUMAN";"Interleukin-2 receptor subunit alpha";"IL2RA";2;4;0,000555049415501913;2;2;2;2;0,000689746952348192;0,00070328916433361;"integral component of membrane, external side of plasma membrane, plasma membrane"
"107";"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";2;8;0,0112713048430142;2;2;4;4;0,0133640834164559;0,0149367057586689;"cell surface, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, MHC class I protein complex"
"108";"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";6;19;0,00282332222373414;6;6;9;10;0,00332381995934719;0,00376564276966027;"extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, trans-Golgi network membrane, late endosome membrane, MHC class II protein complex, lysosomal membrane, Golgi membrane, clathrin-coated endocytic vesicle membrane"
"109";"P02042";"P02042,P68871";"P02042,P68871";"HBB_HUMAN, HBD_HUMAN";"Hemoglobin subunit beta, Hemoglobin subunit delta";"HBB, HBD";2;6;0,000770272658247553;2;2;3;3;0,000957199852238307;0,000975993126013989;"hemoglobin complex, blood microparticle"
"110";"P02533";"P02533,Q04695";"P02533,Q04695";"K1C14_HUMAN, K1C17_HUMAN";"Keratin, type I cytoskeletal 14, Keratin, type I cytoskeletal 17";"KRT14, KRT17";2;2;0,00015188074093158;1;1;1;1;0,000216868042563005;0,000181610211809453;"keratin filament, cell periphery, cytosol, extracellular vesicular exosome, nucleus"
"111";"P02647";"P02647";"P02647";"APOA1_HUMAN";"Apolipoprotein A-I";"APOA1";1;2;0,000282721799656405;1;1;1;1;0,000351331780971364;0,000358229686701764;"very-low-density lipoprotein particle, early endosome, extracellular vesicular exosome, blood microparticle, secretory granule lumen, endoplasmic reticulum lumen, endocytic vesicle lumen, cytosol, nucleus, plasma membrane, spherical high-density lipoprotein particle"
"112";"P02656";"P02656";"P02656";"APOC3_HUMAN";"Apolipoprotein C-III";"APOC3";1;3;0,00114373818951909;1;1;2;1;0,00189506233372432;0,000966134609589606;"spherical high-density lipoprotein particle, very-low-density lipoprotein particle, chylomicron, intermediate-density lipoprotein particle, early endosome"
"113";"P02765";"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";4;11;0,00113127237818919;4;4;6;5;0,00153360630276873;0,00130309708922849;"blood microparticle, extracellular vesicular exosome"
"114";"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";16;35;0,00173818106433494;14;16;17;18;0,00209828283398555;0,00226533141353773;"extracellular vesicular exosome, blood microparticle, integral component of plasma membrane, endosome, external side of plasma membrane, coated pit, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, melanosome"
"115";"P04004";"P04004";"P04004";"VTNC_HUMAN";"Vitronectin";"VTN";1;2;0,000157922009431507;1;1;1;1;0,000196245994810364;0,000200099009099102;"extracellular vesicular exosome, alphav-beta3 integrin-vitronectin complex, extracellular matrix, blood microparticle, proteinaceous extracellular matrix"
"116";"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";14;28;0,00200533982374885;11;14;12;16;0,00213599056211053;0,00290390364628071;"endoplasmic reticulum, peroxisomal matrix, Golgi apparatus, lysosome, cytosol, peroxisomal membrane, mitochondrial intermembrane space, plasma membrane"
"117";"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";16;58;0,00714168664149234;14;16;29;29;0,00887480728385372;0,00904905165152874;"extracellular space, extracellular vesicular exosome, I band, actin cytoskeleton, cytosol, platelet alpha granule lumen"
"118";"P04179";"P04179-1,P04179-2";"P04179-1,P04179-2";"SODM_HUMAN";"Superoxide dismutase [Mn], mitochondrial";"SOD2";3;5;0,000425037840699663;2;3;2;3;NA;NA;"mitochondrial inner membrane, mitochondrial nucleoid, mitochondrial matrix"
"119";"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, early endosome membrane, Golgi membrane, cell surface, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex"
"120";"P04233";"P04233-1,P04233-2";"P04233-1,P04233-2";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";3;5;0,000318778380524747;2;3;2;3;NA;NA;"trans-Golgi network membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, Golgi membrane, NOS2-CD74 complex, plasma membrane, ER to Golgi transport vesicle membrane, multivesicular body, lysosomal lumen, cell surface"
"121";"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;0;"keratin filament, extracellular vesicular exosome"
"122";"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";16;38;0,00293094605726967;14;14;20;18;0,00372162345541836;0,00363975873315797;"extracellular vesicular exosome, keratin filament, plasma membrane, cytoskeleton, membrane, blood microparticle"
"123";"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";1;2;0,000912941126732757;1;1;1;1;0,000865700368788465;0,00157409584713609;"internode region of axon, plasma membrane, neuronal cell body, cilium, myelin sheath, cytosol, microtubule"
"124";"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;74;0,0083373392800168;17;14;40;34;0,0112006669276841;0,00970748983844362;"perinuclear region of cytoplasm, extracellular vesicular exosome, lipid particle, nucleus, GAIT complex, cytosol, ribonucleoprotein complex, microtubule cytoskeleton, plasma membrane"
"125";"P04632";"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";1;2;0,000281666867568135;1;1;1;1;0,000350020841490127;0,00035689300876631;"extracellular vesicular exosome, plasma membrane, cytoplasm"
"126";"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";5;10;0,00184113952459171;3;5;4;6;0,00183035288818252;0,00279943394193281;"spindle, Z disc, extracellular vesicular exosome, cytoskeleton, proteasome complex, cytosol, nucleus, plasma membrane, extracellular space"
"127";"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";13;24;0,00149232396391948;11;11;13;11;0,00200901583484613;0,00173331233911545;"integral component of membrane, oligosaccharyltransferase complex, melanosome, rough endoplasmic reticulum"
"128";"P04844";"P04844-1,P04844-2";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";4;9;0,000269168179308376;4;4;5;4;NA;NA;"rough endoplasmic reticulum, autophagic vacuole membrane, integral component of membrane, nucleus, oligosaccharyltransferase complex"
"129";"P04899";"P04899-1,P04899-4";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";2;6;0,000571466370044928;2;2;3;3;NA;NA;"centrosome, midbody, cytosol, extracellular vesicular exosome, cytoplasm, heterotrimeric G-protein complex, membrane raft, nucleus"
"130";"P05023";"P05023-1";"P05023-1";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";19;40;0,00192986293351205;15;18;17;23;NA;NA;"T-tubule, endoplasmic reticulum, basolateral plasma membrane, melanosome, endosome, Golgi apparatus, sodium:potassium-exchanging ATPase complex, caveola, extracellular vesicular exosome"
"131";"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";19;34;0,00166875715037766;12;19;13;21;0,00158579013231678;0,00261195559601663;"extracellular vesicular exosome, integrin complex"
"132";"P05114";"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";4;9;0,00339690242287171;4;3;5;4;0,0046902792759677;0,00382589305397484;"chromatin, nucleus, cytoplasm"
"133";"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;13;0,00296374036894847;4;5;7;6;0,00367247818028791;0,00385157018856527;"MMXD complex, mitochondrial nucleoid, integral component of plasma membrane, mitochondrial inner membrane"
"134";"P05165";"P05165-1,P05165-2,P05165-3";"P05165-1,P05165-2,P05165-3";"PCCA_HUMAN";"Propionyl-CoA carboxylase alpha chain, mitochondrial";"PCCA";1;1;1,72817583581182e-05;NA;1;NA;1;NA;NA;"mitochondrial matrix, cytosol"
"135";"P05166";"P05166-1,P05166-2";"P05166-1,P05166-2";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";21;44;0,00154054531649511;18;20;20;24;NA;NA;"mitochondrial matrix, cytosol"
"136";"P05198";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";4;7;0,000838741338980669;4;3;4;3;0,001191182038341;0,000910926917613057;"polysome, cytoplasmic stress granule, eukaryotic translation initiation factor 2 complex, extracellular vesicular exosome, nucleus, cytosol"
"137";"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";1;1;0,000413852634365462;0;1;0;1;0;0,00104876454330451;"cytosolic large ribosomal subunit"
"138";"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";4;7;0,00287177741064033;4;3;4;3;0,00407850371823279;0,00311893455487079;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"139";"P05388";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";10;22;0,00261941301448221;9;9;11;11;0,00325508340918894;0,00331899239698133;"extracellular vesicular exosome, nucleus, cytosolic large ribosomal subunit"
"140";"P05455";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";3;6;0,000555049415501913;2;3;3;3;0,000689746952348192;0,00070328916433361;"ribonucleoprotein complex, nucleus"
"141";"P05534";"P05534,P30447";"P05534,P30447";"1A23_HUMAN, 1A24_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, extracellular vesicular exosome, early endosome membrane, phagocytic vesicle membrane"
"142";"P05556";"P05556-1";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";14;34;0,00160811309353436;14;13;18;16;NA;NA;"cytoplasm, recycling endosome, basement membrane, filopodium, alpha7-beta1 integrin complex, myelin sheath abaxonal region, focal adhesion, extracellular vesicular exosome, alpha3-beta1 integrin complex, hemidesmosome, alpha8-beta1 integrin complex, cleavage furrow, alpha9-beta1 integrin complex, external side of plasma membrane, melanosome, acrosomal vesicle, lamellipodium, intercalated disc, ruffle, sarcolemma, neuromuscular junction, membrane raft, cell surface"
"143";"P06213";"P06213-1,P06213-2";"P06213-1,P06213-2";"INSR_HUMAN";"Insulin receptor";"INSR";2;5;6,82767008938677e-05;2;2;2;3;NA;NA;"insulin receptor complex, endosome membrane, extracellular vesicular exosome, caveola"
"144";"P06396";"P06396-1,P06396-2,P06396-3";"P06396-1,P06396-2,P06396-3";"GELS_HUMAN";"Gelsolin";"GSN";1;1;1,60883888551279e-05;1;NA;1;NA;NA;NA;"protein complex, blood microparticle, extracellular vesicular exosome, perinuclear region of cytoplasm, ruffle, lamellipodium, actin cytoskeleton, cytosol"
"145";"P06493";"P06493-1";"P06493-1";"CDK1_HUMAN";"Cyclin-dependent kinase 1";"CDK1";4;8;0,00101665616846142;3;3;4;4;NA;NA;"midbody, cytosol, extracellular vesicular exosome, nucleoplasm, mitochondrion, microtubule organizing center, spindle microtubule"
"146";"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";24;74;0,00527978952515241;24;24;36;38;0,0063837449502774;0,00687069641072986;"mitochondrial nucleoid, cell surface, mitochondrial proton-transporting ATP synthase, catalytic core, extracellular vesicular exosome, plasma membrane"
"147";"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";11;28;0,00243505550026646;11;10;15;13;NA;NA;"M band, cytosol, phosphopyruvate hydratase complex, plasma membrane, nucleus, extracellular vesicular exosome, extracellular space"
"148";"P06744";"P06744-1,P06744-2";"P06744-1,P06744-2";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";1;2;6,76404305629572e-05;1;1;1;1;NA;NA;"neuron projection, cytosol, nucleus, extracellular space, extracellular vesicular exosome, plasma membrane"
"149";"P06748";"P06748-1";"P06748-1";"NPM_HUMAN";"Nucleophosmin";"NPM1";16;40;0,00513515105498369;13;15;19;21;NA;NA;"spindle pole centrosome, ribonucleoprotein complex, cytosol, nucleolus, nucleoplasm"
"150";"P06753";"P06753-2";"P06753-2";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";4;8;0,00127583189591426;3;4;4;4;NA;NA;"cytosol, stress fiber, extracellular vesicular exosome, muscle thin filament tropomyosin"
"151";"P06899";"P06899,P23527,Q16778";"P06899,P23527,Q16778";"H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BJ, HIST1H2BO, HIST2H2BE";2;5;0,00244632890536028;2;2;3;2;0,00402023937940089;0,00222671024305414;"nucleus, nucleosome"
"152";"P07099";"P07099";"P07099";"HYEP_HUMAN";"Epoxide hydrolase 1";"EPHX1";3;5;0,000414762200594836;2;3;2;3;0,000412332244041117;0,000630641712193655;"integral component of membrane, endoplasmic reticulum membrane"
"153";"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";6;14;0,00167246027473391;6;5;7;7;0,00208163152085921;0,0021159504997449;"extracellular vesicular exosome, cytosol, mitochondrion"
"154";"P07205";"P07205";"P07205";"PGK2_HUMAN";"Phosphoglycerate kinase 2";"PGK2";1;1;0,00010861398634282;0;1;0;1;0;0,000275244104602506;"cytoplasm"
"155";"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";14;24;0,00178315087814788;13;9;14;10;0,00258519330171448;0,00188282138483014;"procollagen-proline 4-dioxygenase complex, plasma membrane, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum lumen, extracellular vesicular exosome"
"156";"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";3;43;0,00927310054575285;3;3;21;22;0,0116750454631276;0,0115604518205985;"extracellular vesicular exosome, cytosol, cell body, plasma membrane, microtubule, nuclear envelope lumen"
"157";"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";4;6;0,00161757258231986;2;4;2;4;0,00134007979313363;0,00273278075283917;"synapse, extracellular vesicular exosome, cytoplasm, blood microparticle, neuron projection, cytoskeleton, nucleus"
"158";"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";13;22;0,000549175876713533;11;11;11;11;0,000682448042799534;0,000695846950954418;"GAIT complex, ribonucleoprotein complex, cytosol"
"159";"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";11;19;0,000712492642651239;9;10;9;10;NA;NA;"extracellular vesicular exosome, mitochondrion, apical plasma membrane, basolateral plasma membrane, neuron projection, cell surface, extracellular matrix, perinuclear region of cytoplasm, neuronal cell body, brush border membrane, cytosol, protein complex, endocytic vesicle lumen, melanosome, plasma membrane"
"160";"P07910";"P07910-2";"P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";17;41;0,00530380552590717;15;15;20;21;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, extracellular vesicular exosome"
"161";"P07919";"P07919";"P07919";"QCR6_HUMAN";"Cytochrome b-c1 complex subunit 6, mitochondrial";"UQCRH";1;2;0,000829524401189672;1;1;1;1;0,00103083061010279;0,00105106952032276;"mitochondrial respiratory chain complex III, mitochondrial respiratory chain"
"162";"P07948";"P07948-2";"P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";8;16;0,00117948000794157;7;6;8;8;NA;NA;"mitochondrial intermembrane space, Golgi apparatus, perinuclear region of cytoplasm, mast cell granule, nucleus, cytosol, plasma membrane, mitochondrial crista, postsynaptic density, membrane raft, alpha2-beta1 integrin complex"
"163";"P07954";"P07954-1,P07954-2";"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";11;18;0,000666059298602296;8;9;8;10;NA;NA;"tricarboxylic acid cycle enzyme complex, extracellular vesicular exosome, mitochondrial matrix"
"164";"P08107";"P08107-1";"P08107-1";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";6;9;0,00130035650322398;5;3;5;4;NA;NA;"blood microparticle, mitochondrion, ribonucleoprotein complex, perinuclear region of cytoplasm, endoplasmic reticulum, extracellular vesicular exosome, aggresome, cytosol, nuclear speck"
"165";"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";2;2;0,000112164517842883;NA;2;NA;2;NA;0,000284241683059052;"extracellular vesicular exosome, melanosome, perinuclear region of cytoplasm"
"166";"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";23;58;0,000868696386801407;19;23;26;32;NA;NA;"apical plasma membrane, melanosome, extracellular vesicular exosome, integral component of membrane, plasma membrane"
"167";"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";14;25;0,00195850794950268;13;10;13;12;0,00253213371993356;0,00238140361937517;"basolateral plasma membrane, extracellular vesicular exosome, brush border membrane, apical plasma membrane, mitochondrion, melanosome, cell surface, cytosol, inclusion body"
"168";"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";3;6;0,000696800496999325;3;3;3;3;0,000865897712486345;0,000882898397071117;"integral component of membrane, cell junction, mitochondrial inner membrane, respiratory chain"
"169";"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";50;143;0,002069517069149;47;49;69;74;NA;NA;"integral component of plasma membrane, membrane raft, extracellular vesicular exosome, focal adhesion, external side of plasma membrane"
