"";"X";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv"
"680";"O14950,P19105,P24844-1";"O14950,P19105,P24844-1";"O14950";"ML12A_HUMAN, ML12B_HUMAN, MYL9_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B, Myosin regulatory light polypeptide 9";"MYL12A, MYL12B, MYL9";3;6;0,000439728468980156;2;3;2;4;0,000546971344136175;0,00111542071544456
"681";"O15042-1,O15042-2,O15042-3";"O15042-1,O15042-2,O15042-3";"O15042";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";1;1;1,22265501309135e-05;1;NA;1;NA;NA;NA
"682";"O15126-1";"O15126-1";"O15126";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";1;2;0,000223333492627989;1;1;1;1;NA;NA
"683";"O15173";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";1;2;0,000338505473131212;1;1;1;1;0,000420652849862574;0,000428911777351439
"684";"O15260-1,O15260-2";"O15260-1,O15260-2";"O15260";"SURF4_HUMAN";"Surfeit locus protein 4";"SURF4";1;1;7,0154944710279e-05;1;NA;1;NA;NA;NA
"686";"O43390-1";"O43390-1";"O43390";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";11;21;0,00159649047520432;8;11;10;11;NA;NA
"687";"O43670-1,O43670-2,O43670-3";"O43670-1,O43670-2,O43670-3";"O43670";"ZN207_HUMAN";"Zinc finger protein 207";"ZNF207";1;3;7,89610047157533e-05;1;1;2;1;NA;NA
"688";"O43699-1,O43699-3";"O43699-1,O43699-3";"O43699";"SIGL6_HUMAN";"Sialic acid-binding Ig-like lectin 6";"SIGLEC6";1;2;8,33186760576823e-05;1;1;1;1;NA;NA
"689";"O75348";"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";1;2;0,000639717970408985;1;1;1;1;0,000794962589147068;0,000810570562282805
"690";"O75844";"O75844";"O75844";"FACE1_HUMAN";"CAAX prenyl protease 1 homolog";"ZMPSTE24";1;1;7,94597057981686e-05;1;NA;1;NA;0,00019748544319864;NA
"691";"O95168-1,O95168-2";"O95168-1,O95168-2";"O95168";"NDUB4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4";"NDUFB4";1;1;0,000146292094008256;1;NA;1;NA;NA;NA
"692";"O95297-1,O95297-2,O95297-4";"O95297-1,O95297-2,O95297-4";"O95297";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";2;5;0,00023384981570093;1;2;2;3;NA;NA
"693";"O95562";"O95562";"O95562";"SFT2B_HUMAN";"Vesicle transport protein SFT2B";"SFT2D2";1;1;0,000235896001588313;1;NA;1;NA;0,000586284909495963;NA
"694";"O95573";"O95573";"O95573";"ACSL3_HUMAN";"Long-chain-fatty-acid--CoA ligase 3";"ACSL3";1;3;0,000186751001257415;0;1;0;3;NA;0,000431741403660355
"695";"O95747";"O95747";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";1;1;7,16192794196017e-05;1;NA;1;NA;0,000177999213509211;NA
"696";"O95758-1,O95758-2,O95758-3,O95758-4,O95758-5,O95758-6";"O95758-1,O95758-2,O95758-3,O95758-4,O95758-5,O95758-6";"O95758";"PTBP3_HUMAN";"Polypyrimidine tract-binding protein 3";"PTBP3";1;1;1,34679315794821e-05;0;1;0;1;NA;NA
"697";"P00492";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";1;2;0,000346269360129634;1;1;1;1;0,000430300851006211;0,000438749203437481
"698";"P00747";"P00747";"P00747";"PLMN_HUMAN";"Plasminogen";"PLG";1;2;9,31934821089632e-05;1;1;1;1;0,000115809364838709;0,000118083118949841
"699";"P02647";"P02647";"P02647";"APOA1_HUMAN";"Apolipoprotein A-I";"APOA1";1;2;0,000282721799656405;1;1;1;1;0,000351331780971364;0,000358229686701764
"700";"P02656";"P02656";"P02656";"APOC3_HUMAN";"Apolipoprotein C-III";"APOC3";1;3;0,00114373818951909;1;1;2;1;0,00189506233372432;0,000966134609589606
"701";"P04004";"P04004";"P04004";"VTNC_HUMAN";"Vitronectin";"VTN";1;2;0,000157922009431507;1;1;1;1;0,000196245994810364;0,000200099009099102
"702";"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";1;2;0,000912941126732757;1;1;1;1;0,000865700368788465;0,00157409584713609
"703";"P04632";"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";1;2;0,000281666867568135;1;1;1;1;0,000350020841490127;0,00035689300876631
"705";"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";1;1;0,000413852634365462;0;1;0;1;0;0,00104876454330451
"706";"P06396-1,P06396-2,P06396-3";"P06396-1,P06396-2,P06396-3";"P06396";"GELS_HUMAN";"Gelsolin";"GSN";1;1;1,60883888551279e-05;1;NA;1;NA;NA;NA
"707";"P06493-1";"P06493-1";"P06493";"CDK1_HUMAN";"Cyclin-dependent kinase 1";"CDK1";4;8;0,00101665616846142;3;3;4;4;NA;NA
"708";"P06744-1,P06744-2";"P06744-1,P06744-2";"P06744";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";1;2;6,76404305629572e-05;1;1;1;1;NA;NA
"709";"P06753-2";"P06753-2";"P06753";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";4;8;0,00127583189591426;3;4;4;4;NA;NA
"710";"P07205";"P07205";"P07205";"PGK2_HUMAN";"Phosphoglycerate kinase 2";"PGK2";1;1;0,00010861398634282;0;1;0;1;0;0,000275244104602506
"711";"P07919";"P07919";"P07919";"QCR6_HUMAN";"Cytochrome b-c1 complex subunit 6, mitochondrial";"UQCRH";1;2;0,000829524401189672;1;1;1;1;0,00103083061010279;0,00105106952032276
"712";"P07948-2";"P07948-2";"P07948";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";8;16;0,00117948000794157;7;6;8;8;NA;NA
"713";"P08107-1";"P08107-1";"P08107";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";6;9;0,00130035650322398;5;3;5;4;NA;NA
"714";"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";1;1;0,000117948000794157;NA;1;NA;1;NA;0,000298897894841784
"716";"P09496-2";"P09496-2";"P09496";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";1;2;0,000304381937533307;1;1;1;1;NA;NA
"720";"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"P12814";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";1;2;4,83579247330302e-05;1;1;1;1;NA;NA
"721";"P13987";"P13987";"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";1;4;0,00117948000794157;1;1;2;2;0,00146571227373991;0,00149448947420892
"722";"P14927";"P14927";"P14927";"QCR7_HUMAN";"Cytochrome b-c1 complex subunit 7";"UQCRB";1;1;0,000340030272559731;1;NA;1;NA;0,000845095365039226;NA
"723";"P15153";"P15153";"P15153";"RAC2_HUMAN";"Ras-related C3 botulinum toxin substrate 2";"RAC2";3;5;0,00125096364478651;2;3;2;3;0,00117256981899193;0,00199265263227856
"724";"P15531-1,P15531-2,P22392-2";"P15531-1,P15531-2,P22392-2";"P15531";"NDKA_HUMAN, NDKB_HUMAN";"Nucleoside diphosphate kinase A, Nucleoside diphosphate kinase B";"NME1, NME2";4;4;0,000331082107492369;4;NA;4;NA;NA;NA
"725";"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";1;2;0,0014884705452333;1;1;1;1;0,0016148066364834;0,00224524240256739
"726";"P16615-1,P16615-4";"P16615-1,P16615-4";"P16615";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";9;17;0,000307887295739065;8;7;9;8;NA;NA
"727";"P17661";"P17661";"P17661";"DESM_HUMAN";"Desmin";"DES";1;1;8,67294235626819e-05;1;0;1;0;0,000214939148489518;0
"730";"P19256-1,P19256-2,P19256-3";"P19256-1,P19256-2,P19256-3";"P19256";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";1;2;0,00010064896067768;1;1;1;1;NA;NA
"731";"P19525";"P19525";"P19525";"E2AK2_HUMAN";"Interferon-induced, double-stranded RNA-activated protein kinase";"EIF2AK2";1;1;6,84997463777316e-05;NA;1;NA;1;NA;0,000173588614064194
"733";"P20701-1,P20701-2";"P20701-1,P20701-2";"P20701";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";18;33;0,00053227815743004;15;15;17;16;NA;NA
"734";"P21964-1,P21964-2";"P21964-1,P21964-2";"P21964";"COMT_HUMAN";"Catechol O-methyltransferase";"COMT";1;2;0,000139274392081661;1;1;1;1;NA;NA
"735";"P22102-1";"P22102-1";"P22102";"PUR2_HUMAN";"Trifunctional purine biosynthetic protein adenosine-3";"GART";4;6;0,000224217981707704;4;2;4;2;NA;NA
"736";"P22626-1";"P22626-1";"P22626";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";15;54;0,00652797413741416;15;14;29;25;NA;NA
"738";"P23246-1";"P23246-1";"P23246";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";10;19;0,00105842028632208;8;9;9;10;NA;NA
"739";"P25098";"P25098";"P25098";"ARBK1_HUMAN";"Beta-adrenergic receptor kinase 1";"ADRBK1";2;3;0,000164339739858331;1;2;1;2;0,00013614743907018;0,000277641005368276
"740";"P25445-1,P25445-6";"P25445-1,P25445-6";"P25445";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";1;1;5,6333373513627e-05;1;NA;1;NA;NA;NA
"741";"P26447";"P26447";"P26447";"S10A4_HUMAN";"Protein S100-A4";"S100A4";1;2;0,000747393272359012;1;1;1;1;0,000928768173458951;0,000947003231181891
"743";"P28838-1,P28838-2";"P28838-1,P28838-2";"P28838";"AMPL_HUMAN";"Cytosol aminopeptidase";"LAP3";1;1;3,63616187419365e-05;NA;1;NA;1;NA;NA
"745";"P29692-1,P29692-2";"P29692-1,P29692-2";"P29692";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";4;9;0,000604431036098169;4;4;4;5;NA;NA
"746";"P30042-1,P30042-2";"P30042-1,P30042-2";"P30042";"ES1_HUMAN";"ES1 protein homolog, mitochondrial";"C21orf33";1;1;7,04167168920338e-05;NA;1;NA;1;NA;NA
"747";"P30084";"P30084";"P30084";"ECHM_HUMAN";"Enoyl-CoA hydratase, mitochondrial";"ECHS1";1;1;0,00013014951811769;1;NA;1;NA;0,000323467536273635;NA
"748";"P31153";"P31153";"P31153";"METK2_HUMAN";"S-adenosylmethionine synthase isoform type-2";"MAT2A";1;1;9,55528107699496e-05;1;NA;1;NA;0,000237482494985707;NA
"752";"P33993-1";"P33993-1";"P33993";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";3;6;0,000314965454137386;2;3;3;3;NA;NA
"753";"P34897-1,P34897-3";"P34897-1,P34897-3";"P34897";"GLYM_HUMAN";"Serine hydroxymethyltransferase, mitochondrial";"SHMT2";6;13;0,000486769527086995;5;6;6;7;NA;NA
"754";"P35249";"P35249";"P35249";"RFC4_HUMAN";"Replication factor C subunit 4";"RFC4";1;1;0,00010397619904719;1;NA;1;NA;0,000258417590962408;NA
"755";"P35251-1,P35251-2";"P35251-1,P35251-2";"P35251";"RFC1_HUMAN";"Replication factor C subunit 1";"RFC1";1;1;1,64387457552831e-05;NA;1;NA;1;NA;NA
"756";"P36542-1";"P36542-1";"P36542";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";8;15;0,00189983356983876;7;8;7;8;NA;NA
"758";"P40938";"P40938";"P40938";"RFC3_HUMAN";"Replication factor C subunit 3";"RFC3";1;2;0,000212041349742304;1;1;1;1;0,000263498835728523;0,000268672265026323
"759";"P41091";"P41091";"P41091";"IF2G_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";3;6;0,000479788477806738;3;3;3;3;0,000596221941860301;0,000607927921712104
"761";"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";1;2;5,41511624879915e-05;1;1;1;1;6,72923855949455e-05;6,86135770081571e-05
"762";"P42766";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";1;2;0,000715998704007888;1;1;1;1;0,000915176444091259;0,000888709187915177
"763";"P43007-1,P43007-2";"P43007-1,P43007-2";"P43007";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";1;1;3,5473082945611e-05;NA;1;NA;1;NA;NA
"764";"P43307-1,P43307-2";"P43307-1,P43307-2";"P43307";"SSRA_HUMAN";"Translocon-associated protein subunit alpha";"SSR1";1;1;6,59848955491785e-05;NA;1;NA;1;NA;NA
"765";"P45973";"P45973";"P45973";"CBX5_HUMAN";"Chromobox protein homolog 5";"CBX5";1;1;0,000247011519987762;NA;1;NA;1;NA;0,000751157013214955
"766";"P46779-1";"P46779-1";"P46779";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";5;10;0,00275498979957154;5;5;5;5;NA;NA
"767";"P47756-2";"P47756-2";"P47756";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";4;9;0,00122631856421361;4;3;5;4;NA;NA
"771";"P49790";"P49790";"P49790";"NU153_HUMAN";"Nuclear pore complex protein Nup153";"NUP153";1;2;5,11774376327188e-05;1;1;1;1;6,35970071317655e-05;6,48456449826244e-05
"772";"P50395-1";"P50395-1";"P50395";"GDIB_HUMAN";"Rab GDP dissociation inhibitor beta";"GDI2";4;7;0,000593715779278451;3;4;3;4;NA;NA
"773";"P50402";"P50402";"P50402";"EMD_HUMAN";"Emerin";"EMD";1;2;0,000297191813024646;1;1;1;1;0,000369313328816355;0,000376564276966027
"774";"P50995";"P50995";"P50995";"ANX11_HUMAN";"Annexin A11";"ANXA11";1;2;0,000149478654471802;1;1;1;1;0,00018575363469179;0,000189400646236378
"775";"P51114-1,P51114-2,P51114-3";"P51114-1,P51114-2,P51114-3";"P51114";"FXR1_HUMAN";"Fragile X mental retardation syndrome-related protein 1";"FXR1";1;1;2,02594526323833e-05;NA;1;NA;1;NA;NA
"778";"P51809-1,P51809-2,P51809-3";"P51809-1,P51809-2,P51809-3";"P51809";"VAMP7_HUMAN";"Vesicle-associated membrane protein 7";"VAMP7";1;1;5,71869094759547e-05;1;NA;1;NA;NA;NA
"779";"P51812";"P51812";"P51812";"KS6A3_HUMAN";"Ribosomal protein S6 kinase alpha-3";"RPS6KA3";1;2;0,000142812714475087;0;1;0;2;0;0,000344675049907643
"780";"P52565";"P52565";"P52565";"GDIR1_HUMAN";"Rho GDP-dissociation inhibitor 1";"ARHGDIA";1;1;0,000185016471833971;1;NA;1;NA;0,000459831301565461;NA
"781";"P52701-1";"P52701-1";"P52701";"MSH6_HUMAN";"DNA mismatch repair protein Msh6";"MSH6";3;6;0,000166514824650574;3;2;4;2;NA;NA
"783";"P52758";"P52758";"P52758";"UK114_HUMAN";"Ribonuclease UK114";"HRSP12";1;3;0,000826496939871462;1;1;2;1;0,00136942460612196;0,00069815566678373
"784";"P53007";"P53007";"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";1;1;0,000121361286990772;NA;1;NA;1;NA;0,000307547673149103
"786";"P58546";"P58546";"P58546";"MTPN_HUMAN";"Myotrophin";"MTPN";1;2;0,000639717970408985;1;1;1;1;0,000794962589147068;0,000810570562282805
"788";"P61006";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";1;2;0,000364670147382899;NA;1;NA;2;NA;0,000924128756998753
"789";"P61019-1,P61019-2";"P61019-1,P61019-2";"P61019";"RAB2A_HUMAN";"Ras-related protein Rab-2A";"RAB2A";1;1;8,90173590899295e-05;1;NA;1;NA;NA;NA
"794";"P61978-1,P61978-2";"P61978-1,P61978-2";"P61978";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";16;37;0,00150810402743284;15;13;20;17;NA;NA
"795";"P62136-1,P62136-2";"P62136-1,P62136-2";"P62136";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";1;2;0,000228747637903819;1;1;1;1;NA;NA
"796";"P62140";"P62140";"P62140";"PP1B_HUMAN";"Serine/threonine-protein phosphatase PP1-beta catalytic subunit";"PPP1CB";1;1;0,000230846240086423;1;0;1;0;0,000430300851006211;0
"797";"P62258-1";"P62258-1";"P62258";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";6;11;0,00183166307115631;6;5;6;5;NA;NA
"798";"P62273-1";"P62273-1";"P62273";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";2;5;0,00336994287983304;2;2;3;2;NA;NA
"799";"P62306";"P62306";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";1;2;0,000877752564049537;NA;1;NA;2;NA;0,00222435642672956
"800";"P62714,P67775-1";"P62714,P67775-1";"P62714";"PP2AA_HUMAN, PP2AB_HUMAN";"Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform, Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform";"PPP2CA, PPP2CB";2;4;0,000244293593877865;2;2;2;2;0,000607155893329153;0,000619076545950621
"801";"P62834";"P62834";"P62834";"RAP1A_HUMAN";"Ras-related protein Rap-1A";"RAP1A";1;2;0,0010940104421487;1;1;1;1;0,00127453241194775;0,0015594672774354
"802";"P62854";"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";4;9;0,00295382819380149;4;4;5;4;0,00407850371823279;0,00332686352519551
"803";"P62879";"P62879";"P62879";"GBB2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2";"GNB2";5;9;0,000999088947903444;5;4;5;4;0,00137949390469638;0,00112526266293378
"804";"P62899-1";"P62899-1";"P62899";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";4;6;0,00181168129219824;2;4;2;4;NA;NA
"807";"P63220";"P63220";"P63220";"RS21_HUMAN";"40S ribosomal protein S21";"RPS21";1;2;0,000909478560340484;1;1;1;1;0,00113018777734162;0,00115237742589604
"808";"P63241-1,P63241-2";"P63241-1,P63241-2";"P63241";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";4;11;0,00134797715193322;4;3;7;4;NA;NA
"809";"P67936-1";"P67936-1";"P67936";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";2;2;0,000365258325039969;1;1;1;1;NA;NA
"810";"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;3;0,00136460341066465;1;1;2;1;0,00173875256639368;0,00156160281093003
"811";"P68431,P84243,Q16695,Q71DI3";"P68431,P84243,Q16695,Q71DI3";"P68431";"H31_HUMAN, H31T_HUMAN, H32_HUMAN, H33_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3";"H3F3A,H3F3B, HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";6;22;0,00152638589263026;6;4;11;11;0,00189680411895753;0,00193404520191743
"812";"P78324-1,P78324-2,P78324-4";"P78324-1,P78324-2,P78324-4";"P78324";"SHPS1_HUMAN";"Tyrosine-protein phosphatase non-receptor type substrate 1";"SIRPA";2;3;7,48876195518454e-05;1;2;1;2;NA;NA
"814";"P78527-1";"P78527-1";"P78527";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";73;142;0,00129834233432327;66;64;75;67;NA;NA
"815";"P82909";"P82909";"P82909";"RT36_HUMAN";"28S ribosomal protein S36, mitochondrial";"MRPS36";1;1;0,000366440390816797;1;NA;1;NA;0,000910733839993729;NA
"816";"P82932";"P82932";"P82932";"RT06_HUMAN";"28S ribosomal protein S6, mitochondrial";"MRPS6";1;1;0,000301946882033041;1;NA;1;NA;0,000750444684154833;NA
"821";"Q04941-1";"Q04941-1";"Q04941";"PLP2_HUMAN";"Proteolipid protein 2";"PLP2";1;2;0,000496623161238554;1;1;1;1;NA;NA
"822";"Q07812-1,Q07812-2,Q07812-5,Q07812-8";"Q07812-1,Q07812-2,Q07812-5,Q07812-8";"Q07812";"BAX_HUMAN";"Apoptosis regulator BAX";"BAX";2;2;9,82900006617971e-05;2;NA;2;NA;NA;NA
"824";"Q12906-1";"Q12906-1";"Q12906";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";16;29;0,00122433718945165;14;12;15;14;NA;NA
"825";"Q12955-3";"Q12955-3";"Q12955";"ANK3_HUMAN";"Ankyrin-3";"ANK3";1;1;8,62311177841675e-06;NA;1;NA;1;NA;NA
"826";"Q13263-1";"Q13263-1";"Q13263";"TIF1B_HUMAN";"Transcription intermediary factor 1-beta";"TRIM28";4;8;0,000361613032374899;4;4;4;4;NA;NA
"827";"Q13433-1";"Q13433-1";"Q13433";"S39A6_HUMAN";"Zinc transporter ZIP6";"SLC39A6";2;4;0,000199964822538438;2;2;2;2;NA;NA
"828";"Q13439-1,Q13439-3,Q13439-4";"Q13439-1,Q13439-3,Q13439-4";"Q13439";"GOGA4_HUMAN";"Golgin subfamily A member 4";"GOLGA4";1;1;5,64175788552019e-06;1;NA;1;NA;NA;NA
"829";"Q13733-1";"Q13733-1";"Q13733";"AT1A4_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-4";"ATP1A4";1;9;0,000416681958369901;1;1;4;5;NA;NA
"830";"Q13813-1,Q13813-2";"Q13813-1,Q13813-2";"Q13813";"SPTN1_HUMAN";"Spectrin alpha chain, non-erythrocytic 1";"SPTAN1";11;15;0,000114512622130249;7;7;8;7;NA;NA
"831";"Q14344";"Q14344";"Q14344";"GNA13_HUMAN";"Guanine nucleotide-binding protein subunit alpha-13";"GNA13";1;3;0,000337888172036311;1;1;2;1;0,000568734129711885;0,000281896039933307
"832";"Q14697-1";"Q14697-1";"Q14697";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";1;2;0,00117281627908314;1;1;1;1;NA;NA
"833";"Q14697-2";"Q14697-2";"Q14697";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";1;1;0,000586408139541569;0;1;0;1;NA;NA
"834";"Q15005";"Q15005";"Q15005";"SPCS2_HUMAN";"Signal peptidase complex subunit 2";"SPCS2";1;1;0,000167006018823584;1;NA;1;NA;0,000415068962475018;NA
"836";"Q15021";"Q15021";"Q15021";"CND1_HUMAN";"Condensin complex subunit 1";"NCAPD2";1;1;2,69402999672592e-05;1;NA;1;NA;6,69561638253776e-05;NA
"837";"Q15041";"Q15041";"Q15041";"AR6P1_HUMAN";"ADP-ribosylation factor-like protein 6-interacting protein 1";"ARL6IP1";1;1;0,000185927883025271;1;NA;1;NA;0,000462096480390907;NA
"839";"Q15262-2,Q15262-3";"Q15262-2,Q15262-3";"Q15262";"PTPRK_HUMAN";"Receptor-type tyrosine-protein phosphatase kappa";"PTPRK";8;13;0,000170487728736515;7;6;7;6;NA;NA
"841";"Q15392";"Q15392";"Q15392";"DHC24_HUMAN";"Delta(24)-sterol reductase";"DHCR24";1;1;7,31460470041281e-05;NA;1;NA;1;NA;0,000185363035560796
"842";"Q15418-2";"Q15418-2";"Q15418";"KS6A1_HUMAN";"Ribosomal protein S6 kinase alpha-1";"RPS6KA1";2;3;0,000215676344309315;2;1;2;1;NA;NA
"844";"Q15436";"Q15436";"Q15436";"SC23A_HUMAN";"Protein transport protein Sec23A";"SEC23A";2;4;0,000197350903289569;1;2;1;3;0,000122621680417456;0,000375087554311259
"845";"Q16718";"Q16718";"Q16718";"NDUA5_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5";"NDUFA5";1;2;0,00065074759058845;1;1;1;1;0,000808668840684087;0,000824545916804922
"846";"Q2M2I5";"Q2M2I5";"Q2M2I5";"K1C24_HUMAN";"Keratin, type I cytoskeletal 24";"KRT24";1;1;7,81619047481523e-05;1;0;1;0;0,000198057648438445;0
"847";"Q5Y7A7";"Q5Y7A7";"Q5Y7A7";"2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain";"HLA-DRB1";4;10;0,00217568242066414;4;4;5;5;0,00264489432855322;0,00282524325951418
"848";"Q6IAA8";"Q6IAA8";"Q6IAA8";"LTOR1_HUMAN";"Ragulator complex protein LAMTOR1";"LAMTOR1";1;2;0,000468861618063728;1;NA;2;NA;0,00116528677663794;NA
"849";"Q6NVY1-1,Q6NVY1-2";"Q6NVY1-1,Q6NVY1-2";"Q6NVY1";"HIBCH_HUMAN";"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial";"HIBCH";1;2;9,77807260469692e-05;1;1;1;1;NA;NA
"850";"Q71UM5";"Q71UM5";"Q71UM5";"RS27L_HUMAN";"40S ribosomal protein S27-like";"RPS27L";1;2;0,00123564572260545;1;1;1;1;0,00134007979313363;0,00189776441169387
"851";"Q7RTP6-1";"Q7RTP6-1";"Q7RTP6";"MICA3_HUMAN";"Protein-methionine sulfoxide oxidase MICAL3";"MICAL3";1;1;2,51371030663537e-05;0;1;0;1;NA;NA
"852";"Q7Z3Y8";"Q7Z3Y8";"Q7Z3Y8";"K1C27_HUMAN";"Keratin, type I cytoskeletal 27";"KRT27";1;1;8,52197082386776e-05;0;1;0;1;0;0,000215567559948999
"854";"Q8IWS0-1";"Q8IWS0-1";"Q8IWS0";"PHF6_HUMAN";"PHD finger protein 6";"PHF6";4;7;0,0007238452651477;3;4;3;4;NA;NA
"855";"Q8N684-1,Q8N684-2,Q8N684-3";"Q8N684-1,Q8N684-2,Q8N684-3";"Q8N684";"CPSF7_HUMAN";"Cleavage and polyadenylation specificity factor subunit 7";"CPSF7";1;2;5,34230152216986e-05;1;1;1;1;NA;NA
"856";"Q8N726-1";"Q8N726-1";"Q8N726";"CD2A2_HUMAN";"Cyclin-dependent kinase inhibitor 2A, isoform 4";"CDKN2A";1;1;0,000285934547379773;1;NA;1;NA;NA;NA
"857";"Q8WTT2";"Q8WTT2";"Q8WTT2";"NOC3L_HUMAN";"Nucleolar complex protein 3 homolog";"NOC3L";1;2;9,43584006353252e-05;NA;1;NA;2;NA;0,000239118315873427
"859";"Q8WWC4";"Q8WWC4";"Q8WWC4";"CB047_HUMAN";"Uncharacterized protein C2orf47, mitochondrial";"C2orf47";1;1;0,000129702268914536;1;NA;1;NA;0,000322355963984035;NA
"860";"Q8WXX5";"Q8WXX5";"Q8WXX5";"DNJC9_HUMAN";"DnaJ homolog subfamily C member 9";"DNAJC9";1;1;0,000145166770208193;NA;1;NA;1;NA;0,000367874332112965
"861";"Q92522";"Q92522";"Q92522";"H1X_HUMAN";"Histone H1x";"H1FX";1;2;0,000354397748865071;1;1;1;1;0,000440401809950019;0,000449048480513479
