"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5767";"peptide.count.P5768";"spectra.count.P5767";"spectra.count.P5768";"dNSAF.P5767";"dNSAF.P5768";"Go.Cc"
"386";"Q16666";"Q16666-1,Q16666-2,Q16666-3";"Q16666-1,Q16666-2,Q16666-3";"IF16_HUMAN";"Gamma-interferon-inducible protein 16";"IFI16";4;5;0,00012565731631474;4;NA;5;NA;NA;NA;"cytosol, nucleolus, nuclear speck"
"387";"Q16698";"Q16698";"Q16698";"DECR_HUMAN";"2,4-dienoyl-CoA reductase, mitochondrial";"DECR1";1;2;0,000353340871547715;NA;1;NA;2;NA;0,000850150652603243;"mitochondrial matrix, nucleus"
"388";"Q16891";"Q16891-1,Q16891-2,Q16891-3";"Q16891-1,Q16891-2,Q16891-3";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";4;5;0,000130133236552863;2;3;2;3;NA;NA;"integral component of membrane, mitochondrial inner membrane"
"389";"Q29RF7";"Q29RF7-1";"Q29RF7-1";"PDS5A_HUMAN";"Sister chromatid cohesion protein PDS5 homolog A";"PDS5A";6;12;0,000531200562311823;4;4;7;5;NA;NA;"cytosol, nucleoplasm, chromatin, plasma membrane, chromosome, centromeric region"
"390";"Q32MZ4";"Q32MZ4-1,Q32MZ4-2,Q32MZ4-3";"Q32MZ4-1,Q32MZ4-2,Q32MZ4-3";"LRRF1_HUMAN";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";4;8;0,000195328699617961;4;2;6;2;NA;NA;"cytosol, cytoskeleton, nucleus"
"391";"Q562R1";"Q562R1";"Q562R1";"ACTBL_HUMAN";"Beta-actin-like protein 2";"ACTBL2";1;2;0,000557518698264553;1;1;1;1;0,000575863520191014;0,000742596132201936;"cytoplasm, extracellular space, cytoskeleton, extracellular vesicular exosome"
"392";"Q5XKE5";"Q5XKE5";"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, keratin filament"
"393";"Q66PJ3";"Q66PJ3-1,Q66PJ3-2,Q66PJ3-3,Q66PJ3-4";"Q66PJ3-1,Q66PJ3-2,Q66PJ3-3,Q66PJ3-4";"AR6P4_HUMAN";"ADP-ribosylation factor-like protein 6-interacting protein 4";"ARL6IP4";1;1;4,1100413877946e-05;1;NA;1;NA;NA;NA;"nucleus"
"394";"Q6JBY9";"Q6JBY9-1";"Q6JBY9-1";"CPZIP_HUMAN";"CapZ-interacting protein";"RCSD1";3;3;0,000426811990270978;3;NA;3;NA;NA;NA;"actin filament"
"395";"Q6P1L8";"Q6P1L8";"Q6P1L8";"RM14_HUMAN";"39S ribosomal protein L14, mitochondrial";"MRPL14";3;6;0,0024490177648652;3;2;4;2;0,00391003616453792;0,00196414116291094;"mitochondrion, ribosome"
"396";"Q71U36";"Q71U36";"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";0;0;NA;0;0;0;0;NA;NA;"cytosol, microtubule, cytoplasmic microtubule, extracellular vesicular exosome"
"397";"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";6;14;0,00091053224591142;5;3;9;5;0,00140181241613241;0,000782418869840897;"mitochondrion, nucleus, melanosome, extracellular vesicular exosome, RISC complex, cytoplasm"
"398";"Q7Z2W4";"Q7Z2W4-1,Q7Z2W4-2,Q7Z2W4-3";"Q7Z2W4-1,Q7Z2W4-2,Q7Z2W4-3";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";2;10;0,000218716171412573;2;2;4;6;NA;NA;"nucleus, plasma membrane, Golgi apparatus, cytoplasm"
"399";"Q7Z5L9";"Q7Z5L9-1,Q7Z5L9-2";"Q7Z5L9-1,Q7Z5L9-2";"I2BP2_HUMAN";"Interferon regulatory factor 2-binding protein 2";"IRF2BP2";2;2;0,000100825546821537;NA;2;NA;2;NA;NA;"cytoplasm, nucleus"
"400";"Q7Z6Z7";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";11;12;5,41240018145792e-05;4;7;4;8;NA;NA;"nucleus, cytoplasm, extracellular vesicular exosome"
"401";"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";6;15;0,00152537618516088;5;5;8;7;0,00194829980707216;0,00171271759480636;"nucleolus, intercellular canaliculus, tight junction, perinuclear region of cytoplasm, endoplasmic reticulum membrane, integral component of membrane, apical plasma membrane, nuclear body, nuclear membrane"
"402";"Q86UP2";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"KTN1_HUMAN";"Kinectin";"KTN1";4;4;5,81523910432251e-05;4;NA;4;NA;NA;NA;"integral component of plasma membrane, endoplasmic reticulum membrane"
"403";"Q86YV0";"Q86YV0-1,Q86YV0-2";"Q86YV0-1,Q86YV0-2";"RASL3_HUMAN";"RAS protein activator like-3";"RASAL3";4;6;0,000175621946540778;4;NA;6;NA;NA;NA;"intrinsic component of the cytoplasmic side of the plasma membrane, cytoplasm, extracellular vesicular exosome"
"404";"Q86YZ3";"Q86YZ3";"Q86YZ3";"HORN_HUMAN";"Hornerin";"HRNR";10;25;0,000519163122668792;9;6;16;9;0,000795726658046314;0,000449684950455926;"cornified envelope, extracellular vesicular exosome"
"405";"Q8IY67";"Q8IY67-1,Q8IY67-2,Q8IY67-3";"Q8IY67-1,Q8IY67-2,Q8IY67-3";"RAVR1_HUMAN";"Ribonucleoprotein PTB-binding 1";"RAVER1";1;2;6,51095665393205e-05;1;1;1;1;NA;NA;"nucleus, cytoplasm"
"406";"Q8N163";"Q8N163-1";"Q8N163-1";"K1967_HUMAN";"DBIRD complex subunit KIAA1967";"KIAA1967";5;10;0,000641219891486915;4;3;5;5;NA;NA;"nuclear chromatin, mitochondrial matrix, DBIRD complex"
"407";"Q8NC51";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";12;27;0,00097915691885695;9;7;13;14;NA;NA;"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane"
"408";"Q8NE71";"Q8NE71-1,Q8NE71-2";"Q8NE71-1,Q8NE71-2";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";2;2;7,00409419931862e-05;2;NA;2;NA;NA;NA;"nucleoplasm, nuclear envelope, ribosome, polysomal ribosome"
"409";"Q8TEQ6";"Q8TEQ6";"Q8TEQ6";"GEMI5_HUMAN";"Gem-associated protein 5";"GEMIN5";2;2;7,84941591302948e-05;2;NA;2;NA;0,000187982507910477;NA;"Gemini of coiled bodies, nuclear body, SMN-Sm protein complex, spliceosomal complex, cytosol, SMN complex"
"410";"Q8TF72";"Q8TF72-1";"Q8TF72-1";"SHRM3_HUMAN";"Protein Shroom3";"SHROOM3";2;2;5,93032023890203e-05;2;NA;2;NA;NA;NA;"cytoskeleton, cytoplasm, apical plasma membrane, microtubule, adherens junction, apical junction complex"
"411";"Q8WW12";"Q8WW12-1";"Q8WW12-1";"PCNP_HUMAN";"PEST proteolytic signal-containing nuclear protein";"PCNP";2;2;0,000664995460497104;2;NA;2;NA;NA;NA;"nucleus"
"412";"Q92598";"Q92598-1,Q92598-2,Q92598-3";"Q92598-1,Q92598-2,Q92598-3";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";5;7;0,000178836299702018;4;2;5;2;NA;NA;"endocytic vesicle lumen, extracellular vesicular exosome, nucleus, microtubule"
"413";"Q92769";"Q13547,Q92769";"Q13547,Q92769";"HDAC1_HUMAN, HDAC2_HUMAN";"Histone deacetylase 1, Histone deacetylase 2";"HDAC1, HDAC2";2;2;0,000122030094812871;2;NA;2;NA;0,000292244971060824;NA;"cytoplasm, ESC/E(Z) complex, replication fork, NuRD complex, Sin3 complex, heterochromatin, transcription factor complex"
"414";"Q92841";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";4;7;0,000191801931430415;2;2;4;3;NA;NA;"nucleus, nucleolus"
"415";"Q92930";"Q92930";"Q92930";"RAB8B_HUMAN";"Ras-related protein Rab-8B";"RAB8B";1;2;0,000800564583361732;1;0;2;0;0,00182594281435748;NA;"peroxisomal membrane, mitochondrion, phagocytic vesicle, perinuclear region of cytoplasm, phagocytic vesicle membrane, cell tip, extracellular vesicular exosome, plasma membrane"
"416";"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";6;12;0,00120919005786149;3;6;5;7;0,00128154440293399;0,00163563325861254;"cytoplasmic stress granule, cytosol, nucleoplasm"
"417";"Q92974";"Q92974-1,Q92974-2,Q92974-3";"Q92974-1,Q92974-2,Q92974-3";"ARHG2_HUMAN";"Rho guanine nucleotide exchange factor 2";"ARHGEF2";2;2;4,00166301448562e-05;2;NA;2;NA;NA;NA;"ruffle membrane, microtubule, neuronal cell body, cytosol, vesicle, spindle, tight junction, Golgi apparatus, cytoplasmic membrane-bounded vesicle, dendritic shaft"
"418";"Q95604";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";1;1;0,000291680356553165;1;0;1;0;0,000762036618088708;NA;"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface"
"419";"Q969Q0";"Q969Q0";"Q969Q0";"RL36L_HUMAN";"60S ribosomal protein L36a-like";"RPL36AL";4;10;0,00558345245134361;4;2;8;2;0,0106972687520377;0,00268679687379327;"ribosome"
"420";"Q96AE4";"Q96AE4-1,Q96AE4-2";"Q96AE4-1,Q96AE4-2";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";4;7;0,000389372342001594;2;3;2;5;NA;NA;"nucleus"
"421";"Q96IX5";"Q96IX5";"Q96IX5";"USMG5_HUMAN";"Up-regulated during skeletal muscle growth protein 5";"USMG5";1;2;0,00204084813738767;1;1;1;1;0,0024437726028362;0,00245517645363868;"integral component of membrane, mitochondrial proton-transporting ATP synthase complex"
"422";"Q96PK6";"Q96PK6-1";"Q96PK6-1";"RBM14_HUMAN";"RNA-binding protein 14";"RBM14";4;8;0,000707738068570909;4;2;6;2;NA;NA;"mediator complex, ribonucleoprotein complex, transcription factor complex"
"423";"Q96RQ3";"Q96RQ3";"Q96RQ3";"MCCA_HUMAN";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";30;197;0,0160818833226148;28;27;89;108;0,0173996609321938;0,0212127245594382;"cytosol, mitochondrial inner membrane, mitochondrial matrix"
"424";"Q99497";"Q99497";"Q99497";"PARK7_HUMAN";"Protein DJ-1";"PARK7";4;7;0,00219202207349046;4;NA;7;NA;0,00524958559127777;NA;"cytosol, membrane raft, plasma membrane, nucleus, extracellular vesicular exosome, mitochondrion"
"425";"Q99613";"Q99613";"Q99613";"EIF3C_HUMAN";"Eukaryotic translation initiation factor 3 subunit C";"EIF3C,EIF3CL";2;2;0,000129648622090345;2;NA;2;NA;0,000310490275935377;NA;"eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex, cytosol, eukaryotic 48S preinitiation complex"
"426";"Q99623";"Q99623";"Q99623";"PHB2_HUMAN";"Prohibitin-2";"PHB2";8;21;0,00415677764437822;6;7;11;10;0,00521447130638628;0,0047625496425098;"protein complex, mitochondrial inner membrane, nuclear matrix"
"427";"Q99714";"Q99714-1,Q99714-2";"Q99714-1,Q99714-2";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";2;2;0,000226760904154185;2;NA;2;NA;NA;NA;"endoplasmic reticulum, mitochondrial inner membrane, mitochondrial matrix, plasma membrane"
"428";"Q99729";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";2;5;0,00022283356921778;NA;2;NA;5;NA;NA;"nucleus, cytoplasm, ribonucleoprotein complex"
"429";"Q99798";"Q99798";"Q99798";"ACON_HUMAN";"Aconitate hydratase, mitochondrial";"ACO2";2;2;0,00015175537431857;2;NA;2;NA;0,000363432848626922;NA;"mitochondrial matrix, nucleus"
"430";"Q99832";"Q99832-1,Q99832-3,Q99832-4";"Q99832-1,Q99832-3,Q99832-4";"TCPH_HUMAN";"T-complex protein 1 subunit eta";"CCT7";5;9;0,000326986718144985;3;3;4;5;NA;NA;"extracellular vesicular exosome, mitochondrion, chaperonin-containing T-complex, zona pellucida receptor complex, cell body, cytosol, microtubule"
"431";"Q99873";"Q99873-1,Q99873-2,Q99873-3,Q9NR22-1,Q9NR22-2";"Q99873-1,Q99873-2,Q99873-3,Q9NR22-1,Q9NR22-2";"ANM1_HUMAN, ANM8_HUMAN";"Protein arginine N-methyltransferase 1, Protein arginine N-methyltransferase 8";"PRMT1, PRMT8";1;1;3,16326007398409e-05;1;NA;1;NA;NA;NA;"cytosol, nucleoplasm, nucleus, cytoplasm"
"432";"Q9BQE3";"Q9BQE3";"Q9BQE3";"TBA1C_HUMAN";"Tubulin alpha-1C chain";"TUBA1C";0;0;NA;0;0;0;0;NA;NA;"cytoplasmic microtubule, microtubule"
"433";"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";2;2;0,000487116016331212;2;NA;2;NA;0,0011665745758395;NA;"nuclear outer membrane, extracellular vesicular exosome, sarcoplasmic reticulum membrane, integral component of membrane, cytoplasm, nuclear membrane"
"434";"Q9BVG8";"Q9BVG8-3";"Q9BVG8-3";"KIFC3_HUMAN";"Kinesin-like protein KIFC3";"KIFC3";2;2;0,000142099870310306;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, Golgi apparatus, zonula adherens, kinesin complex, cytoplasmic vesicle membrane, microtubule, centrosome"
"435";"Q9BXJ9";"Q9BXJ9-1,Q9BXJ9-4";"Q9BXJ9-1,Q9BXJ9-4";"NAA15_HUMAN";"N-alpha-acetyltransferase 15, NatA auxiliary subunit";"NAA15";2;2;6,83424895891943e-05;2;NA;2;NA;NA;NA;"nucleus, transcription factor complex, cytoplasm"
"436";"Q9BY77";"Q9BY77-1";"Q9BY77-1";"PDIP3_HUMAN";"Polymerase delta-interacting protein 3";"POLDIP3";4;7;0,000984066916602604;4;NA;7;NA;NA;NA;"cytoplasm, nuclear speck"
"437";"Q9H0U4";"Q9H0U4";"Q9H0U4";"RAB1B_HUMAN";"Ras-related protein Rab-1B";"RAB1B";2;2;0,000824462033611335;2;0;2;0;0,00188044857000995;NA;"extracellular vesicular exosome, mitochondrion, Golgi apparatus, membrane"
"438";"Q9H299";"Q9H299";"Q9H299";"SH3L3_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein 3";"SH3BGRL3";1;1;0,000636393505206907;NA;1;NA;1;NA;0,00153118531517251;"nucleus, cytoplasm, extracellular vesicular exosome"
"439";"Q9HCC0";"Q9HCC0-1,Q9HCC0-2";"Q9HCC0-1,Q9HCC0-2";"MCCB_HUMAN";"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial";"MCCC2";10;26;0,00136660701206954;8;7;15;11;NA;NA;"cytosol, mitochondrial matrix"
"440";"Q9NQ29";"Q9NQ29-1,Q9NQ29-2,Q9NQ29-3";"Q9NQ29-1,Q9NQ29-2,Q9NQ29-3";"LUC7L_HUMAN";"Putative RNA-binding protein Luc7-like 1";"LUC7L";1;1;0,000106351475263688;0;1;0;1;NA;NA;"U1 snRNP"
"441";"Q9NTJ3";"Q9NTJ3-1";"Q9NTJ3-1";"SMC4_HUMAN";"Structural maintenance of chromosomes protein 4";"SMC4";3;4;0,000183803093118765;2;2;2;2;NA;NA;"cytosol, nucleus, condensin complex"
"442";"Q9NUQ9";"Q9NUQ9";"Q9NUQ9";"FA49B_HUMAN";"Protein FAM49B";"FAM49B";3;9;0,00164401655511784;2;3;4;5;0,00174986186375926;0,00219753448010869;"extracellular vesicular exosome, cilium"
"443";"Q9NX63";"Q9NX63";"Q9NX63";"CHCH3_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial";"CHCHD3";2;3;0,000782175277324788;2;NA;3;NA;0,00187320014490528;NA;"mitochondrial inner membrane, extracellular vesicular exosome, nucleus"
"444";"Q9NY65";"Q9NY65-1,Q9NY65-2";"Q9NY65-1,Q9NY65-2";"TBA8_HUMAN";"Tubulin alpha-8 chain";"TUBA8";0;0;NA;0;0;0;0;NA;NA;"cytoplasm, microtubule"
"445";"Q9NYC9";"Q9NYC9-1,Q9NYC9-2";"Q9NYC9-1,Q9NYC9-2";"DYH9_HUMAN";"Dynein heavy chain 9, axonemal";"DNAH9";2;2;1,31931778832462e-05;2;NA;2;NA;NA;NA;"cytoskeleton, dynein complex, microtubule, axoneme"
"446";"Q9NZB2";"Q9NZB2-1,Q9NZB2-4,Q9NZB2-6";"Q9NZB2-1,Q9NZB2-4,Q9NZB2-6";"F120A_HUMAN";"Constitutive coactivator of PPAR-gamma-like protein 1";"FAM120A";2;2;3,52919475159465e-05;2;NA;2;NA;NA;NA;"plasma membrane, cytoplasm"
"447";"Q9P035";"Q9P035";"Q9P035";"HACD3_HUMAN";"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3";"PTPLAD1";1;1;0,000163493359072493;NA;1;NA;1;NA;0,000393370813013931;"integral component of membrane, endoplasmic reticulum membrane"
"448";"Q9P258";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";5;12;0,00136056542492511;5;5;5;7;0,00135765144602011;0,00190958168616341;"mitotic spindle midzone, cytosol, nucleolus, microtubule, chromosome, centromeric core region, midbody"
"449";"Q9P2E9";"Q9P2E9-1,Q9P2E9-2";"Q9P2E9-1,Q9P2E9-2";"RRBP1_HUMAN";"Ribosome-binding protein 1";"RRBP1";6;9;0,000188887008460348;3;5;3;6;NA;NA;"ribosome, integral component of endoplasmic reticulum membrane, endoplasmic reticulum"
"450";"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";7;15;0,00225322065929857;5;5;6;9;0,00215845905022081;0,0032527972304553;"ribonucleoprotein complex, nucleolus, cytoplasm, extracellular vesicular exosome"
"451";"Q9Y237";"Q9Y237-1,Q9Y237-2";"Q9Y237-1,Q9Y237-2";"PIN4_HUMAN";"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4";"PIN4";1;1;0,000225895404520009;1;NA;1;NA;NA;NA;"preribosome, mitochondrial matrix, cytoplasm, spindle, nucleolus"
"452";"Q9Y266";"Q9Y266";"Q9Y266";"NUDC_HUMAN";"Nuclear migration protein nudC";"NUDC";4;6;0,0010728325556056;4;NA;6;NA;0,00256928358243806;NA;"microtubule, nucleoplasm, cytosol"
"453";"Q9Y277";"Q9Y277-1,Q9Y277-2";"Q9Y277-1,Q9Y277-2";"VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 3";"VDAC3";2;4;0,000790057425781012;0;2;0;4;NA;NA;"pore complex, mitochondrial outer membrane, extracellular vesicular exosome"
"454";"Q9Y333";"Q9Y333";"Q9Y333";"LSM2_HUMAN";"U6 snRNA-associated Sm-like protein LSm2";"LSM2";1;2;0,0012459914944051;1;1;1;1;0,00149198748383684;0,00149894983485309;"catalytic step 2 spliceosome, cytosol, nucleoplasm"
"455";"Q9Y383";"Q9Y383-1,Q9Y383-2";"Q9Y383-1,Q9Y383-2";"LC7L2_HUMAN";"Putative RNA-binding protein Luc7-like 2";"LUC7L2";3;7;0,0010568677854329;3;2;4;3;NA;NA;"nuclear speck, U1 snRNP"
"456";"Q9Y3U8";"Q9Y3U8";"Q9Y3U8";"RL36_HUMAN";"60S ribosomal protein L36";"RPL36";2;9;0,00507296537007791;2;2;4;5;0,00539957375102856;0,0067809635386211;"cytosolic large ribosomal subunit, nucleolus"
"457";"Q9Y490";"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";19;33;0,000768631116678472;12;14;15;18;0,000836710808527153;0,00100873837764611;"cytosol, actin cytoskeleton, ruffle, intracellular membrane-bounded organelle, centrosome, focal adhesion, cell-cell junction, extracellular vesicular exosome, plasma membrane, cell surface, ruffle membrane"
"458";"Q9Y5M8";"Q9Y5M8";"Q9Y5M8";"SRPRB_HUMAN";"Signal recognition particle receptor subunit beta";"SRPRB";2;2;0,00043678668623057;NA;2;NA;2;NA;0,00105092423845788;"endoplasmic reticulum membrane, cytoplasmic microtubule, integral component of membrane"
