Group;AC;ID;Entrez_ID;Gene_symbol;Descr;SP_GN;Entrez_GN;Non_spec_binder;Group_size;Specific_reporter;Pc_P4569-1.merged;Pc_P4569-2.merged;Pc_grp0;Pc_mean_grp0;Pc_sd_grp0;Pc_CV_grp0;Sc_P4569-1.merged;Sc_P4569-2.merged;Sc_grp0;Sc_mean_grp0;Sc_sd_grp0;Sc_CV_grp0;Seqcov_P4569-1.merged;Seqcov_P4569-2.merged;Seqcov_grp0;Seqcov_mean_grp0;Seqcov_sd_grp0;Seqcov_CV_grp0;Glob_pc;Glob_sc;Glob_seqcov
Q7KZ85-1;Q7KZ85-1;SPT6H_HUMAN;6830;SUPT6H;Transcription elongation factor SPT6;SUPT6H,KIAA0162,SPT6H;NA;0;2;1;65;66;69;65.5;0.71;0.01;114;113;227;113.5;0.71;0.01;0.39;0.4;0.42;0.4;0.01;0.02;69;227;0.42
Q5UIP0-1;Q5UIP0-1;RIF1_HUMAN;55183;RIF1;Telomere-associated protein RIF1;RIF1;NA;0;2;1;66;62;69;64;2.83;0.04;107;103;210;105;2.83;0.03;0.34;0.3;0.35;0.32;0.02;0.07;69;210;0.35
P49750-4;P49750-4;YLPM1_HUMAN;56252;YLPM1;YLP motif-containing protein 1;YLPM1,C14orf170,ZAP3;NA;0;3;1;58;62;68;60;2.83;0.05;104;101;205;102.5;2.12;0.02;0.31;0.32;0.34;0.32;0.01;0.03;68;205;0.34
O60264;O60264;SMCA5_HUMAN;8467;SMARCA5;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;SMARCA5,SNF2H,WCRF135;NA;0;1;1;66;62;68;64;2.83;0.04;138;141;279;139.5;2.12;0.02;0.54;0.49;0.54;0.52;0.03;0.06;68;279;0.54
O95347-1;O95347-1;SMC2_HUMAN;10592;SMC2;Structural maintenance of chromosomes protein 2;SMC2,SMC2L1,CAPE;NA;0;2;1;64;61;68;62.5;2.12;0.03;118;107;225;112.5;7.78;0.07;0.51;0.47;0.54;0.49;0.03;0.06;68;225;0.54
Q9P2D1-1;Q9P2D1-1;CHD7_HUMAN;55636;CHD7;Chromodomain-helicase-DNA-binding protein 7;CHD7,KIAA1416;NA;0;2;1;59;55;67;57;2.83;0.05;78;67;145;72.5;7.78;0.11;0.24;0.22;0.27;0.23;0.01;0.06;67;145;0.27
O75165;O75165;DJC13_HUMAN;23317;DNAJC13;DnaJ homolog subfamily C member 13;DNAJC13,RME8,KIAA0678;NA;0;1;1;60;59;67;59.5;0.71;0.01;88;83;171;85.5;3.54;0.04;0.31;0.3;0.34;0.31;0.01;0.03;67;171;0.34
Q3V6T2-1;Q3V6T2-1;GRDN_HUMAN;55704;CCDC88A;Girdin;CCDC88A,GRDN,KIAA1212,APE;NA;0;4;2;53;62;67;57.5;6.36;0.11;69;82;151;75.5;9.19;0.12;0.32;0.36;0.39;0.34;0.03;0.08;67;151;0.39
P42345;P42345;MTOR_HUMAN;2475;MTOR;Serine/threonine-protein kinase mTOR;MTOR,RAFT1,FRAP1,FRAP2,FRAP,RAPT1;NA;0;1;1;61;55;66;58;4.24;0.07;89;81;170;85;5.66;0.07;0.27;0.26;0.3;0.26;0.01;0.03;66;170;0.3
Q96Q15-1;Q96Q15-1;SMG1_HUMAN;23049;SMG1;Serine/threonine-protein kinase SMG1;SMG1,ATX,LIP,KIAA0421;NA;0;5;1;46;57;66;51.5;7.78;0.15;52;64;116;58;8.49;0.15;0.17;0.18;0.22;0.17;0.01;0.07;66;116;0.22
Q70CQ2-1;Q70CQ2-1;UBP34_HUMAN;9736;USP34;Ubiquitin carboxyl-terminal hydrolase 34;USP34,KIAA0570,KIAA0729;NA;0;3;1;52;48;65;50;2.83;0.06;64;58;122;61;4.24;0.07;0.17;0.15;0.21;0.16;0.01;0.08;65;122;0.21
Q15075;Q15075;EEA1_HUMAN;8411;EEA1;Early endosome antigen 1;EEA1,ZFYVE2;NA;0;1;1;58;57;65;57.5;0.71;0.01;82;78;160;80;2.83;0.04;0.46;0.44;0.49;0.45;0.01;0.02;65;160;0.49
Q460N5-6;Q460N5-6;PAR14_HUMAN;54625;PARP14;Poly [ADP-ribose] polymerase 14;PARP14,KIAA1268,BAL2;NA;0;5;1;59;54;65;56.5;3.54;0.06;80;71;151;75.5;6.36;0.08;0.38;0.35;0.41;0.36;0.02;0.06;65;151;0.41
Q15154-1;Q15154-1;PCM1_HUMAN;5108;PCM1;Pericentriolar material 1 protein;PCM1;NA;0;2;1;61;57;65;59;2.83;0.05;112;105;217;108.5;4.95;0.05;0.35;0.33;0.37;0.34;0.01;0.04;65;217;0.37
O60306;O60306;AQR_HUMAN;9716;AQR;Intron-binding protein aquarius;AQR,KIAA0560;NA;0;1;1;59;52;65;55.5;4.95;0.09;110;86;196;98;16.97;0.17;0.43;0.36;0.45;0.4;0.05;0.12;65;196;0.45
Q15154-2;Q15154-2;PCM1_HUMAN;5108;PCM1;Pericentriolar material 1 protein;PCM1;NA;0;1;1;61;57;65;59;2.83;0.05;109;103;212;106;4.24;0.04;0.36;0.34;0.37;0.35;0.01;0.04;65;212;0.37
Q9UQE7;Q9UQE7;SMC3_HUMAN;9126;SMC3;Structural maintenance of chromosomes protein 3;SMC3,CSPG6,SMC3L1,BAM,BMH;NA;0;1;1;61;57;64;59;2.83;0.05;121;117;238;119;2.83;0.02;0.51;0.48;0.53;0.5;0.02;0.05;64;238;0.53
P18206-1;P18206-1;VINC_HUMAN;7414;VCL;Vinculin;VCL;NA;0;3;2;58;57;64;57.5;0.71;0.01;137;131;268;134;4.24;0.03;0.54;0.54;0.59;0.54;0;0;64;268;0.59
Q6KC79-1;Q6KC79-1;NIPBL_HUMAN;25836;NIPBL;Nipped-B-like protein;NIPBL,IDN3;NA;0;3;1;56;52;64;54;2.83;0.05;78;66;144;72;8.49;0.12;0.24;0.22;0.28;0.23;0.02;0.07;64;144;0.28
Q8TDJ6-1;Q8TDJ6-1;DMXL2_HUMAN;23312;DMXL2;DmX-like protein 2;DMXL2,KIAA0856;NA;0;2;1;53;55;63;54;1.41;0.03;75;70;145;72.5;3.54;0.05;0.23;0.23;0.25;0.23;0;0;63;145;0.25
Q7L2E3-2;Q7L2E3-2;DHX30_HUMAN;22907;DHX30;Putative ATP-dependent RNA helicase DHX30;DHX30,KIAA0890,DDX30;NA;0;2;1;61;53;63;57;5.66;0.1;97;82;179;89.5;10.61;0.12;0.56;0.52;0.58;0.54;0.03;0.05;63;179;0.58
Q12802-1;Q12802-1;AKP13_HUMAN;11214;AKAP13;A-kinase anchor protein 13;AKAP13,BRX,LBC,HT31;NA;0;4;1;53;52;63;52.5;0.71;0.01;76;72;148;74;2.83;0.04;0.27;0.26;0.31;0.27;0;0.02;63;148;0.31
O95714;O95714;HERC2_HUMAN;8924;HERC2;E3 ubiquitin-protein ligase HERC2;HERC2;NA;0;2;1;52;52;63;52;0;0;68;63;131;65.5;3.54;0.05;0.13;0.13;0.16;0.13;0;0.01;63;131;0.16
P78559-1;P78559-1;MAP1A_HUMAN;4130;MAP1A;Microtubule-associated protein 1A;MAP1A,MAP1L;NA;0;2;1;55;55;63;55;0;0;77;80;157;78.5;2.12;0.03;0.27;0.27;0.31;0.27;0;0;63;157;0.31
Q9HCK8-1;Q9HCK8-1;CHD8_HUMAN;57680;CHD8;Chromodomain-helicase-DNA-binding protein 8;CHD8,KIAA1564,HELSNF1;NA;0;2;1;53;54;63;53.5;0.71;0.01;73;71;144;72;1.41;0.02;0.26;0.28;0.31;0.27;0.01;0.05;63;144;0.31
Q07864;Q07864;DPOE1_HUMAN;5426;POLE;DNA polymerase epsilon catalytic subunit A;POLE,POLE1;NA;0;1;1;54;56;62;55;1.41;0.03;76;71;147;73.5;3.54;0.05;0.27;0.28;0.3;0.27;0.01;0.03;62;147;0.3
O14578-4;O14578-4;CTRO_HUMAN;11113;CIT;Citron Rho-interacting kinase;CIT,STK21,KIAA0949,CRIK;NA;0;3;1;53;56;62;54.5;2.12;0.04;59;69;128;64;7.07;0.11;0.29;0.3;0.33;0.29;0.01;0.02;62;128;0.33
Q29RF7-1;Q29RF7-1;PDS5A_HUMAN;23244;PDS5A;Sister chromatid cohesion protein PDS5 homolog A;PDS5A,KIAA0648,PDS5;NA;0;2;1;58;60;62;59;1.41;0.02;114;127;241;120.5;9.19;0.08;0.47;0.49;0.51;0.48;0.01;0.02;62;241;0.51
P35573-1;P35573-1;GDE_HUMAN;178;AGL;Glycogen debranching enzyme;AGL,GDE;NA;0;3;1;56;53;62;54.5;2.12;0.04;76;78;154;77;1.41;0.02;0.44;0.4;0.48;0.42;0.03;0.08;62;154;0.48
Q7LBC6-1;Q7LBC6-1;KDM3B_HUMAN;51780;KDM3B;Lysine-specific demethylase 3B;KDM3B,C5orf7,JHDM2B,JMJD1B,KIAA1082;NA;0;2;1;54;53;62;53.5;0.71;0.01;75;75;150;75;0;0;0.44;0.42;0.48;0.43;0.02;0.04;62;150;0.48
Q04637-5;Q04637-5;IF4G1_HUMAN;1981;EIF4G1;Eukaryotic translation initiation factor 4 gamma 1;EIF4G1,EIF4GI,EIF4G,EIF4F;NA;0;1;1;56;60;62;58;2.83;0.05;173;173;346;173;0;0;0.41;0.41;0.43;0.41;0;0.01;62;346;0.43
Q04637-1;Q04637-1;IF4G1_HUMAN;1981;EIF4G1;Eukaryotic translation initiation factor 4 gamma 1;EIF4G1,EIF4GI,EIF4G,EIF4F;NA;0;3;2;56;60;62;58;2.83;0.05;173;173;346;173;0;0;0.37;0.36;0.38;0.37;0;0.01;62;346;0.38
A2RRP1-1;A2RRP1-1;NBAS_HUMAN;51594;NBAS;Neuroblastoma-amplified sequence;NBAS,NAG;NA;0;2;1;57;55;62;56;1.41;0.03;72;70;142;71;1.41;0.02;0.26;0.25;0.28;0.26;0.01;0.04;62;142;0.28
Q04637-4;Q04637-4;IF4G1_HUMAN;1981;EIF4G1;Eukaryotic translation initiation factor 4 gamma 1;EIF4G1,EIF4GI,EIF4G,EIF4F;NA;0;1;1;56;61;62;58.5;3.54;0.06;175;176;351;175.5;0.71;0;0.4;0.4;0.41;0.4;0;0;62;351;0.41
O75533;O75533;SF3B1_HUMAN;23451;SF3B1;Splicing factor 3B subunit 1;SF3B1,SAP155;NA;0;1;1;59;52;61;55.5;4.95;0.09;177;160;337;168.5;12.02;0.07;0.55;0.46;0.55;0.5;0.06;0.12;61;337;0.55
Q8WYP5-2;Q8WYP5-2;ELYS_HUMAN;25909;AHCTF1;Protein ELYS;AHCTF1,ELYS,TMBS62;NA;0;3;1;55;55;61;55;0;0;79;74;153;76.5;3.54;0.05;0.3;0.31;0.34;0.31;0.01;0.03;61;153;0.34
Q9UIG0-1;Q9UIG0-1;BAZ1B_HUMAN;9031;BAZ1B;Tyrosine-protein kinase BAZ1B;BAZ1B,WBSCR9,WBSC10,WSTF,WBSCR10;NA;0;2;2;51;57;61;54;4.24;0.08;99;107;206;103;5.66;0.05;0.38;0.41;0.44;0.4;0.02;0.06;61;206;0.44
Q15021;Q15021;CND1_HUMAN;9918;NCAPD2;Condensin complex subunit 1;NCAPD2,KIAA0159,CAPD2,CNAP1;NA;0;1;1;58;56;61;57;1.41;0.02;142;132;274;137;7.07;0.05;0.47;0.45;0.49;0.46;0.01;0.03;61;274;0.49
Q08211-1;Q08211-1;DHX9_HUMAN;1660;DHX9;ATP-dependent RNA helicase A;DHX9,LKP,DDX9,NDH2;NA;0;2;1;58;59;61;58.5;0.71;0.01;294;263;557;278.5;21.92;0.08;0.47;0.49;0.49;0.48;0.01;0.03;61;557;0.49
Q8TEQ6;Q8TEQ6;GEMI5_HUMAN;25929;GEMIN5;Gem-associated protein 5;GEMIN5;NA;0;1;1;55;57;61;56;1.41;0.03;115;114;229;114.5;0.71;0.01;0.45;0.46;0.49;0.46;0.01;0.02;61;229;0.49
Q9Y6D5;Q9Y6D5;BIG2_HUMAN;10564;ARFGEF2;Brefeldin A-inhibited guanine nucleotide-exchange protein 2;ARFGEF2,ARFGEP2,BIG2;NA;0;1;1;56;49;61;52.5;4.95;0.09;79;73;152;76;4.24;0.06;0.36;0.31;0.38;0.34;0.04;0.11;61;152;0.38
Q9NVI1-3;Q9NVI1-3;FANCI_HUMAN;55215;FANCI;Fanconi anemia group I protein;FANCI,KIAA1794;NA;0;4;1;55;54;61;54.5;0.71;0.01;107;104;211;105.5;2.12;0.02;0.45;0.43;0.47;0.44;0.01;0.03;61;211;0.47
O43707;O43707;ACTN4_HUMAN;81;ACTN4;Alpha-actinin-4;ACTN4;NA;0;1;1;60;57;61;58.5;2.12;0.04;256;254;510;255;1.41;0.01;0.69;0.64;0.69;0.67;0.03;0.05;61;510;0.69
Q9BQG0-1;Q9BQG0-1;MBB1A_HUMAN;10514;MYBBP1A;Myb-binding protein 1A;MYBBP1A,P160;NA;0;2;2;56;59;61;57.5;2.12;0.04;149;154;303;151.5;3.54;0.02;0.43;0.44;0.45;0.43;0;0;61;303;0.45
P11717;P11717;MPRI_HUMAN;3482;IGF2R;Cation-independent mannose-6-phosphate receptor;IGF2R,MPRI;NA;0;1;1;56;53;61;54.5;2.12;0.04;77;81;158;79;2.83;0.04;0.27;0.25;0.29;0.26;0.01;0.05;61;158;0.29
P41252;P41252;SYIC_HUMAN;3376;IARS;Isoleucine--tRNA ligase, cytoplasmic;IARS;NA;0;1;1;58;53;61;55.5;3.54;0.06;131;132;263;131.5;0.71;0.01;0.47;0.44;0.49;0.45;0.02;0.05;61;263;0.49
Q92621;Q92621;NU205_HUMAN;23165;NUP205;Nuclear pore complex protein Nup205;NUP205,C7orf14,KIAA0225;NA;0;1;1;58;54;61;56;2.83;0.05;111;105;216;108;4.24;0.04;0.33;0.3;0.35;0.32;0.02;0.07;61;216;0.35
Q8N201;Q8N201;INT1_HUMAN;26173;INTS1;Integrator complex subunit 1;INTS1,KIAA1440;NA;0;1;1;48;55;60;51.5;4.95;0.1;61;68;129;64.5;4.95;0.08;0.27;0.29;0.32;0.28;0.01;0.05;60;129;0.32
P29144;P29144;TPP2_HUMAN;7174;TPP2;Tripeptidyl-peptidase 2;TPP2;NA;0;1;1;57;58;60;57.5;0.71;0.01;103;103;206;103;0;0;0.52;0.51;0.54;0.51;0;0.01;60;206;0.54
P08575-1;P08575-1;PTPRC_HUMAN;5788;PTPRC;Receptor-type tyrosine-protein phosphatase C;PTPRC,CD45;NA;0;2;1;60;56;60;58;2.83;0.05;121;109;230;115;8.49;0.07;0.52;0.48;0.52;0.5;0.03;0.06;60;230;0.52
Q7L2E3-1;Q7L2E3-1;DHX30_HUMAN;22907;DHX30;Putative ATP-dependent RNA helicase DHX30;DHX30,KIAA0890,DDX30;NA;0;1;1;58;51;60;54.5;4.95;0.09;92;78;170;85;9.9;0.12;0.54;0.5;0.56;0.52;0.03;0.05;60;170;0.56
O14646-1;O14646-1;CHD1_HUMAN;1105;CHD1;Chromodomain-helicase-DNA-binding protein 1;CHD1;NA;0;2;2;55;55;60;55;0;0;84;86;170;85;1.41;0.02;0.34;0.34;0.36;0.34;0;0.01;60;170;0.36
Q7Z460-1;Q7Z460-1;CLAP1_HUMAN;23332;CLASP1;CLIP-associating protein 1;CLASP1,MAST1,KIAA0622;NA;0;3;1;52;56;60;54;2.83;0.05;80;85;165;82.5;3.54;0.04;0.41;0.42;0.46;0.41;0.01;0.02;60;165;0.46
P78347-2;P78347-2;GTF2I_HUMAN;2969;GTF2I;General transcription factor II-I;GTF2I,WBSCR6,BAP135;NA;0;4;1;58;55;60;56.5;2.12;0.04;140;136;276;138;2.83;0.02;0.65;0.55;0.66;0.6;0.07;0.11;60;276;0.66
P16885;P16885;PLCG2_HUMAN;5336;PLCG2;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2;PLCG2;NA;0;1;1;53;55;60;54;1.41;0.03;69;72;141;70.5;2.12;0.03;0.45;0.47;0.51;0.46;0.02;0.04;60;141;0.51
Q13576-1;Q13576-1;IQGA2_HUMAN;10788;IQGAP2;Ras GTPase-activating-like protein IQGAP2;IQGAP2;NA;0;2;1;57;55;60;56;1.41;0.03;111;104;215;107.5;4.95;0.05;0.37;0.37;0.39;0.37;0;0;60;215;0.39
O60287;O60287;NPA1P_HUMAN;9875;URB1;Nucleolar pre-ribosomal-associated protein 1;URB1,KIAA0539,NOP254,NPA1,C21orf108;NA;0;1;1;57;56;60;56.5;0.71;0.01;97;93;190;95;2.83;0.03;0.3;0.29;0.31;0.3;0;0.01;60;190;0.31
O75153;O75153;CLU_HUMAN;23277;KIAA0664;Clustered mitochondria protein homolog;KIAA0664;NA;0;1;1;56;50;59;53;4.24;0.08;110;96;206;103;9.9;0.1;0.54;0.48;0.55;0.51;0.04;0.09;59;206;0.55
Q9P2J5;Q9P2J5;SYLC_HUMAN;51520;LARS;Leucine--tRNA ligase, cytoplasmic;LARS,KIAA1352;NA;0;1;1;55;54;59;54.5;0.71;0.01;116;129;245;122.5;9.19;0.08;0.51;0.47;0.53;0.49;0.03;0.06;59;245;0.53
P53396-1;P53396-1;ACLY_HUMAN;47;ACLY;ATP-citrate synthase;ACLY;NA;0;2;1;57;55;59;56;1.41;0.03;268;240;508;254;19.8;0.08;0.56;0.54;0.57;0.55;0.02;0.03;59;508;0.57
Q9UQ35-1;Q9UQ35-1;SRRM2_HUMAN;23524;SRRM2;Serine/arginine repetitive matrix protein 2;SRRM2,SRM300,SRL300,KIAA0324;NA;0;3;1;52;52;59;52;0;0;129;126;255;127.5;2.12;0.02;0.25;0.25;0.28;0.25;0;0;59;255;0.28
O14497-1;O14497-1;ARI1A_HUMAN;8289;ARID1A;AT-rich interactive domain-containing protein 1A;ARID1A,BAF250A,SMARCF1,OSA1,BAF250,C1orf4;NA;0;3;1;53;52;59;52.5;0.71;0.01;91;93;184;92;1.41;0.02;0.37;0.34;0.39;0.36;0.02;0.05;59;184;0.39
Q13459-1;Q13459-1;MYO9B_HUMAN;4650;MYO9B;Unconventional myosin-IXb;MYO9B,MYR5;NA;0;2;1;51;48;59;49.5;2.12;0.04;66;64;130;65;1.41;0.02;0.28;0.26;0.32;0.27;0.02;0.06;59;130;0.32
O43149-1;O43149-1;ZZEF1_HUMAN;23140;ZZEF1;Zinc finger ZZ-type and EF-hand domain-containing protein 1;ZZEF1,KIAA0399;NA;0;2;1;51;52;59;51.5;0.71;0.01;63;65;128;64;1.41;0.02;0.24;0.24;0.27;0.24;0;0.02;59;128;0.27
Q7L576-1;Q7L576-1;CYFP1_HUMAN;23191;CYFIP1;Cytoplasmic FMR1-interacting protein 1;CYFIP1,KIAA0068;NA;0;2;1;53;51;58;52;1.41;0.03;85;80;165;82.5;3.54;0.04;0.45;0.42;0.47;0.43;0.02;0.04;58;165;0.47
Q00341;Q00341;VIGLN_HUMAN;3069;HDLBP;Vigilin;HDLBP,HBP,VGL;NA;0;1;1;54;55;58;54.5;0.71;0.01;129;126;255;127.5;2.12;0.02;0.42;0.44;0.45;0.43;0.01;0.03;58;255;0.45
P30622-2;P30622-2;CLIP1_HUMAN;6249;CLIP1;CAP-Gly domain-containing linker protein 1;CLIP1,RSN,CYLN1;NA;0;3;1;51;47;58;49;2.83;0.06;70;61;131;65.5;6.36;0.1;0.37;0.38;0.42;0.37;0.01;0.03;58;131;0.42
P42356-1;P42356-1;PI4KA_HUMAN;5297;PI4KA;Phosphatidylinositol 4-kinase alpha;PI4KA,PIK4,PIK4CA;NA;0;6;1;49;48;58;48.5;0.71;0.01;64;63;127;63.5;0.71;0.01;0.3;0.27;0.35;0.29;0.02;0.06;58;127;0.35
O60610-1;O60610-1;DIAP1_HUMAN;1729;DIAPH1;Protein diaphanous homolog 1;DIAPH1,DIAP1;NA;0;2;1;57;50;58;53.5;4.95;0.09;134;125;259;129.5;6.36;0.05;0.48;0.38;0.48;0.43;0.07;0.15;58;259;0.48
Q92878-2;Q92878-2;RAD50_HUMAN;10111;RAD50;DNA repair protein RAD50;RAD50;NA;0;3;1;54;50;58;52;2.83;0.05;71;66;137;68.5;3.54;0.05;0.37;0.35;0.39;0.36;0.01;0.03;58;137;0.39
Q14643-1;Q14643-1;ITPR1_HUMAN;3708;ITPR1;Inositol 1,4,5-trisphosphate receptor type 1;ITPR1,INSP3R1;NA;0;8;8;51;46;58;48.5;3.54;0.07;72;62;134;67;7.07;0.11;0.21;0.18;0.23;0.19;0.03;0.14;58;134;0.23
Q14571-1;Q14571-1;ITPR2_HUMAN;3709;ITPR2;Inositol 1,4,5-trisphosphate receptor type 2;ITPR2;NA;0;2;1;50;50;57;50;0;0;72;70;142;71;1.41;0.02;0.21;0.22;0.25;0.22;0.01;0.03;57;142;0.25
Q92538;Q92538;GBF1_HUMAN;8729;GBF1;Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1;GBF1,KIAA0248;NA;0;1;1;53;50;57;51.5;2.12;0.04;104;98;202;101;4.24;0.04;0.36;0.34;0.38;0.35;0.02;0.05;57;202;0.38
Q13620-1;Q13620-1;CUL4B_HUMAN;8450;CUL4B;Cullin-4B;CUL4B,KIAA0695;NA;0;3;2;54;56;57;55;1.41;0.03;77;87;164;82;7.07;0.09;0.55;0.56;0.58;0.56;0.01;0.01;57;164;0.58
P50748;P50748;KNTC1_HUMAN;9735;KNTC1;Kinetochore-associated protein 1;KNTC1,KIAA0166;NA;0;1;1;47;52;57;49.5;3.54;0.07;64;64;128;64;0;0;0.21;0.23;0.25;0.22;0.01;0.05;57;128;0.25
P12814-1;P12814-1;ACTN1_HUMAN;87;ACTN1;Alpha-actinin-1;ACTN1;NA;0;3;1;54;55;57;54.5;0.71;0.01;232;234;466;233;1.41;0.01;0.65;0.64;0.68;0.64;0;0;57;466;0.68
P26038;P26038;MOES_HUMAN;4478;MSN;Moesin;MSN;NA;0;1;1;53;53;56;53;0;0;755;724;1479;739.5;21.92;0.03;0.72;0.7;0.75;0.71;0.01;0.02;56;1479;0.75
P46100-1;P46100-1;ATRX_HUMAN;546;ATRX;Transcriptional regulator ATRX;ATRX,XH2,RAD54L;NA;0;3;1;52;50;56;51;1.41;0.03;84;81;165;82.5;2.12;0.03;0.24;0.24;0.26;0.24;0;0.01;56;165;0.26
Q6PGP7;Q6PGP7;TTC37_HUMAN;9652;TTC37;Tetratricopeptide repeat protein 37;TTC37,KIAA0372;NA;0;1;1;51;46;56;48.5;3.54;0.07;69;62;131;65.5;4.95;0.08;0.4;0.35;0.42;0.38;0.03;0.09;56;131;0.42
P52701-1;P52701-1;MSH6_HUMAN;2956;MSH6;DNA mismatch repair protein Msh6;MSH6,GTBP;NA;0;2;1;54;51;56;52.5;2.12;0.04;100;92;192;96;5.66;0.06;0.44;0.44;0.47;0.44;0;0;56;192;0.47
P46100-4;P46100-4;ATRX_HUMAN;546;ATRX;Transcriptional regulator ATRX;ATRX,XH2,RAD54L;NA;0;2;1;52;50;56;51;1.41;0.03;84;81;165;82.5;2.12;0.03;0.24;0.24;0.26;0.24;0;0.01;56;165;0.26
Q9NRL2-1;Q9NRL2-1;BAZ1A_HUMAN;11177;BAZ1A;Bromodomain adjacent to zinc finger domain protein 1A;BAZ1A,ACF1,WCRF180;NA;0;2;1;51;46;56;48.5;3.54;0.07;78;69;147;73.5;6.36;0.09;0.35;0.34;0.38;0.34;0;0.01;56;147;0.38
Q12830-1;Q12830-1;BPTF_HUMAN;2186;BPTF;Nucleosome-remodeling factor subunit BPTF;BPTF,FAC1,FALZ;NA;0;3;2;47;50;56;48.5;2.12;0.04;56;63;119;59.5;4.95;0.08;0.18;0.19;0.21;0.18;0.01;0.05;56;119;0.21
P09874;P09874;PARP1_HUMAN;142;PARP1;Poly [ADP-ribose] polymerase 1;PARP1,PPOL,ADPRT;NA;0;1;1;53;55;56;54;1.41;0.03;184;194;378;189;7.07;0.04;0.56;0.56;0.59;0.56;0;0;56;378;0.59
P30876;P30876;RPB2_HUMAN;5431;POLR2B;DNA-directed RNA polymerase II subunit RPB2;POLR2B;NA;0;1;1;53;50;56;51.5;2.12;0.04;103;102;205;102.5;0.71;0.01;0.5;0.45;0.52;0.48;0.03;0.07;56;205;0.52
Q5JRA6-1;Q5JRA6-1;MIA3_HUMAN;375056;MIA3;Melanoma inhibitory activity protein 3;MIA3,KIAA0268,TANGO;NA;0;3;1;50;46;56;48;2.83;0.06;67;61;128;64;4.24;0.07;0.35;0.34;0.38;0.34;0.01;0.03;56;128;0.38
Q12888-1;Q12888-1;TP53B_HUMAN;7158;TP53BP1;Tumor suppressor p53-binding protein 1;TP53BP1;NA;0;2;2;54;51;56;52.5;2.12;0.04;77;72;149;74.5;3.54;0.05;0.41;0.39;0.42;0.4;0.02;0.05;56;149;0.42
P08238;P08238;HS90B_HUMAN;3326;HSP90AB1;Heat shock protein HSP 90-beta;HSP90AB1,HSP90B,HSPC2,HSPCB;NA;0;1;1;52;52;55;52;0;0;1495;1387;2882;1441;76.37;0.05;0.65;0.61;0.66;0.63;0.03;0.04;55;2882;0.66
Q9NYU2-1;Q9NYU2-1;UGGG1_HUMAN;56886;UGGT1;UDP-glucose:glycoprotein glucosyltransferase 1;UGGT1,UGCGL1,UGT1,UGGT,UGTR,GT;NA;0;2;2;52;46;55;49;4.24;0.09;80;73;153;76.5;4.95;0.06;0.43;0.36;0.45;0.39;0.05;0.12;55;153;0.45
Q7L014;Q7L014;DDX46_HUMAN;9879;DDX46;Probable ATP-dependent RNA helicase DDX46;DDX46,KIAA0801;NA;0;1;1;52;50;55;51;1.41;0.03;103;100;203;101.5;2.12;0.02;0.54;0.53;0.55;0.53;0.01;0.01;55;203;0.55
O94915-1;O94915-1;FRYL_HUMAN;285527;FRYL;Protein furry homolog-like;FRYL,KIAA0826,AF4P12;NA;0;1;1;49;49;55;49;0;0;61;63;124;62;1.41;0.02;0.18;0.19;0.21;0.19;0;0.02;55;124;0.21
P13639;P13639;EF2_HUMAN;1938;EEF2;Elongation factor 2;EEF2,EF2;NA;0;1;1;53;51;55;52;1.41;0.03;745;731;1476;738;9.9;0.01;0.57;0.54;0.58;0.56;0.02;0.04;55;1476;0.58
Q15643;Q15643;TRIPB_HUMAN;9321;TRIP11;Thyroid receptor-interacting protein 11;TRIP11,CEV14;NA;0;1;1;46;38;55;42;5.66;0.13;57;46;103;51.5;7.78;0.15;0.26;0.19;0.3;0.23;0.04;0.19;55;103;0.3
Q14966-1;Q14966-1;ZN638_HUMAN;27332;ZNF638;Zinc finger protein 638;ZNF638,ZFML,NP220;NA;0;5;1;50;45;55;47.5;3.54;0.07;87;79;166;83;5.66;0.07;0.29;0.29;0.32;0.29;0.01;0.02;55;166;0.32
Q9BTC0-4;Q9BTC0-4;DIDO1_HUMAN;11083;DIDO1;Death-inducer obliterator 1;DIDO1,C20orf158,DATF1,KIAA0333;NA;0;3;1;52;43;55;47.5;6.36;0.13;72;60;132;66;8.49;0.13;0.35;0.28;0.37;0.31;0.05;0.17;55;132;0.37
P49790;P49790;NU153_HUMAN;9972;NUP153;Nuclear pore complex protein Nup153;NUP153;NA;0;1;1;51;48;54;49.5;2.12;0.04;93;81;174;87;8.49;0.1;0.46;0.41;0.48;0.43;0.04;0.09;54;174;0.48
P07900-1;P07900-1;HS90A_HUMAN;3320;HSP90AA1;Heat shock protein HSP 90-alpha;HSP90AA1,HSP90A,HSPC1,HSPCA;NA;0;3;2;51;51;54;51;0;0;1263;1195;2458;1229;48.08;0.04;0.66;0.63;0.67;0.64;0.03;0.04;54;2458;0.67
P55265-4;P55265-4;DSRAD_HUMAN;103;ADAR;Double-stranded RNA-specific adenosine deaminase;ADAR,IFI4,G1P1,DSRAD,ADAR1;NA;0;3;1;48;49;54;48.5;0.71;0.01;105;107;212;106;1.41;0.01;0.41;0.43;0.47;0.42;0.01;0.03;54;212;0.47
